,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,2.5188035316660864,2.5453990394697885,2.6822417569394057,2.733871454683292,2.523948263994733,2.755681925315729,2.6074339817359045,2.6030605320428135,2.512334046256657,2.751646454811669,2.755306688234481,2.7937705282584644,2.7267915641753024,2.924513165672451,2.9133957568728426,2.9064266821581524,2.8014208896604873,2.867716459237052,2.9626450761589282,2.847960822312456,2.5976177519568355,2.813902391374649,2.913709457135141,2.7273383826864253,2.4427212426566065,2.5522656916850184,2.678555983778275,2.6650143283642107,2.5188035316660864,2.5453990394697885,2.6822417569394057,2.733871454683292,2.523948263994733,2.755681925315729,2.6074339817359045,2.6030605320428135,2.512334046256657,2.751646454811669,2.755306688234481,2.7937705282584644,2.7267915641753024,2.924513165672451,2.9133957568728426,2.9064266821581524,2.8014208896604873,2.867716459237052,2.9626450761589282,2.847960822312456,2.5976177519568355,2.813902391374649,2.913709457135141,2.7273383826864253,2.4427212426566065,2.5522656916850184,2.678555983778275,2.6650143283642107
1,3.4342597248272093,3.5356141446170453,3.4405143114366776,3.6065413069790244,3.6523402213811487,3.6516860746601765,3.653860931798168,3.6149107156484868,3.5071836369477345,3.595872678204384,3.55044706585892,3.6148515113835966,3.6476113982049205,3.663227778949854,3.657544142238073,3.6139783321093786,3.555503236675448,3.582563057580665,3.5396091703825996,3.6201335067760008,3.653722985495319,3.6692938677225753,3.653639869088304,3.617596326307607,3.567333506793317,3.59308335237233,3.56495058732137,3.617940706276242,3.6589978598196256,3.669731892465857,3.6623483382300073,3.6225472963739778,3.507554193984073,3.611781752330231,3.606652481698966,3.6206435521148053,3.655907600438245,3.6609609443555122,3.654188068575538,3.6091376435740568,3.5499726251433796,3.5820668436453467,3.5874853404799567,3.5955067353416155,3.6525197321547753,3.663826379840537,3.654849242637336,3.6095725752032677,3.4988067562432867,3.6013567820762806,3.498910671376316,3.6206620960028713,3.657279073835381,3.6488361113256182,3.6518515794609208,3.5657032402019535
2,2.4496360509360064,2.44824856311204,2.5162742287018873,2.510916643855748,2.5200806657597696,2.5075595242786157,2.5217685190026327,2.5167531409526998,2.448274332605018,2.440676978581004,2.5139206569908685,2.510126357775078,2.5258286746855685,2.5100069363252846,2.5230613751837483,2.5155055584077335,2.449491003866974,2.4378201004892217,2.5114747329602447,2.5087410320897443,2.5234216159657317,2.510570340498722,2.5179803809834125,2.512792702832505,2.4481131016496493,2.435945488037932,2.513949039856542,2.513949039856542,2.526728557697105,2.5075595242786157,2.5198302142424516,2.5102529376388114,2.444835068839847,2.442643276950052,2.5168055606867132,2.5153164853073333,2.523656155290895,2.508126194392749,2.518644469826464,2.5114868776969868,2.4457909158410476,2.441916764527626,2.51936124720661,2.5129228468829723,2.5219809127732344,2.5067420307021133,2.5138423139227934,2.512037907303979,2.4457131900975106,2.444320237754505,2.5141582931302757,2.5144740172911164,2.519990941242015,2.5054345622767267,2.5200014622573814,2.511941729010386
3,3.354181075928003,3.416641384635796,3.3920507017403043,3.4100089905877997,3.5050555472341314,3.533523928717191,3.598232182887827,3.571094953545973,3.655146508302425,3.633156201463687,3.6827301015887572,3.6319617655350234,3.434980990905342,3.421532819116596,3.365982228032223,3.3229625946525427,3.363359191691766,3.502808576050549,3.5092838558986372,3.5608109353232944,3.593545807167696,3.6464822807398285,3.656891371351628,3.625113057449919,3.6876448997924984,3.642622956702476,3.510297566181372,3.3966481979126892,3.354181075928003,3.416641384635796,3.3920507017403043,3.4100089905877997,3.5050555472341314,3.533523928717191,3.598232182887827,3.571094953545973,3.655146508302425,3.633156201463687,3.6827301015887572,3.6319617655350234,3.434980990905342,3.421532819116596,3.365982228032223,3.3229625946525427,3.363359191691766,3.502808576050549,3.5092838558986372,3.5608109353232944,3.593545807167696,3.6464822807398285,3.656891371351628,3.625113057449919,3.6876448997924984,3.642622956702476,3.510297566181372,3.3966481979126892
4,3.052411188508647,3.105726001039014,3.232862284610533,3.1976623208111072,3.061800577907864,3.144976998790338,3.232900845687428,3.1474773661770286,3.049422484481368,3.088326255454869,3.2126237305470764,3.1794263006500376,3.1203885943123324,3.1731598721638994,3.18325514278772,3.168712324355101,3.0808223837747764,3.128410012602135,3.2113320795364335,3.1714795358908128,3.072760848628766,3.167627608679303,3.2032676419555384,3.1295427529585904,3.094336276988775,3.1341872008958074,3.188388122881747,3.1058482474231788,3.0531054912086955,3.05805160093323,3.1874166522899348,3.0134759867019176,2.950052065413527,3.138403630832852,3.2259148635550012,3.0987026504106527,3.090287209031223,3.09615052663138,3.1854552028498846,3.1784043981216668,3.046010335621616,3.1349822891206376,3.2536831897315097,3.1362141841849422,3.122197433995973,3.1356288610381586,3.173488429450991,3.163413664952241,3.0419057754902146,3.135672363448862,3.2380934377332005,3.0923204970643807,3.0465238535797363,3.1241756897379336,3.185031437900294,3.0550472482658937
5,3.420950978031633,3.416711810331942,3.421983733947534,3.4146151795777033,3.4230022495720416,3.4166411197499054,3.424122773146629,3.4214427889915973,3.4244905346426666,3.4213316554237734,3.4224801624197916,3.418804547358751,3.4236529876948874,3.42243277369858,3.423767396974763,3.417682978622755,3.4253470305924476,3.418047757570535,3.4199281034561753,3.4086859473648015,3.4197931439223677,3.4149485550541563,3.416423836240133,3.4085333999096026,3.420263403986433,3.415473151014913,3.4181512474474154,3.4063361363331257,3.420950978031633,3.416711810331942,3.421983733947534,3.4146151795777033,3.4230022495720416,3.4166411197499054,3.424122773146629,3.421808405821828,3.4244905346426666,3.4213316554237734,3.4224801624197916,3.418804547358751,3.4236529876948874,3.42243277369858,3.423767396974763,3.417682978622755,3.4253470305924476,3.418047757570535,3.4199281034561753,3.4086859473648015,3.4197931439223677,3.4149485550541563,3.416423836240133,3.4085333999096026,3.420263403986433,3.415473151014913,3.4181512474474154,3.4063361363331257
6,2.8186754058083103,2.7708991624943002,2.823320706339154,2.824175696435595,2.8255449792533915,2.815928711836265,2.891341699281739,2.8127055844158644,2.776132483715046,2.8399695022345925,2.827191152643866,2.836252617268257,2.839478301607376,2.9041833906816343,2.831193558370856,2.784651665425866,2.8483688978604778,2.845431723797125,2.844518397737202,2.8505782816370417,2.901658976288815,2.8389532459039026,2.7663587284937776,2.8336197795155527,2.8245012734175043,2.8276774667746665,2.8169477905864646,2.8959366790808208,2.8309615837849087,2.773000809987581,2.8409048374916956,2.8218576926461654,2.8334643174963374,2.827670305939755,2.9020377192207234,2.860591517833105,2.8105436265980823,2.8445233127218374,2.834279640444435,2.8369041948878473,2.8412966634852617,2.9181525904597287,2.8193829459357445,2.7598385182269647,2.8316832314296185,2.844322822719381,2.830238533149887,2.8380133520759063,2.8960874519731394,2.8284683328124585,2.769980273794106,2.83753172345123,2.8260318209757447,2.8331257829756185,2.8262619949147165,2.906249044828152
7,2.9494529634608457,3.143577387897288,3.1857669997860842,3.1916585463984415,3.2604885033123274,3.2361137485907125,3.062517471935581,3.144142240680682,3.001295739017456,3.216690407480061,3.215947005679161,3.2495073261994185,3.3197679288021247,3.243188090022331,3.1222647381913005,3.134918212357844,3.0037848810106347,3.249772842906089,3.2131563708524475,3.2889838220342784,3.3572044265567533,3.294236178973984,3.1863225565429034,3.1734921279921164,3.130736140744808,3.215596237437589,3.1879573427851313,3.26843797659351,3.2963263316695355,3.2640644553486107,3.270031552790383,3.226556983258305,3.0999503219676243,3.3349991904719456,3.2249540691440246,3.30794036788029,3.3655760236663905,3.3325110555877493,3.1780690379872265,3.124681437568945,2.9908494553827993,3.22851896356417,3.1998188022745024,3.2601552251510437,3.3303824945215874,3.2580291235645387,3.134945481926872,3.1720572622496066,3.0387017017911395,3.2521850892464212,3.2947247508474633,3.33451336049627,3.395227934900375,3.2249779472354123,3.1446255237209373,3.0545747398696474
8,3.162709040535296,3.1631550327836413,3.1619779694735213,3.1649017784222453,3.1619014000444734,3.162990296284759,3.161748561968836,3.1638290644260465,3.161409788015308,3.162651630362544,3.1603294256239893,3.1647853349190407,3.1617736731870507,3.1624774929124397,3.161533714091198,3.164828391359213,3.1616044015802354,3.162355925263329,3.162319412058235,3.1639453695925273,3.1613023488764296,3.1631936282393114,3.1627979411857927,3.1653712576950017,3.162911313426843,3.162745972230492,3.1626981608383224,3.164774876516955,3.162709040535296,3.1631550327836413,3.1619779694735213,3.1649017784222453,3.1619014000444734,3.162990296284759,3.161748561968836,3.1638290644260465,3.161409788015308,3.162651630362544,3.1603294256239893,3.1647853349190407,3.1617736731870507,3.1624774929124397,3.161533714091198,3.164828391359213,3.1616044015802354,3.162355925263329,3.162319412058235,3.1639453695925273,3.1613023488764296,3.1631936282393114,3.1627979411857927,3.1653712576950017,3.162911313426843,3.162745972230492,3.1626981608383224,3.164774876516955
9,3.379110377117663,3.5208466546482793,3.5050888466387904,3.4710163038922914,3.6168372303388967,3.747642169675682,3.541992717958533,3.3817106661115774,3.5589844480925086,3.5341798592457088,3.418848008038257,3.571455274124991,3.6730320560688186,3.5119376191596716,3.327489713567701,3.4435869010817766,3.48682278608162,3.405059814016039,3.5685856394622877,3.6341599617552593,3.5094100875193854,3.3070373181667096,3.4503365658443323,3.4209335711884132,3.4281323750458172,3.5843284187616247,3.6525442972725184,3.4679003100147683,3.338732313342403,3.495257792704745,3.442369545567104,3.4312063146784704,3.614138125913105,3.6955804225103344,3.486250631351129,3.3503742839343,3.5091991805549654,3.5112851379516017,3.4644368160250094,3.6550622273070035,3.727859935021654,3.554521725665216,3.3956539169688638,3.4886388513834534,3.530302606706572,3.478447625961952,3.647065243063987,3.719829708387294,3.550081079149333,3.3492520839146303,3.4571222715414676,3.4527362743241707,3.442915545822887,3.584753616854755,3.6915773650632064,3.5328900228880316
10,3.357715139000783,3.330320094122113,3.4283106818830977,3.3601143859580533,3.3248049057048608,3.3972778327997166,3.4317330493916627,3.3973949747491536,3.3990679821946115,3.39996419125799,3.4199401329079913,3.3562080812368893,3.3540919161197986,3.360302488448667,3.4190593893509362,3.3193551046507483,3.351500494026976,3.3593290527585586,3.422477592981343,3.3494834121004957,3.35479250987941,3.3271524750473933,3.4189221178626203,3.3288985950147634,3.360456356627214,3.330233118301276,3.3922367748845006,3.3332583176126134,3.357715139000783,3.330320094122113,3.4283106818830977,3.3601143859580533,3.3248049057048608,3.3972778327997166,3.4317330493916627,3.3973949747491536,3.3990679821946115,3.39996419125799,3.4199401329079913,3.3562080812368893,3.3540919161197986,3.360302488448667,3.4190593893509362,3.3193551046507483,3.351500494026976,3.3593290527585586,3.422477592981343,3.3494834121004957,3.35479250987941,3.3271524750473933,3.4189221178626203,3.3288985950147634,3.360456356627214,3.330233118301276,3.3922367748845006,3.3332583176126134
11,3.485604829837847,3.5545342000956697,3.644112120689206,3.6796497972929405,3.632756747465456,3.7312997571989595,3.6575378890018317,3.616638581350194,3.5061169627601965,3.55858622569983,3.619181553397547,3.581444423476179,3.523563529880078,3.5000460367250104,3.3222461526423213,3.3251067463229265,3.2026881020338873,3.4458224260580095,3.3842387313567626,3.400587292664217,3.3284372406504374,3.4296422341555814,3.435605176759158,3.434124022624525,3.5352099390008376,3.5418690128399968,3.5844637890884874,3.524353664737476,3.471135308934728,3.591139770975179,3.602579293736863,3.7160196303262136,3.6248552266600393,3.6044852733375334,3.6646746989401913,3.6229210283156625,3.676585067603683,3.646343581818153,3.7104366522393004,3.713831364486113,3.4864895101309417,3.4534929509056322,3.545582906240447,3.622224851300488,3.5773432320434173,3.6787065190578936,3.6512421136203597,3.7149772481097094,3.4015775751285777,3.3940623592118135,3.542747028776537,3.627749011957061,3.592741830021576,3.6578599339907365,3.6265007051980476,3.5891913416045385
12,4.039280609771813,4.055498920164322,4.049271003741403,4.02525822798983,4.017500458535512,4.034469528279983,4.0383050072774145,4.038707790098464,4.055175857407576,4.04707152121606,4.025753523369366,4.018861132217973,4.046075156505517,4.04117967971823,4.049613477340011,4.067757066015353,4.058030985803059,4.039485731004952,4.042787283374958,4.059773177475501,4.066492698266824,4.071968299126528,4.077888190466886,4.058973460961227,4.053521617080728,4.044801822434905,4.063077062526779,4.063812007270306,4.051835924043869,4.055498920164322,4.049271003741403,4.02525822798983,4.032345455308103,4.045196831193942,4.051704314746827,4.048462387270031,4.066954239758852,4.0559605314240645,4.03874933349941,4.03044942237393,4.0566518925055135,4.0639126928785325,4.0617592233886155,4.081941245202886,4.072364108559878,4.038936677321802,4.041853554034493,4.06581363665841,4.064943940781464,4.0645277966350735,4.082701401881728,4.062805424188017,4.042867712270998,4.029313671899611,4.034095787987513,4.039017107662385
13,3.546881688266294,3.8524090102054056,3.876786634177834,3.859273752728649,3.846939424663316,3.8454592846038613,3.739904423751482,3.7852329450962654,3.598099598071751,3.849074140416602,3.8858339408149503,3.8807032439707783,3.8493530281129025,3.8553513913310997,3.750583117477266,3.7502756819746033,3.598370381882544,3.860847560853295,3.8929951906165514,3.8796632386413608,3.850986314257553,3.854947014801712,3.7979844829274585,3.795965810705061,3.6942250688594465,3.8573523349380388,3.8884715017985454,3.8808445558445164,3.844429216149076,3.8477794609076295,3.7549051706179775,3.7793488131191966,3.6036256620943936,3.855390081607122,3.8876207712139284,3.8750835658906793,3.8496009208938737,3.851640131944862,3.7815628543969466,3.7886565380277966,3.693367134161881,3.8581641810135405,3.89090773822309,3.8839100879418216,3.851395420349763,3.85663015459998,3.8127394640076453,3.791618553366235,3.714417536409851,3.8611012583025506,3.891331389742554,3.8829940251825206,3.8471948680897703,3.8482640495899023,3.7627133932423082,3.7509151895852217
