,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
0,3.4026018751817095,3.3426756986982253,3.3449515450610594,3.4132771328905425,3.510062499712214,3.4611417509285967,3.45318268037053,3.4550234005027574,3.53246243120169,3.5835614797862316,3.5208710580739746,3.570035415367519,3.5647633337998252,3.5758750488544604,3.57748463848278,3.569829539326258,3.555630312063978,3.5154463444617003,3.5515348037387735,3.574056678036367,3.552145684672775,3.5749865218057097,3.5780221932932963,3.5887235919862235,3.584126020218992,3.5830597561287783,3.541319242597285,3.565545233911602,3.545181334286033,3.5831745698258777,3.575703617460261,3.580048011998425,3.5845451668985975,3.5953226730971726,3.5880420602812024,3.575701911783545,3.5803700614213807,3.5831014617693278,3.588722275549965,3.5856217638964036,3.5739072742604767,3.583122295627404,3.5759816045847304,3.5759527582638526,3.5539070739172574,3.5728646911288013,3.5741750888188353,3.553739310245476,3.583193106204429,3.5887430413064196,3.5798738418233023,3.587808473807374,3.589187309888953,3.5885722478661384,3.5859897444983178,3.576821354701245,3.566059062886656,3.5860341721572753,3.5859178090735546,3.5892246634571445,3.587809438314876,3.578062061549133,3.559416714140305,3.5805791770403217,3.581862786005878,3.505852063945143,3.495909031717238,3.4517844638243775,3.4663349728211648,3.540291411909928,3.4554162920877913,3.3420920941741667,3.3940744164933054,3.46646747468035,3.5165735043491697,3.466632709223214,3.4713517658986928,3.4656342319186497,3.5229188532332674,3.5784470564141766,3.5123034185337554,3.4680498532189246,3.513143163529765,3.5722368294512963,3.5817061635007486,3.5221984232068713,3.5174339132465136,3.5124069934132636,3.5152109490793935,3.565811093301754,3.4566469537709144,3.3911638029226783,3.3493600620069945,3.459833879462095,3.46168833846029
