,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0,3.3340881901218067,3.3373944665384125,3.4024932313812943,3.395576477029593,3.4054692411792638,3.4145668092721113,3.3880031904389356,3.4116064333089207,3.409140227911598,3.3934556158722784,3.4054692411792638,3.388714829526274,3.3966151763843655,3.3268057147050203,3.330711410295047,3.265585126682934,3.34431850704832,3.329166016717801,3.3234871214136166,3.3137139267149447,3.313417660153327,3.3272856791659433,3.3503561188444886,3.381111866947456,3.385534596038553,3.3709755806190564,3.39320198108421,3.3964466493810184,3.4008813243624276,3.4018237002417937,3.405854536241228,3.4086670742221536,3.415039087815412,3.4169918237816344,3.417768635008978,3.407065488854709,3.4182804744903303,3.40532431492011,3.4102064975254756,3.4216128448126284,3.413006122212522,3.425959912485223,3.4233075300309475,3.4228737850460016,3.419315112279903,3.352443921586749,3.4064015126244906,3.4246574123436666,3.484297703924937,3.3859223762503206,3.4166214616660238,3.3494842262202433,3.4131653921613347,3.3558189327483783,3.354717965175979,3.351257470536977,3.4074701919720582,3.4746376742943985,3.4788324070882166,3.457509551669374,3.440195121658028,3.418091858503959,3.44301224253819,3.3416277807090937,3.332093536145884,3.3367960638280856,3.325083288512864,3.3334165768723447
1,3.8493303441413897,3.8003871470777666,3.842045886062056,3.878678680424407,3.927001033673281,3.9198992827760626,3.944289849517406,3.9391704545824178,3.9397088392243296,3.9378488803994034,3.933380555987065,3.9271484397683936,3.9207876354038134,3.9268533174639373,3.919790989311262,3.897498763359205,3.893183118197686,3.8891562213177937,3.8875275405510363,3.891587407455143,3.892899924507109,3.891889190527514,3.8815257725699244,3.8763437374636,3.8920554783834556,3.884681077268656,3.8682009321318525,3.8711710982447864,3.8817457203670007,3.9249446216885726,3.9152946380456175,3.9598531954239826,3.9543485360155164,3.969089505496183,3.9724095345976096,3.9800668398361587,3.980588508189417,3.942206220476065,3.9792341526423773,3.984994247562509,3.9796979594354376,3.979782674424745,3.9761694946638744,3.97965908949794,3.9686062608923627,3.980685106989192,3.9749476301343405,3.9663285722000996,3.9249485580018657,3.889310914845481,3.8841411998723934,3.891323611139306,3.9196606011297903,3.915574388638231,3.893817936769988,3.9070811194741384,3.8715262209164862,3.906061699282683,3.9284831653238133,3.908123887683749,3.9374300467789953,3.931576491105465,3.9342308726412014,3.9531673078671457,3.950154798135794,3.903150857374452,3.8581564628139318,3.84954905305558
2,3.4041277798947305,3.4025112245194524,3.4072090135558124,3.4055585434088607,3.4343792148084566,3.435589378965964,3.5756641278726615,3.5091619993714316,3.5198449970999817,3.5239807045353855,3.4082114757670494,3.3970604234582993,3.2659804944739763,3.3247130963681415,3.329127778406747,3.239814176321883,3.2528834851573274,3.251339337838161,3.1694190468653494,3.257954765883874,3.1758674485660325,3.2589362812114095,3.3072743753285727,3.246613110190234,3.3098148817374824,3.255584211010622,3.3874819905005107,3.3405379079042787,3.461289773242908,3.4389146395676278,3.468824772913253,3.4744074160731477,3.4658988138431464,3.469330265007794,3.4450375217917393,3.4193688608062778,3.537538187042868,3.5305891709379384,3.5254254643095893,3.4234483126467046,3.468707051003041,3.486313830956078,3.4766813486556787,3.406935797150364,3.462247670965475,3.4592749619777683,3.465656815515575,3.456099938493681,3.518809513200764,3.4546442440839646,3.5133641093360897,3.412520029860652,3.4614481326483832,3.408358048335818,3.5183148485011038,3.4024435398889246,3.518927520392608,3.470371119068354,3.4690105622346548,3.5335190582368194,3.5326132543361295,3.484243126128807,3.4818916309299555,3.474080122599649,3.523411794834651,3.469204212684438,3.520403504840789,3.514531655200787
3,3.7449799401357984,3.75240748403479,3.7534022339054376,3.7597078763388967,3.757637729911843,3.756860551943743,3.7556782677826632,3.7617665022840776,3.754623257945235,3.798018198862648,3.8066017824397256,3.8037074797861834,3.806370710413754,3.8070665291794743,3.80730872996506,3.8086835503813887,3.8087277019812515,3.8057996169318526,3.7832266007427577,3.7980520887493405,3.803830619771027,3.8112325546572334,3.8064809170234803,3.8061122128316036,3.8070867325941475,3.7996889951037325,3.801173195716588,3.8012830085284834,3.804127730459615,3.802478473753726,3.787609174281882,3.7818883588850323,3.81088133225274,3.7997575692072383,3.7887830308559445,3.796837494495681,3.796987035362897,3.7939730466064723,3.7830447001410388,3.789762152546621,3.796735587729885,3.793241316776343,3.795202721048075,3.791962542530939,3.797522124887193,3.7919099517475585,3.7933654669062618,3.802980801072482,3.806140479112492,3.8048431784723964,3.800511989451747,3.809195280419064,3.7978996126574973,3.814734492891928,3.809637949305987,3.8119368100194015,3.8030000051990074,3.760028996837195,3.797564239802129,3.771666093888432,3.807861575584678,3.806674250439456,3.796136835518107,3.7621305819473365,3.760774685094195,3.75672350915515,3.7403416433077346,3.7497457335943603
4,3.6004497693035376,3.5919502337826703,3.6026161025506793,3.5892296940707773,3.6040429573368815,3.5916444229406568,3.6018823445866843,3.594794095951871,3.6038552668707204,3.5912502302153033,3.6043647215248127,3.59130296571879,3.606747586150502,3.5900197720135907,3.6033126877107478,3.591468693910284,3.602605189845291,3.587545784876916,3.599939038036915,3.582903417385177,3.599884470184016,3.588642206659559,3.603171534184032,3.587106506358495,3.6015941023870104,3.5877036960931017,3.593531171415884,3.5845022722578,3.5893101636592712,3.5795268897410466,3.590502586964199,3.573284801320738,3.5943023131155067,3.582596840923782,3.593761168016811,3.5811015462919125,3.5988006550148217,3.5864461135858523,3.602730844342699,3.5872915185731338,3.6019733222986057,3.591257215841575,3.601314317229175,3.592635791454915,3.604040926800117,3.5924423247849626,3.5995914820000445,3.589618494484429,3.604894469329725,3.5903861115939506,3.597461739900129,3.5896989308221876,3.6030739196722705,3.586468630360917,3.5862161140600195,3.576820461107409,3.59811030665991,3.585654617050345,3.5857974151876917,3.589083072440497,3.5996702666603793,3.5830310424313856,3.5985297030939876,3.5843394355686726,3.6045716339462124,3.590914942720973,3.603430890312628,3.5920252948589866
5,3.289483945014684,3.371218021500965,3.3392985661230807,3.327017604671229,3.2747002037567485,3.3696861097522843,3.417869171390786,3.4241439101000566,3.414596483472461,3.3980285767041716,3.30363794567296,3.3067979937613723,3.361412527166511,3.3706201463950363,3.3648575932529194,3.4263978642742536,3.424692805201911,3.3920110872396494,3.368511216416001,3.4283520545693134,3.416681268048946,3.4545978473903705,3.426352758645516,3.4389084312076657,3.4332215344384007,3.4634425960054562,3.4333841471628683,3.4265395177219133,3.430135916252924,3.4511212637672393,3.3691872813420027,3.392941848043387,3.416633957130079,3.458099993795596,3.4377649780984507,3.4835022062549275,3.48483971104487,3.513246960167282,3.498933492862946,3.488081026189902,3.543860855230114,3.5329558798349914,3.442026444748227,3.5088069244344453,3.5019074213837826,3.5909943373309763,3.5531921691641917,3.468307371394237,3.4320002720427136,3.4907873828062215,3.4914087027694753,3.529005317004313,3.4670535047588866,3.5578392238368575,3.4918694078317927,3.5069503190219904,3.564361462142318,3.534754279092618,3.502899074080544,3.506541980752157,3.4869454091804157,3.5161939118143595,3.5401478362156746,3.361670152242841,3.3572359568927177,3.32202090724006,3.209215579141323,3.2930041676033723
6,3.758629605694782,3.8267287894226873,3.8003318918638183,3.8026786120342404,3.783198278307289,3.8654241433870187,3.8685673566527896,3.8819659835301232,3.8471491677840355,3.8868147095190686,3.88639289287044,3.9163651212281114,3.887846520192225,3.8444991029482978,3.842040716894128,3.839220070587264,3.8057830630937404,3.8600983772979567,3.7777605653236987,3.849094259530644,3.8311330241517596,3.7861258304489014,3.7585732237174754,3.8265988442693595,3.7676588734659786,3.759588352719927,3.762362539793268,3.8049338027722155,3.8033482733939277,3.786440824807242,3.779843919442064,3.765256773352302,3.754810084882447,3.800441371455916,3.758796149995365,3.827929847124797,3.800188122307967,3.801998273966303,3.782945275470095,3.8670480059357355,3.870085039534536,3.8819659835301232,3.8481113127088094,3.8868147095190686,3.8869945908592896,3.9169477439147657,3.8883766203218584,3.8444991029482978,3.8426701372749172,3.8401879543342106,3.8054312977931275,3.860800886270827,3.7765114929861356,3.8496097364415647,3.831623364566357,3.7859790602968593,3.7585732237174754,3.8265988442693595,3.7676588734659786,3.779010741976956,3.7624665753981916,3.8044635090854313,3.8039526587145818,3.7864359041428948,3.7821749955148047,3.788781471195911,3.7796128690331185,3.8219032265775
7,2.7493620442797164,2.7493620442797164,2.8144120758320073,2.7458332730427166,2.8049077675894845,2.866049053854975,2.813468680204791,2.8692297693733746,2.866049053854975,2.865286719090658,2.8651671013918905,2.7934025384360193,2.855490473884046,2.8531875110638025,2.8479791604686997,2.900697524162642,2.908405398373645,2.8496370789707703,2.860712330860614,2.91169872744193,2.958410599181282,2.907702955468054,2.856392511992992,2.861763938439741,2.9209780512934937,2.918106038806216,2.9201935926169513,2.9123926162039853,2.907767861614819,2.90637677594205,2.8549166638426495,2.86226320249122,2.9214384640585997,2.925584416465501,2.972131614450375,3.018990579948774,3.0693196951480823,2.922662112660459,3.0573763163463243,3.0580231672692726,3.0132388635066043,3.0110562324622614,3.0186997848163095,3.0345083397798023,3.0015583748094525,2.9946773634011596,2.9110332828594117,2.904627236348408,2.9130583269101678,2.913992630425402,2.919895729659707,2.9264831783837386,2.903949753916428,2.9233131440224116,2.811516154504921,2.871559039101646,2.866049053854975,2.8634386862735477,2.8162758367702874,2.809174500007736,2.8135087553173745,2.8005675624620534,2.7359633601539826,2.8578443767193855,2.797371859218092,2.7430156186421826,2.6764450789118355,2.691015408332917
8,3.345448400997359,3.3424696683572375,3.343340845290613,3.3437594098929555,3.3409326303583753,3.3379612845914686,3.3339918337212158,3.3359026923939785,3.334688485412192,3.344590775722435,3.3310235519257403,3.3328781887008163,3.327279177102852,3.3308133966442157,3.3292384189679716,3.3271810830733513,3.330557061319418,3.3173794866123925,3.3149860216829086,3.327065505810241,3.3263760224024757,3.3223310249417892,3.3260438609812693,3.3196436780761056,3.3178062445329606,3.313719148396249,3.3252573331700375,3.322737037583778,3.3263302617460058,3.328880531462137,3.3267459047894787,3.325783982950981,3.3370386525402127,3.3300093804517186,3.3307990530865235,3.3349064839804665,3.329377464197704,3.329175484267199,3.337944432284022,3.3352728529385747,3.3357281485264205,3.3325431446980165,3.333943100061528,3.3304178471697528,3.3277637830553264,3.3227955031802776,3.3348280497085274,3.338036512623537,3.3345498598053385,3.332421845249738,3.3280175598671358,3.318324102356441,3.3310936499092785,3.3244260353526185,3.3214424545282766,3.322091805041689,3.328449489163422,3.3289874046342502,3.321961401319671,3.329257179920295,3.331124685047027,3.332529037176105,3.3289936569375147,3.339187943939285,3.343668134969169,3.3440550895248995,3.3433913600704925,3.3459190337190012
9,3.3172416726535685,3.3698393021185935,3.389527322021128,3.372400779405469,3.383135172634841,3.371008665434975,3.348830620229434,3.372544248505481,3.368510570988102,3.366942079964895,3.378663211046425,3.3608790756386764,3.3649045687812076,3.3741260620729596,3.337708824265834,3.3434656031752032,3.364995386076515,3.364995386076515,3.36097600473709,3.3613261485090433,3.3580355544189704,3.35810292080556,3.349573825527913,3.357218855048098,3.3599868833358686,3.324670606539475,3.378006835010478,3.3757637019227538,3.3794180167850456,3.370889527238296,3.36720602322743,3.37727553232901,3.371849946963422,3.380556981500124,3.3802176227059695,3.382318205973254,3.378685157098335,3.3849884787113886,3.379372485348022,3.374892033262712,3.381758618721901,3.382676784774131,3.371400174281694,3.3684262772064044,3.3152652629406503,3.3080292212767297,3.3096468242028227,3.308144968787051,3.2938327784861614,3.380052600367122,3.370282172579182,3.369714537310135,3.362865696052924,3.3686944130621566,3.378759935496273,3.368053282342499,3.3678019618554096,3.3816265636383154,3.3829635372584574,3.373787904769187,3.3846849577003573,3.3815697573037307,3.3828807691662286,3.379349672461947,3.379349672461947,3.3057377083825585,3.38737403201285,3.3013256934250093
