,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
0,3.080779818014484,3.080779818014484,3.0779684151607527,3.076448493092376,3.076062165645126,3.1638332389642385,3.157095173518737,3.1511626099228023,3.2377816288829244,3.143582379500891,3.1631059398023176,3.1631059398023176,3.2322151263425285,3.2246502620641095,3.298420890869264,3.2987850209059646,3.296880533611799,3.284292175692264,3.2845321212623944,3.3400535240771463,3.3212377048444055,3.3261413706025866,3.325210190100384,3.3000427345340846,3.3006717027331645,3.311821394849973,3.276536285912596,3.324940793072062,3.315685020362083,3.2369050717245393,3.2031712069203144,3.21154337148808,3.2068936296529627,3.1005107846955675,3.0979231919990653,3.2007057708286286,3.2127931573832265,3.208807710456526,3.199628837788917,3.125830419493197,3.22949666145741,3.3100583361361267,3.299010744817606,3.232292136640511,3.2688127559221427,3.2677855244754843,3.3294242874461912,3.313528668670528,3.3388284821539815,3.331422624513602,3.2528984598693578,3.2500653318716544,3.2617599272014406,3.2447242863246464,3.2558809564491495,3.2630007167061135,3.262032481312965,3.182801276960253,3.25879915104643,3.1740100872906303,3.178814972773861,3.182033786409401,3.094175435506149,3.084648730703356,3.159367902754525,3.179589106305119,3.1664450378432063,3.1778327400956425,3.2611645826005957,3.26089153575589,3.3473290336027537,3.191493718003042,3.193148394810263,3.0277607527550257,3.2019998878821387,3.111075910970989,3.270534610790385,3.2781771475270647,3.2584293506554425,3.1926230185253286,3.113845485955543,3.108182211482689,3.198235249479825,3.19836777066508,3.199502717370922,3.1981105155527585,3.143792288170565,3.270661851278591,3.274567044383018,3.240525457822634,3.2380759940155626,3.3574048311608666,3.3529184627115125,3.307050677667329,3.235349623545625,3.237570483691583,3.235775425246514,3.3122450113238955,3.3188382098291953,3.2433180950028317,3.2442942199038156,3.1142919467295873,3.2310591940316358,3.2591488951440173,3.2622638786708893,3.256581974948583,3.323264303446142,3.3341496050739745,3.3026052025058616,3.2555218126479915,3.250737420892296,3.253043779666425,3.2915498288457608,3.3338939081028967,3.247495313689437,3.1744770437069465,3.323379869302975,3.348495275178535,3.1638332389642385,3.1520863565696304,3.248986415787729,3.229714322350001,3.3188382098291953,3.2701224745573523,3.2762254416388426,3.1039221439339038,3.204242023066479,3.2816162746206223,3.080779818014484
