,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
0,2.7505449939660487,2.605047707940797,2.73599192245159,2.6001412163454467,2.6623378302096987,2.8047993840640313,2.737730686598728,2.5999199570413323,2.671966528353184,2.45373475757391,2.5230198933248325,2.6715320924501067,2.6084036876715087,2.527919660866826,2.6103958944246926,2.5337608640987126,2.5899466115494656,2.802633162192733,2.745297360731823,2.601940494443666,2.7362943922692295,2.598203319549363,2.668138287423108,2.799923624193723,2.7344330185364467,2.5964876467921467,2.6612949457660986,2.4594561505026165,2.5158714900225707,2.668157846448386,2.6151042827197766,2.5259113768555435,2.6162747713927006,2.526294125287318,2.590772793851231,2.802633162192733,2.7441146417439275,2.606725026877793,2.7288041351449963,2.6021889536768827,2.6698104244810006,2.799923624193723,2.7399442830895433,2.5364871379600538,2.6643216750263545,2.4627402889823857,2.5158714900225707,2.675191357782102,2.6087929844766413,2.5209073250354916,2.618390846802469,2.531797056482764,2.5945760140900216,2.7979659448749414,2.7309021538076452,2.6104486811267162,2.7274524896383636,2.603315834186449,2.6638338431788884,2.7968293882193374,2.746099914581967,2.5342405886995616,2.6689697843292794,2.459753191320441,2.5148834408829583,2.6757928787276297,2.6087929844766413,2.5259113768555435,2.6160729825422355,2.5280759648581896,2.5962762133762562,2.7979659448749414,2.7441146417439275,2.606725026877793,2.7315597045809183,2.607259798017002,2.662271642983039,2.8047993840640313,2.737730686598728,2.6053872220558514,2.669349266326801,2.4568808583218567,2.520668569483848,2.670237011710434,2.595190889319383,2.5300637910121093,2.61385052554803,2.529977913597423,2.591649256038856,2.7946392398157993
1,2.405136919908829,2.413503909826181,2.642112153672646,2.655221449002844,2.8023760201162036,2.597585319629281,2.440742538652647,2.3170512506222956,2.5255779945696193,2.5736755164409235,2.5854082578506334,2.3356905359641376,2.159956330171381,2.3276082439792765,2.1632006890746083,2.11116202390381,2.1193892047726677,2.513499586602193,2.6518966940469837,2.7974576589303903,2.5212150811147325,2.359426368990839,2.3174869756193623,2.527987055386603,2.5718794674445964,2.595105193422695,2.3448757929154764,2.3154652749343443,2.482376557020421,2.3487922249289066,2.3214338849248497,2.413680492653818,2.664146316342102,2.7275778298099937,2.8023760201162036,2.6699730975695566,2.593745020199882,2.607315521411168,2.7271712402095125,2.5840143188755063,2.7230580871556547,2.5708567248387655,2.412849881313613,2.5736156458118673,2.4312603997262983,2.405136919908829,2.413503909826181,2.642112153672646,2.655221449002844,2.8023760201162036,2.597585319629281,2.440742538652647,2.3170512506222956,2.5255779945696193,2.5736755164409235,2.5854082578506334,2.3356905359641376,2.159956330171381,2.3276082439792765,2.1632006890746083,2.11116202390381,2.1193892047726677,2.513499586602193,2.6518966940469837,2.7974576589303903,2.5212150811147325,2.359426368990839,2.3174869756193623,2.527987055386603,2.5718794674445964,2.595105193422695,2.3448757929154764,2.3154652749343443,2.482376557020421,2.3487922249289066,2.3214338849248497,2.413680492653818,2.664146316342102,2.7275778298099937,2.8023760201162036,2.6699730975695566,2.593745020199882,2.607315521411168,2.7271712402095125,2.5840143188755063,2.7230580871556547,2.5708567248387655,2.412849881313613,2.5736156458118673,2.4312603997262983
2,2.886716210816682,3.08578697342884,3.168304286304948,3.143016335452449,3.174685798131973,3.0057719281276563,2.9478594211864357,3.1337370373055107,3.0108338590403037,2.991239753651795,3.0000252514503787,3.045465424221493,3.005837115485996,3.16823003187357,3.044111568152216,3.1411841917155296,3.1406533868024438,3.2544766708115063,3.271508954595108,3.259822373555956,3.157050501486262,3.01101998204647,3.143439233139233,3.0125431311697484,2.940857747851002,2.962437003986376,3.045769201538747,2.9074898426351363,3.0762546684854213,2.904128859056898,3.085506709741102,3.0449463022599064,3.1974387273414036,3.2173586488333417,3.290370430376047,3.14501635495826,3.0953454123451207,3.2195588384489486,3.104372370518036,2.953016509407202,2.9026985899267466,3.08660522948443,2.939072461813352,2.979038226553851,2.9963220528246017,2.886716210816682,3.08578697342884,3.168304286304948,3.143016335452449,3.174685798131973,3.0057719281276563,2.9478594211864357,3.1337370373055107,3.0108338590403037,2.991239753651795,3.0000252514503787,3.045465424221493,3.005837115485996,3.16823003187357,3.044111568152216,3.1411841917155296,3.1406533868024438,3.2544766708115063,3.271508954595108,3.259822373555956,3.157050501486262,3.01101998204647,3.143439233139233,3.0125431311697484,2.940857747851002,2.962437003986376,3.045769201538747,2.9074898426351363,3.0762546684854213,2.904128859056898,3.085506709741102,3.0449463022599064,3.1974387273414036,3.2173586488333417,3.290370430376047,3.14501635495826,3.0953454123451207,3.2195588384489486,3.104372370518036,2.953016509407202,2.9026985899267466,3.08660522948443,2.939072461813352,2.979038226553851,2.9963220528246017
3,3.042175348598928,3.047666291786252,3.04227851427772,3.0439194200289235,3.0478729329809644,3.0480285222604766,3.0458744140027245,3.054469586237119,3.053415991300369,3.0570718821125356,3.0587827145963145,3.051000566837453,3.0518670114885276,3.058583764393911,3.088182847399077,3.039532584842979,3.0464960943310566,3.0450379477470366,3.0428767543147663,3.044653993088577,3.0497068796870277,3.046048546519943,3.0497068796870277,3.0474140172485202,3.045400162060836,3.046520948485653,3.046490218876715,3.0444731145762254,3.0480440036165595,3.0461622260288106,3.043863673992252,3.0483162643617217,3.0461622260288106,3.0446533477750966,3.046048546519943,3.049076119118366,3.0430992807427244,3.0468107107718287,3.043415906309581,3.0430992807427244,3.045984466402599,3.0497068796870277,3.046048546519943,3.0494344671424964,3.0450379477470366,3.042175348598928,3.047666291786252,3.04227851427772,3.0439194200289235,3.0478729329809644,3.0480285222604766,3.0458744140027245,3.054469586237119,3.053415991300369,3.0570718821125356,3.0587827145963145,3.051000566837453,3.0518670114885276,3.058583764393911,3.088182847399077,3.039532584842979,3.0464960943310566,3.0450379477470366,3.0428767543147663,3.044653993088577,3.0497068796870277,3.046048546519943,3.0497068796870277,3.0474140172485202,3.045400162060836,3.046520948485653,3.046490218876715,3.0444731145762254,3.0480440036165595,3.0461622260288106,3.043863673992252,3.0483162643617217,3.0461622260288106,3.0446533477750966,3.046048546519943,3.049076119118366,3.0430992807427244,3.0468107107718287,3.043415906309581,3.0430992807427244,3.045984466402599,3.0497068796870277,3.046048546519943,3.0494344671424964,3.0450379477470366
4,3.4378893753405313,3.567657324145749,3.5545905469358514,3.5644426264349285,3.4964544080027347,3.412808605506143,3.552381827010432,3.662125001706142,3.4403694455300804,3.604663135481414,3.555996459402076,3.789622564217539,3.659846288923805,3.755841777370785,3.7490485026448868,3.5575652580359547,3.5636183825172894,3.550840971536865,3.8477548323640596,3.873105475942716,3.7459379964112554,3.755848873619705,3.6669185058901803,3.703802704788054,3.7229427601045675,3.837055509412828,3.8387209865888394,3.786475701976654,3.711524712930326,3.761963730353271,3.7076191405996366,3.752816285917509,3.7470585664852583,3.822046130438078,3.7093386404455417,3.742794787154406,3.7614176769803116,3.7351311046115,3.6634861197893773,3.6596604013118896,3.6650684375912173,3.6021903747274617,3.6577370860060427,3.780750699556502,3.7544808128551312,3.5608706903413188,3.5179081189642805,3.614591539618802,3.7517263545549993,3.7570348822827473,3.7457866135532605,3.6625194382955444,3.6324408137524626,3.6214001935377365,3.598578351665342,3.641975937924271,3.6548667423058268,3.6344617147075944,3.702688725499841,3.573911809095525,3.552321348207612,3.713650044663006,3.654542883681457,3.6664898895140436,3.726296408740426,3.7631471123977156,3.767391150871137,3.7952209074462733,3.603125234998103,3.6294838139080148,3.658127672312955,3.7454807543474873,3.7524903616919043,3.701688602224296,3.755471364391754,3.5566971933590663,3.560654279382912,3.4918449144824253,3.610227163967121,3.664219613512854,3.4844809028483814,3.4355279332016533,3.4893828754817307,3.3592439952349396,3.5602204625146436,3.6162715207089136,3.650321113310862,3.596050577317827,3.5480169383467204,3.492995865344496
5,3.615087938822074,3.587242572448453,3.608162803527482,3.6048331913534186,3.612680292090215,3.6159601675323194,3.6545430078136985,3.652521086283255,3.6382782827310454,3.6891740413564644,3.6701147483483925,3.604876434111943,3.606946328717812,3.627877272335604,3.6695153371639764,3.6690197451325526,3.643573150614719,3.62062066414779,3.5953484881020064,3.5821416516643434,3.573055806596587,3.5781165316603865,3.5763170745224584,3.5764653625317417,3.5770543955950265,3.582156545776265,3.5789070204897673,3.5518959998027175,3.596678098763372,3.6003263152113645,3.6089173313644385,3.5844881812065656,3.6005501915311995,3.5990830966798932,3.608202062642745,3.6116145488424785,3.649904167983841,3.649603444076885,3.6335127836804713,3.6897858728567288,3.673548994744402,3.6105796146967,3.6057900004659253,3.627320246120324,3.667561513826706,3.6648358402005505,3.6664697972539266,3.622793899333292,3.5973158104810143,3.5793657055141708,3.570910044219111,3.5790254473666727,3.57844926724283,3.5799277029689396,3.581454139317553,3.58568344381695,3.5849328587365705,3.5544078375267216,3.598464257711393,3.605139586441936,3.6166835364492878,3.5926677738248256,3.61088777902595,3.605782382672822,3.619655075586457,3.624572497815986,3.663487360825358,3.6535380641025905,3.645365174799424,3.691789293161095,3.6731498109175074,3.6057604375697547,3.6068162833018502,3.628751803102018,3.6710619697424196,3.670406821370712,3.6462055205577424,3.6211978568247605,3.5908049211051454,3.581617845014672,3.5753031211805006,3.5778895408507507,3.575736604498283,3.5748047695751293,3.575201722428866,3.580368932063416,3.575068388023785,3.5512988681531974,3.59764053878075,3.6035512672876924
6,3.528892870142006,3.5331746378208293,3.516936336963042,3.5837298873045946,3.5519330892504404,3.6297718998588504,3.8242699436463194,3.7764324820780435,3.7810212478103296,3.8319930899852355,3.910259375048673,3.78147921527234,3.799494169813157,3.7339441950621675,3.5836721566880008,3.6886168620219113,3.5535136149329203,3.551675561682958,3.7537027120220574,3.72747783961713,3.7150211143078407,3.8156931207711704,3.707293904368994,3.7846304671028728,3.776905868267606,3.7898158195212064,3.6413544750252305,3.736887646747933,3.688701904966025,3.6288700725238043,3.589848383386237,3.638691707880344,3.6554143883785093,3.683479247634061,3.5478986090274622,3.6393367755045003,3.7471373932569856,3.767240578358845,3.7674848479871663,3.8573101978134146,3.8106533456051244,3.684582100641954,3.8022603442020504,3.780921378920856,3.6981730610796983,3.580344723872391,3.535727183225669,3.6742416607807025,3.657565582631128,3.666485566151039,3.692556167271096,3.856567854745859,3.821370471655352,3.8903519555561212,3.899762091177083,3.8626558908167654,3.7090898905919927,3.817650593856952,3.7999812879796395,3.693115159394569,3.653883619973798,3.737102155982679,3.653293881917226,3.6829013871664213,3.666183166230986,3.633991370890756,3.8421688162762555,3.8204344511205495,3.8255767301427857,3.821191653061878,3.862998506833943,3.7703892125931144,3.7238904110790965,3.7131398235326585,3.448005560645207,3.331754420882646,3.369158050736332,3.4575549189007813,3.509336985452696,3.5131100397214583,3.568139531581418,3.7197915983001124,3.7309166866107986,3.7237606795992577,3.771330343690463,3.734486431173216,3.5820459312849056,3.6793113061140232,3.6773617799866507,3.582867069226708
7,4.764171183815325,4.7689916152116,4.776937784839547,4.755018971727123,4.780642246917914,4.785822297642513,4.811332322564766,4.813407196505201,4.796729884621108,4.782245031462181,4.803509893675096,4.788569095368194,4.787689134055015,4.707582292045785,4.705991775457953,4.682351423315742,4.715984916303143,4.694220921518169,4.692007760750831,4.715168384588744,4.701281510203676,4.71484843858667,4.758623372759578,4.7403490410460964,4.73995451359892,4.75375900077306,4.73327321987545,4.742143261524174,4.726746051704966,4.730943187722307,4.696467298269765,4.685751043239596,4.697603693168292,4.706596253392283,4.711457597980499,4.708469745319512,4.761061078856149,4.808231724956248,4.77542207343669,4.783170852795698,4.81369673780558,4.835639799143589,4.823744718423691,4.7849590570570735,4.756705157937129,4.764171183815325,4.7689916152116,4.776937784839547,4.755018971727123,4.780642246917914,4.785822297642513,4.811332322564766,4.813407196505201,4.796729884621108,4.782245031462181,4.803509893675096,4.788569095368194,4.787689134055015,4.707582292045785,4.705991775457953,4.682351423315742,4.715984916303143,4.694220921518169,4.692007760750831,4.715168384588744,4.701281510203676,4.71484843858667,4.758623372759578,4.7403490410460964,4.73995451359892,4.75375900077306,4.73327321987545,4.742143261524174,4.726746051704966,4.730943187722307,4.696467298269765,4.685751043239596,4.697603693168292,4.706596253392283,4.711457597980499,4.708469745319512,4.761061078856149,4.808231724956248,4.77542207343669,4.783170852795698,4.81369673780558,4.835639799143589,4.823744718423691,4.7849590570570735,4.756705157937129
8,3.5152102607281357,3.546650333789973,3.705005873645672,3.782824100863271,3.6106122197259296,3.688603519925595,3.7439782580588803,3.693442036831453,3.6521995603811916,3.6513738726346276,3.622536183967543,3.6005935746232707,3.676071708892322,3.6602150342711486,3.570824339835493,3.5758535015005846,3.7269058079587736,3.8222969633515547,3.8609214900037387,3.7052847829378184,3.7350527493682875,3.7571945578490773,3.744254649360685,3.7136933867991404,3.6820429892401103,3.653663113028192,3.609252223537087,3.6160513407176404,3.653835396247568,3.5428648321521012,3.579986469986206,3.7234428701368607,3.81546966190998,3.861980912137897,3.7773088668709836,3.7634269771031286,3.785328344211812,3.7449971243418863,3.710790807564725,3.6663621854937225,3.673603232099048,3.6419846195533716,3.611518167018957,3.636696148133966,3.5621718523096475,3.5433064077131293,3.7263363567251524,3.8212774338523063,3.819553053982132,3.727126522652759,3.7855320488354907,3.736859738201599,3.729524768069488,3.6793384690840414,3.6325861970646294,3.6532988200930028,3.681245045586241,3.7185466879426907,3.714379585515418,3.6353612204363386,3.638593193510866,3.743699951386932,3.8238727838391133,3.8496183224221534,3.776915887178694,3.7872822000529514,3.7656650470249096,3.6906548546652598,3.651901362741588,3.6479334598400524,3.509101579752459,3.611333537969639,3.6605275661354026,3.6135139275707244,3.5541501208013,3.4686807504696873,3.6739125331966402,3.7817846246807396,3.815152402483474,3.772663014932204,3.7688195533568507,3.7048843008815444,3.664730445550833,3.6565589287200218,3.6036925714031582,3.5937572020884305,3.5868010210453685,3.713094631173898,3.6001968540403326,3.53610068436697
9,3.6006297840587687,3.6038773803750344,3.603217907179474,3.6056479670351442,3.603887922607007,3.603065609171488,3.602624303991653,3.606104961453797,3.6060686300226537,3.6053663720522255,3.604088744182734,3.6064789278076335,3.6047970809583494,3.606593970042293,3.6025464609979743,3.604180010830201,3.6058862022000064,3.603562344717327,3.608376307476358,3.600210730739469,3.6039892321725877,3.605667827463926,3.6046017031792177,3.6073168160911586,3.6038902781682283,3.604617895223148,3.6075158164862837,3.605863912171432,3.6077844121027933,3.6054393633985615,3.603390255970448,3.6035254130652246,3.60439403445214,3.605083484966154,3.603449016428532,3.603112599679081,3.604766527903246,3.6040077994322677,3.6060285769245213,3.600966463211313,3.604180010830201,3.6045191709196116,3.599520540710226,3.6000606229739742,3.600775922806058,3.6006297840587687,3.6038773803750344,3.603217907179474,3.6056479670351442,3.603887922607007,3.603065609171488,3.602624303991653,3.606104961453797,3.6060686300226537,3.6053663720522255,3.604088744182734,3.6064789278076335,3.6047970809583494,3.606593970042293,3.6025464609979743,3.604180010830201,3.6058862022000064,3.603562344717327,3.608376307476358,3.600210730739469,3.6039892321725877,3.605667827463926,3.6046017031792177,3.6073168160911586,3.6038902781682283,3.604617895223148,3.6075158164862837,3.605863912171432,3.6077844121027933,3.6054393633985615,3.603390255970448,3.6035254130652246,3.60439403445214,3.605083484966154,3.603449016428532,3.603112599679081,3.604766527903246,3.6040077994322677,3.6060285769245213,3.600966463211313,3.604180010830201,3.6045191709196116,3.599520540710226,3.6000606229739742,3.600775922806058
