,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,3.26456933740879,3.411357204569814,3.447532122633074,3.34741110759742,3.310340561371359,3.4263672779326204,3.486713320472984,3.579367692309429,3.54241970333163,3.5393247174820948,3.501416445921631,3.5483718265665534,3.5502584152300907,3.594474514441693,3.585629708181831,3.554390900830216,3.4662962303769285,3.5507465455608402,3.553322224985357,3.5946761959123195,3.603270912769677,3.5415598668160775,3.4390713857276753,3.4249441105748577,3.475997316119809,3.54580440848745,3.528186031277288,3.5425896211340535,3.4928648454985263,3.480338666854718,3.495964223305639,3.5586485856881147,3.5092390051959184,3.2932108172992822,3.29835347361314,3.47806018096333,3.4759841807066985,3.53842311363923,3.517033385785509,3.3637697196102208,3.144032679589574,3.2857552343042613
1,3.2197445292553004,3.138308827293786,3.1849147414894308,3.212080233358442,3.2098715686394863,3.3708479525298656,3.289634827352092,3.224260623183576,3.2998099253236166,3.2835996792346047,3.290428848733596,3.3717013813141854,3.289027840954046,3.2724898358292416,3.300209692913203,3.2869150368038915,3.254894900561945,3.2969545042278767,3.224942064138996,3.2254741240323344,3.2749561816339487,3.278496112142836,3.202446458835861,3.305495639393658,3.1401221833527537,3.0221395951446643,3.133753556557973,3.194891577673724,3.2192594754706585,3.340302634730332,3.2286077816357874,3.162850508777845,3.1923816043393267,3.2508571480757293,3.1588393978818643,3.3156909809285344,3.3712916498954923,3.2843680451867456,3.2061500531384706,3.301902900828212,3.2321444934795758,3.2377104700393295
2,3.9429372223864725,3.9721428360065762,3.9742477236651457,3.981309685993766,3.986212291735468,3.9801633540537398,3.9784195261106845,3.9747433719907983,3.976444313859275,3.9764307527096125,3.9710404276852778,3.983413869390239,3.9728403932573295,3.973475489670965,3.942986727709819,3.9697427229042406,3.9758058630166047,3.977572505541191,3.985172675567762,3.9795683386303136,3.9794305195262747,3.9788671262969744,3.984314743737527,3.9823707407752256,3.971659178619977,3.98610656761735,3.975804461122037,3.9748028721889304,3.9448627465591937,3.9712488220636883,3.9782173838108843,3.9810971068409824,3.9871130881323977,3.9817385579543045,3.9804669984192245,3.980320445561483,3.984794767342155,3.983972084175864,3.977386211217559,3.988832542814336,3.9791244832930306,3.9780533056547083
3,2.87152414378172,2.873642165785044,2.872754672030793,2.868913458130962,2.816239564637194,2.8224127336655602,2.870139744298732,2.8731590587499634,2.8688360026240707,2.8677235097813734,2.8703607449067348,2.8179879788804323,2.823319559748267,2.8743827713894916,2.8660827986967794,2.8601108724589395,2.8670732819547,2.8724017401713406,2.8179879788804323,2.8250475371080714,2.870139744298732,2.860366434372975,2.8641869859159534,2.87152414378172,2.8724017401713406,2.8197333703931307,2.8206878166109473,2.862021201254166,2.8644466256142334,2.874510143585803,2.87152414378172,2.8780524886934424,2.814835754645047,2.815541591466529,2.8695828191415664,2.87152414378172,2.8720001537442625,2.8761443603099033,2.87152414378172,2.8079267152863,2.821049911506198,2.870139744298732
4,2.663644574953637,2.536542660194154,2.6726374994387316,2.662590734266268,2.60694704170995,2.740158649189756,2.6726374994387316,2.6657796460381706,2.749316700165027,2.599453656841178,2.5376744692038677,2.6142823108340263,2.662417731876917,2.5388616233087538,2.608624387341954,2.604079529880826,2.5394428008443892,2.6269542615571826,2.673598824664298,2.618595725491488,2.6919761484344344,2.689985907651058,2.673882219582076,2.6930443952717575,2.6983790967662387,2.676681925342148,2.696952010169289,2.691412154067152,2.6117764076709884,2.6857798891713993,2.7205195820003407,2.5770941756172943,2.696280457018616,2.7389227568144188,2.615431684973769,2.7465559514592934,2.734298033451162,2.6152161452172478,2.6784115373220185,2.5866086296758484,2.5327899810044583,2.682519534398993
5,2.662417731876917,2.667718284139618,2.671649969830154,2.7401266762255725,2.6672374162133634,2.6681076326124815,2.726174788689138,2.7387930730337633,2.7939422655598287,2.7288466098469875,2.7410756759464565,2.8022251946958625,2.6704457387857223,2.6788557815983953,2.673700384437347,2.734298033451162,2.6131317070042908,2.6104542247745566,2.6788550374059974,2.6077320727031994,2.686156119396956,2.7375181081545676,2.596902806968112,2.687822907782549,2.740027738857184,2.7319019132011517,2.6783832078721623,2.746239136586038,2.734571295780982,2.68272598773609,2.741014280912693,2.752152830723595,2.7882964675199617,2.791370547492803,2.7359908701018028,2.7998827447287353,2.791845023854205,2.7325409505433136,2.738782795284762,2.7895288601555017,2.792072013509179,2.6764123678562184
6,4.008147241143068,4.120402565020229,4.150210414447565,4.185402919758946,4.236094513578239,4.165837395781579,4.23486125412997,4.236735087658227,4.285144680131029,4.2568297287130985,4.212220236847096,4.236094513578239,4.1833307636609,4.140680020933714,4.179684250164395,4.263339959718202,4.167154431356381,4.077478747267213,4.035159733406038,4.041366755235928,4.105611997490979,4.002967855456993,4.17443520453377,4.176185506805426,4.147925264885132,4.20100750535637,4.159660697041904,4.204814499576122,4.206768845021437,4.279743705783995,4.253535772868756,4.2519095020577735,4.241418843114334,4.236688747382023,4.170825931008195,4.183834965397246,4.261557859115423,4.137001439264564,4.086413352140487,4.023056687857617,4.011991750192996,4.078100743067747
7,3.5910624951947567,3.5769027018361377,3.5924706054182334,3.6559022573558098,3.6077757976204063,3.639479149978939,3.6917113106854043,3.762194835258011,3.75823548608719,3.8326594856658547,3.747052434582503,3.7916299115218655,3.8235474557663185,3.8569140346990913,3.8587871889577245,3.8346288169206186,3.7226522780209743,3.748040057360952,3.7879591572904,3.8755975135420675,3.8073986691895016,3.885946369489375,3.8567822100671485,3.8573482550037075,3.9100896633976414,3.908040656057034,3.8983923344828053,3.912961360511811,3.889452322267356,3.851944647399235,3.8542137046215337,3.8716841227390275,3.88479742461432,3.8901717901125688,3.7749636188205633,3.7669725918837096,3.7675874942825596,3.6996399302707483,3.653542875114626,3.6155065593059983,3.5545026518338183,3.5507570080420896
8,3.7068988932189626,3.740698618096055,3.7014000702676295,3.7097054375712766,3.751544721048509,3.7582349997528226,3.7559323782151823,3.800726352533376,3.804468128944527,3.8008522793026227,3.8087362269946636,3.845850825522927,3.84743984703372,3.7789016662246278,3.803366467432305,3.7816841958277676,3.8021821399081976,3.811475731553173,3.8487982797640448,3.843949856800008,3.7956018107335674,3.800934682557001,3.7956301062355737,3.8037881336365045,3.8139785996952593,3.847211661265014,3.851029663450524,3.7952839614632103,3.804748326606491,3.805191745964125,3.806343394205046,3.8057093964600535,3.8440401965919966,3.8477207963333564,3.8002184136029284,3.8027690530295644,3.797174189215628,3.7572665459381147,3.758143768727221,3.787749225685563,3.756133361532581,3.60690990950256
9,2.668991721784079,2.7281971685101083,2.7331404267697814,2.8037517322854577,2.8019710752612856,2.74854419164667,2.6051996554610497,2.7272964185593045,2.7285807696735596,2.8033109467101176,2.8037512176537356,2.7466620414495324,2.679520558217166,2.668551286987402,2.7278159603540004,2.799031542272842,2.800597980199789,2.74854419164667,2.6775042213276583,2.7378106727317153,2.6684416211634945,2.798792820212392,2.79634598474261,2.743400000754905,2.679520558217166,2.7359091792307235,2.737829661676789,2.741284920423463,2.7954941381256555,2.738877718243578,2.674603603937281,2.7378106727317153,2.7359276609898675,2.8037517322854577,2.7412603308655323,2.738258165454203,2.6697661629833167,2.7327488864766334,2.737829661676789,2.8019708353104122,2.8037512176537356,2.679676358020326
10,3.9099936001760263,3.919491465900358,3.8625988429445623,3.9071763220449736,3.9559519262537997,4.055707675683457,4.057271983507902,4.025048896201055,3.9990770191370055,4.0119206929918825,3.9832276942737948,4.014957119346998,4.080210982505857,4.018804968482847,3.94867511735196,3.9834493502077977,3.9760080678626544,3.9839280409416724,4.027892630849832,4.098107623504674,4.062132785622109,4.048274895034779,4.022850280540008,4.019501898446738,4.021245488743038,4.059737760511244,4.095339022505652,4.109953516703304,4.019822253149145,4.079640005312122,4.087080546151344,4.053112631411052,4.0862954201905595,4.089374310201454,4.082956953658495,4.075915417025016,4.086506363732203,4.058695315732563,4.014480927427222,4.041282613030925,3.980231836565591,3.9781293331805467
11,4.3253156086611115,4.374125003720808,4.321257922954204,4.351912033846777,4.396480354489375,4.297178764421618,4.321866658371649,4.399989646787699,4.42452481253705,4.466447613341451,4.491866985855635,4.348231030946224,4.3333871144111455,4.43066301195873,4.46913764298539,4.5001556543559635,4.470397385393989,4.457791361280808,4.471927642189475,4.470457554694697,4.486354905937555,4.509949917060738,4.460996290938144,4.452222677089401,4.453235086585028,4.44111973885809,4.459232818077172,4.497641221809083,4.407319922167394,4.34277475167341,4.361455815126423,4.360885646251184,4.3083426007286665,4.279220460632054,4.261987657743703,4.277094355149926,4.260315871994142,4.332947219419085,4.329015232519794,4.412914345950254,4.387523772716159,4.355441232540701
12,4.312271072080069,4.319310019034598,4.3128846767872355,4.311646601614158,4.327422458611727,4.32428439096546,4.324400214824858,4.32140683581679,4.323757013639287,4.312443849973918,4.313396681390575,4.325669390423444,4.322355024669696,4.321153167005917,4.320607406700489,4.322342829730587,4.315536477931768,4.311893838679716,4.321762010942021,4.31662218319962,4.319331251676194,4.312271072080069,4.319310019034598,4.3128846767872355,4.311646601614158,4.327422458611727,4.32428439096546,4.324400214824858,4.32140683581679,4.323757013639287,4.312443849973918,4.313396681390575,4.325669390423444,4.322355024669696,4.321153167005917,4.320607406700489,4.322342829730587,4.315536477931768,4.311893838679716,4.321762010942021,4.31662218319962,4.319331251676194
