,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176
0,2.272430594291474,2.377056435245466,2.4631437650714485,2.46920123812485,2.621500002764357,2.3844573435797276,2.385261765003144,2.545478781963255,2.278426281142138,2.356367032498256,2.605349631804195,2.746565963957758,2.9583308709963023,2.970921784652604,2.9964078858982672,3.0028067281758117,3.213187563617115,3.234713530567518,3.290940404063649,3.231431578524134,3.0131697921059626,3.2169936405889397,3.184209515563349,3.1803191101802217,3.218122256508889,3.2682450548857505,3.302220915946253,3.3747521204446382,3.4355384633945523,3.424043248493403,3.3248366654009884,3.282166900082469,3.3042214976401163,3.374193794029631,3.3731403013419845,3.4275840217709157,3.264237194466832,3.256677117717873,3.207217512995597,3.169778662113175,3.2513611716321207,3.258779208182114,3.288178501138039,3.2236090799486563,3.1862662452841555,3.1921273675898894,3.2261545113064622,3.22135908487466,3.233131627379072,3.2637077766794915,3.334375929959235,3.3319410143861106,3.402863459074724,3.408791608820514,3.492581145513483,3.5006287843826973,3.499787907889555,3.515887322188363,3.5762364066811005,3.6021535960974016,3.5557827326501865,3.522201598476943,3.571452142672936,3.541816377325776,3.5495500897220715,3.4813620836417893,3.518752441074953,3.432252506009566,3.4960183203044854,3.5230983455877407,3.4625282789613565,3.501899635346342,3.5789822674999305,3.5480085611704943,3.523394273515078,3.426503953409904,3.42973974397093,3.435937587900369,3.4839419763396493,3.4760237815354578,3.533873822646802,3.515581274900968,3.477747448114491,3.460476019173964,3.43808614671227,3.454976899081964,3.4708545843442837,3.46821166614741,3.462577342250895,3.475612874756978,3.53041350857327,3.4753348598966904,3.463132163884017,3.472615134555527,3.4175723051297338,3.470746755768854,3.5281503359096296,3.5307805000096235,3.583701451764272,3.575531931129061,3.5822308508748995,3.6094309520874654,3.577382709970692,3.592019585078383,3.5839781267404973,3.5462777623303743,3.648847969998381,3.657271652386057,3.6085207986480166,3.5578440483666562,3.555551070398489,3.654337056971743,3.571854167990132,3.558773714928956,3.556441574759168,3.5819293762771283,3.5591441168197284,3.495316961156826,3.484012252013511,3.4238311452504946,3.433121131839356,3.391381852518283,3.4534071368583605,3.4025566760260766,3.4289662216512795,3.4284349421812386,3.4433220523844263,3.40905185677336,3.4221006584103226,3.4395654779059424,3.438737725073978,3.4012568625697086,3.411522747761964,3.443687968189724,3.430152016471722,3.462349947439792,3.4283589660560634,3.298237287419504,3.074106053222742,3.060609691855281,3.0725314778259696,3.1885090627986084,3.0806594850486158,3.0108079757720603,2.9691446270329687,3.017522880358127,3.047937373066958,3.04726709818043,3.0611530775858817,3.1091761151232435,3.1468390177543033,3.1498045495726603,3.194971417581066,3.184238731216802,3.2286090925823743,3.1441700094565954,3.230207440621828,3.219615021381006,3.3048212430495605,3.3767846900359553,3.4314504928679543,3.4392596523275953,3.400819442799414,3.437139329839156,3.4031790554427057,3.3556188285180664,3.384362045957559,3.323828694253459,3.288816384123639,3.2321382640472227,3.2646061053686455,3.363655510105308,3.2959860921821105,3.3293618803153584,3.3351347096858985,3.425020792850125,3.3680397530226958
