,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,3.207154912687449,3.229218154064535,3.277491933233747,3.134638950067637,3.2730854724050795,3.2198461169192285,3.1487397032538538,3.205245434630128,3.058926899031744,3.216384018244601,3.28027156922651,3.4289375197037764,3.231971654817844,3.150999114301903,3.200805139506017,3.1809398346264843,3.2106750801489605,3.27727445667529,3.4126700267999857,3.320160179356043,3.3867116279884946,3.3574586235593977,3.336798026992373,3.375296154434547,3.3280878727000536,3.4910722533733503,3.3581245315384,3.203970279459138
1,3.7570032116196583,3.7768552670985347,3.7723469635380313,3.7851526088805825,3.8077847330150845,3.7809535185528036,3.7693036957112795,3.781627832330931,3.7644856388606196,3.7813205577614886,3.77240622776553,3.77512874430997,3.761872251942503,3.7362026605462377,3.7570032116196583,3.7768552670985347,3.7723469635380313,3.7851526088805825,3.8077847330150845,3.7809535185528036,3.7693036957112795,3.781627832330931,3.7644856388606196,3.7813205577614886,3.77240622776553,3.77512874430997,3.761872251942503,3.7362026605462377
2,3.360019340724047,3.380456528920161,3.2566240938439224,3.405789245253491,3.344317293188143,3.3863142503757206,3.2603540233626953,3.3726542117939613,3.3382202821109255,3.383942230197701,3.324622962468423,3.4566536321764976,3.3853488237890375,3.377990534744806,3.3157567038849645,3.4370076821177005,3.37668163140304,3.417797316059795,3.3256286918656857,3.4596586145991224,3.3866854701452906,3.4373911753222886,3.3338905301412565,3.471808136276697,3.4667731675132614,3.4479602846147444,3.3011404969249565,3.4303851257924407
3,2.6927746074954655,2.6915257709493616,2.689266329666022,2.68871702394893,2.6815242966758115,2.6896360566759956,2.6906908876132474,2.6900383332605147,2.6927678803312394,2.6900594834033456,2.692753197774599,2.6859408350902907,2.689950874332671,2.688078584273049,2.6927746074954655,2.6915257709493616,2.689266329666022,2.68871702394893,2.6815242966758115,2.6896360566759956,2.6906908876132474,2.6900383332605147,2.6927678803312394,2.6900594834033456,2.692753197774599,2.6859408350902907,2.689950874332671,2.688078584273049
4,3.230271133872766,3.1872688973189836,3.22058850157638,3.1859554448518743,3.2252236946918926,3.1939299601880484,3.2242811619252123,3.2264877210229446,3.1861479365748444,3.222973178190501,3.222973178190501,3.227602418506068,3.2245886413519065,3.2219694182850285,3.1942179330637908,3.153659228430017,3.2219211558087224,3.220283079786407,3.2261777503596325,3.2286618754043515,3.2247092365069747,3.2259150808182757,3.1508936413262445,3.1883375071370437,3.1883291634660234,3.2260648008116144,3.2254619238451347,3.2249189399951415
5,3.2422822035905403,3.2767116358583466,3.315313554556132,3.316246781337966,3.276186220365496,3.35052985408795,3.346711954386727,3.3192457467535297,3.378868638859819,3.341323267935415,3.3133917760392553,3.3477132714462154,3.2736632776931573,3.35139566338316,3.3146916259280097,3.3465444744386867,3.3242003976733034,3.3481493774411515,3.3538173596113054,3.357717733676774,3.35549433947734,3.3504908916564973,3.3490077341930395,3.346793774642246,3.3068009784503705,3.3166375676968753,3.2803547119477914,3.275956217420998
6,3.306532235061929,3.309684084542884,3.3091418044055136,3.3076077805377766,3.298690671866224,3.3080738038955895,3.3035073834416724,3.3060920399490104,3.304469167071472,3.299112610419038,3.303248201557488,3.3018063175642443,3.3031580319772194,3.3416086930177142,3.306532235061929,3.309684084542884,3.3091418044055136,3.3076077805377766,3.298690671866224,3.3080738038955895,3.3035073834416724,3.3060920399490104,3.304469167071472,3.299112610419038,3.303248201557488,3.3018063175642443,3.3031580319772194,3.3416086930177142
7,3.3729314461715507,3.291904751290942,3.364329110456831,3.3429954008749094,3.3791044224249767,3.4326394665585322,3.431540807783651,3.370811947859318,3.4400658259016397,3.3859377716748993,3.429953740912654,3.3655257715357774,3.430392257097741,3.3409458899156386,3.4315532599849514,3.311410560814881,3.314432689918734,3.3752561783493844,3.373601883836599,3.347486439125608,3.3862160770530365,3.445129455185011,3.435325105182554,3.344722191009085,3.3807258815924204,3.372137229386974,3.3411084138019724,3.376670968984512
8,3.6604275934156885,3.7192281882634353,3.7126079220579515,3.7237442919740324,3.7232214336666987,3.726953499384775,3.7188861841730487,3.7155679203257046,3.7107125336393647,3.70812273731091,3.66796106204397,3.712000229844774,3.7177017879473766,3.7180402186564794,3.670567623683042,3.703828395095558,3.725341045514793,3.7214360205180785,3.72670058208995,3.713941888813871,3.7100792022695517,3.7154230498152683,3.7067740196615895,3.7031176973216415,3.6664493832947005,3.6913524742979367,3.7067284721889857,3.7134156978292876
9,3.0662370847622755,3.1130015334642938,3.12099637009272,3.1165395344174502,3.108318052668321,3.10028715946153,3.113504378291216,3.1169947722032254,3.1161133128669842,3.1008155849878336,3.119403305617985,3.079744300442005,3.1517982688168327,3.1473762016659173,3.165338852308323,3.163590178739722,3.165610538936929,3.1671937159248547,3.118356582192445,3.147505852986517,3.1590151987383903,3.1525984864896888,3.1562827659257096,3.1496511404649152,3.1230313360977493,3.1118983604563053,3.064330197631819,3.0656992258195066
