,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
0,3.2648799524034593,3.2558920905115367,3.2136673241178118,3.2482885983616985,3.2855334450556533,3.3261988981954262,3.3245916031634364,3.3331370501780024,3.2967353050984736,3.285520286597996,3.2071912649419274,3.2131684851379734,3.243707188653332,3.2434504341505197,3.2584568339509516,3.2675703523079647,3.2668381241034705,3.2547734246847297,3.17711052595095,3.210802898654679,3.205146641186481,3.287804273191147,3.257914590107795,3.2237464269763634,3.1870861369255197,3.2139021631774822,3.081576890153173,3.131226586128349,3.207711739148337,3.2136231734400464,3.2574070329765354,3.2639326801223687,3.2932113912746193,3.286111996108663,3.2390919441910566,3.1613096522789736,3.232671924339639,3.2856350867228694,3.216848878326617,3.1834411581742605,3.2268628033212123,3.175057113292681,3.0877081215615543,3.135547336603361,3.167511169745526,3.2119643447810025,3.245397885122909,3.2667032449836206,3.333697857129672,3.331784006776567,3.2582226218980437,3.246055644914785,3.2528690282839747,3.2943553137932016,3.2899688729681213,3.302332473605719,3.271119085578777,3.2624769623571095,3.2181149941385594,3.210359639195306,3.224152399877064,3.2604719797501813,3.2235441272751686,3.234829896808467,3.2771306998848715,3.294562239741861,3.2142878869193767,3.1781470967163448,3.223687153035845,3.2577182023509805,3.221738985058094,3.2255408555716825
1,3.0114961576479162,3.205390996090055,3.144311560221183,3.2740499317098863,3.375970067302943,3.231917019610232,3.1484757780471284,3.2922530975636386,3.2592923879480455,3.3634202661807593,3.423598853168775,3.290756371739023,3.2374203179293275,3.291777145086244,3.2862368928236374,3.3003700900834017,3.433118840866977,3.3113782486676246,3.232197384654799,3.2956220224835713,3.2953860442637954,3.368298035250704,3.4302054039420513,3.2853154024370648,3.1505764430227874,3.282909978600604,3.2723668512159163,3.307532327816965,3.4233315960405033,3.3046941900862628,3.2146527912894447,3.2192272952469194,3.21528530693711,3.3500121604517203,3.415020403626068,3.301536826122279,3.2207339356496876,3.243701857071949,3.1339216520603346,3.2109631954389495,3.289054660830108,3.147766863543242,3.066134371249719,3.1304249288707524,3.1389741071187522,3.2939010484985936,3.3641676458012615,3.2307911876486646,3.1431491420927538,3.21540240638363,3.2188949644891425,3.2897268426624664,3.4240881034704422,3.236192494210198,3.2272305846536575,3.3035265229568376,3.304438493557379,3.355404244928614,3.4169444482224396,3.289679521604402,3.211876671050529,3.284640987918132,3.2026880745955433,3.1376978734224528,3.2859683313255594,3.283307745169125,3.199821065055061,3.222297034031086,3.29539412408198,3.297642355311468,3.4075640548740926,3.1084243434496956
2,2.1104767951541676,2.163759097589312,2.5178233518256206,2.5132894055878574,2.3274639363516716,2.2575290430540353,2.5696922983189965,2.5051118087646755,2.2343427124323028,2.351847932724546,2.5901638903766853,2.5189111435958065,2.426581194798209,2.5221019315972635,2.72885290545424,2.7119990836997063,2.633430222819047,2.632480271487567,2.6617320390638755,2.6636155732965436,2.5128397739524404,2.5357692024814407,2.6626450410808244,2.6700649521478783,2.5089724574429466,2.348567331199164,2.5851737425297183,2.655328690690823,2.3456395959101606,2.525301612722177,2.6031436015119778,2.5255477835190296,2.428520789158312,2.2682981859624833,2.2535226385950167,2.241537232516057,2.1104767951541676,2.163759097589312,2.5178233518256206,2.5132894055878574,2.3274639363516716,2.2575290430540353,2.5696922983189965,2.5051118087646755,2.2343427124323028,2.351847932724546,2.5901638903766853,2.5189111435958065,2.426581194798209,2.5221019315972635,2.72885290545424,2.7119990836997063,2.633430222819047,2.632480271487567,2.6617320390638755,2.6636155732965436,2.5128397739524404,2.5357692024814407,2.6626450410808244,2.6700649521478783,2.5089724574429466,2.348567331199164,2.5851737425297183,2.655328690690823,2.3456395959101606,2.525301612722177,2.6031436015119778,2.5255477835190296,2.428520789158312,2.2682981859624833,2.2535226385950167,2.241537232516057
3,2.8182719893531214,3.0299237386330997,3.067997994222424,2.9686533269400077,2.8715629423702955,2.927649483778211,2.9206700356481505,2.866049053854975,2.9228856708084203,3.114577894890855,3.204242023066479,2.9814174588321123,2.9808558284746702,3.0659012558575727,3.0692194372145067,3.006570973834855,3.0602287346850354,3.147667670441095,3.2000520291609895,3.1561729462362265,3.076673103014026,3.0668816550098676,3.0521942252587575,3.1533934287784744,3.1142919467295873,3.0695664374832825,3.2758515044594527,3.157095173518737,2.9175475930231927,3.0546749232873083,3.0578238512959617,2.9222341049255425,3.0261622614294206,3.029771940602824,3.0266402651695574,2.9831457346132613,2.7580663492251167,2.9338662173080894,2.9711370963617583,2.9618941329046407,2.8140446982849237,3.030301846339715,3.069491113520745,2.9795254198623113,2.871559039101646,3.071942835585837,3.160872463213561,3.1569835864481632,3.163885235545014,3.23251944919261,3.3429875249459986,3.146588713041094,3.229441457001902,3.184587804604027,3.1566559484469616,3.268281434082906,3.2038870238408643,3.1955403258531345,3.2201177066332103,3.281177206004654,3.070084351390129,3.0230231635686744,3.110306979707801,3.114405811271771,2.916909984780864,3.100742442576824,3.1855060414375655,2.9771138698215998,3.027848509196837,2.9314610371617573,2.868710583963328,2.8721045723542464
4,3.562637930288094,3.6117774673064993,3.550736982059079,3.6116795928067913,3.5528649052088825,3.6635844613703634,3.561923535407632,3.662719896111676,3.662911714430066,3.662719896111676,3.6071771738893186,3.6561575895724028,3.656173573644566,3.6550117096388184,3.652551480038848,3.691849238790875,3.65412880847708,3.702176496656091,3.652125928758882,3.695015145621387,3.6636883471685975,3.716008530209087,3.603318535252119,3.6923844846266123,3.652613098863073,3.6962951511606796,3.6600731378422138,3.716127544386607,3.6599469339177597,3.7100451348041594,3.671715650231333,3.7176294751839336,3.6732102591271785,3.6894202190471197,3.6671643264954445,3.7145914308617236,3.668554003163629,3.6959767919138153,3.667930890543828,3.719024595204517,3.673639350747207,3.715247730574234,3.6552101522047318,3.7117376415185968,3.6709472921828503,3.7123290687760946,3.6641994478260953,3.7118858526020757,3.665484487818441,3.726821084686216,3.664543804037593,3.6843818287634136,3.657706199989904,3.713277860533802,3.6588319654469887,3.7043620764620298,3.6598909363543086,3.712262052840283,3.6613320970130316,3.7168036057011884,3.6634218782474437,3.706200346171142,3.6146439348791066,3.6582169613672146,3.6153346314209345,3.6484119101616264,3.555666550967281,3.5574508846260358,3.5028456394210936,3.5006819325414353,3.5012659273122857,3.598578351665342
5,3.305080554476144,3.30456737254604,3.295132484083108,3.2939504395643926,3.300244219505216,3.2902695705081375,3.3007804923890736,3.301791691816475,3.2855953225909706,3.3111897175430824,3.3084791797533653,3.320543322968367,3.3765766621289637,3.3656021162093284,3.302747765165215,3.3008243010722014,3.3144044550746576,3.3152847036801454,3.3209936462803236,3.3223565230650642,3.3765555508493463,3.408346651794074,3.416954726299803,3.44014739653778,3.461312469247616,3.4428434749612498,3.451078665291122,3.444280546028226,3.447033591347467,3.4492607928237047,3.435978970753387,3.4481450400665294,3.4467602476631933,3.440120612961266,3.4541139991229635,3.4559973877551595,3.424257362537385,3.4136884131390133,3.3788547643459674,3.401089204483547,3.413365682556688,3.434440400791711,3.406501806045969,3.4529843851509785,3.43621930720911,3.4408393792552676,3.4363543295660817,3.4042390177289032,3.416210337271168,3.4509950515999703,3.3924819101694417,3.3946722967740364,3.4249061668119,3.428218148110352,3.4374462184846486,3.4353962924237997,3.3123907171748215,3.293255682225663,3.2974164132266823,3.3044177868959546,3.302312076334,3.3033314718685998,3.295002233455011,3.29645447460952,3.312863181387143,3.317282060010168,3.3010893318101853,3.3021291591047426,3.287687081612199,3.300878567342295,3.302052713939738,3.301593405256998
6,3.254603964527226,3.3012681566046176,3.3222797893982485,3.2931311375300365,3.2494929543882356,3.2916219709259606,3.293442482413279,3.338852228512841,3.3209828805343697,3.3259500897938628,3.3584185312428336,3.4013396339104305,3.353520174739835,3.3640383843258017,3.367675057797337,3.3591756385440132,3.340937814723577,3.350314298535201,3.3164144060385117,3.3256570260542926,3.2840709049890604,3.2965376833765,3.313558633847918,3.2977962370480323,3.282614950844658,3.246017251035578,3.2739717809391076,3.2828629203875814,3.2316257384494707,3.2474338968488063,3.2399632792940203,3.27157468838674,3.278946587182831,3.3184855479215623,3.3509767873952305,3.35166214449091,3.283337271597708,3.321763408033199,3.3422321857508734,3.3462161952122704,3.373751774912815,3.382393299447471,3.366874215955161,3.282940689133077,3.201242015448892,3.1556957548022355,3.155404783028329,3.220944983654671,3.21040782264941,3.2115344145658007,3.2340063357363444,3.267031094976504,3.2237802050909754,3.261331843411278,3.23128032619148,3.3018180113109534,3.2558117393736428,3.277038518916007,3.327813734368292,3.297236976736885,3.278871922653345,3.1763032570444505,3.2211852088447395,3.2561564691089093,3.2271559385869377,3.1935296175608006,3.2575474786270577,3.253729492009663,3.230382636721295,3.213128812753525,3.244556372704767,3.2091433439704717
7,3.6326494729835077,3.676501565231861,3.6760772786535694,3.6838636018921522,3.6864325219114753,3.69124542046515,3.6821857141062475,3.691556603311731,3.6935760190024274,3.6945982690039436,3.699101648701439,3.698286329596632,3.6897772369446957,3.691182420143971,3.6905689298456306,3.688014538476798,3.6949035839241535,3.6924375553323747,3.6895398598772164,3.671089813275968,3.6901330221075055,3.6926329846490864,3.6722153622361073,3.6894454332950417,3.6961748174949967,3.698765011276012,3.6937143828327073,3.6903751514605405,3.6783147501389326,3.6862563524471805,3.690891521695143,3.682175317297323,3.6916225711364854,3.6876765673322778,3.6697607349113364,3.66619826224673,3.6732076379533147,3.6901651760239647,3.689579007155791,3.6869436791805623,3.646814395145073,3.654160267140111,3.624862413817777,3.6245742121962303,3.6608664057421825,3.6681784778850273,3.6918079237087404,3.690701991125653,3.6934851491172886,3.6858300551202987,3.6938476128552065,3.701584709234928,3.693742597518994,3.6990730801162215,3.6973876586756385,3.62388503687282,3.6255051346504734,3.6215600691512444,3.673513407982044,3.668651953227213,3.6337726357724227,3.6769915428685738,3.6859396026016156,3.694974674654128,3.693068329059607,3.6918235550509357,3.6905102276204134,3.6945714107083045,3.6701200166969397,3.63551890900024,3.6831558155121833,3.6707113427006632
8,2.7393525111050407,2.6728154396305013,2.662818119442174,2.7360772876305455,2.6800670800400628,2.62195180998794,2.681466170511059,2.62386027849082,2.690823828332693,2.745060973579612,2.738675904833061,2.7961253458090645,2.8597829375287955,2.7987835098044207,2.8041551343848354,2.6786641774678444,2.741473311335986,2.8039429150913953,2.8623201526778104,2.848868455045883,2.852070985280153,2.846816723799006,2.803108398778947,2.805302257455122,2.8035248610996337,2.862915808522275,2.861237541686177,2.9105213565081662,2.8522187972848165,2.6758907935225817,2.7350563649259803,2.668975035248681,2.6038963942549973,2.6798339929368535,2.6731770960313734,2.618938354306646,2.7393525111050407,2.6728154396305013,2.662818119442174,2.7360772876305455,2.6800670800400628,2.62195180998794,2.681466170511059,2.62386027849082,2.690823828332693,2.745060973579612,2.738675904833061,2.7961253458090645,2.8597829375287955,2.7987835098044207,2.8041551343848354,2.6786641774678444,2.741473311335986,2.8039429150913953,2.8623201526778104,2.848868455045883,2.852070985280153,2.846816723799006,2.803108398778947,2.805302257455122,2.8035248610996337,2.862915808522275,2.861237541686177,2.9105213565081662,2.8522187972848165,2.6758907935225817,2.7350563649259803,2.668975035248681,2.6038963942549973,2.6798339929368535,2.6731770960313734,2.618938354306646
9,3.452551802175374,3.500615247714924,3.4562381295591416,3.518764279975085,3.4664454116497505,3.472153573123215,3.394047023677932,3.4926630255481648,3.3987858722398405,3.5277751887030266,3.4024351095712397,3.5114932155659404,3.4613475197807717,3.493205834695003,3.4016932272793925,3.5203124240319044,3.4263956027976237,3.521074379596327,3.3904692617319014,3.5447582982635115,3.4850154514363814,3.4679553363746494,3.4171458164739743,3.523557744713163,3.4223258026778893,3.5359252517586874,3.431249307179157,3.5448500423883442,3.491846792832014,3.497571903094289,3.3949588352565314,3.518051621159257,3.4565089792733206,3.4985554373508405,3.399022694060582,3.484845055412515,3.4329280514162175,3.4671476190986654,3.399393694794243,3.4926847850055527,3.3953091136530738,3.4929902255642205,3.397816201765062,3.542092833019825,3.490766097198495,3.501208709921317,3.458213708673341,3.5701543859637446,3.484232986903301,3.5586670183035807,3.4563144317081473,3.548946846225523,3.4896384273184506,3.4680068967827338,3.358621254307203,3.497319604822402,3.3877283652641417,3.503691305208276,3.394231736279131,3.4881278940050304,3.4553807636041203,3.461372661646236,3.3680103361139886,3.496274969486102,3.4233142394238,3.4986561102955105,3.3681529514423763,3.543093066068985,3.487988747601585,3.4993496505680177,3.451492471947529,3.54323482023321
