,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0,3.9931819997694675,3.9926832655975515,4.013442329833355,4.013836787146381,4.035995928739047,4.01756658931347,3.9945969699021893,3.9887864575188208,3.983794285650489,4.014555805389476,4.007498836915117,4.0318924618383765,4.020718500424922,4.003918513968819,4.012339144766814,4.020579070900198,4.042432861727826,4.039248110370249,4.046546167411049,4.0260247771424575,4.016094626040549,4.023763758675567,4.025844977771834,4.047976126035274,4.056275215063474,4.059676551735952,4.033678797767906,4.018802303886469,4.029443551448591,4.032379051100994,4.061364771111242,4.0530860216991815,4.061676255107578,4.034411600409292,4.008394889376696
1,3.298420890869264,3.3793098754305713,3.367184196377398,3.3783803091701152,3.3657522717971626,3.3988214059129223,3.5142541291054825,3.432896045030812,3.5010088417340786,3.564710122930241,3.482676044605885,3.554235043411652,3.5224996136263074,3.5535206125139025,3.5236646853690603,3.4869177088184102,3.5510767289726526,3.551322803026666,3.5561532523878627,3.5014318001177447,3.4383824416155275,3.326581465012502,3.2668498324291586,3.230124323703868,3.2867925803149625,3.297451762980444,3.3501234576367924,3.4292245935301486,3.489687462918086,3.4295026751354483,3.4313799057229533,3.4375277622982088,3.3655945338513957,3.3078486554962265,3.3005150168459085
2,3.7975736233562394,3.797439300864556,3.8035147951069512,3.7773773845635943,3.793206536130798,3.7757193199239527,3.7967491923439525,3.8062518994479846,3.8012499877100585,3.8041691965744455,3.800018540086268,3.801041856765329,3.8067169938341854,3.812657276870967,3.8125824012908573,3.806310316863646,3.803844305774961,3.8056268139721867,3.8069399254059832,3.8036697207640295,3.80656103178251,3.805597709125534,3.805798008623606,3.803884259030346,3.8068357964412254,3.80368232028916,3.799705532079737,3.797823084230424,3.794674527827038,3.798559753789048,3.782622057146828,3.798619104367722,3.805090565993056,3.811439204470659,3.805860579878285
3,3.60506516429014,3.5929560142509436,3.5440053974251686,3.595331986972451,3.5617635674983115,3.6144020492192523,3.594277002521167,3.6566645880476947,3.635266919729064,3.5479793702399993,3.5053424123182113,3.537960116191586,3.481075612253881,3.4392481249955544,3.3051068899341907,3.370913184835312,3.413006122212522,3.4220543250206954,3.4442282982405454,3.434942359361102,3.49105517839073,3.4178460217894955,3.548280489827169,3.4493061487654995,3.431863812863217,3.5765347128211307,3.59845280323034,3.5358980551515633,3.575395166264877,3.5365090937198467,3.559479112251792,3.4863971080142337,3.550778670132477,3.5569336269848204,3.487297558598005
4,2.8785246789204626,2.756684886920475,2.7611797178937576,2.9381837026761812,3.0259827391037786,2.919345897958069,2.8562695411940267,2.8841442573936664,2.8691196015604468,2.7520098003774587,2.882164252172424,2.9763792291299596,2.874014587781005,2.916230994786682,2.930107537927052,2.810042150012735,2.758384300749091,2.976979950881556,2.9704372792058207,2.8144881173241205,2.865063821734249,2.885363627919594,2.87366500460488,2.810566945244535,2.9276759185577905,2.978776318295149,2.9212025611123993,2.8635500091719117,2.826624840179438,2.8196840267022596,2.7611797178937576,2.984761515408355,3.0205193936172448,2.9492163369263746,2.9211881708121448
5,3.313868513528525,3.2768372737442015,3.187879352194705,3.19784687250668,3.1916426304618466,3.2726825151551555,3.2715677223960125,3.191914109150662,3.2019966184936717,3.1712535997878133,3.2801130541932206,3.252558937965506,3.1939496298641474,3.1823867699243356,3.196516804907689,3.3029781874795394,3.276818508166734,3.2217045317324082,3.2608061561544215,3.2723016500269417,3.2642111238680522,3.273611844178218,3.200700967026606,3.1993914512340775,3.236351639594514,3.307980714862603,3.308273896649408,3.2387469776137587,3.2284419443083947,3.212522747096461,3.314130918899605,3.381100989069032,3.3015049668367795,3.234271014109148,3.178263242101933
6,3.0554841529327,3.0796784353629523,3.080078980355518,3.076462363346489,3.058574186782915,3.072688311366669,3.0637140449041835,3.047741208486923,3.077026109679215,3.0831717055036028,3.0767883961518123,3.073996971926327,3.071242222850265,3.07188945184234,3.051593552632404,3.078358099382135,3.0836962674553403,3.073714817306548,3.076798041530508,3.0756875625446134,3.069157875848968,3.066435900904145,3.071656873035194,3.0810458096046744,3.079396292197064,3.0652223759404578,3.078877066257739,3.0560790575465413,3.0511524803185273,3.0754396099168564,3.0845829624992334,3.0813996693190973,3.0677607978079218,3.0783660850734833,3.0694285707048716
7,3.147628286256614,3.151538627196836,2.972472066959112,3.112050896050163,3.1828366115177675,3.167165639082779,3.131059525620165,3.2114774268776007,3.0273621493069345,2.870500096134226,3.086177059278592,2.6205923351091003,2.836019513944183,2.68921726229939,2.873361237320372,2.45882352144096,2.9105305157400014,2.8787308015843016,2.807603329155284,2.836060975238682,3.2066929689923085,3.0994865199094663,3.1582565494316563,3.1976664162083823,3.204742266512323,3.2622350146050008,3.3355106472484497,3.334757468799371,3.364394006166324,3.297073322599581,3.1991825401648075,3.0251110375656216,3.0675771060660715,3.0348341424745406,3.071863482887461
8,4.369999723415321,4.361847359341941,4.287563438455392,4.34990892658867,4.190602572346663,4.298606831473138,4.273450522518877,4.3845687322884155,4.399228413972208,4.132724036994611,4.060090529356362,4.172036304151426,4.159504180274989,4.043034590362238,3.9669532742001525,4.00789331588269,4.010102337000348,4.042093192908822,4.0143809041099425,4.141644497767173,4.174967749651907,4.045276937122331,4.289891039735841,4.048608661437509,4.04361242520304,4.238871426047988,4.346164868827568,4.1489974000987635,4.331332683322392,4.260058155263621,4.166929670981186,4.1644537183408765,4.213319068634103,4.284488632860634,4.083820492939069
9,3.4435495807462906,3.449516203480309,3.440279433478822,3.449516203480309,3.4339306218237526,3.556435341564672,3.54446719245289,3.5607663992020635,3.503206992850869,3.5858974936021952,3.579097831852605,3.5294675501326456,3.5496639038541193,3.522464317233606,3.6092973550915546,3.569625775586872,3.6011164764751076,3.607920731501351,3.6305695207126254,3.5544020638101195,3.493665563028287,3.4302848042318574,3.3691525228875783,3.307943653374597,3.3637847278359905,3.375147130988825,3.3591825735825975,3.434767272701766,3.494568070220433,3.4922688844390133,3.4988563062310325,3.4402249674152072,3.4337842762507034,3.448097999699211,3.4340037876402003
