,0,1,2,3,4,5,6,7,8,9,10
14,2.8161880640585535,2.8169750875665955,2.8175728406262355,2.8156400399243435,2.8143789151754666,2.8087410048437937,2.812181583390365,2.8135187094672647,2.815087530506419,2.8143581326681337,2.8141770866754503
15,2.5926162285321666,2.592299386687928,2.595340007820326,2.595340007820326,2.592299386687928,2.5890266255194887,2.592299386687928,2.5975281243883805,2.594493227581082,2.59122650397112,2.5975281243883805
16,2.626609321531048,2.6257518878420623,2.6259943248573387,2.6188362982588766,2.6281156986152965,2.6231870904204513,2.6252371920960367,2.612198090837551,2.6214616837150926,2.615651880335879,2.6174361787979525
17,2.6219351550145467,2.6198478097923257,2.6179401327623384,2.6219351550145467,2.621612341644517,2.624490769563777,2.6229548090829393,2.6217185104761924,2.6229548090829393,2.6236715350643416,2.6198478097923257
18,2.616349279806561,2.620318298117825,2.6184528091029815,2.6126774837391555,2.6115693792679813,2.60001689167077,2.614796472814651,2.6077546275222976,2.6004880884351333,2.611690134697497,2.6111201367733425
19,1.9099163793430487,2.05725521431245,2.0429302293579275,2.034865702993425,2.2839666849919342,2.161674606284695,2.361021086112898,2.366973626527936,2.2620844827287714,2.0558161554087677,2.05725521431245
20,2.9963138241002203,2.9907849535996425,2.9905186033961964,2.9891576666299313,2.9825329939492433,2.999648810561423,3.002436384423966,2.99612831068252,2.996111900505223,2.999798653928696,2.998815111948553
21,2.541198007252849,2.5906435622937694,2.5445809896192904,2.6130218194427375,2.540607852325713,2.5425190477478776,2.541028725673513,2.5425190477478776,2.5378427389748945,2.538959407631972,2.530528592254457
22,2.6977908228561596,2.6909384911581133,2.69802294845183,2.6962343868307905,2.6958447322042667,2.6958447322042667,2.6991176815221247,2.694292540626223,2.697509855406905,2.6913816847520864,2.6913816847520864
23,2.6727136221028993,2.678700368375796,2.66979100585158,2.6712394690554406,2.6723476416911596,2.66979100585158,2.676251747159849,2.675162025241036,2.6687465812394167,2.6687465812394167,2.6691257119670113
24,2.6686320394570235,2.6722401918104444,2.6710138887167827,2.6764924594808175,2.667386541576368,2.6711307469016026,2.6686320394570235,2.6686320394570235,2.6730351829865953,2.665862078735007,2.670436396597337
25,2.9291442192706585,2.9291442192706585,2.907282121066696,2.9142240626003852,2.792474370542796,2.9098046656113676,2.8676887080987696,2.8895124923650584,2.908214628217057,2.9176974152112125,2.9176974152112125
26,2.670766777017813,2.5958959210803685,2.6801087048088372,2.677889763520417,2.596495487426965,2.6624043267758943,2.666646531028337,2.606145861395706,2.606145861395706,2.603609739947392,2.666068574112557
27,2.660224182955335,2.6636757185264894,2.6613381073879565,2.666734275979319,2.6724891742285557,2.6671558309408008,2.681296022103428,2.6762533466806495,2.6750314668978246,2.6619489147828386,2.6619489147828386
28,2.6542639270374755,2.663005586116369,2.6666763495809325,2.6667981201271185,2.6661380570861892,2.661164698770266,2.6667981201271185,2.671881849782122,2.658685980712008,2.6677610352552934,2.6677610352552934
29,2.4366004663800127,2.4942172959953344,2.443596210316974,2.5337326129595774,2.534846491739192,2.5301400396535283,2.5173386791550825,2.4540104079088625,2.3366656539906643,2.447801973002921,2.354149605758449
30,3.1808756363007276,3.1790301946773543,3.1652445118962853,3.1604940703430433,3.1719028687738846,3.1664448553557962,3.175504401838417,3.1662605886097333,3.175521095209706,3.1672149081794365,3.169168590592121
31,2.4496270189122846,2.445837333918899,2.44394448275669,2.4470241808344007,2.4470241808344007,2.44394448275669,2.4419013484616383,2.440849075470226,2.441904457152842,2.442548542775434,2.434231544765519
32,2.5935274768648857,2.592741380038318,2.592741380038318,2.592741380038318,2.592741380038318,2.589922024321886,2.5957009949229937,2.5939327779300045,2.5911190521092378,2.5911190521092378,2.594664498751345
33,2.918687026380604,2.9621952174847124,2.8056214446683554,2.8672886060436817,2.8683598448530523,2.9245281578910953,2.914672261067147,2.9185847209132425,3.013381752160027,2.969311176458398,2.913762728942615
34,2.8412538190800154,2.837094208497875,2.8422269710399655,2.8397301246116964,2.8376700886212154,2.841163749504681,2.8405135009058076,2.833576279340135,2.839171729918743,2.8319897296844756,2.8348471586601263
35,2.9173440617438025,2.9088639700729084,2.9084841938918067,2.916698496080446,2.9068351513093265,2.9634832092998176,2.967067436964004,2.9175574880990944,2.9655974994816887,2.9087023605822377,2.9111931079626774
36,2.6115641129159934,2.529215856752091,2.537775988257946,2.6005690381421447,2.6115641129159934,2.6075941482363882,2.5945144439694467,2.6131473345400806,2.6131473345400806,2.602173263742676,2.6124332991312746
37,2.675751874717759,2.6095333385978736,2.6095333385978736,2.6719845283455954,2.612416598831705,2.6164566565656733,2.67993501157664,2.6882759206178406,2.6872023705726638,2.68365766191837,2.682725988939153
38,2.4630407882370027,2.465732740728548,2.378014486458769,2.4729388904644094,2.4567665546001716,2.384832414472744,2.4605839457468113,2.4596442539954775,2.4628714855384604,2.4572059779921163,2.460595769756616
39,2.6039065332775797,2.604828967908507,2.611689873728396,2.6091075817706093,2.613188501877588,2.614523338857823,2.605212718754838,2.609320174252088,2.609320174252088,2.6071679768864846,2.601926524078455
40,2.662978845381145,2.669485968216763,2.671517556729188,2.6677867196540053,2.681929510658095,2.6677867196540053,2.6658911259514797,2.675873822576277,2.606145861395706,2.6076765267023116,2.603609739947392
41,2.5279938459712263,2.5460839087404388,2.542513363586632,2.542513363586632,2.5388117468014157,2.5404729976202427,2.460595769756616,2.5399872094227387,2.454477869348943,2.4483223349420355,2.454477869348943
42,2.662828704989546,2.6674468691582534,2.664756711280873,2.6651032484931982,2.6667413271012084,2.6664836986505294,2.6664836986505294,2.6637839039542177,2.6637839039542177,2.662175115126914,2.667926768242153
43,2.4175334961245665,2.4242595959504176,2.420676297012768,2.4261316032164935,2.4356748600304634,2.4243992831188885,2.4308591167600597,2.4308591167600597,2.4270925462220143,2.4312153825354432,2.4242595959504176
44,2.538861665099561,2.547329962954102,2.547329962954102,2.5517270710610003,2.549452843257584,2.5456527352352545,2.5401719142148,2.548944680803957,2.4670034614606684,2.462714113551674,2.468777338352829
45,2.9337057961964486,2.9319901822024854,2.9358209726342475,2.9357371611910135,2.9252871462991243,2.924039881215186,2.9281453204831145,2.9119625105960276,2.9235694462047572,2.8634932268381013,2.9243466270943363
46,2.596292581703167,2.6021638207321365,2.605787766734509,2.6062092321938084,2.605501115289753,2.5996371603342223,2.6046553024061594,2.6110388223556447,2.5980269595063747,2.6052062930531954,2.6069470416526204
47,2.972715419363774,2.973494631101693,2.974044206562658,2.97272593962868,2.9720429487437166,2.9763225186408704,2.9730149464725018,2.966536725533118,2.9649910351776416,2.9207558243094334,2.966331883632064
48,2.456937973670391,2.4404461036003866,2.4417099721451123,2.450446868942814,2.4547149213788635,2.4590558133359335,2.4603112997135135,2.450446868942814,2.3712099569332095,2.3763286678399065,2.450446868942814
49,2.544720014039718,2.5602568842867233,2.544720014039718,2.5602568842867233,2.5615681247365307,2.5591138457305966,2.5615681247365307,2.5602568842867233,2.5615681247365307,2.5570248083087015,2.544720014039718
50,2.382045214684532,2.38569206263695,2.38205655237046,2.3793363769312026,2.380503815734729,2.363298588867001,2.388925637893663,2.3883211306717915,2.3799731651309735,2.38205655237046,2.3604555435520567
51,2.2609594676088283,2.255671099801775,2.25475907484717,2.2537310228858676,2.2480627554874753,2.238926593477445,2.235168747521319,2.3331254800430603,2.420684013579103,2.4312699785740106,2.2479137291567666
52,2.878007727345589,2.8778065463156315,2.862202443922623,2.859736680532535,2.8566433317105986,2.859579885877706,2.857158466864169,2.861066338646305,2.8606029283830607,2.860716571223124,2.878007727345589
53,4.0105367324014125,4.008645791277841,4.005935629831059,3.9948611435654087,4.006674275603241,4.011115766746284,4.010574987513526,4.002510107086883,3.9990426543594557,4.009095757634018,4.012747071586185
54,2.6526866772054456,2.6577831017602964,2.660798283158927,2.660798283158927,2.660798283158927,2.6559009866725014,2.6609324742188214,2.6609324742188214,2.6577831017602964,2.6588819251406206,2.6588819251406206
55,3.04518553552208,3.081805020798413,3.078295498791008,3.0860473897470913,3.0728122424881152,3.073811816878323,3.081518000656994,3.0779423900219314,3.0733142496950303,3.0673457385954737,3.0735590214007793
56,2.809174500007736,2.8109272414470405,2.687384797962969,2.7489633418116775,2.7470777868552614,2.7535252010615627,2.8109646534871833,2.8109272414470405,2.7535921089563833,2.812960457454502,2.7561943652707344
57,2.722025972093687,2.941027056973824,2.736237373359201,2.7367642331782096,2.7147224283612807,2.712050921018508,2.7984136050352384,2.714471317110424,2.8393673707581915,2.888322284011098,2.923479438838689
58,2.5294014943685075,2.609231074214988,2.608876562086541,2.6015011462549342,2.6113881369323697,2.61904645932369,2.617777233379955,2.619982029581889,2.54557766092398,2.619982029581889,2.609231074214988
59,3.6642111397383355,3.6660832016070963,3.666109881154594,3.665298861898175,3.6650218555745955,3.665348157672205,3.6649805405160714,3.6648910913983697,3.6656696490676692,3.663946524644076,3.6659564602227075
60,2.8285463482152653,2.8263110758057057,2.831714142484132,2.8264119117927526,2.82426337229353,2.828904657678548,2.8208208232232517,2.8275879748374533,2.828539363147467,2.825855743251988,2.825623095176123
61,2.444800191649507,2.4443247100251204,2.447952242356016,2.4478509348341326,2.447952242356016,2.442043853469914,2.4448715660209976,2.4477395188396924,2.446268136604143,2.445679564886473,2.4448715660209976
