,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
10,3.002055823783878,3.0071030811183665,3.002816638436571,3.0037848810106347,2.992170293121839,3.005437807443363,3.0458466253584655,3.04219571702778,3.0446514403754916,3.0761884438705995,3.0511371481454206,3.0838176682731215,3.075801096787438,3.167644307080772,3.0936340900357844,3.091664684860058,3.0545347211363088,3.0092652057337457,3.0061159516513665,2.996373421107675,3.0092992574735193,3.0479850417261227,3.0454105583338564,3.0528570563463426,3.087706467899622,3.1360941132570224,3.052946082094588,3.0507300343150696,3.0514795330378717
11,3.0981853480506403,3.266466204719644,3.24692890039638,3.181231083715071,3.4238015839720486,3.2888038870826963,3.319089027254545,3.368958049032713,3.39424657455582,3.329552525892301,3.3042532555490776,3.3714504286188416,3.41472909319468,3.3050118118955716,3.2691633586828197,3.4044772560361136,3.4327118617137193,3.3360666425061383,3.5478130576328835,3.299929463431881,3.39235984326254,3.5778771868712984,3.581623621733007,3.6381436775723435,3.5906954306596854,3.493650822517958,3.3306610284956846,3.2992878966313985,3.2716859055000596
12,3.194599217790991,3.222254025524932,3.262906389295155,3.23123956877676,3.2978334326956023,3.230859071792321,3.2079798158071346,3.304458822770712,3.261393634118688,3.1901052199224433,3.1956309459213963,3.0420664603686425,2.966543817757647,3.101236541928243,2.9496349173704983,2.8443075450616178,2.947370692515117,2.9174551052385547,2.950744146487551,3.005409160135524,3.0087982953922014,3.053948000415184,3.1327675317933172,3.09101184115074,3.123806319167204,3.177806391503581,3.211256755716232,3.148261849561526,3.182954732056932
13,3.047704537230544,3.041932758678484,3.0382715699952993,3.081208056416006,3.095222869463989,3.0776607451219604,3.135168495661082,3.155730809918543,3.1720131063935746,3.086471405241466,3.1434965365896677,3.089449100110625,3.0934813246985033,3.0471671765528723,3.089864165000017,3.1303241800473423,3.0897203934355204,3.1346420278375478,3.219411794590788,3.212737167009464,3.264719551169498,3.2815871642072296,3.267319781163109,3.238898695488012,3.291895247833397,3.2566485131029776,3.244883970339366,3.2632211129588318,3.1865086175610022
14,3.7872996444235856,3.7858661558746585,3.7810660440185972,3.787457598506898,3.786171259933414,3.7893596589558625,3.7864918231009796,3.786182788210415,3.782453824293211,3.8072801752756393,3.8128166476730536,3.8132795516647664,3.813093137313572,3.8150800572006647,3.8159184163930435,3.7901053269696585,3.7617677958494,3.8077211525148558,3.802926853929517,3.7857456976541917,3.7786921636705237,3.790515948585434,3.788396627848323,3.781726388923012,3.7879174138612597,3.786657471598281,3.7847618076139575,3.7873671117744974,3.7850232536629864
15,2.7378245339750973,2.794541916112684,2.7839408008909032,2.721606846170939,2.7294178586271527,2.7289454302617218,2.721606846170939,2.784890919192035,2.7289454302617218,2.7841363871606917,2.7841363871606917,2.790822687084597,2.8446535800624897,2.794586478520718,2.8383129842326196,2.7859777068964484,2.5982683889308804,2.59887514228737,2.5988636202091238,2.784890919192035,2.728081935509572,2.7229621633976184,2.6599734884564237,2.675127323103189,2.7874430519534212,2.675127323103189,2.7855698803286777,2.7969071238655467,2.7901197406420986
16,2.549996426107295,2.6135496775230185,2.6156737491725424,2.6152401853921234,2.674409290070556,2.675862037164966,2.659912520920731,2.6849600528084783,2.7389227568144188,2.7468258723232357,2.6762346600213744,2.7233482810118166,2.7517024869772087,2.6900949972672032,2.6879420896500847,2.8151817149338845,2.756369019384379,2.692789522546845,2.8049288229559424,2.692589234053391,2.74713224969117,2.8117844175629765,2.8134686755934752,2.8720001530240418,2.8129604525745666,2.678555981818937,2.75003062378214,2.6200015780991097,2.6788550374059974
17,2.737905100598998,2.7298819968758927,2.731623365726968,2.7299318991358263,2.8473739370240896,2.8445947439791417,2.727796824570381,2.993416820362559,2.8921904612897116,2.834648436843621,2.897547021779484,2.8880957097521547,2.731623365726968,2.730396485085617,2.729739677462585,2.798183026113436,2.728718352622416,2.7299318991358263,2.847775646066975,2.842968610557169,2.733481930102743,2.98762252120901,2.7997208814742494,2.9447471558428475,3.0868715109184546,3.0932880058818633,3.063274610068426,2.959435891064463,2.7939878368407083
18,2.672018958538014,2.8070570444906906,2.6662885727311285,2.817815380696887,2.8070570444906906,2.916803670568437,2.9037917624246266,2.797863190376705,3.0047680875947362,2.808145754946808,2.8802584634850046,3.2025662975462286,3.0205995490447934,2.803566004588519,2.8146091467109344,2.6893896189098667,2.5324343570000263,2.5176465237917967,2.5500949692881134,2.5550719809359332,2.5546954269012447,2.547437778642121,2.5212248986627994,2.662669347036555,2.697509855406905,2.6852331230329107,2.688832569467462,2.694396119421542,2.678590378632392
19,2.2889271107202287,2.3876326352962107,2.2916484514076076,2.2889271107202287,2.384821231914475,2.376343927711704,2.287793389188784,2.4556678627612705,2.287793389188784,2.3571334692361443,2.627631421643484,2.544423298255934,2.4752506122766404,2.4706860555259174,2.384821231914475,2.2889271107202287,2.280498392958249,2.2916484514076076,2.2889271107202287,2.384821231914475,2.376343927711704,2.287793389188784,2.539326270876048,2.376343927711704,2.383301309600152,2.3835259196865026,2.27444996472335,2.280498392958249,2.2877086449516173
20,2.371787099176315,2.3784233289246055,2.361021086112898,2.367396025849113,2.4605839397710265,2.45676654750134,2.3784233289246055,2.52454322283121,2.4544699265010386,2.525714867716598,2.444278494627745,2.4580154223620383,2.2797680149247457,2.2766642616868786,2.2766642616868786,2.3740687689976716,2.353822330129325,2.367396025849113,2.4535184631872893,2.45676654750134,2.3704014294730533,2.5256584769880495,2.3673662307182974,2.433519519598374,2.4485638741703952,2.5348328261396023,2.4596442477201097,2.5348328261396023,2.4589391694675418
21,3.7476829211789413,3.7574140225988204,3.808549100984589,3.752592968263251,3.8070734869889384,3.84038063552614,3.818354716779475,3.8917375327297288,3.8148162716693252,3.9254688354912894,3.9011980984365824,3.8469532761223815,3.846956372539325,3.8566621666432557,3.8909574325052847,3.892112420717573,3.9163211250780736,3.93747647552729,3.942700903684447,3.9380235368497387,3.932542179355512,3.927380616599079,3.938793989155562,3.8862915928106325,3.9227534586595563,3.925464326265324,3.8771695582242827,3.88484565214084,3.837529090017326
22,2.4605839397710265,2.380668242101807,2.4535184631872893,2.4535184631872893,2.462871480217765,2.5211356791317914,2.4439074677564774,2.4295353236574218,2.451084106415173,2.456577574569226,2.536950436907591,2.5446344433271486,2.4639479878282216,2.5449288088288258,2.544423298255934,2.544423298255934,2.619097826133605,2.619097826133605,2.547806205090688,2.6799150728315144,2.5444613361914485,2.5275161039098415,2.748735969604283,2.6830710586341584,2.5444613361914485,2.615936195372478,2.460595767670842,2.380668242101807,2.368903602386154
23,2.809522119638843,2.8061627719395013,2.8086019606497374,2.806129655955542,2.91370172024387,2.9057834584731856,2.856275647967965,3.041824103052296,3.000045033483651,2.9051390447100585,2.963579491333701,2.951180739842874,2.8095058863618254,2.8162758367702874,2.809522119638843,2.867963290678439,2.8095058863618254,2.806129655955542,2.914117194603662,2.9070989793303172,2.8626702391497965,2.9953827014780448,2.8606172336885036,2.9492888489139935,3.1005859492317303,3.063344095299558,3.0274491526729204,2.97482844234531,2.928134321840643
24,3.0529859223258597,3.0936700672391373,3.0493058320437623,3.0836626501457554,3.0950155263934263,3.1349338463551635,3.097311432730818,3.1755436671351394,3.1784499752886943,3.1768033753359974,3.2025846679905685,3.1855677279698145,3.173924424835757,3.1187744967449684,3.13033825640584,3.0479587916461344,3.042538286736456,3.090455487292063,3.045894848606594,3.0885094629099026,3.094957189521319,3.0904531510182007,3.137460153570983,3.136795094977251,3.17599795319206,3.1810409539138695,3.1275983617061076,3.1374907707305395,3.098828893690371
25,2.9490703064673385,2.9512652315362127,2.9523576678862016,2.9569224360131394,2.9456474523219365,2.9565588443311572,3.0009521391602556,2.999699959761307,2.9528949450144415,3.035737530077797,2.956845799435162,3.088936564895657,3.0308872483102154,3.1273557386347783,3.096901448351442,3.0416774140048943,2.9481066847144537,2.9563539917978385,2.959435891064463,2.9418986524683044,2.9588010667961964,3.0031061802766974,3.001983951977027,2.955752646089645,3.044789497703404,3.0457422627377597,2.9982468220045586,3.0016190874007007,3.003906345683359
