,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,3.1225941939968997,3.186584322839251,2.9488057733054687,3.1121971122397536,2.9525225673557665,3.1125219929589,3.1199386285517763,3.1881060252572384,3.091162149379391,3.3260563405562458,3.187096945942563,3.192730743738627,3.2713732938446314,3.332235567548013,3.261464541432141,3.347871361939041,3.280021402239558,3.295014330984382,3.329993610006586,3.276647527427583,3.335302171602641,3.2244751284611812,3.3376261772898212,3.2186609664761097,3.33337669845484,3.2145793256474926,3.2810070693747706,3.1258256542911393,3.2666005005047936
1,3.301954496670528,3.297926782168952,3.2936077253747675,3.292244531355759,3.352342272578594,3.3694358020446113,3.358868488469457,3.3692053060203193,3.3667125807349594,3.3526556611991167,3.3603016363240457,3.4268855531868083,3.3759390742216846,3.4253340016486833,3.4298673219217215,3.492626891278082,3.4891656722863207,3.4320092198000065,3.548835478970566,3.4313539161093773,3.4852365473098192,3.5796802557593677,3.5478130986221004,3.6080485955711397,3.5438162472882047,3.475352478079953,3.476000518235894,3.3712678631891126,3.351787935327046
2,2.064740281860959,2.064649837874574,2.1830039830741366,2.0429024990003244,2.064649837874574,2.280551054655848,2.2694978925649414,2.180128816366016,2.4420682826978077,2.180128816366016,2.3374849000199136,2.5825808542153545,2.533681128216111,2.3697301117923635,2.3703050602687568,2.1769572500627317,2.064649837874574,2.0604449239563936,2.02973645741418,2.064649837874574,2.281756941059935,2.2733966347181873,2.1756888208879857,2.4334750099138307,2.3624794577155406,2.280498392958249,2.2766642616868786,2.064740281860959,2.0669425782265405
3,3.791710053639401,3.795137527504494,3.817676844320251,3.85550134080267,3.8352770515904755,3.911537486757976,3.924580340696353,4.003481510685367,3.9542063153362097,3.983253996857856,3.9953542826501995,4.018801561494712,4.014173654825057,4.019930339302147,4.007982363856738,4.029458036407373,4.0048694240036955,3.9168546893984177,3.968242875849485,3.971662396354331,3.992732495802019,3.985611841582354,3.9118527050912406,3.9909699515510684,4.000825370958137,3.894521456519247,3.8771799672338862,3.8500093039002428,3.8047312452894677
4,2.748561672517414,2.689075949855268,2.801473772327733,2.8092984176645825,2.806537134367365,2.863408415612554,2.867464909066675,2.812050968804269,2.916483881489985,2.8180494877470084,2.855929622417699,2.8688392204360738,2.919513698711127,2.906438745673689,2.8672998240283336,2.9200877054142103,2.8644266474270097,2.853549329993691,2.8503146160086943,2.8059649135152043,2.8612347166173926,2.8637864440646283,2.8095059357504635,2.9071868509181096,2.8597309792470704,2.925649540321448,2.8703056846140473,2.8506081397434064,2.746001729782135
5,3.3015888202807893,3.2645286360914008,3.301704976080913,3.3069025650088286,3.2946570926657124,3.33611450890902,3.3427735453754464,3.400807972238776,3.4373937357550925,3.3979518096086014,3.3991879672565473,3.338784822023631,3.304543611051294,3.3087127306165725,3.2664906476881996,3.2992020659960595,3.3074097402350398,3.3503337125802912,3.3132803758433598,3.3808226844269393,3.372750716894052,3.3771911718522287,3.3846464826529146,3.380001584388078,3.3672548475621498,3.314407788347365,3.3318680381854984,3.2645546557873604,3.265909798159577
6,3.0053766974639604,3.0644761054119725,3.0467217204614805,3.116782170956464,3.130750031135235,3.0739110600139536,3.0068858478700804,3.0469575977920647,3.0827705469920654,3.0648481248904265,3.102531482848043,3.0712794532071985,3.02036707772883,2.9781186220845517,2.9554049376154485,3.0193210564831,3.0635907964577385,3.058935597197058,3.0603552023898604,3.052930977326364,2.9677531142609044,2.9703389392294324,3.0529303509253634,3.114679715100844,3.152429138598446,3.105689000002694,3.114679715100844,3.069608505292912,3.0105009827326086
7,2.8459767509231204,2.8460515226156677,2.8600605617512325,2.9065837286153653,2.8496086538702716,2.9040790473248497,2.903829019552769,2.958090241985959,3.00031132723234,2.9529887317122094,2.9514077914816657,3.0493003166753954,2.9651441328789496,2.9584579974611738,2.9070012417648,2.898309137993956,2.8490816760745115,2.8533155801808,2.850002311630616,2.8518480794882373,2.8968014001213023,2.940240076041916,2.934178515603745,2.883182326744784,2.908604714270051,2.906051531015187,2.90956065991652,2.845168730315911,2.8408698547291644
8,2.064649837874574,2.376764540371479,2.2916484514076076,2.047658578149814,2.280498392958249,2.249231832101041,2.1769572500627317,2.4289215868440923,2.1769572500627317,2.4173859801579263,2.460458910300328,2.5516537586423143,2.5999805251497725,2.5449288088288258,2.6838701066197808,2.6998772769772175,2.5456445940486696,2.4706860555259174,2.6189269134969377,2.688372566612668,2.5460780359775406,2.8081116723246304,2.4650166039246297,2.528220849454666,2.8145149776190324,2.748561880861402,2.620593808670656,2.6951215243540707,2.356692557969073
9,3.006687903332922,3.014197684083162,3.0156582674912324,3.009217122970647,3.001151010156239,3.009214469124681,3.049496875461072,3.049496875461072,3.0559955625281616,3.0884009323547947,3.0581342918749863,3.0517862850587827,3.088936564895657,3.096542610182844,3.0528570563463426,3.0580231672692726,3.0559013220849414,3.0118444719285873,3.0079067312904346,3.0042647863322514,3.012118029662838,3.046568417169295,3.0471235266750027,3.057867341584705,3.0838548071482186,3.1006121801262156,3.051767818457703,3.053970003986776,3.053861590358364
