,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,2.511313658026877,2.512744999697157,2.5145433581908936,2.519529784450218,2.5136945302910383,2.5169166579018487,2.5169166579018487,2.509220509664049,2.511944181874299,2.511313658026877,2.5161299447630245,2.5106371886747936,2.5161299447630245,2.5169166579018487,2.5127304006798794,2.5127304006798794,2.5127304006798794
1,2.3876326352962107,2.555839233297701,2.555839233297701,2.545440285266105,2.3874000194711265,2.553099782995176,2.5352070026452385,2.524550460461248,2.5552781486573046,2.6990822174664983,2.6751203675911532,2.5552781486573046,2.6802556758343723,2.699071995136722,2.6951215243540707,2.6849080929070523,2.4527105143585555
2,2.6109238343472,2.612061224945966,2.613552846650636,2.6029734950925953,2.612137475952551,2.6054326701718242,2.609260613878679,2.611194744918603,2.6108816336333938,2.6103746710406655,2.599688919530789,2.6080742109009387,2.604044468780713,2.60875504150733,2.613320977844799,2.6144897808358647,2.61382423875029
3,4.3435797068174145,4.349632971738992,4.358773393564577,4.35356924791495,4.314933494769771,4.354407058883838,4.341305657140539,4.315222042409099,4.44251987626251,4.453613401409186,4.529415419805489,4.525966618537249,4.571587738033857,4.568301636161587,4.491684911355598,4.492315738235894,4.252589703548752
4,3.3066381714897255,3.317948396241224,3.2995094626742096,3.3098791838957657,3.305991152695735,3.3018611002458718,3.2402233590840313,3.3108895983367805,3.3633318599140942,3.3751113485597033,3.4174322596599818,3.4300539398892855,3.4625022034039006,3.4507074976791348,3.4424425133604646,3.4122470027817853,3.315098990547885
5,3.1238455405747194,3.1109260103150835,3.1156108676334906,3.1131276958241147,3.1145799671245227,3.075916900920643,3.108144416001119,3.1361898937455557,3.143458100320895,3.1706336683610767,3.144501354823952,3.1510584726359196,3.169809790598072,3.175567624403085,3.161047471238431,3.1205391153090174,3.1121209021353784
6,2.577608460345222,2.577608460345222,2.5766434012445605,2.56602631196012,2.5699560684896317,2.5592194858923425,2.555091325813523,2.5662166295161164,2.5808240032271925,2.6441987702573697,2.827098172825192,2.7044453918450477,2.5743603358041156,2.586605671961554,2.579135428081569,2.5686673770630284,2.582402545108655
7,3.1779766586302256,3.179391126595183,3.171009092636802,3.1716241202467312,3.174104450991507,3.1810743304294067,3.177819774462043,3.174568428943902,3.173995318998542,3.173816351996686,3.176621257956724,3.1787255458128874,3.1690794107659928,3.172864814849789,3.1721677540132864,3.1738235351447877,3.1755877746360084
8,3.455319320316057,3.4552961545012946,3.449130092902701,3.45032477560485,3.452812994368537,3.4514137869563237,3.454970764261363,3.4989131275183247,3.4908500487113328,3.538186337291754,3.489467179693542,3.5014074212183934,3.533922429986199,3.493413917506366,3.5049196845979154,3.3935525411969065,3.4458513925754306
9,3.008129373806536,3.0053158145291463,2.9935562811734804,3.002408804275345,3.0037848810106347,3.0052260458935347,2.959415435450232,3.0084532630991085,3.0066832879756347,3.0052351256804464,3.003746381169808,3.0037848810106347,3.010617255753604,3.0084532630991085,3.007010760103291,3.0082381265285525,2.962908490023536
