,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,3.1425393099619847,3.3282206479772345,3.0932124015355495,3.2304790365596725,3.3630934558801115,3.2867994026213077,3.2852202828164336,3.212626216523592,3.2887570737470706,3.2099987923176565,3.265775439510604,3.3637085502500574,3.280342877387248,3.4212791808026246,3.4063603723950515,3.367969556356946,3.4328489614376716,3.4344622895726458,3.335240670086009,3.3823057552386526,3.4296982843464425,3.361770899085667,3.395335666498495,3.362112844657329,3.2871494017040903,3.3529460534786315,3.412176523391148,3.354709694360268,3.4338913199623136,3.4254764221954903,3.3396480588506128,3.380783335614142,3.3394233253254932
1,4.00862465251325,3.939218952257583,3.9536020815679445,3.948144253740745,3.986753382307726,3.988979179975269,4.033076344511486,4.030579234800795,4.028274142785396,4.009674802864815,4.000416188480135,3.909446156188632,3.9446010260394013,3.899603605587685,3.913767961666727,3.9425879581631484,3.9538781237567773,3.9508891851390793,4.015676929794107,4.05302673731885,4.0215933173112495,4.085341144996355,4.047701789666645,4.075313604766513,4.091549231238031,4.035923303770753,3.9820455161736774,4.013660250327215,3.9237160319015554,3.9514054167881416,3.9217825496038445,3.9608134897997886,4.022381917197214
2,3.8600121082618766,3.9528103996758137,3.9132104641113887,3.868975902586831,3.8767430630063426,3.837332335791918,3.8956153871665697,3.907981390205407,3.904805285971836,3.9159471931474013,3.9671458335995533,3.928507620024523,4.001202792075882,3.9577153118937978,3.9978132441444316,3.996469998949891,4.073773396168533,4.070327494158272,4.059470677105528,4.044987978306142,4.078705605294613,4.080470788845497,4.0864803504813905,4.065626466707805,4.087581108151893,4.119066165681453,4.149697317245866,4.173583063899792,4.178317962248917,4.168757000524326,4.051589238902794,4.016670005636388,3.8957541317607682
3,2.8655571199011245,2.8633070567996377,2.86217733235162,2.867498587657834,2.8682431680640215,2.865134147441831,2.870065435981169,2.8691435003852725,2.8691435003852725,2.8681365531230805,2.8661947790046254,2.864390165752007,2.8647615208741706,2.8614006552674254,2.8682037060521974,2.8674754760115606,2.8638842567661307,2.8722930064949432,2.868468014529766,2.870134130185224,2.8677150363911914,2.864791052125222,2.864390165752007,2.8633070567996377,2.8614006552674254,2.8691664157984347,2.8674372304091307,2.8655571199011245,2.8707707570333194,2.867880517608065,2.869910024127423,2.866972014531054,2.8664610275092866
4,3.4020354878924826,3.354933272332382,3.388665882624519,3.4002754076467556,3.3951324772849563,3.3716158411124013,3.3997735940373266,3.4041345381938664,3.4289830982592546,3.397032061454333,3.383961888587266,3.494176347838214,3.4896871967056464,3.468138730226234,3.4805498044565195,3.4632906526443383,3.4372875592686842,3.4744472713754293,3.470141144207986,3.4825536341692445,3.4866684977593043,3.4970187533136383,3.476422822034876,3.4730300780530734,3.489049917765931,3.4619179028546374,3.461203003275031,3.48481259414487,3.4275090138701527,3.4807147030033847,3.45371776337743,3.4672725463931067,3.397944288093021
5,2.432329281921477,2.526103608016112,2.5273290942372686,2.4450785316468746,2.5275010697456453,2.5253384138940285,2.4443962265907464,2.5156049549855837,2.509264812781648,2.4443991340150943,2.5152621401358273,2.5217001391740417,2.443210126459259,2.5266936587531164,2.5273290942372686,2.447125467464824,2.525153180326977,2.5209761545695204,2.436993532877526,2.5095759705078624,2.5209716948396235,2.4375068162985656,2.516053417601232,2.527221135016302,2.44856406553179,2.5266936587531164,2.5276834479033474,2.4445850379029177,2.5219951538392196,2.5166317654210335,2.4284125270136907,2.5180299321199318,2.523888278334573
6,3.356590716284621,3.405131327465172,3.43299256874466,3.4697526822132456,3.4368657164697165,3.5016663809394015,3.5436837472596574,3.5902186433571575,3.530509424488283,3.573872996734954,3.519064736813136,3.5770614758087995,3.536885173146381,3.598675833383341,3.6078809924304616,3.6479490452294416,3.6498880297616987,3.65398526554361,3.6020333270224256,3.640669561674061,3.7103186191501214,3.702933992684586,3.7290270571407462,3.7357058183542717,3.729306101987283,3.6054406596197497,3.582146521051929,3.5965557371696972,3.5273342515425288,3.600532189435859,3.577141888195889,3.504104561402391,3.413730610387141
7,3.979145910897823,3.8577090060291104,4.0202849803069425,3.8474719273287246,3.931867406446858,4.016657851040973,4.026502202185067,4.060846399673528,4.03977374019352,4.083908958452655,4.104688336270506,4.171754308441297,4.149481558123546,4.208844734564091,4.2165558894315,4.221245770654355,4.237165093445917,4.238840391958093,4.284148138294805,4.282738112261619,4.276259634671216,4.298446682221018,4.279036096567264,4.273365624097755,4.261821885573254,4.270152438568801,4.284488862143711,4.2961300504342,4.302155281142354,4.318412755164807,4.3099310840818355,4.177281374306757,4.090249566659439
8,3.1557884259050724,3.3018997286969802,3.2427346553598864,3.229139913940986,3.297878686213481,3.296293985446447,3.3042966988900435,3.231674755303818,3.272278603550313,3.265970822035306,3.1513548751101426,3.2666670965942606,3.268289312692763,3.3281620957731644,3.2209700784031146,3.308813248939349,3.40727014301764,3.3947495739974274,3.377597181183345,3.359506046545815,3.3454163303678803,3.3408996417426744,3.3317917273332514,3.3047803193213796,3.298846494784701,3.312128988465436,3.3317494808589805,3.346653438787949,3.3577309901771457,3.354806295230839,3.216298559203519,3.272725325476838,3.2704212319173975
9,3.543896114393406,3.642313975373508,3.5515981053367542,3.544406005922832,3.704559220163577,3.709430771608666,3.704850947518836,3.660359162319075,3.708512985919038,3.6452215322695576,3.583708386000237,3.7507847359688347,3.6478370112595657,3.763873187689331,3.6840591174271187,3.751932183500675,3.797914037026625,3.799683364391841,3.7332053909899354,3.7831979242116436,3.7984144182505006,3.741234940684027,3.770082921889306,3.7462810829818904,3.6980678459898977,3.7421042954844026,3.7741956148155285,3.745204054340829,3.7888490207906393,3.788202045911059,3.601813753379085,3.7114529716258056,3.700862237901477
