,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154
0,3.5468178407620368,3.579924394646795,3.5876277271625066,3.5587509480403616,3.583073904338905,3.554631173614925,3.629660721610258,3.6168225753423364,3.6126858361978065,3.638050967680367,3.610223857900013,3.638189651187668,3.6114980125100042,3.588061546327154,3.6293284286356107,3.5795910274622122,3.578187799632108,3.5613647753760844,3.5575805124658677,3.5786095863469862,3.4957919195412472,3.5231363707022028,3.532485537093829,3.5253879912284765,3.5981801764833214,3.5468842089991153,3.5729599098768032,3.583069323921465,3.5544591234473373,3.579537577307252,3.5750810286338663,3.5993298948301193,3.63564017819355,3.6306059277948983,3.6556011899764687,3.6369055643577974,3.6544683338850747,3.6704995507965528,3.6188577469455683,3.663728315599197,3.6107609723703624,3.647599146029444,3.6454569552013973,3.6415226989962477,3.644526648889652,3.646995836151249,3.663059904363612,3.681453807702364,3.6294351820020476,3.6695815484941448,3.667661008821518,3.6427634125107793,3.6208105332991893,3.5968964384199755,3.6191094371984636,3.5907448210334443,3.61349821874626,3.616643259639425,3.5897924569551996,3.61578414370272,3.5864840472605723,3.6083028948486513,3.620535475276263,3.5943095561472624,3.58813524256464,3.5786732700704382,3.6066820125316696,3.6152147971426016,3.5898247255701623,3.6132997944488894,3.5849987756283697,3.618069288585998,3.625893249242696,3.602048149026321,3.619268405918832,3.62271946875755,3.6419527252062625,3.6702873782704404,3.617920901048761,3.6442300775956884,3.6203149266947516,3.6369098317021864,3.6298125827141794,3.5932019889954674,3.624094532836864,3.619420279783858,3.639843460434813,3.62339649875776,3.649247858753318,3.666501697226062,3.626132636915319,3.648905725371767,3.6760376746771954,3.6534021767245233,3.6742029998813552,3.6717895562477363,3.687319499978966,3.6732527131803487,3.6502205940611567,3.685329367764896,3.6691721985976486,3.688433783308305,3.689669295092321,3.6638947260516788,3.684086569843751,3.665027844414177,3.68832792119206,3.6965880039618355,3.661990659432752,3.6879682619767062,3.6574419000438767,3.6814710434495517,3.6904686757002536,3.6593241450127607,3.6005835995246724,3.527706940289209,3.555174764686716,3.5621384167630032,3.5302065444320734,3.5279119523223788,3.497550670130465,3.522960133534103,3.5551398821701508,3.529276605596209,3.5755221147530656,3.5505251836603864,3.6198431781116613,3.610381240593575,3.629319454438819,3.658823829755286,3.6514580029619474,3.6270278806553193,3.6585641661362556,3.6266690849562164,3.6323269785351635,3.632548232952122,3.632036247062653,3.6063250989907623,3.5561608724679026,3.585791573366551,3.558675107575447,3.606892969441894,3.6133210086429455,3.5952701276834054,3.587404622097371,3.5246297350584697,3.5274289781681576,3.554597259972767,3.501261847528591,3.5261687938697155,3.5235966090655046,3.551679820689402,3.549639884272229,3.521664809921946,3.554681398391938
