,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,3.880347326871904,3.8981758174280983,3.8976484634122794,3.8961896830631533,3.885400289321197,3.890605635474922,3.881936262421343,3.895120675791292,3.901582582482328,3.9071381392233833,3.9054131188344017,3.903849411159491,3.9021563903401826,3.8977425569037116,3.905090854247333,3.917484274070672,3.9100321993617713,3.9093813304875455,3.9024973012028363,3.9000984710017432,3.8765270279498325,3.8998766743671447,3.9091261779893935,3.906266202510647,3.913498635041568,3.9027380050922837,3.8974620088907326,3.889747782229211,3.898786005320148,3.9056431516822148,3.9036004879139923,3.901852857249826,3.89644883970088,3.8925428254418146,3.8867501669177194,3.8806777034138453,3.897820518205104,3.8977409171032873,3.8964341908573585,3.8856734655793788,3.890694162402538,3.8822140630343385,3.8952981550652086,3.901647189990382,3.9071234930481937,3.9054131188344017,3.9041051098120496,3.9021563903401826,3.8977425569037116,3.905040551730403,3.917395627670916,3.9100558793907716,3.9093532372366897,3.9022681437307636,3.8999540486912148,3.8761639275171165,3.899322841561179,3.909472484484552,3.9063130925992424,3.9132577781027904,3.9024041014648203,3.8969913147093114,3.8893235191225033,3.8984562894283212,3.905324207771589,3.903427930119485,3.901477813928193,3.896558287630219,3.8927074720429427,3.8866717439592513
1,2.1761516601886797,2.385261765003144,2.2643493347373114,2.553417544199119,2.3752422896330083,2.364139495225979,2.278918677323695,2.1609528358138963,2.264762817170062,2.265038077243933,2.2882289724674263,2.2763930910212196,2.271695130941672,2.2946000019417334,2.1776646427722532,2.3787623804392837,2.2746008514733576,2.620370309603077,2.2868934912058054,2.373495016535162,2.27732914737201,2.17640315930194,2.2683224820734913,2.276827584167575,2.277769397667638,2.2697584720506634,2.2844885969296462,2.381699225362194,2.064298127139838,2.379529551146791,2.2673962891718875,2.6278112523918953,2.368667278966857,2.2715769754607895,2.281957111153594,2.1685495622137565,2.277547743501625,2.269532316548982,2.2825973557752866,2.292924358942939,2.277357319508791,2.3945728120088927,2.172813640736241,2.2861726073964443,2.2691078696404,2.6246248724919554,2.3789354992547698,2.3594030848734207,2.1704672187901966,2.176851515081344,2.271331320672091,2.275093076842462,2.289859541966392,2.1849046602630384,2.2937363419167065,2.388059344209303,2.1840701922114585,2.376039740741705,2.166992785887768,2.617573947180818,2.373217912395527,2.367270620480945,2.2733140038905972,2.059479866073656,2.2641680520799223,2.275937035194712,2.287324864394586,2.261709119129713,2.183211301979929,2.3829287903986973
2,2.8198896673136433,2.8737413449720024,2.8774887550431933,2.8318582987090997,2.8905042255218243,2.833865749243143,2.873920137019682,2.9365033735276707,2.814179862364225,2.881436506628658,2.8416496670668114,2.8411575304572563,2.821372985688355,2.839358397271346,2.8202828027095777,2.8255719398262826,2.8886275618801576,2.888471200566117,2.835965131209369,2.8837676140587902,2.846360994003871,2.9015484003858987,2.950840901867491,2.942465247085501,2.9504255163281288,2.953352775107242,2.9508578067421065,2.940622854152276,2.942352308843019,2.9373667104627237,2.9497551541724967,2.950451801657189,2.9415464172727748,2.932643675263436,2.9309795820548215,2.918146457076,2.914743980990269,2.883819419263015,2.886777430828628,2.8900466230193427,2.8945080840909645,2.931734733656479,2.8811478836343682,2.8215237891931135,2.866512807513989,2.8287176941491157,2.8799206536300046,2.892650674465802,2.887809194773339,2.9336173674257235,2.932250060049542,2.9357814998097633,2.889760848922413,2.9012605171487835,2.887769782940221,2.8892487908533804,2.923222476370527,2.9322696280007947,2.9143308771140033,2.891839329935503,2.8959402881807352,2.880905999060314,2.936285208280105,2.943348053701028,2.9338061769182175,2.934685372248626,2.871100382326971,2.8785451313009895,2.8720268097941672,2.886892010190083
3,3.4239855975484317,3.365139966215269,3.532055717626487,3.56571833962234,3.699460299034752,3.6032889082758874,3.6611363380486805,3.6383362498503646,3.5982665365835467,3.5836131778065425,3.6892450908850405,3.7655270165395844,3.645103785601111,3.631804313473468,3.6332642419148296,3.640333113047797,3.7388544541510425,3.704424111295725,3.81956892334751,3.7392205644251417,3.6907564873173264,3.695387988060332,3.6865050956940784,3.777289620562499,3.722029866821718,3.8063698831368677,3.7419920983591135,3.7566159524150553,3.7164596326064268,3.7469362317509813,3.821846771810839,3.7229256381046567,3.8498600182917952,3.7239922132953422,3.7730984607751927,3.732117768748038,3.701294607144196,3.8141076401817697,3.8039223587644204,3.8745161503666976,3.7723142045276212,3.8018456954781303,3.7647463683308717,3.7267174547772184,3.75958926388635,3.7777830925356035,3.8591609133722766,3.775345680915259,3.756401617892962,3.6739324957050474,3.5931532557066443,3.68803460354472,3.6830695812991774,3.785297697643253,3.745908066239333,3.7044089571546723,3.7076344732048794,3.7341209277843523,3.8141128010760728,3.647683156611972,3.747723134878398,3.599254766526269,3.599480090624396,3.514912467332895,3.3619195209451895,3.517924712877547,3.394223663440961,3.5793739586746973,3.49900804464295,3.4359918122618067
4,3.9187496126188988,3.959020208361749,3.9543911545376753,3.965951346338865,3.95814166266655,3.9125972527216604,3.958008130412325,3.9512424871674003,3.9590577642784415,3.96205785716883,3.914646427562643,3.952266860498016,3.954041764107505,3.957112227495017,3.950293118359588,3.909066105402868,3.949843324091204,3.9481488897177828,3.958642077269113,3.9517600017180072,3.913599122707379,3.9525477477332185,3.945673361590947,3.9541830076077398,3.9400265780373287,3.906699450927262,3.9456343152021667,3.943874852331038,3.945704199240156,3.952496431972976,3.912946459500189,3.948459370645133,3.9451183596626533,3.947905244034401,3.952075972715656,3.9061861703098515,3.9462729609537046,3.939117067211886,3.952048557124859,3.95287781509333,3.912920158112046,3.9544281547636397,3.945641192396691,3.956895829832341,3.954867089074239,3.9183798882961707,3.956620379190071,3.9448123879286427,3.9507665906706917,3.949747668153505,3.9185342587082874,3.9620720077441587,3.952205788782691,3.958186244492497,3.959948460804545,3.9131476470076594,3.955140784549011,3.94968060933952,3.95050399337968,3.9541342797935806,3.944798912282878,3.955374966905164,3.9551089262997725,3.9615670973031887,3.9578511653551036,3.947862865708174,3.960786328389557,3.954515424116165,3.966191494425972,3.9603606500040307
5,3.44055045489765,3.469724795192703,3.502257261602172,3.5121582793634802,3.5133843421744064,3.5073385030610416,3.473950816585104,3.469426317760414,3.447934959076436,3.4707341476839613,3.441735357288123,3.4444127688996673,3.475293912813534,3.440914059419776,3.4497258515210967,3.4800926772788863,3.4761425530985752,3.5096230711413257,3.5147294193335696,3.503426540679618,3.494540044653169,3.4913153258001977,3.508154595565877,3.4795810735500834,3.455640414075317,3.4768048726402654,3.444625577556141,3.44717416862665,3.4456019703627967,3.4516357746281323,3.44336637418868,3.4393360332624927,3.483043325250008,3.47442166610764,3.4996643013102524,3.4684618869422534,3.496416176485104,3.500812235882584,3.5118229436003188,3.510952571325028,3.5065512562190997,3.473950816585104,3.4637719970853316,3.4470003327568928,3.4724428315021547,3.4399727667148223,3.4444127688996673,3.473825678212762,3.44330122868341,3.4500823432376744,3.4800926772788863,3.4761425530985752,3.5130313623528173,3.512217178277333,3.504674509868553,3.492530195264344,3.487857250012874,3.5027685441935965,3.5035442555546616,3.4826319853470666,3.5052317539503366,3.471617955896065,3.475975564629163,3.4482081478726467,3.449906765295472,3.4405167434350408,3.4115243338378853,3.482057277082797,3.449333175609947,3.473791875808125
6,3.541136877655803,3.5312724312026877,3.5878564598534775,3.62053417330767,3.5643506471110187,3.5454415494976876,3.5317288216025076,3.5836093094162687,3.615944458073939,3.5603492528828546,3.5371946441081965,3.523156118162963,3.5741403915288834,3.606163217542482,3.5593039036833822,3.5526470221094173,3.5106325448033298,3.572768173890077,3.600459337559393,3.5726081229352453,3.5336849460416673,3.5339659870774516,3.578377369205635,3.638721106113033,3.570649298416869,3.5805181366478855,3.55962228752693,3.6202411614818235,3.65319230329355,3.596547269521838,3.5850583710359993,3.5706029851592445,3.626598170887738,3.629353859744972,3.5748776187764966,3.5581538137571327,3.5474737507503113,3.5791702088741513,3.6314033547025586,3.586182235032859,3.564516897625532,3.560113816519325,3.6257949500958477,3.653972262926429,3.6380923228703805,3.5942633616805724,3.605061841334027,3.6617108459554006,3.714769287040504,3.6891704205253766,3.6683871023662715,3.6342524228814486,3.675180730946895,3.7095967900749276,3.682984616825884,3.63923517171855,3.6005760552133155,3.676759205418171,3.69637236794024,3.6688509940922494,3.671825058955397,3.6395555284165217,3.682323155459165,3.7487696438132567,3.6582263459532696,3.547405014869314,3.530189153243209,3.58575320938926,3.620410608098426,3.566563266448169
7,3.534002572867893,3.5354328588942625,3.5381930726601016,3.537520077597808,3.536947750891549,3.5267343003927683,3.5267969129652514,3.528062144898855,3.5232819850746226,3.526028670333588,3.5192143724236162,3.52167261504499,3.515918468342649,3.517088617670023,3.5205485004910577,3.5161194018807285,3.5257892254948784,3.5288402269419477,3.5352257005433723,3.5279684434487137,3.5403423394544467,3.532324461186865,3.5348448178184975,3.5337875158316265,3.537486559895136,3.536236038831717,3.5285190381372797,3.539789429050339,3.532142230923334,3.528010160062417,3.5227035928821584,3.527973706414807,3.520120108019835,3.513725194432233,3.519055113771029,3.5169579212850963,3.514253877594848,3.5155191508329304,3.5257404913624786,3.5218707873187993,3.48770463348142,3.509995729443974,3.5063508356512543,3.5334755681806738,3.5727788218520233,3.5886153549945323,3.63030908321041,3.6277779264564805,3.6387009182760757,3.627349950896417,3.508940468932978,3.5831410852592396,3.5346091445719274,3.5377918184739605,3.531787144962346,3.53370397082662,3.532282135321156,3.530912262782416,3.5304832120456746,3.534734921705753,3.53430491608833,3.5286194756532145,3.5237120123840184,3.5268931307829625,3.5286265025311727,3.5324178316967876,3.532150642084741,3.533864863679389,3.5427798833872615,3.542509699220835
8,3.906738921053827,3.953383327351706,3.9531290758373387,3.955905402567168,3.9484975123363877,3.942221386964324,3.9513463053098827,3.9470111588454824,3.947454240677622,3.936892344476807,3.8939559927260117,3.938996998534523,3.9413898233943616,3.9525643268585844,3.9419143621620494,3.9416877376207475,3.948917028939067,3.950022446250271,3.9492804441758484,3.9383490410158304,3.901858023148308,3.946538507382421,3.945541640787362,3.952232456802682,3.944103235015347,3.9410064910137277,3.9496746427475538,3.9452623653043024,3.9494042127454323,3.943116501619751,3.900707517827069,3.9461557313622357,3.9493556008404824,3.951670393456473,3.95027015327909,3.9479298252295556,3.9520198554328907,3.9461021941465284,3.9430298134676978,3.944347192098623,3.9162296681445437,3.9507912159548693,3.9493328826935383,3.95637482117325,3.9505256480802617,3.9498685485707314,3.956223817645263,3.9535678764477353,3.954766609711189,3.9459548494118395,3.9212548971453383,3.957296207029311,3.957327011874618,3.959270264377171,3.959097138007075,3.955034519247084,3.9562783414811893,3.9526641398419073,3.9527716516447633,3.9453745867895575,3.907536751357455,3.9528031378608364,3.955610172706128,3.959331424897427,3.95553286080736,3.9542083434580686,3.9530281691817004,3.953520098833638,3.955044099332997,3.9462379295012937
9,3.291727576157901,3.3607572729869384,3.3543727191058164,3.3350064696420763,3.421716923580985,3.473904056656399,3.3760406016095628,3.276287972694869,3.3429137682524654,3.342733728316226,3.327311844082797,3.4155289473145602,3.446833955879554,3.3603695589842673,3.269750966501145,3.356955313928664,3.3561207988019337,3.331171732749406,3.417083199126522,3.457383002672947,3.3760518833324062,3.274721062220454,3.340023949441514,3.3404598841329483,3.325014641046362,3.41227002144883,3.453435848932668,3.363838668604634,3.2734851083405667,3.3410260742905993,3.3455484747056583,3.323589283327363,3.4101051641273323,3.4613928535075518,3.374118706873408,3.2787827662282307,3.353492930796375,3.3420873421256205,3.328512828850782,3.4173192247266204,3.4751421908067393,3.375771656652458,3.2772415367660246,3.3375676954636786,3.344888709424197,3.3259559599164663,3.416490642316555,3.4799334257904793,3.394009502244747,3.3020052166096936,3.36133236485811,3.3507201682493206,3.329346358508155,3.415074878909287,3.4559010694662136,3.3733496552130418,3.2717439913432234,3.3417663373356326,3.347246489671316,3.3187637363295877,3.4184033938316074,3.461425591404093,3.3623215470869665,3.2686453030331797,3.3465551216369622,3.3505491302883432,3.332865567069429,3.4232519647430553,3.4743947130413257,3.3847801860034483
