,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,3.4666323426932806,3.475043163242057,3.5298832446534667,3.5749992686365513,3.555938515235618,3.536358551186583,3.5016828884060045,3.475479369943231,3.53245846146928,3.575272071083651,3.5295210096698213,3.5018591075152314,3.470120453101511,3.4726171172464686,3.5337697860056183,3.572297914465461,3.557723609062658,3.5321198746866793,3.4696477508897563,3.476121546720218,3.5349304324510524,3.5725495328739902,3.52738571698751,3.5041364228238967
1,2.7595200146963874,2.8132522658972534,2.8192490120332,2.816275832558119,2.800054515343087,2.810566945244535,2.72477929610867,2.5352070009386267,2.619484705720245,2.683624245993348,2.801527691774754,2.8052721040861166,2.8042829256965964,2.9081790620788537,2.928926043283105,2.8561183225642495,2.862865407238338,2.8977663908391915,2.7383631326464553,2.743370934293296,2.7536182708365473,2.858922283573132,2.8089630217678305,2.696280457018616
2,2.806979785281278,2.8848582151856768,2.788358914294163,2.9547897751885697,2.8641154760674623,2.935866036375926,2.842132803691697,3.008695705463516,2.959404301297966,2.9424657130721705,2.914350068497125,2.912237025733038,2.9591621825562155,2.9998195797956475,3.024543193440737,3.0469043342371656,2.955514671672366,3.0393900521580584,2.956417000395092,3.053154374103111,2.906315497835408,2.945836416851056,2.8530744436730284,2.9510889663199023
3,2.8002380128099924,3.012708064670534,3.0096258781237686,3.016291305881738,3.095667827838066,2.9762802697650397,3.0154774114498,2.9600300422799863,2.9133347436534764,3.0556254961873464,3.0094679525433174,3.007238326204974,3.093933488319601,3.021290867068907,2.9700148032770106,2.9031980495242755,2.858676335216079,3.013796707020579,2.968706648683261,2.961096292530574,3.045331979785333,2.97622743119229,2.922746159997692,2.8534557326097136
4,2.4748303034286225,2.473294352072844,2.477661855897395,2.4761606173852866,2.4776570913906344,2.4785954733945466,2.4762665452520216,2.4645146180956488,2.472813219423431,2.470191260924564,2.4770616519736923,2.4803257509292256,2.4748303034286225,2.473294352072844,2.477661855897395,2.4761606173852866,2.4776570913906344,2.4785954733945466,2.4762665452520216,2.4645146180956488,2.472813219423431,2.470191260924564,2.4770616519736923,2.4803257509292256
5,2.9790373912964707,2.9732581220186476,2.9601569700433665,2.95688446256066,2.96898253654622,2.97250782719506,2.961733414567474,2.957418977833797,2.9728760739195823,2.9666210747494968,2.956804839072759,2.961491462569594,2.9760808828266345,2.9698970094796997,2.95851713140395,2.94784578224199,2.9614163362104975,2.9614804326185746,2.9508894690879615,2.959819988690813,2.9755691003529874,2.973178734001193,2.96431021969318,2.9568243221022756
6,2.290891335386603,2.534537168163743,2.450497292162754,2.4661233842960355,2.5236076850613074,2.44423048655567,2.2865638892146545,2.2884637256332407,2.2583978356937298,2.3798318640533656,2.4674425110541076,2.517163041203394,2.4577118295952474,2.4724633560605906,2.522799767328788,2.4664066670261056,2.5329176733407466,2.5928746997027186,2.5365906802856952,2.538220902580821,2.5079591038307387,2.4735335431869765,2.4507969238253398,2.4596442539954775
7,3.153406830786057,3.138176368263133,3.1142159064293886,3.3479036609035258,3.328589902517139,3.46271269870501,3.3667546641891977,3.3244134119798243,3.2222842780336114,3.212450284656401,3.1146283877910115,3.355249142485797,3.39651915830365,3.493396762419594,3.43509710096881,3.3613278556828177,3.301539936770244,3.223095256928685,3.1573545807276444,3.390327533265237,3.4083648650083895,3.502077441352172,3.411555686292723,3.2627229000613154
8,3.3945532088624635,3.453407925256995,3.3773235943830584,3.514814309317871,3.335632099489832,3.4102777079657485,3.5133811003799824,3.5285272108584276,3.4561758590088654,3.5033821385247332,3.447375423782368,3.5291147889032377,3.3459947381954813,3.524771462198842,3.624387453490359,3.6351138919461885,3.5741545128422705,3.527402441361661,3.489972972196661,3.538246444399828,3.4073022961319723,3.516084105058857,3.40321884754948,3.5240634124344115
9,2.753592104516339,2.745235257115289,2.7456720441775557,2.755009269039127,2.756194361278612,2.6147964696056025,2.6874313550254274,2.6750314659651524,2.692410526201776,2.7595200146963874,2.7455831094033236,2.7521818998912964,2.743890489287317,2.6802475128710213,2.681543464859883,2.6684675550558983,2.7373395764205304,2.7376214271765162,2.749320184435178,2.7511780090521447,2.7545830503559845,2.692789522546845,2.6953955785301096,2.6669383005708274
