,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0,1.3581542588332303,1.5607104090414063,1.6094379124341005,1.5987488205358555,1.782487952857151,1.7647622999923789,1.5943876506585823,1.5994046502826478,1.5946219325935835,1.6018894659059835,1.7573501122107407,1.3760111634692542,1.3738118136971211,1.5950593536700137,1.7744427170061101,1.782487952857151,1.7328679513998633,1.7554591863771003,1.7627471740390859,1.580471472701216,1.349846431724949,1.3753108740828768,1.3641839165975453,1.3581542588332303,1.5607104090414063,1.6094379124341005,1.5987488205358555,1.782487952857151,1.7647622999923789,1.5943876506585823,1.5994046502826478,1.5946219325935835,1.6059251782421238,1.7674218143725446,1.3722882764422561,1.3722882764422561,1.6043957737134713,1.3722882764422561,1.5866208343648007,1.7328679513998633,1.7554591863771003,1.7627471740390859,1.580471472701216,1.349846431724949,1.3753108740828768,1.3641839165975453
1,2.7868888765532063,2.7246255718309893,2.6672099027001437,2.654956269874723,2.6677401570623243,2.7274728841828075,2.850235073163197,2.7886123152424434,2.7262073184977336,2.806458710363168,2.9056675863282284,2.906794381484834,2.8953858629296114,2.7481391896695664,2.786880257532677,2.7977802714727487,2.896979007103851,2.7259373110808367,2.81255886883379,2.831159891350173,2.8719572389021955,2.895948167269172,2.8260103332034134,2.8014706843915405,2.84939618036835,2.8748042983583875,2.8655117795867873,2.9033399877698622,2.950792506597444,3.0044968837604316,2.9994342994888274,2.859648656823433,2.856309048613536,2.907188327131617,2.8406588377137028,2.7936046901998344,2.6057265581549998,2.6129745585298365,2.7453744083141958,2.857661233114839,2.681701735258263,2.653974562591125,2.7798950515233996,2.8396165937102826,2.787312495578986,2.7127354262679346
2,1.342454046453526,1.541801630682708,1.6058829467352076,1.594561467354779,1.7766098863362718,1.7578326683348238,1.5873188831547025,1.5973959326915292,1.590184233948893,1.5987488192652552,1.7527046750123958,1.3728034154794118,1.368602610699102,1.5935698426151172,1.7679868296904782,1.779292865524691,1.7217243075604607,1.742791814009498,1.7519105721226444,1.5708795693038127,1.3419262406907966,1.3674458849538191,1.3557520672860948,1.342454046453526,1.541801630682708,1.6058829467352076,1.594561467354779,1.7766098863362718,1.7578326683348238,1.5873188831547025,1.5973959326915292,1.590184233948893,1.5987488192652552,1.7527046750123958,1.3728034154794118,1.368602610699102,1.5935698426151172,1.7679868296904782,1.779292865524691,1.7217243075604607,1.742791814009498,1.7519105721226444,1.5708795693038127,1.3419262406907966,1.3674458849538191,1.3557520672860948
3,2.686872162505212,2.8089630254439735,2.808473390866072,2.8603144129129583,2.965701075262055,2.8971407232903474,2.783816563415825,2.7755687342106965,2.776636913875158,2.831285600639072,2.7830013107540887,2.7182783475874075,2.838317134477758,2.9481452951575093,3.005591676504358,3.009214469124681,3.061245515501722,3.064514983633508,2.9718731182491247,2.849131298295218,2.8004538575846993,2.802619314140356,2.807725597847717,2.8644517005375354,2.9211226645720934,2.90993563394991,3.01476017063984,3.106409660152374,3.008100809335616,2.894040522541133,2.8973641626236093,2.882217120638733,2.8768768667039466,2.7872432154956557,2.7227915870071895,2.7387930763423727,2.7375066686245475,2.791049937604747,2.9092220574780203,2.9638821734327507,2.954305989265105,2.85609780149445,2.7273396045784923,2.67636558950019,2.684224024312678,2.7398453544846406
4,1.7763458458406247,1.9325098687671844,2.05046378643896,2.065565470533969,2.051724072541381,2.065565470533969,2.0644459307958822,2.0464410804113884,1.9293260690731562,1.9303527595057361,1.9172711683936543,1.9316785189654482,2.044371002999894,1.9173830362491742,1.9383857294999114,2.2636034032007393,2.2451755932738893,2.239242562995164,2.3291266410050007,2.3629885135343716,2.343418026539031,2.3569583028846552,2.1606309452009893,2.176285560190702,2.3698725286941094,2.446588074381747,2.371400642733771,2.3542192758064155,2.528164024189328,2.527157254756057,2.5141300684948686,2.376234542761657,2.3830866907502832,2.367728865875054,2.363841808587731,2.356820034775121,2.2820146776988492,2.3622021745941257,2.5118759008947693,2.5312117486625043,2.541496060575161,2.5713256040509904,2.6317875679453744,2.6149263602530994,2.556771252600191,2.0069760171918434
5,3.0655554763397084,3.105076257310095,3.1496820563754335,3.1857028957394142,3.2228781636162376,3.1762025270749517,3.0902694747589576,3.0857960482053226,3.0804459916782183,3.115229975168571,3.039152269121585,2.937484685214064,2.9038008290638353,2.981651070870984,2.993338750812508,3.0683306710952576,3.118111356164082,3.1141082161119353,3.120505295275197,3.0829384745576807,3.0467806448684467,3.039591608221659,3.106788677480755,3.0465300425029733,3.0570951906514416,3.1060636653331892,3.2190813681481325,3.2290052991924534,3.2454375310030326,3.2211368881177336,3.1855501671681727,3.062858571754307,3.0721226321464363,3.036159579263773,2.9426841730407043,2.9881875918236283,3.123218231311685,3.175309138767408,3.172742772261282,3.170224573154941,3.221104705748357,3.187363396099163,3.1021352906554713,3.0655554763397084,3.06396020468942,3.0593055028747766
6,1.7841033907305053,1.7837588561229019,2.1809870491266117,2.172015651148007,2.265294078640922,2.330535491112126,2.3642552707081035,2.3690006332947275,2.274785896179933,2.169975369169054,2.179381062800436,2.265017254572862,2.277376629222351,2.2416130702828676,2.2693081862698183,2.37512732698964,2.539872217790992,2.5288366704512093,2.3776835390114854,2.375244573466073,2.2772708145179044,1.9392930565588318,2.053042203754898,1.7841033907305053,1.7837588561229019,2.1809870491266117,2.172015651148007,2.265294078640922,2.330535491112126,2.3642552707081035,2.3690006332947275,2.274785896179933,2.169975369169054,2.179381062800436,2.265017254572862,2.277376629222351,2.2416130702828676,2.2693081862698183,2.37512732698964,2.539872217790992,2.5288366704512093,2.3776835390114854,2.375244573466073,2.2772708145179044,1.9392930565588318,2.053042203754898
7,2.176201193508886,2.2620844827287714,2.354786109015804,2.4331084168733135,2.4588101810068164,2.4470888866189617,2.2597568655955804,2.5622518516575115,2.4080464858186192,2.409569681549936,2.4222257645965635,2.1228894108019314,2.1361095986496883,2.2188453202759044,2.2341035437943515,2.3512646283137237,2.439632045239021,2.4583633004532004,2.441066335121636,2.2715411468756512,2.144350998434515,2.2556710986802813,2.15602543266887,2.0573310971574905,2.2585761151087342,2.3619803397276806,2.444129842952603,2.538391399039618,2.5858005665101977,2.35574419684353,2.6987019566181396,2.4991690709819463,2.63632023499681,2.5912345962680963,2.407909575481616,2.354841130436447,2.596793349677617,2.604542159643202,2.603381510567547,2.4424123473323966,2.451065171809512,2.4484590307540035,2.2586858012904525,2.136322258690324,2.260248964541442,2.2694978925649414
8,1.7890705815776746,1.787720624004671,2.1681718881225285,2.17189207592918,2.265294078640922,2.333167741539847,2.3689036056871835,2.362411881479606,2.276693043754937,2.1670152221910044,2.179585929525048,2.264230885708096,2.268548551604664,2.2395169833166158,2.27444996472335,2.3805719816160638,2.5378089798648893,2.5298099246798778,2.3761103163876145,2.375244573466073,2.2772708145179044,1.944600386716184,2.056299106065444,1.7890705815776746,1.787720624004671,2.1681718881225285,2.17189207592918,2.265294078640922,2.333167741539847,2.3689036056871835,2.362411881479606,2.276693043754937,2.1670152221910044,2.179585929525048,2.264230885708096,2.268548551604664,2.2395169833166158,2.27444996472335,2.3805719816160638,2.5378089798648893,2.5298099246798778,2.3761103163876145,2.375244573466073,2.2772708145179044,1.944600386716184,2.056299106065444
9,3.545390127269689,3.547316760642336,3.547821132513531,3.547209344362636,3.553210457998057,3.55400219108957,3.5504091789432373,3.5926848056652245,3.627019121674768,3.6727735430250465,3.6761134173399355,3.6764097931661524,3.702499131728842,3.709074110621028,3.72177374522295,3.663664292060829,3.6392743748982728,3.681058729055969,3.649122852263445,3.655895442017622,3.6829437850704903,3.657758975361373,3.660555703844052,3.6758947999659184,3.681021957830575,3.672037473745941,3.667459033695734,3.659728732422266,3.6650220735963037,3.6301993142375473,3.6263546452445596,3.600401164817043,3.596584526205361,3.596723313572123,3.5852200413055586,3.5693241043046045,3.549138493504881,3.5842152561667144,3.6002159695785,3.5804629637300223,3.605223932743978,3.5873089348451197,3.6071337961498,3.5859107777171992,3.6008772440560297,3.573826928754106
