,0,1,2,3,4,5,6,7,8,9,10,11
0,2.7336018708719325,2.8470266843148178,2.8421136462657053,3.048117514053448,3.0528568286231685,2.9627000624768165,2.9642083491235036,3.0465233698727223,3.0585056508570068,3.128949184058169,3.077942597356332,2.9040717846105366
1,3.323891593530182,3.2941486773363438,3.292711206785788,3.280153043698398,3.288563181702852,3.319422335220793,3.323891593530182,3.2941486773363438,3.292711206785788,3.280153043698398,3.288563181702852,3.319422335220793
2,2.465405473055511,2.4629220186665504,2.4657227128033243,2.4654107882164586,2.4654107882164586,2.4654107882164586,2.4654107882164586,2.4657227128033243,2.4654107882164586,2.460691148555766,2.4663632901615156,2.4657227128033243
3,2.557779030381534,2.473012436790097,2.496774585423712,2.5096543652420786,2.531455178525387,2.5594393066710253,2.509563067608221,2.5176720015481413,2.5418061861332735,2.5454287484617444,2.4910607190727663,2.5293798612008067
4,3.629082814774224,3.6190779881775486,3.616089405763017,3.613185582386025,3.653479701319868,3.623449653622728,3.6171905118155476,3.5666367023053995,3.6607333558255313,3.589769638400981,3.6080603882089295,3.5988280274699687
5,3.0212862513101006,3.0118899125243273,3.0079754984220903,3.016236419440808,3.0172495692748376,3.0199040200192173,3.0156456354335153,2.9647388374179915,3.0045125535044392,3.006834561763328,3.0208901698778785,3.0253623802983287
6,2.5255690529342267,2.602162945795862,2.5889844032743183,2.602162945795862,2.598750388763631,2.5984376473746575,2.520750641855878,2.602162945795862,2.5947064782944804,2.5285670660823403,2.5933225951715144,2.6037333530518545
7,2.875918541462391,2.8706655898570057,2.869276304724303,2.876736175929887,2.8732345227690637,2.8702663083315665,2.8702663083315665,2.872862441293111,2.8686775466852845,2.8738245064607466,2.876602045129077,2.876602045129077
8,2.4652236987059104,2.4556635958784785,2.4627920007975113,2.4724712462967005,2.471551297868642,2.4609353407336467,2.4627920007975113,2.4668385089559566,2.4597619809068862,2.46863698616772,2.465921787101702,2.46863698616772
9,2.763172769509047,2.7619841395967377,2.759518805343241,2.758221113844524,2.7605395942575894,2.7625319286246457,2.763172769509047,2.7619841395967377,2.759518805343241,2.758221113844524,2.7605395942575894,2.7625319286246457
10,3.1771937568602775,3.215797146410786,3.213382699615976,3.214894209817229,3.2105689924074734,3.2085777973688088,3.2470841027709714,3.2203545484988325,3.2411132086514205,3.2705628111089102,3.208092850795802,3.182242549820955
11,3.408238452508413,3.3310464124378494,3.445229293692552,3.4411484202834135,3.5033315472275914,3.5457090007067995,3.4602247498958847,3.3619918297072435,3.4799959980680226,3.408887439796466,3.4870574934994956,3.4309696151347997
12,2.377056440282858,2.530865559935924,2.4435721225269105,2.374039346944527,2.523350723671071,2.454477869348943,2.377056440282858,2.530865559935924,2.4435721225269105,2.374039346944527,2.523350723671071,2.454477869348943
13,2.72309363149792,2.7290600822811593,2.727077469541941,2.656949511874785,2.6661005563188716,2.592853638362523,2.6644396268772,2.6737003862257107,2.670131429470395,2.6649344926758207,2.6640983288848714,2.7390020929375156
14,2.5335509221363277,2.5424145481027187,2.5466952976775916,2.54530502451622,2.540398139182405,2.531232041796226,2.5335509221363277,2.5424145481027187,2.5466952976775916,2.54530502451622,2.540398139182405,2.531232041796226
15,2.3781893624268546,2.3858623887131705,2.358768419237384,2.3843817871080057,2.380240821772481,2.3835769551793318,2.3781893624268546,2.3858623887131705,2.358768419237384,2.3843817871080057,2.380240821772481,2.3835769551793318
16,3.17577028255429,3.209756642297116,3.2052899543803504,3.200998274766075,3.2016311768548076,3.1998084439670333,3.174409839191142,3.2113384829922427,3.2052899543803504,3.200998274766075,3.20338143481716,3.1991315923960704
17,3.6049182643646733,3.6022235305653645,3.599893219795976,3.7110891076118633,3.616250795834631,3.6988076247352417,3.66544496380096,3.768438174294483,3.5830452941838167,3.565467986997923,3.6026330737445402,3.6693340693136522
18,3.3856231108494197,3.3323700122099704,3.3718850067084394,3.3053456518721482,3.3067038018239145,3.3763855581898365,3.3760509852453158,3.4599502861736773,3.4040227165198633,3.345488700662949,3.3782980746284696,3.3243831959436
19,3.14014294812481,3.1360829205884206,3.137993551036712,3.1302018562352103,3.132396505524614,3.133546851887449,3.140582669654082,3.1365960782245503,3.1388346940060114,3.134264543070041,3.134854995197723,3.134049714877828
20,2.624626703330079,2.544232435856359,2.6246248724919554,2.6231091463893765,2.620867998997391,2.621825125255952,2.6222724402618987,2.617793678275393,2.616214120257022,2.5467060055569255,2.5466525894698537,2.624626703330079
21,2.741160199951391,2.7420171201817967,2.7462391391887366,2.7420171201817967,2.723199730371387,2.742160856272314,2.7532184812932283,2.7391460259178078,2.742160856272314,2.740156829324478,2.726111081378029,2.7382636721798406
22,2.913709457135141,2.8701044353587317,2.8639174092304005,2.915813894482906,2.8501219971503557,2.9214384640585997,2.863208777778962,2.8522977269782768,2.8572998929687783,2.924513165672451,2.805225383221421,2.9127629131229584
23,2.2912162321619136,2.176201193508886,2.1769572500627317,2.1720199145852175,2.168830006017893,2.280498392958249,2.2912162321619136,2.176201193508886,2.1769572500627317,2.1720199145852175,2.168830006017893,2.280498392958249
24,3.437754861258642,3.435060865635611,3.433044312414687,3.4345853646544757,3.4354346326559657,3.4324084194988895,3.434887141711382,3.4315710675601236,3.433336047642566,3.4346033131911744,3.436544598716525,3.4369305960690397
25,3.009099444233466,3.106957222575301,3.173133723466557,3.1394335095006243,3.167951501302062,3.135726662110542,3.009099444233466,3.106957222575301,3.173133723466557,3.1394335095006243,3.167951501302062,3.135726662110542
26,2.856085192889444,2.8590134313244233,2.8533415356884912,2.854395143382897,2.848702382819585,2.8543101718322674,2.849949734850205,2.85064950249996,2.8512194691740396,2.852726514258663,2.8478216088591704,2.846322076267565
27,2.1892619732649337,2.474911991619074,2.5446848806487696,2.2954216026075227,2.550313029307727,2.5527887969948653,2.1892619732649337,2.474911991619074,2.5446848806487696,2.2954216026075227,2.550313029307727,2.5527887969948653
28,3.4419625923951163,3.503283901023936,3.5311811032095357,3.5224216179973924,3.544000429244585,3.5745267802762157,3.581856970818533,3.611486912915434,3.571568099894092,3.4951756618278393,3.5629962664145713,3.511046486774325
29,2.6177065369546124,2.5483402859005873,2.6229049698458664,2.6177065369546124,2.6199175795977565,2.550358129406339,2.6177065369546124,2.6173263265776447,2.6229049698458664,2.5471955057234776,2.6173263265776447,2.6199175795977565
30,3.147901199790234,3.1522608689034906,3.1554170322984296,3.162896848759377,3.1585043744670553,3.1638724492386068,3.1615253853840204,3.1559991041920386,3.155003475634847,3.161787724412969,3.160347208018457,3.1632617150849462
31,3.103855737647925,3.1122130647259882,3.203019534764489,3.1693889814782494,2.998449697456604,3.116445776927276,3.1082506862718824,3.1198327636486307,3.208911165894381,3.1773347561773124,3.120481891808428,3.2020713587596026
32,2.3490981105707758,2.4448864321946133,2.43963204879546,2.4427212426566065,2.350857567697324,2.43963204879546,2.3547861087991837,2.4510651760933317,2.453518471165686,2.5331779638014345,2.5286598576883246,2.438340617309472
33,3.155746778111138,3.1423068846443116,3.1465690341583556,3.1494793780285044,3.1497124731799273,3.1293105451655987,3.148313581271068,3.1512987934176913,3.1563213959376033,3.136395710906149,3.1448112487565663,3.147766142851911
34,2.9026695613258635,2.9064364507397134,2.909032525702792,2.9016897222598876,2.8967053316156433,2.9062380917283144,2.906861831730371,2.9036860432118266,2.9017238124203693,2.906647510476075,2.910904979057621,2.9030117139588167
