,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,3.1588799212884924,3.1588799212884924,3.2290719071407956,3.143883966708012,3.3172272448063906,3.310853717514557,3.313000812345844,3.3771172064093244,3.324232238118981,3.377833141798422,3.373840636134449,3.429585151836913,3.42655569629105,3.4295026751354483,3.379349672461947,3.3758787713920997,3.290357319907927,3.305769380662559,3.4050055004352404,3.2913633962294577,3.230154065789695
1,3.7233426243408183,3.670787044524262,3.6167065021215334,3.758471059013954,3.8083907135733295,3.7131315228798005,3.7180335776298556,3.730924585494943,3.6710625648864745,3.6284929230353273,3.7757322533412108,3.806259012551365,3.7165934727855685,3.708531327177616,3.7246178966995616,3.671402008794315,3.617154478988411,3.7571043711716996,3.8074897347674588,3.7076841843619466,3.6757722152366856
2,3.0686265483781785,3.070410893156352,3.07022013845509,3.079502837060166,3.0722410819445005,3.0729568971795196,3.070863318166182,3.0668634857828563,3.065898375964414,3.0659309604107423,3.0759694489410134,3.071109039176184,3.0575315169592883,3.0754461851526385,3.0566956838556747,3.063281080644209,3.0668774258258455,3.060441648813373,3.0646862151659,3.0722151246361564,3.077935510193543
3,3.1821974025960444,3.0962860298587693,3.1110289885462326,3.1693104238473726,3.1013830724785216,3.123625359020909,3.1837027648630096,3.1065835251764917,3.1212011908625885,3.1782607356424952,3.0977571799153583,3.1159102260719256,3.178671651484472,3.095302959963434,3.1180860304724995,3.1797516612731362,3.10029204254668,3.1105454484714166,3.180642795879089,3.107051599457835,3.114841808789023
4,3.6424884279473257,3.64549302414382,3.6398337182725315,3.616287269436162,3.6532351753451815,3.776162865080935,3.668858914956032,3.6230067247700406,3.6843706972941757,3.6827463307456165,3.606225000381807,3.7289021248785286,3.730135989849936,3.618460153510147,3.62736054464753,3.6378895510185365,3.6787052364382626,3.6511154640776473,3.7387501680764896,3.7326441650592534,3.6731910702270745
5,3.8203352711218774,3.8250040984401847,3.8491282989286226,3.8513484960172146,3.8518726938210515,3.8275071671418006,3.8243878600289416,3.819958984638381,3.8239486951230126,3.848525755437882,3.8508944319541607,3.8564797446081776,3.8237217370432455,3.8238750225542293,3.8175484020383292,3.820540072640565,3.842856012155092,3.848283585724649,3.850877699594488,3.81944992221362,3.8251690080747216
6,3.0767572238314855,3.0707633452119234,3.071523720124896,3.071251708595795,3.0756335879143206,3.0744427056257475,3.0719628086503334,3.0747044522442977,3.0717607327546936,3.077414757820022,3.077679512730265,3.076988188467266,3.0749960096846642,3.0714726606016596,3.076298177807491,3.0690835290303053,3.074309217835687,3.073618591464314,3.0753231172809388,3.0755118277570257,3.0729941134423
7,3.089703676805407,3.0912197530990277,3.0901804620452173,3.093332801879729,3.0921033625017547,3.091959756202111,3.094385732546309,3.088050000566926,3.0926875083948233,3.0940247761589394,3.0943122633983515,3.0901714018900175,3.0918466934795257,3.0927543318988273,3.0894669117861007,3.093525951000368,3.092767694774736,3.090282243580019,3.0929633012065545,3.087978317045618,3.0914520549940487
8,2.8778874596695707,2.8808771095607892,2.8772630788940825,2.8733204460663755,2.86628870277068,2.8715578437756397,2.8667551171733567,2.8696648224725116,2.872460679729476,2.86708115492673,2.8682399685848052,2.8636831409814985,2.871918446388296,2.872571972169475,2.879083207720651,2.8773452015952907,2.8771737000161597,2.8790759694933534,2.87456855442681,2.874607752189509,2.8772837931597817
9,2.3697301193830236,2.385015946185936,2.288206534229959,2.361021090776914,2.385015946185936,2.4711758099303776,2.616349279806561,2.6024191686431606,2.6169111555761804,2.622528679624662,2.6240800642464457,2.2797680205020048,2.4701149488611143,2.6177065369546124,2.6049048782096578,2.528404192048882,2.8634805374710206,2.4711758099303776,2.6240800642464457,2.6280765428469035,2.550170914442886
10,3.748812999324169,3.747566572885323,3.7447389148221912,3.7462607068128015,3.7225435090098427,3.749755852059128,3.742814516653105,3.7455606500203396,3.7454849703755797,3.7426037259360734,3.7452493927124437,3.7196070735688784,3.745222074455153,3.7397478234678,3.745569976206965,3.74046069387181,3.741224769678237,3.7476768254297843,3.7311847615634828,3.7534002043769163,3.7446677898208045
