,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0,3.620770920490452,3.642241596888121,3.5887346173840187,3.61846984210398,3.664507938824428,3.595531310135181,3.6408302039671847,3.651956480992606,3.6748395784891543,3.7183903151483264,3.6439498333284033,3.6681649388736632,3.641840569827445,3.740063833619012,3.749275029444382,3.724879821601366,3.7324710437213673,3.588188078136293,3.611314057161141,3.645941898065737,3.6985959282053376,3.707098388610663,3.6978704158632167,3.701824218690874,3.746343975750412,3.7204622592948535,3.73989733757601,3.786448490124622,3.7166978482750435,3.6937015067924226,3.7342612881953294,3.635535543438845,3.598322648388436,3.6377977964510833,3.5848280016246696,3.6006547915019422,3.6449705212394843,3.641408287528422,3.691219714148149,3.6364788090775715,3.6406961994759146,3.635292605773352,3.673894961505264,3.6471389633864435,3.667938652173842,3.6446451568954603,3.63123537639469,3.589921763227542,3.639287655657983
1,3.6021234842986054,3.5824389979968676,3.572205344782327,3.5776156446895873,3.581589539426884,3.637216998154266,3.611345552299125,3.635619343556772,3.6336137523751204,3.6588555413367594,3.6437825299317015,3.6688593982729714,3.667728053352165,3.6618104069911737,3.6363925844528198,3.614337694772529,3.6345844807106,3.612251278276025,3.5856553278704637,3.5867231928849876,3.590286741984741,3.6077427517134,3.6110994460104657,3.6291140248174742,3.60637437390709,3.6537475563105355,3.6570846179137533,3.655691779050569,3.658595764196609,3.6548556886677717,3.6629538398259296,3.6449856975814123,3.61107677812105,3.5896518276778435,3.592481784981373,3.5881487635361173,3.5900508251743646,3.5829597161967977,3.588533767894357,3.5871859350557656,3.568324795291971,3.583185211873731,3.5820483970452752,3.583919147532976,3.6015805642865457,3.5992029915472536,3.611873904813208,3.6081692623945165,3.6293268484853853
2,3.824716668685124,3.7862790767290018,3.7116821748279847,3.853807383521992,3.9184831626936103,3.7860919580755774,3.6915096025955503,3.8186032579511684,3.8415354816145992,3.8266151740670376,3.9498009206904587,3.942429880330877,3.866541063547221,3.6977522274828445,3.881818227779714,3.836202046156891,3.8008856402226128,3.9515481081041424,3.982961109894415,3.8313502105685315,3.7498019616873925,3.8759180388236416,3.7817271378635477,3.744537303456656,3.835142791677102,3.9004916551408044,3.768464558903749,3.6910857787307725,3.785877990554008,3.803849321460099,3.830374634843668,3.944987033454789,3.926651719995701,3.855688504645464,3.7284609212067643,3.8387776015781574,3.8540872042020498,3.8168684852783548,3.8829479602641097,3.892001009686987,3.7169074168662224,3.726805621773754,3.810060768197113,3.8256769219236246,3.8024209397057893,3.910712266560433,3.94264289609544,3.8257698925116586,3.73704889994489
3,3.67637077675638,3.7947002530788176,3.8158326695743985,3.686959734884429,3.5879782175781396,3.6718307044332334,3.6768135568537064,3.6702540717815735,3.774971807946356,3.8009168088152046,3.665270518169802,3.5734484414407763,3.6472180759335524,3.655617069438675,3.6466086040886814,3.7591900194554007,3.769959876696034,3.649498057161611,3.5584645776715758,3.64324535237488,3.6552632292645852,3.6466247051797525,3.76508284471124,3.7808266466839173,3.6643629315948107,3.5593135004779364,3.65249477551993,3.66046684143158,3.6617752997063535,3.775127594006077,3.7912695650628363,3.6735073699815897,3.5757452332314124,3.6573089404606125,3.6722058250310363,3.6640321648395084,3.7685095649028773,3.787325644840047,3.657833311005047,3.5551888552939213,3.6447463929065034,3.650763233404503,3.6627674515738047,3.796994944231513,3.807227568824026,3.687984648437644,3.5968745955164945,3.6751036236597048,3.689139127990126
4,4.991555297967585,4.9750265944361525,5.0031624091348315,5.01125052721947,5.020632124009252,4.995757222327804,4.9927098304406625,4.986007464642668,4.967992434287645,4.998907729787507,5.007060614657974,5.014094569703917,4.996396576381222,4.994584915052859,4.98804652281,4.972416760827679,4.999120142435659,5.008653913846488,5.017685156954825,4.993073873878186,4.990541001496741,4.98328902035818,4.9712059902634245,4.995492960376267,5.005405540739942,5.0147285694216155,4.9918441858865314,4.987161351585742,4.9818689643864715,4.966202016829435,4.989416196642231,5.004348541880574,5.0126793151369196,4.989768808590396,4.989074260475778,4.985402644572375,4.971834986896374,4.99705669394703,5.008612486051895,5.016189323046597,4.993050399427084,4.988815136670418,4.987632102816455,4.975028573245243,5.000698635454554,5.010847568392483,5.020212136974598,4.9978633092183795,4.99521199496724
5,3.857758420571709,3.8969338446625637,3.9094066306378337,3.916387651146749,3.936456642101406,3.920004466780739,3.89403938704425,3.8803159594093786,3.923135774584402,3.9176825595937954,3.9114993225687353,3.940969898977769,3.9379820059776525,3.9118428254501856,3.8826960016621705,3.9018623052589243,3.9144965937885483,3.924197531298284,3.919953360339039,3.9342853600536314,3.9267565610517847,3.882911300202276,3.90179059743647,3.915588354937624,3.9098366861034277,3.922441002081344,3.9383588122450033,3.9325781935175805,3.8972836149261694,3.9035191459624237,3.9164013285557524,3.9139939812638684,3.9242168504620265,3.9199895287158286,3.9310905952928894,3.8937725680212822,3.884046500939956,3.914425212527058,3.9149366359471696,3.9371155160345377,3.937753067368758,3.934878611638801,3.914579985739942,3.9204511288069863,3.9180009250774437,3.8874268330088277,3.914058408563079,3.897473642085843,3.8894854657998685
6,3.2586086286476283,3.2685146372884972,3.267495141342555,3.2708735835284686,3.276856883835588,3.263757246790898,3.2599900748950232,3.2541041393358774,3.267035308281318,3.263965917872212,3.2695639119219457,3.2750785258110104,3.2601584503781176,3.257650211885417,3.252449995022073,3.260556922370284,3.2652916590440895,3.2706213801067134,3.275676954549253,3.2610752814642385,3.2598398156669175,3.251581790038576,3.260191772468115,3.26596092578498,3.272979808573157,3.2802877218919164,3.2626711875660535,3.2713334313448974,3.270064544443797,3.2838971448983134,3.281669335656271,3.280415397180026,3.282724975629762,3.265995138444551,3.2623913801752553,3.252545731591617,3.264341994837282,3.262497955639538,3.2650999978045645,3.27183421049858,3.2616729826079895,3.2613670441277995,3.253512987834251,3.2635018577732,3.263753142467155,3.2708578810263,3.280041236632625,3.266953224651724,3.265901151114547
7,3.741069175255755,3.741379798335469,3.7470780137912296,3.7633527039369237,3.7613329662360884,3.769648557381788,3.7347326097941718,3.7355444383047725,3.737810025835236,3.7506902368287665,3.7662431519411577,3.762450078830159,3.809746958235614,3.815585032239592,3.7771967403494697,3.7430707167101915,3.7801793401183152,3.8048513834919424,3.8000362505921927,3.813464776880828,3.8168985626539818,3.828538956715366,3.829545651235893,3.8233615717209384,3.852380279973617,3.8393409130205924,3.846929650573267,3.8419894265318315,3.8159023858994057,3.8166270132600406,3.8162570464334644,3.817776452270197,3.8392778780708254,3.849829712037336,3.8476136396269798,3.8416435509706544,3.8241462345214656,3.816991767335258,3.8380137820639653,3.833927963820053,3.8121153181785075,3.776259269664778,3.7734547938584027,3.775526923111112,3.748552189138706,3.766435231613284,3.765371380191704,3.772702386106704,3.7422283856569813
8,3.1297260578919284,3.1176213598031914,3.1304162228925736,3.1312275715759323,3.1271788615493277,3.088492739637199,3.130701923654632,3.0874221704123497,3.1304162228925736,3.1337570386926705,3.135443281365358,3.0786095623130407,3.122028397086693,3.125581084324189,3.1248647319124845,3.1211020717343163,3.1129833555349062,3.1179164215097384,3.1182627809379335,3.133841613232449,3.1159453400343993,3.1076607417600433,3.1074304373385964,3.105690321601476,3.11502232027774,3.1205828798252924,3.1282612414024853,3.1275793942046572,3.11667520777892,3.129233890265687,3.1312086710700515,3.1223541029796014,3.12258976969878,3.1275149789143386,3.1370388069155393,3.13920939375382,3.137108439005164,3.1307066695457744,3.1339996311126876,3.139127687657249,3.1230099139483274,3.0948249001582773,3.1382178942037817,3.130866131063801,3.1297751718494813,3.0471677090867373,3.0429962679985785,3.1194343024020874,3.120305815781872
9,3.3348305585037394,3.392878259333126,3.323706368676634,3.3253740374829652,3.334585524559004,3.3321839568631932,3.3018044485622466,3.3311625520726933,3.3917081149739534,3.3176504056742524,3.316085716382611,3.3323658507631135,3.32320798867945,3.308226039248801,3.326679807490504,3.3805944087195408,3.3173035042290078,3.3174357259614626,3.3330182186637622,3.33406529833023,3.327228730190841,3.3361529219190116,3.3890451258217107,3.315979842525721,3.3264819839108233,3.3299425200285975,3.332526409935225,3.3176141797054193,3.3269349383188658,3.3942969354500723,3.3855603104579677,3.314870171025306,3.3290349843037688,3.3303026550095303,3.302877396318039,3.3255967679182814,3.3859276973763004,3.3204242885163398,3.317565633504289,3.327395355677168,3.3267773855735974,3.2938045940955476,3.3278434512364203,3.38743625281441,3.3181950226245984,3.322876282121151,3.33538314699186,3.3299979595066156,3.3004076189400005
