,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,3.9452787517155734,4.051692293679648,4.051579825459565,4.075726158489709,4.066096446067485,4.052718936836884,4.080079968258998,4.083054550547331,4.129110409394694,4.106848045367952,4.182111930224965,4.218839758530285,4.211260215730049,4.09584207312613,4.196257297724876,4.152596737975822,4.1741967612222854,4.206103844287192,4.235638194695376,4.243867695084684,4.247075510470166,4.244488059183418,4.214208545223263,4.210594252200259,4.159851070704055,4.162902712689503,4.09286892542763,4.10007671822086,4.005309824663243,4.02210587154833,4.081299481388891,4.056203729805119,3.9452787517155734,3.9434329588592467
1,3.2463906026854388,3.258926504878408,3.19946674204577,3.266861332746425,3.280960326657744,3.3282075485641895,3.278401471313165,3.2773282906143466,3.2125736227190194,3.253521061688807,3.2117628873340562,3.252803725930096,3.2892906400176076,3.25858289950793,3.294398397622497,3.3016046186761274,3.295623554911134,3.361014949561305,3.400841156880107,3.407230336464721,3.4016643815117593,3.4079431380508574,3.4649584554488726,3.473266313915889,3.440367049643256,3.5216583150430467,3.515504925787862,3.434917541129616,3.4591858805581386,3.5095513779631413,3.4855925704446538,3.475777800392913,3.4694556972272634,3.2846618775685457
2,4.209612124288804,4.1237077336433225,4.195436764698467,4.057399321012797,4.132013844730364,4.0622738582429365,4.038832377812353,4.063121036745095,4.122213960822725,4.135161036037139,4.12410095783506,4.067236806427976,4.070706421535124,4.108326326607573,4.124804548359014,4.14163324722405,4.190755101647598,4.197588793973575,4.215521433399982,4.214278640641362,4.212000207342426,4.21172912500605,4.210918258643868,4.211856540448041,4.2001573257208,4.206014399482103,4.19653260372598,4.220416117870269,4.206069147314334,4.183095281416419,4.1797041808909015,4.171483125987438,4.17810377905613,4.21474701088236
3,2.973191612167867,3.0655388595121247,3.068772626799369,3.065917552969721,3.06887922288276,3.104606535826208,3.103855737647925,3.0542707350635596,3.0673281563614077,3.109798863827287,3.102921007409233,3.063801662874253,3.1098973257164575,3.108012162918091,3.107435795803332,3.1084533466939535,3.0072676083653787,2.969181361304421,3.0692049613719914,3.0655388595121247,3.068772626799369,3.0654763918198875,3.1122898094314677,3.1027102978899395,3.054851649550508,3.062981855798345,3.113310166481412,3.1015152331417553,3.067096461672418,3.1049501949266114,3.1102187205941414,3.105725980612424,3.108016390870318,3.0072676083653787
4,4.191158417707286,4.167569664868255,4.201939415139381,4.193738520973234,4.254623490230311,4.273262590775651,4.279197957038286,4.252725667241951,4.281265424326287,4.217327694491957,4.248368787726241,4.269196348578633,4.256917538024094,4.214890397489413,4.241141689684548,4.180315667370087,4.174914286081376,4.185046074292115,4.16970291089648,4.095099381798359,4.084983485643102,4.1295317543781,4.142195900268737,4.123809583961166,4.106542492720979,4.14640117604758,4.124728492621138,4.198557326837446,4.217268497949174,4.114478603670325,4.099847916656988,4.1369315011308405,4.183145131828184,4.160381461071365
5,3.659873969839249,3.6590897043923283,3.668557733257627,3.7075559052822626,3.611929559878954,3.6411784933814486,3.677352202769774,3.642311434394027,3.716056339750921,3.6429911951777867,3.604392357144603,3.545364295196987,3.542217258793732,3.5939434088253983,3.6012464369562895,3.572761364902471,3.6179717885672655,3.594807197040046,3.674317472988922,3.686519121291279,3.6438126482850137,3.622540911304768,3.589134003642651,3.63381174396311,3.677195104037872,3.6896741566370395,3.734058446544422,3.6980040281540427,3.6914357602366716,3.6870846357139477,3.6600327813756723,3.64668002885798,3.6533360094619445,3.6169244482598915
6,3.4259827433975563,3.480341927973298,3.4547019354847808,3.459124835877495,3.49189172824296,3.485722437041358,3.560907780392195,3.563309158016671,3.5823382322967374,3.573347752665423,3.584362935065028,3.598923101619962,3.630293745513732,3.6006718185158206,3.5987052151319663,3.5755786049576628,3.538469670166447,3.5564724304886663,3.530466715287632,3.5257072926373336,3.555562023626618,3.5595062046696397,3.5030429000418652,3.526415238229146,3.520395128351158,3.5236120693697317,3.498554769161133,3.514476747759035,3.530582973536747,3.501467010754894,3.501659635490206,3.478822208524284,3.4302134341834236,3.388486389447357
7,3.962869334675238,3.959793705415442,3.959793705415442,3.9603239556083563,3.956857974753284,3.966931457343825,3.9716052190591733,3.973225338172905,3.9700271547746775,3.9691130125371923,3.968165470510657,3.9664355462135124,3.963082566491079,3.967771249640114,3.971350184540883,3.974758160688653,3.978566115492474,3.978160526970157,3.9786948558308,3.976754365847004,3.978441879663129,3.9719294442897564,4.00457604134856,4.001790068157455,3.996816152790474,3.9516338052957023,3.981467678756247,3.988024677126561,4.021175295272156,4.018562830270783,4.021516316432511,4.0252213687139315,3.9949195383137095,3.9950825050212857
8,3.2143404686011325,3.135856427683957,3.2142244934111317,3.2806911589921217,3.2142244934111317,3.2507266633431953,3.2655051343953163,3.2526318528697593,3.3278973214154046,3.394741916195884,3.4087747606741945,3.4006152905613884,3.407084343154539,3.4669109245221392,3.4743414342691565,3.439942102320857,3.5226887215930875,3.511987987463357,3.4323251713648233,3.482238483883711,3.4816056231871793,3.4807460133966877,3.4728856982150345,3.4460582865671388,3.2569227501380618,3.2416168577027213,3.1860175344099364,3.122566712676058,3.194511468194252,3.210311604102287,3.2601014743674783,3.2063926934884375,3.2063926934884375,3.1318779186535712
9,3.5970749954177808,3.5470715299121576,3.5442318413519924,3.5449297215850226,3.540995848390886,3.5859789543886262,3.469194045600334,3.5272486288620533,3.559701039715362,3.615440834245167,3.5877967697735285,3.6046168093158997,3.582778384614114,3.6305172711225073,3.6641466451363423,3.6706922708681464,3.669788161601498,3.6672601440555326,3.615118135743996,3.586114165901562,3.6090832789145804,3.624607525055217,3.583018592018399,3.5804589520453973,3.680868579355205,3.6612929158363245,3.5305320076330142,3.482557035588618,3.5491475691579804,3.6044629123990597,3.5982862252700034,3.5925709746312684,3.5990757540342804,3.5972098729610433
10,3.2627519184677505,3.270270513663964,3.3086292784894047,3.2629533346253385,3.371724173989432,3.3694394021201544,3.374303220301103,3.3881053988404783,3.348068094689255,3.3417079389570956,3.3715090110605903,3.4194187980090414,3.39388642306442,3.3763274057875736,3.3307862597276676,3.2688347662202966,3.237984592491981,3.26565105582253,3.262543494707431,3.2572829276078448,3.2557273341778856,3.2567275190100573,3.2646574491257296,3.261966880235731,3.262138524318492,3.273244491748512,3.276405358065033,3.2709552284414656,3.2679137196628205,3.14421122895381,3.14418053479596,3.1384854658243135,3.228846874008557,3.1849814658435607
11,3.218483430666257,3.258670542067388,3.290799326663018,3.2568454047222,3.2928673879883914,3.3035115791314276,3.297347265853438,3.3624630966734497,3.398587004401503,3.4080618798402402,3.39876015775907,3.4065230489744605,3.4649975348977913,3.4739751297554733,3.4629575030379676,3.516593527597935,3.522593162727931,3.4617220481510027,3.5136268245066944,3.510743544696976,3.490428050378548,3.516109096596736,3.514123098318528,3.4733093651002083,3.4542766930360367,3.432259326689764,3.442034687516111,3.3999290586532522,3.4228784758727056,3.4553595605929903,3.3511859650613456,3.292481293353663,3.2912517798594156,3.2609400701779325
12,4.189387839104141,4.231506928693441,4.233328827373944,4.26357464589141,4.255184548006955,4.2194538396336,4.246124267461935,4.266569557833586,4.237410200395584,4.247931352534231,4.284156614433753,4.2451960488629386,4.236391850508559,4.269400284453111,4.23281086176323,4.226935224818938,4.266835910680372,4.241633059815303,4.204525658280585,4.199036037377867,4.206887499622945,4.223854067471471,4.227824072154078,4.195862489810598,4.2183323962953265,4.238050520269351,4.250667553797257,4.243216887933002,4.198020300089635,4.2002972640889045,4.140579817734459,4.15954202523714,4.151512723248104,4.187624374238014
13,3.609603098679486,3.6109633090052755,3.609343322076561,3.607825508114666,3.607675665952833,3.6314521411118386,3.6200968882547104,3.6157261187479968,3.605093065092018,3.615125962362117,3.622787824665373,3.6174536585052364,3.6180021524677355,3.616156798364052,3.6202415355030078,3.6170717440331948,3.623507732450576,3.620725048421138,3.6098943165201107,3.6075238878818454,3.600694079797962,3.5987389287173692,3.5916854368768933,3.60510583490949,3.6058349307436357,3.602283035737194,3.612251240201249,3.615952262869428,3.6181338858455554,3.6267663030028583,3.5964055104106087,3.5934206649690545,3.5936046909550594,3.610537118618226
14,3.900053445518843,3.930900600913905,3.9326534083947604,3.9645573867371433,3.961798135853897,3.963926672021809,3.9613355093342504,3.9696468174083734,3.9602412445756023,3.9543033376512904,3.954158179346605,3.9450556149794416,3.9594063979655285,3.937715028167576,3.934081481507412,3.923843287318814,3.9183532499762577,3.9115474358357063,3.949823904027312,3.9309510310566878,3.8995102210147428,3.949566090542571,3.879052310680618,3.913008502089665,3.8671695405713904,3.850458079518086,3.874344442657331,3.9126493165682548,3.9205501381070818,3.904230725569943,3.8608572964485264,3.873333416087197,3.8881017825069217,3.8892874249628617
