,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158
0,4.1747502430520695,4.181408826344623,4.150927960877361,4.15463528420692,4.150241187656418,4.151390494400901,4.124032476937902,4.121204751370062,4.115731248244442,4.122943426132373,4.089760625002026,4.097381561100653,4.089144060073963,4.109243903372198,4.128588848551628,4.1576040949435535,4.156094977051485,4.18504382872609,4.205283618824914,4.2407597263774255,4.264719740888147,4.22561814260664,4.259597251990736,4.305943375033324,4.254437993892392,4.324754290562282,4.295132032698542,4.322901346479388,4.325998005725545,4.349517131789405,4.347887053038989,4.349122502615129,4.362415853467705,4.366452626200665,4.3692173145791156,4.392991458738181,4.388143918751997,4.347095988469141,4.346648088579605,4.356947133603403,4.367094005758527,4.316554087092228,4.261417460558191,4.314505381286216,4.295295759594797,4.300444777717958,4.341336608382507,4.282896504601082,4.336306830715811,4.328325707081826,4.329868495442976,4.300171826278554,4.353849817540151,4.347541311236646,4.345875515700887,4.386137044653439,4.372427276167274,4.37453806883968,4.406515963900684,4.421749265736024,4.429841596703826,4.412461212332898,4.456638343311668,4.380364242915379,4.404271862732376,4.389138801846339,4.34193700020202,4.381062774004661,4.428474663825321,4.434024559274639,4.420289989936404,4.374074713127886,4.396227736946545,4.401498499132089,4.38774180279534,4.410418367539549,4.375782014948245,4.364120089017559,4.405387727106337,4.3668862527970465,4.409990667529071,4.409439163206219,4.356701902721885,4.3748479804991875,4.347381843514292,4.378523898127774,4.3162709699097785,4.303184620954544,4.323188297060207,4.3294640112711065,4.331748394825036,4.298500555731449,4.3172748060630965,4.265401938900836,4.288579381087564,4.245478700809003,4.326649367985935,4.29883310156803,4.329061419355515,4.396589263207795,4.355451237027957,4.355089563486661,4.334293755883279,4.352107508453514,4.323558178844436,4.400111813916952,4.441579292829808,4.449047911815302,4.406539932390017,4.468912618161551,4.462098391199698,4.44371577932181,4.464569670966869,4.460840311967512,4.4280649954902085,4.415964959079913,4.440009892238516,4.4586487923124265,4.462625082859168,4.446602144467406,4.4472614249981,4.467224662468237,4.5093152792683355,4.471453808590747,4.440214056077242,4.443254729850855,4.487200776709921,4.4945000456272695,4.471269686217178,4.436512204371868,4.415380337457266,4.435995795169894,4.4565872813989795,4.418058659476542,4.37414085309011,4.327126670305118,4.368777850067421,4.3421291281648156,4.364745873487147,4.323634579426681,4.338502237007634,4.327397827115197,4.305145362430184,4.302975185134314,4.262878249931078,4.349842067269121,4.3189204528513825,4.362140870798415,4.265955993184619,4.2679946741478245,4.249456260033332,4.2583391934801265,4.2096803729850665,4.2581872578263935,4.237054041916431,4.261603785184849,4.294162463845708,4.263592022140707,4.207578543066938
