,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,3.6359808517004986,3.6580296125600524,3.691186814002256,3.5871092592423053,3.5768517211922677,3.543081976422795,3.4203797354626966,3.5515499315089603,3.5854725036727197,3.6008662393751347,3.6343721215973317,3.5523566261669988,3.525351524262891,3.5665473962553276,3.4781142008918353,3.601919887729778
1,3.718521546800904,3.825354698002419,3.7983963830955636,3.8221718853897775,3.8622934569536835,3.780491078467623,3.7766626226421107,3.761376555053673,3.72017134801258,3.8260295840362915,3.798628339515404,3.8203073376670083,3.8632334476098222,3.779820142003777,3.7759566400981006,3.763480861352547
2,3.0472261410680948,3.077449221521627,3.0618835980413355,3.211345820151503,3.23110073898834,3.159658911459578,3.057940008331089,3.068869388629568,3.0612265665318867,3.0719884104667146,3.0599485301791987,3.2113755821045515,3.236702977969337,3.1434721315007073,3.052030437260752,3.0553330934376195
3,3.1031816716074605,2.9650665806751206,3.2169291048678974,3.2260648539006924,3.219782322816279,3.289256310410207,3.267740570935169,3.1425343253180555,3.187363396099163,2.9609492231013768,3.256024429471801,3.2953364233428513,3.25764261567458,3.2955690715753,3.159491316987396,3.0193810837785566
4,2.8030068140378006,2.7396359551389535,2.80417308274698,2.80390922767088,2.8095986986704644,2.7407405883274567,2.800848946948661,2.80390922767088,2.804929157352479,2.7410116213855193,2.802052625588259,2.8018108506309964,2.8033584868637713,2.738523731756537,2.7987160292966333,2.800399143505405
5,2.020447117956205,2.1500718657404914,2.3443549685659333,2.4626710825313936,2.530690111225088,2.6026191843826108,2.5935706827518468,2.670425578362437,2.573412957513474,2.6677297808790876,2.6606058457683703,2.6667071832712326,2.5944337596995863,2.5404711745277035,2.451065171809512,2.1667941630142526
6,3.073398867132574,3.077979739175293,3.078655612186127,3.075494659518271,3.073638531697865,3.070984976011411,3.0672999378438672,3.0656432625859638,3.0633878934432675,3.0695349304316153,3.072733005892595,3.073539251653885,3.078655612186127,3.0726632472508264,3.0719948816559492,3.0695349304316153
7,2.9269918690075447,2.927785275820054,2.9253204120523435,2.9260268530901916,2.9762582987484194,3.0128491387704246,2.9689414513949806,2.977931763090466,2.925248993196729,2.977077592503865,2.9688190758922053,2.9828664745042004,2.926947370769563,2.9729031377227826,2.9732276378936913,2.9768499764988334
8,2.7474398474006625,2.756954251439857,2.754504647503536,2.7550241436630456,2.808714818974987,2.8102424240383383,2.748032065221926,2.6849440128906306,2.6872662660372026,2.619210937086327,2.6837701801275284,2.6888713023648214,2.6859105031051955,2.7484673242809943,2.751542790197982,2.7474088608913396
9,2.5707145786377157,2.6018680127857032,2.602900335026347,2.6547702863712566,2.5044399593735482,2.577103700648576,2.513797561817432,2.5754609859274904,2.5707145786377157,2.6018680127857032,2.602900335026347,2.6547702863712566,2.5044399593735482,2.577103700648576,2.513797561817432,2.5754609859274904
10,2.6079507709147496,2.6753585475877233,2.614523338857823,2.5891820357968243,2.6079726938932777,2.6242495822572387,2.6159694006440968,2.5286014936908514,2.6096799558840367,2.674648488786886,2.61124462040474,2.600569040000916,2.603922750689742,2.624682126680874,2.614316563782538,2.6091075817706093
11,4.287876777849047,4.403646479851865,4.3819980311661215,4.404430249776855,4.450971974655717,4.366386800426184,4.359222900467579,4.336490729872668,4.281638446724895,4.399984817519906,4.377294628930707,4.39675887857543,4.449280388664283,4.363605531329537,4.358955775726738,4.340228744655285
12,3.465665366771602,3.481971523465873,3.537452178798462,3.539070977574767,3.6297295413282304,3.58093589436787,3.5293803802812698,3.538645369179358,3.5183898001221543,3.532251058504485,3.585591291927614,3.5340142709668774,3.574296601513607,3.5291963656810434,3.5303780212702365,3.4657535189482234
13,3.3767116926520444,3.4650571375312738,3.4183353440183866,3.5252102054382664,3.4668375327721868,3.475853779567915,3.535195852183336,3.5366690116094155,3.4196260776542085,3.529333688878759,3.411184661731021,3.5385208657016105,3.475921779087774,3.4740307508689496,3.475669662111158,3.3890751755576902
14,2.2852789137009597,2.183747346067665,2.2852789137009597,2.1779248174305246,2.044531496466347,2.0643172895463846,2.381699225362194,2.2787076383364626,2.2778992662356328,2.3592402809262762,2.3652923049419368,2.2642391577889276,2.1433622334121396,2.177556498208465,2.044531496466347,2.0293457431371804
15,1.7787835330998245,2.172610733908873,2.2613548155874597,2.327237280670923,2.0389030595884368,2.2729237498168007,2.370353515619337,2.0391611963965346,1.93359270823028,2.278954559457162,2.266057495315277,2.2374473084092292,2.2586663767583692,2.3680058970259363,2.4615952247377884,2.158068020987295
16,3.450327180191188,3.4076710353147646,3.407507999071124,3.4747315826531633,3.5127932390878547,3.5192821998579618,3.521489664545821,3.544630589729632,3.525845410496724,3.4889839592012986,3.573965246509277,3.490349264915773,3.5777756929729865,3.5361981029757557,3.478257377911407,3.460600565570978
17,2.675101714442309,2.6785707706874144,2.6763097163718346,2.6805767325019674,2.6894680092932104,2.6906477617388203,2.688426080125297,2.688123916817837,2.6810365824983093,2.6213162068278004,2.678578244923672,2.683454872133818,2.623579804847669,2.6216075675362243,2.6817284495757217,2.678859619229882
18,3.4334076381945255,3.5100450560463026,3.5555535969016687,3.565517194160141,3.562513813231284,3.5076768353956496,3.553075189130767,3.5568504407455137,3.503572731323863,3.5589134714801762,3.617007287064816,3.6242778495526276,3.607994568064007,3.5446753616478874,3.5501318314451566,3.5551252358763064
19,1.7537775569529428,1.7375216173065038,1.5817101160480693,1.5756922329731364,1.7094100025982555,1.7117772013700843,1.7424219118048796,1.761897511025292,1.7451391746474618,1.7278550784221407,1.7032327238935554,1.8828240741358933,2.0257174560517583,2.040517599065711,2.035947698385856,2.0285475746776886
20,2.8560304201707525,2.8543784698330077,2.8552555675012306,2.8526880023402574,2.855799038797112,2.852294628061989,2.8552555675012306,2.8526880023402574,2.8552555675012306,2.8512617528459243,2.8502639838903736,2.851207530760222,2.845170378594993,2.8471513092657306,2.850363541056292,2.852052693035491
21,2.2885007623294467,2.4728874132947007,2.4375307754261955,2.4520727246048466,2.453633236910106,2.3669817661522385,2.36144371327584,2.374369908488903,2.3490949131005716,2.366752001143965,2.2776571976420095,2.4612576304852625,2.463383125988157,2.4623077148782975,2.456740136502855,2.4558900423736723
22,2.1842753781573685,2.174113036808728,2.28021816735087,2.2732059257413395,2.2609555384956463,2.3513921935601356,2.2891533311768804,2.1629856845285826,2.288206534229959,2.266116613931659,2.4517744606633123,2.377705107884907,2.2494792515926147,2.361453125822878,2.2918959998252006,2.044745569537552
23,2.465354979319232,2.530799706307138,2.471832788550474,2.4525676287030964,2.460647104254052,2.541248613151919,2.5160264328367172,2.448820491388361,2.5240715868743195,2.589731994956455,2.4701083483294206,2.461319261787723,2.461988014204413,2.534537168163743,2.467218280702803,2.46587917324403
24,3.012488855728206,3.0208142746563875,3.0205036666915075,3.0154175523829947,3.0181380793971697,3.0195118978402533,3.017165723577321,3.0137558187758433,3.0259648864598105,3.0159768723046168,3.0159790490278944,3.0185218208335773,3.016279331391467,3.015082762044452,3.013787219880429,3.01729592451162
25,3.696215057695749,3.7309248037511,3.7315871824132336,3.7338566013793395,3.755120985528159,3.704305038159575,3.761758459234252,3.7316288144808407,3.7132289258340387,3.7344444793395293,3.7341131973104043,3.742071133928439,3.76258581953962,3.7152770754813016,3.7356775929965322,3.735856026941536
26,2.7877165155594863,2.7966449161637135,2.7965805884451935,2.757124892847589,2.79324125776371,2.795239222579079,2.6704601824174556,2.776173980263678,2.745780822420865,2.756172906878682,2.789965513838792,2.7547516158440954,2.802870424995077,2.7955915053760227,2.6673790732684006,2.7890798564025037
27,2.9784260942609055,2.87689452662761,2.9738725505022483,2.8710719979904695,2.7398634011487317,2.7574644701063296,3.0748464059221385,2.971854818896407,2.9710464467955777,3.052387461486221,3.1025748695518014,3.009109550041911,2.838440933034894,2.8743735916819975,2.7398634011487317,2.7111521081460133
28,2.964857798806586,2.964857798806586,2.959704376581114,2.9532937132629966,2.9468723113043622,2.9600675524636846,2.9597643586300277,2.9578379314937355,2.964857798806586,2.959704376581114,2.909434239665864,2.956193626243258,2.9567172283122938,2.9663531063012853,2.9634331103918643,2.968149413563402
29,2.538802314469527,2.599758248300489,2.5363494801060553,2.608372902282732,2.547962922456932,2.4663286924908148,2.547962922456932,2.53388547323563,2.527298349172376,2.5186578828238373,2.518553591239341,2.451033989439829,2.456138081381737,2.5218862849284944,2.5152804813255005,2.527436635249729
