,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,2.3647523992761004,2.3362478155437314,2.423752631564821,2.428780418025456,2.5108725813798123,2.5121909477474107,2.589568615925173,2.4226318881780995,2.4224619339722406,2.4880884377485097,2.520173130975426,2.499991626503705,2.489390632086211,2.4971519853862247,2.4774811054939034,2.251063088098638,2.237252722295649,2.430327015464744,2.4337330165741444,2.5095759705078624,2.502684424611475,2.649297959389486,2.336837674917977,2.255022297150882,2.417694078672714,2.4263033749026524,2.42005908727277,2.5130973800992273,2.514336842989768,2.572095758145604,2.4460347665984066,2.4158760974754063,2.515596500493393,2.5888149214215295,2.4850994570640674,2.4971519853862247,2.5742137576721213,2.2316082728335505,2.1403608076221956,2.327101341997905,2.427514270280521,2.501171694883099,2.506641181942413,2.505686121871522,2.563774510014222
1,3.964582414154812,3.9585745662376524,3.936517610570725,3.9351316827325955,3.965480757066207,3.9893566739504536,3.972829526345231,4.018253214328527,4.0356445210510605,4.0829410293171,4.043730941419629,3.9919711919508885,4.019473384782044,4.040856151683977,3.9951239418377393,3.9475560458060825,3.9593609536518537,3.964475545956873,3.9579939110853166,3.9649347993144417,3.962832985527605,3.96057938069376,4.00122859988346,4.055648561723297,4.109360123570546,4.060262768293782,4.035147518341576,4.0324439090178785,4.051074380265393,3.9924568694054847,3.9641594249195307,3.968080095234904,3.9719504182091416,3.9641845879219897,3.9584121549759805,3.9497921651788426,3.95382585561589,3.9917837165269043,4.054183894644533,4.107109565765178,4.059143679860621,4.025139437355437,4.019737082474016,4.020515527834922,3.9976250275416234
2,2.6266579635964975,2.4725452120445164,2.5987726153673227,2.278763172700409,2.4052790259023626,2.2583999258169185,2.066215828436608,2.245178233766659,2.244500050840155,2.27557721542971,2.5506300678135068,2.6262785942213913,2.9404326449966938,3.073000704356584,2.941419048776933,2.836543063757865,2.8416630261582965,2.9553239732403176,2.8451760638039785,2.72434202635542,2.7094645658772025,2.7354474978038663,2.734474771443816,2.7380489419909866,2.8317077011443716,2.833963153738045,2.866508064415049,2.93667460671254,3.0747970714708925,2.95346386865351,2.7412432408540632,2.6189083189796722,2.877818005884101,2.8308320434744996,2.6613664938253554,2.709969277077484,2.841355784635309,2.880722198467805,2.8466384786421814,2.8328798488113547,2.7206860018926085,2.7529852234966814,2.861393639691358,2.9776357774895916,2.8856163144992286
3,4.225363341871233,4.2234991457205675,4.251739573690496,4.286225657579259,4.261551288457986,4.30210873824583,4.313719539166928,4.303643870966981,4.2894704952974205,4.287962068941188,4.2996897140907215,4.318596638917632,4.342309893305831,4.31514125627408,4.339366830948887,4.3086471757275575,4.307776105065263,4.3304998067825275,4.309116061114603,4.314488635186404,4.290883327297164,4.308023847113612,4.309086388278226,4.3108691630950995,4.338196737573384,4.356388165690955,4.398358476441686,4.399287369668053,4.408493141872078,4.398947368611619,4.381573257466497,4.382507767644797,4.376206232459092,4.378535361975754,4.384470191042425,4.376959032708819,4.38696255590031,4.374786720235567,4.378297704882723,4.329023532555279,4.353789797631761,4.283626612007598,4.230424696677066,4.2343455193968955,4.22466098126527
4,3.2442079836215987,3.1363258312772295,3.1093946605741785,3.1304666875494984,2.8560030549258224,2.977374481029065,3.0911924591268853,3.1351680051717583,2.8273751279129957,2.720495622144847,2.831214743595389,2.728162965459525,2.706841206076228,2.9146093353434948,3.111169113370046,3.2368451261445204,3.1300396360892897,3.1010116995141637,3.126993311515856,2.870811823332198,2.940416645188491,3.030268364782906,3.062482120568237,2.9411828053137126,2.83587979000906,2.9531765396296175,2.9411182085098106,2.82486499513295,3.115441068235979,3.1965564769398975,3.2570641235645237,3.2175926613840082,3.1818900708273454,3.1463480779509334,3.061866207093029,3.113606097238236,3.1816324532621945,3.1244099716713025,2.9319589384932687,2.7372394234335045,2.823110856789018,2.7231228240420404,2.709820245858977,2.9236886716012833,3.119450555462598
5,3.823959732352414,3.8654893388307365,3.9151178242231555,3.9110819597200486,3.8463660938983413,3.7817552297803183,3.75672336649119,3.7469287377846516,3.721799953781956,3.717376512631045,3.680902690292429,3.715653309719134,3.658844218913901,3.7141043530942275,3.6632276746519135,3.6978770464509014,3.7568071685067883,3.779203439947616,3.7701169469576516,3.797191466122454,3.71036206777649,3.709788577906667,3.708783119960041,3.70198218335198,3.6734423311355804,3.694079109700146,3.685319186769308,3.755874935011576,3.74171700528403,3.738987691478626,3.7787895862995784,3.863680880632664,3.9097652003729806,3.9072672413895098,3.8770898833630323,3.840882006532156,3.7694549153671004,3.811341748476487,3.7109822482662973,3.750301167574476,3.7497186484189933,3.7503567010847947,3.775274199150885,3.7828572451422544,3.7676506941813366
6,3.151885446308712,3.1749787134685934,3.2781681896924115,3.18482343502867,3.2274113042140287,3.21545309047482,3.2500900060464275,3.413074213615891,3.300507593716313,3.2576252832486214,3.349763440890057,3.179240473322794,3.3025967189165986,3.319859317228176,3.283244947228239,3.207892589890522,3.301212492390149,3.349944087528641,3.2166173721573355,3.217681751094946,3.3272772684588663,3.323116941242363,3.466280191531827,3.292686185386342,3.319771653385758,3.3843036729310505,3.302676283199165,3.422444553320043,3.360377547304104,3.296667521713176,3.208120067938534,3.2395817113664087,3.3511343386106356,3.199407219996086,3.1723288493998862,3.3261387175968826,3.3036434910663264,3.493081082460143,3.30329386981011,3.336495240328883,3.3621211959028687,3.333521697282946,3.344705012448449,3.3114428728507135,3.2394890031608305
7,2.8505477796437244,2.903876793371291,2.8041508740689975,2.8631327572686263,2.861858758115649,2.910412597816906,2.854542315180714,2.862848250111201,2.8631327572686263,2.915357406868751,2.9340072265663317,2.871139369693136,2.827392427446721,2.8256538433103056,2.938761599915009,2.9360192530846314,2.9371686603204403,2.930236617506428,2.9371790238798283,2.9298196683031223,2.937057583759182,2.871344668669408,2.9214487475637574,2.9346790565879095,2.866942913242314,2.927148227240864,2.8612720472330233,2.8814990679431327,2.937084935840735,2.9386073702684334,2.912467351574166,2.9301043737139305,2.9263513126230474,2.9264180416521763,2.93169585159846,2.8765732710852117,2.8829392782841343,2.9350733723490223,2.9325101640306075,2.9319437280534317,2.920185371169431,2.9255758028758727,2.85822589937996,2.825262092573404,2.9179510909758415
8,2.63893173072665,2.7279054473037556,3.007495403127346,3.015545849145481,3.033795292569962,2.993453039179548,2.80213862551436,2.8973800069412254,2.7532132023392353,2.8990344749979293,2.9192933373887255,2.7961172525513502,2.907885354878578,2.822660234951235,2.997716380622977,2.691991602215446,3.0033195532989407,3.1079289572558366,3.323092961443411,3.34393208246205,3.204393978446837,2.9998521708258163,2.9875748434899996,2.766499766126728,2.7489853757913774,2.6904103678302382,2.838516362364787,2.8703293010066586,2.9702013785303945,2.980584996693609,2.929405103407128,2.9600865613456353,3.1073896126929785,3.1171861349192405,3.07465065443247,2.9103456107720302,2.6763052490762407,2.685440422846713,2.648340170864049,2.6620840802783254,2.6673773537476198,2.566814321603156,2.7490991322044955,2.7464085906878113,2.671875893813123
9,2.9735501962359385,3.149943271894772,3.07416249141476,3.148261849561526,3.11088636268605,3.109588813993037,3.141879417728699,3.114130474173266,3.062074993512344,3.0616317386913243,3.0556230135472218,3.0130523519580437,3.007131579185228,3.046379609516936,3.0940257546284387,3.1154282550267305,3.26415758575627,3.198696277455905,3.2254818326399537,3.2399609081403242,3.148881221323511,3.1374496768046938,3.016945103531602,3.100165770511982,3.151798954406696,3.1427821642328,3.0915744536766687,3.061082243302396,3.125028809130195,3.101005546432411,3.142774650748398,3.1078534845870025,3.11100390893285,3.1407810563735974,3.0969765331219317,3.012643489638178,3.0849980988578123,3.0151875482060277,3.1421571473302623,3.150327202651669,3.101155993608759,3.137758333980161,3.0102390411430826,3.0356453310213993,3.0067936465727922
