,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,3.010826023088921,2.9985993179709074,2.9983105808094326,3.0036462342008092,2.996451247778608,2.9930274800771124,2.9958435073497633,2.988122549709766,2.995425205209302,2.9785685342755333,2.9769643336949265,2.9728734754288446,2.9849559017880334,2.9807039956046615,2.991763134979066,3.000280411666928,3.006147596331061,2.9949546079212226,3.0073111816138343
