,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
0,3.4330480962168126,3.439386319748682,3.4590092870443123,3.4369022588248206,3.356128681362843,3.4309321716034376,3.3645666136580994,3.426174151987139,3.4109278985381004,3.4241778269355705,3.3816602546268397,3.375093424887542,3.442574639700829,3.5023060209545953,3.5341383907245265,3.487552229332845,3.479842864358834,3.543762790043428,3.545842242467322,3.532281639902719,3.444948461865617,3.489203247742459,3.43518697043301,3.5467957747361987,3.5280846346279366,3.4462877473005538,3.4066661347947047,3.500601084629887,3.4794806237276674,3.494955963512784,3.442576353368378,3.3418261071344078,3.4661937346050387,3.4105673916357775,3.3299511514401554,3.366182821156913,3.4830797022314153,3.427182641952578,3.4734884996476882,3.4750936719096526,3.441657599289799,3.4779823296105827,3.550391816328718,3.6432075707115077,3.6742004361837095,3.5460926192228235,3.584796549600598,3.5549046454904127,3.53596365983153,3.4833171943013825,3.443902969284087,3.489398654350217,3.486091839295144,3.540725620962032,3.4821358185120292,3.427628924164786,3.389173610726018,3.4430919156234396,3.560109468482338,3.5534706295373324,3.503385016793495,3.4869874283946096,3.547714876732042,3.4907593037254947,3.4848599487894427,3.3671610922482262,3.3353428865921537,3.371530964879376,3.4944278560731634,3.3734964032045243,3.3590159306247784,3.3932978116207018,3.4827257330284267,3.467261221296901,3.5589751547141644
1,3.5090554722035274,3.5090846399333557,3.5031550160579084,3.5026975873573747,3.4968635517509004,3.5073060135163048,3.5104258658223104,3.5022374625625425,3.5019652757616,3.5254192583247685,3.531139678131914,3.5004747471285436,3.501369875963203,3.4972756452511335,3.489016606468623,3.501515310199948,3.501518007899391,3.4997760732108745,3.493229035386349,3.4969576712041404,3.4984256798499667,3.523942033170398,3.530509043519637,3.499844787404462,3.5272074185252706,3.5269461904049617,3.5321941020764536,3.5357764297606398,3.5333209920967126,3.5319776576408377,3.5080271219260273,3.534901687841808,3.5084268885116687,3.502384758263614,3.5862639988974436,3.553527554601306,3.54239402150047,3.4992314206221904,3.5035913074596223,3.494089493517648,3.5307146784647094,3.506437375077426,3.497134563144691,3.495144940941914,3.496764038276758,3.501473803413555,3.5058692703350207,3.5003974858118587,3.4974252278470677,3.49860723550453,3.5045594449577653,3.502405045321165,3.5024220924773415,3.5009250456408205,3.5028365291010255,3.5068802515518676,3.5070434907640258,3.5070434907640258,3.501768694139872,3.5029609547223113,3.505468832139457,3.5050495452316346,3.506686669210875,3.5003606145629433,3.499158509144235,3.506265791131912,3.4999684970178913,3.5050145672979234,3.498794335229952,3.5014044699549585,3.5036787150348343,3.5068638381852795,3.5053901403699537,3.5030215064329067,3.502646279258812
2,2.6558479531556016,2.640867313124288,2.777766319482884,2.7773121656182784,2.7602541022541365,2.6506325731898053,2.7314284561594513,2.9090494240454547,3.1034593898172513,3.0186432289099634,3.0264376114369327,2.708045989526968,2.7325510797039905,2.6809212578559967,2.7505405796031264,2.5822164934094602,2.7406888426591456,2.8550360510815183,2.8797386001743557,2.9784089531080067,2.891124486207389,2.9722288685069476,2.898938350167062,3.105500909530277,3.170762728214275,3.0978576805709137,2.9274375922899964,2.9575920673245957,2.9058268506154032,2.834698245791001,2.9232405201135587,2.9247619833660883,2.9255943859958604,3.01825075623111,3.0323213091871994,3.038200267538326,3.0263906106981793,2.9565856733301716,3.105423970967058,3.174369204637104,3.1296499484122418,2.915340140641577,2.9520528676562203,3.0413767484825867,2.9774736081796975,2.9401125375282957,2.799659067835907,2.928058213726657,3.007030284139624,3.121321347603268,3.1422920514364434,3.1208355370700533,3.129777716405177,3.1887558565739553,3.304938257301146,3.2933463826581786,3.2580246450738204,3.152907741342892,3.276292844372793,3.207914836395786,3.197137726566892,3.103199954925791,3.109639631796456,3.1328616752099814,3.1600532526101732,2.8849818374662903,2.7972447248227748,2.8053740757415624,3.0119437539468112,3.0204158107129184,3.017715612415243,2.894428531279422,2.8239122337119666,2.642419501904419,2.654043440582671
3,3.2771399600940114,3.3124325858866706,3.368102689860372,3.4046156665146112,3.372728418006001,3.359949381394264,3.451488811523172,3.5139480084945585,3.530698607214968,3.538400825604478,3.549275867962454,3.5434342721064245,3.6082446721104944,3.575313560680934,3.5306585078543042,3.525528117356104,3.529325179148182,3.5383444216635285,3.581915241129086,3.5278531111828775,3.5281483058619556,3.5316664638769586,3.5756045793698568,3.542114051493224,3.572881158740269,3.58491638130165,3.5813321225357924,3.607097107225875,3.5192012541624256,3.575553369825843,3.506564086618786,3.426782118688517,3.505742811306983,3.5335783070558624,3.505633990610331,3.449154313851222,3.439960046152771,3.452282460129539,3.5358551554558924,3.565363034227081,3.545461392633972,3.521326212693571,3.542572487683513,3.485423903127616,3.548881760302926,3.455385545494835,3.53786253956518,3.5279195453926624,3.5273955567497643,3.5007228050099606,3.5122795077700797,3.4775138105202887,3.521213562027864,3.543791599738693,3.5705856839419683,3.5994933359780603,3.577387180378291,3.545199346032127,3.5394465284457066,3.5402770815191293,3.5361326696056468,3.5486492346813785,3.513326812447014,3.524539112836756,3.442647542153217,3.453040452604843,3.4130353697188673,3.429938411518846,3.447877242439839,3.4867236187578285,3.4574278573123376,3.4854263904936307,3.4263600654307886,3.3160084035187136,3.3584068769799402
4,2.787671393025563,2.8591960350757932,2.911834664354603,2.9581495035371965,2.9134223855168546,2.908731202582215,2.9745784502759998,3.01476017063984,3.1051462036439768,3.026990509898345,3.0666310850386576,3.151451792525517,3.151451792525517,3.187581309427552,3.0635985662301763,3.09642376088555,3.1131847366619128,3.1031605929660833,3.1503952936462953,3.1554966886546727,3.0500652886755337,3.154252697484556,3.218082853988714,3.146378497634549,3.111985786902087,3.061768335780147,3.1136065767517938,3.179160529961936,3.229647299274169,3.151405355909898,3.175839162686419,3.228151360050884,3.306101411376832,3.2230888509715987,3.232994359292703,3.172500220914998,3.2180625819937956,3.257944060472038,3.2210973601587587,3.219443929016191,3.1473992736332566,3.1547856653906603,3.2275128783954075,3.2645282618536773,3.11067445983143,3.0902192294557906,3.1861951636178745,3.144870946183393,3.1963809853077665,3.1910946881851974,3.099346667338718,3.1879638916415884,3.1901052199224433,3.1415715778589166,3.105180497210148,3.0108980517962287,3.0579267359510656,3.110804045286124,3.2277499370148,3.073793721929171,3.1269960621492494,3.0171281817522497,3.097596536701252,3.018737896499311,2.9743064325718906,3.0141021379479063,3.026061310201697,3.060701806185186,3.0620779984821107,3.025058668148893,3.0669792521085633,3.092915762087407,2.814907499202749,2.9164546805799727,2.808178153062884
5,3.3871329219639548,3.320255150808564,3.3146508250883184,3.3842218736148393,3.3425951396065594,3.434399212681395,3.4397607813388458,3.440569572268966,3.4312095225600587,3.3625972537410793,3.4345318380553085,3.3862532266718395,3.4660698739116795,3.5230855474814273,3.4811955967286434,3.5260776414136945,3.4628684185773224,3.5193577333150996,3.511163288466444,3.4761497638616645,3.5049103595171194,3.4875263236391496,3.490339670627324,3.472040602005488,3.351415432391792,3.367204025794031,3.3075279190631175,3.3316225964741015,3.451865841675931,3.409567686389667,3.4938071400624,3.4404860290272694,3.4488721576976586,3.4946956220928267,3.4160720774678803,3.5029224332870754,3.4368383073472972,3.491999152081413,3.490575978816664,3.4932574904577165,3.504045065569512,3.498157025584536,3.5088524728113692,3.528320712511923,3.481702168500963,3.5169510649467757,3.4600146948029447,3.521415477502986,3.51549388148042,3.4850050536515766,3.502948895239166,3.4338940920753562,3.4295739743245877,3.491220919156218,3.491039057647836,3.5054288390247383,3.4457846431273413,3.5092835763659287,3.520675831048198,3.4814445517932056,3.517342713384771,3.4552814048988485,3.511962706068097,3.512222626983122,3.420875264928138,3.4952693691397063,3.4473957962656003,3.441120126037016,3.479105384158727,3.3603646295174014,3.431154511621578,3.3826826644159764,3.4041015390201315,3.4549306654705028,3.400835517266676
6,2.953317430423733,2.962899225819462,2.9545069152884316,3.058127859779419,2.956201161862433,2.9911482027950864,3.055660537332995,3.1369200920997486,3.1174410049517247,3.0985175440950092,3.047275780601666,3.1163159998022394,3.0450989359056884,3.0808363855016037,3.2034787466577055,3.1389028307921722,3.1788021783544633,3.174609837062555,3.1340458422193613,3.21315444910072,3.2145658381500706,3.2240519752401684,3.224516076018409,3.2894493143185626,3.1894324595242995,3.1539905490743885,3.1434594094238184,3.1551204683412095,3.1723124045755267,3.254140637223202,3.1899441150766537,3.244665935988508,3.242875009223174,3.2661703258656725,3.216119740911027,3.211705335897188,3.221486198499549,3.188939808302368,3.219899974738991,3.2316908158426667,3.186500437159086,3.2230697646095354,3.2046381207414036,3.300401203900548,3.309259627736488,3.198264794601168,3.227635160952241,3.218524092820858,3.225085599176932,3.150227503850659,3.1452229686527726,3.22624076083454,3.3062975426583754,3.2670018923695934,3.2337875020509617,3.1958103954258164,3.2393802753844234,3.273736274222862,3.3011972715256377,3.3428438339655924,3.2314523821651093,3.2155649890548843,3.2107331258330825,3.264673281198727,3.2145887759231098,3.213015457738722,3.223981290372242,3.211518478326051,3.247047405521406,3.1688023714067306,3.061174970806986,3.0743936308997446,2.963261084070813,2.967317592701568,3.022923289886921
7,3.264240124727282,3.2600183390152484,3.253704713124712,3.2865134886708347,3.283852996733393,3.3126276126549565,3.3248612026939144,3.3610528248103306,3.3563565260114316,3.3630643063209127,3.356527646893446,3.358712887154671,3.3622230490355296,3.3670904041897844,3.362439982218788,3.3742106234778677,3.3551080328249117,3.329946861153915,3.368212613175488,3.3345013085267095,3.3533485195673762,3.323315069104146,3.3558317626223984,3.3667989861734777,3.392506176130434,3.3647238741174537,3.393947075907012,3.4061341823352422,3.3946646337722797,3.369583425135736,3.3725560733732296,3.3716604299238733,3.361154548229449,3.3580359098472976,3.378742046142568,3.372765264839366,3.3734528314040277,3.3775446799229,3.375769324815632,3.3925592342916353,3.3985550060761156,3.4003718578067113,3.4375905927768313,3.4001405002570766,3.4077822841750374,3.4373518497718702,3.430492971501238,3.438797700920973,3.458841696365114,3.430461027090992,3.4005191029484587,3.3599527315911124,3.3713795830109112,3.3680997355364766,3.3693049467725853,3.3265623745673927,3.351342703514079,3.2801635252125605,3.311958043402438,3.3135045199735558,3.3243980703992846,3.2917893772863294,3.2478496812130793,3.2942807987894436,3.29321083070685,3.327538499027077,3.286570606868106,3.32351418713253,3.2863318613133474,3.285229348088271,3.3236018095972018,3.3251430808419786,3.2775681718885785,3.2582450928743936,3.186395768176576
8,4.264524691900908,4.311567128558965,4.284386581599724,4.2649497916510395,4.257754741064035,4.229430988295368,4.283432259144676,4.307936935675437,4.301788145664024,4.282783290277477,4.354264168472897,4.352826709903185,4.363366595364002,4.419521659452852,4.341193769355184,4.343893977152359,4.330182203074025,4.404912460565427,4.417991707473739,4.442589296254384,4.424031045869774,4.461205376279461,4.517258994536574,4.4347100591732485,4.499407125273043,4.48495338600448,4.514433244896944,4.518585293595605,4.516891176629332,4.4996999640275135,4.511336360383892,4.4299613943487275,4.458747532066596,4.4324168348354345,4.42353974991809,4.382007994739836,4.341652948786327,4.365096755151657,4.393037441342066,4.3566571809762324,4.3472128071889555,4.321414587941618,4.322891567916833,4.3328790745606405,4.299208274626974,4.348545179385836,4.296605028106228,4.255664682164299,4.182653764568368,4.2504943026370245,4.264248313232815,4.295200700535421,4.296558837489291,4.257307706263154,4.202960797870738,4.236936235732607,4.274887123412275,4.282664609078291,4.302020721141678,4.325053401089201,4.345870223496485,4.370887157744066,4.372540962474935,4.370494831883942,4.3745141829959975,4.350121501650557,4.373302901327101,4.352844230415613,4.352202080908468,4.330783232631966,4.322845301182462,4.310535113767158,4.304019123212218,4.292887003237967,4.291295269686043
9,3.9659410144811513,4.00389875236529,4.003201414678359,4.002444887331039,3.9748244100304984,4.001240352093225,3.9666024251311818,4.005344365764899,4.00835659406336,3.9764922159049747,4.0023873004263315,3.999287058438868,4.002609849285677,4.012260373060328,3.939945474028919,4.004387688693075,4.005577580673646,4.009718763745669,4.014968881282902,3.9782769757336185,3.9677088496590946,4.011818901614629,4.006806732512915,4.016996625475996,3.982130774955994,4.006596028435276,4.009716341898487,4.003033936157001,4.0095947769223,3.9993917178174336,3.9982703703344127,4.004465679801961,3.9966359856591502,3.9996086904490102,3.952178203282064,3.9532199534033308,3.9766432026176695,3.9825107106080138,3.9928960147299604,3.9687572895796825,3.942126934610298,3.9162588475908837,3.9818039883470866,3.982531971212884,3.955609401127887,3.9508146826709156,3.962894637871427,3.9993687514022613,4.001182649573259,3.9719871658995207,4.005277241218299,3.995913742502276,3.976188625935174,4.008982297162408,3.954275369752359,3.995867989598897,4.0055277953522666,3.993969342491069,4.010577971228869,3.9754311900990698,3.967493922524256,4.001221524874355,4.0034833179317975,4.014217645463405,3.9777952340230316,4.000322203456802,3.973335505431861,3.9973088493595017,4.0110730113100255,3.9642920172675367,3.9629320166114654,4.00034890826248,4.0021300812453875,3.979851553706782,3.9678875918793266
