,0,1,2,3
0,2.6682708296481215,2.6762533466806495,2.6601610746463775,2.6557128258222256
1,2.596864086220126,2.5869544272237412,2.596864086220126,2.593439712684037
2,2.6636757185264894,2.671821335288458,2.671821335288458,2.647246100729783
3,2.522952750679922,2.523214271505377,2.523214271505377,2.5286598576883246
4,2.677834066083328,2.6770412403433657,2.6764123709420122,2.6832853315070393
5,2.7604393847375803,2.8128845045915853,2.759316439948934,2.802884308616033
6,3.875402657304369,3.851888932478327,3.875402657304369,3.851888932478327
7,2.456577578319024,2.45422280929729,2.4552070749442247,2.45422280929729
8,2.389958784776922,2.3807731299467014,2.4711436858678235,2.5323264099751626
9,2.4567665546001716,2.5279938459712263,2.3594828048034486,2.3704014363695443
10,2.6676393165360666,2.671821335288458,2.6601610746463775,2.6550673078984106
11,2.4528107947577826,2.4457131900975106,2.4398004316075865,2.441655017290977
12,2.433969886598114,2.446564852744595,2.4503910071942983,2.4472253693969934
13,2.2797680205020048,2.2809391411865283,2.286138588937591,2.2942832967272104
14,2.6745557076765527,2.6813821818347554,2.6778264906648968,2.686452031964112
15,1.9320363987123557,1.9323996716003804,1.9320363987123557,1.9323996716003804
16,2.45818709554188,2.3782365697635948,2.458939176009685,2.4567665546001716
17,2.0614358742757632,2.3005269505407995,2.2766642681428935,2.0572552196264
18,3.0018261389150545,3.0238130970788997,3.0145773448884436,2.993652882994651
19,1.5866208343648007,1.7503142878325073,1.3296613488547582,1.7603712826273434
20,2.621942083556254,2.619332239176949,2.618984021461745,2.6160222880421586
21,2.4568380626891635,2.5388117468014157,2.5319367343613903,2.6056378403460188
22,2.8423334125303517,2.859713017669579,2.858797288529901,2.8461220545537214
23,2.3837969520102016,2.3745241639576444,2.36350172778739,2.3835838719026743
24,2.3025850929940455,2.2916484536968307,2.3025850929940455,2.2916484536968307
25,2.455257914065217,2.4632394582858734,2.459097087959203,2.4663632901615156
26,2.444687066637524,2.444380679147115,2.4421394062715454,2.4535980932951422
27,2.297121023288451,2.28747643886957,2.2978917001891834,2.297121023288451
28,2.8683906410008104,2.8494628452211157,2.801197320513443,2.8595805126900986
29,3.3172272448063906,3.38657309154775,3.2809242567209322,3.278264545258705
30,2.460686869057295,2.457958317709316,2.460469553462158,2.4566973800832046
31,2.2831899662389485,2.387253517984124,2.3782365697635948,2.3673960336580726
32,1.740446812088506,1.7365117262329997,1.734501273747299,1.7639399258853112
33,2.6173263265776447,2.5404729976202427,2.5471955057234776,2.6099996491479223
34,3.059705635308415,3.0607086415585707,3.0952480298480167,3.004544517581844
35,2.5295479312550597,2.456577578319024,2.5359424414579843,2.5368782607988716
36,2.375744896742163,2.3740898021605776,2.369868507881344,2.374954717873479
37,2.3651689684313952,2.4530248581824434,2.4478752561859483,2.354049159278375
38,2.5192512787125807,2.521527153632288,2.525174391538009,2.518196697096201
39,1.7821034317166948,1.906915971333405,1.5607104090414063,1.7595633319245474
40,2.1830039859525123,2.066942580809475,2.182235641793271,2.0663315354589256
41,1.922223335406591,1.9175219417131257,1.922223335406591,1.9125943857078203
42,2.542202442985679,2.5478062089101434,2.5368782607988716,2.536524648567554
43,2.2797680205020048,2.2779899158018124,2.2676679481394335,2.283648060689059
44,2.5453990394697885,2.5453990394697885,2.5483402859005873,2.5453990394697885
45,2.3628040748198433,2.3646766707360167,2.360586452238984,2.3689036056871835
46,2.7929004016563286,2.7951336392111434,2.7322623431849076,2.797027285341668
47,2.3843884135537854,2.3837969520102016,2.379665240935595,2.3837969520102016
48,2.894750837513771,2.8918591057866516,2.8987836834253446,2.898262129242494
49,2.3876326352962107,2.3919191416879992,2.3876326352962107,2.2889271107202287
50,1.75956333379861,1.7323610323538232,1.75956333379861,1.7323610323538232
51,1.7610911575255934,1.7892351778292188,1.7610911575255934,1.7892351778292188
52,2.2474066943033617,2.244602785077519,2.240280092892074,2.2482092171344092
53,3.0658448591339824,3.079384374706335,3.0320794486073233,3.06967749533691
54,3.02285540422332,3.0544614303122892,3.0146306429963405,3.06585158769983
55,2.615106403047905,2.7500306294047316,2.680539648401901,2.6828669266042295
56,2.9154940493087613,2.925518112332429,2.927146762807521,2.9699361391326673
57,2.6845765963238275,2.7003847777425407,2.6932638357869623,2.6991176815221247
58,2.530865559935924,2.539144956080566,2.5295479312550597,2.5348304930366563
59,2.2955611071556405,2.2884637256332407,2.2950254028789927,2.2936525734139606
60,2.813902391374649,2.976563819910806,2.8671429792314536,2.8162758367702874
61,2.5308862302239654,2.525952705643273,2.5289401625551697,2.528297946387249
62,2.9630158392936434,2.955451913734811,2.9537624126138957,2.956955689635917
63,3.7562644846326894,3.760628385807406,3.7575637062704996,3.7564273898193408
64,2.064649837874574,2.064740281860959,2.069505592500766,1.9325438459718325
65,2.533165782441333,2.542140741578669,2.533004653282945,2.5375048907033038
66,2.456503305700932,2.4593483579599473,2.4530248581824434,2.45907734330287
67,2.849859066537599,2.793481280992551,2.849859066537599,2.793481280992551
68,2.45422280929729,2.5285670660823403,2.456937973670391,2.451716390135816
69,2.9121428700454923,2.908745337443931,2.9121428700454923,2.908745337443931
70,2.028544809516454,2.135710227662311,2.021328215385301,2.156565927003235
71,2.2937975398527177,2.297223582867133,2.297223582867133,2.2955696914656576
72,2.036817500045111,2.0431007610971683,2.029368275343098,2.027944329990705
73,2.3677157740841936,2.2775551661843787,2.3679058093131213,2.271761649729225
74,2.2700503217255137,2.2730821974798583,2.2747942492112805,2.2777353704767993
75,2.168061320192839,2.1762011986621523,2.1762011986621523,2.1616746103461333
76,2.5784791250142343,2.5608689950957055,2.577332548884025,2.57414934399624
77,2.971604009589538,2.9710023910642196,2.970953037245245,2.969774210281112
78,2.4630407882370027,2.54998226865063,2.4567665546001716,2.550170914442886
79,2.737893376202436,2.745325768188917,2.749792547536339,2.7311610974329614
80,2.914669338112111,2.9685300238750245,2.9110927470254278,2.914050720630135
81,2.5436735062529507,2.473736663984332,2.5436735062529507,2.473736663984332
82,2.517964454509334,2.517246206508794,2.530865559935924,2.517246206508794
83,1.9351830039018525,1.9263375262537341,1.9365956327054301,1.9365956327054301
84,2.474932375502031,2.478467292332763,2.478467292332763,2.4800003432346673
85,2.1731847511319007,2.1774168498438797,2.1774168498438797,2.1731847511319007
86,2.4588188836986835,2.373680378099999,2.4673563793374904,2.3829287903986973
87,2.376937170830183,2.376937170830183,2.376937170830183,2.376937170830183
88,3.242368975227052,3.202785250150506,3.1530311986419717,3.1101885821116118
89,2.9297977023305024,2.8182719893531214,3.0266402651695574,2.9315971022624585
90,2.63394604311923,2.6234906671207767,2.624940423713137,2.6252365154186235
91,3.0349125210178385,3.0325809927201597,3.0349125210178385,3.0325809927201597
92,2.8406173973849764,2.7936179976239197,2.848950713241382,2.8462288602043566
93,2.3894858227360984,2.2779899158018124,2.2779899158018124,2.3913851290386012
94,2.5863946299422578,2.5937612616184125,2.5863946299422578,2.5899691974784513
95,3.1421103483431665,3.155729409758727,3.1542650713065634,3.1493927677234548
96,2.2868843607650953,2.297069388798058,2.2883820832252137,2.297121023288451
97,2.0513014464920065,1.9414844215976874,2.064919168665172,1.9210943578594608
98,2.064909535646016,2.0737309729317985,2.064909535646016,2.0737309729317985
99,2.8949428906900105,2.9459653502160963,2.8937411004766274,2.934966609478492
100,2.5402360317233357,2.5329176733407466,2.5408186006557654,2.5388616234500407
101,2.2817603070651136,2.2903483459596994,2.188839310204483,2.1953996590517524
102,2.262084487845838,2.2655472809382653,2.2640267521909716,2.1483264842577996
103,2.1500718657404914,2.260248964541442,2.2852789137009597,2.276340910977206
104,2.539169208738073,2.544357669153665,2.551576485394976,2.552169169606604
105,2.5487024788281136,2.4748339496363485,2.4748339496363485,2.473376480568395
106,1.7062441163846827,1.8792304287147141,1.7062441163846827,1.8792304287147141
107,2.86430370406609,2.8534250354188275,2.8551671036500084,2.8611932272402436
108,2.1685721230214923,2.2895894048088863,2.374438643807719,2.0690082389951474
109,2.1647823651159115,2.287051990924845,2.380697311874208,2.065540700185333
110,3.1115213707751623,3.108724551026254,3.108695668211748,3.1095958553586294
111,2.364969082386074,2.285481940196028,2.3679058093131213,2.2835751430746543
112,2.271679641577698,2.263334428018907,2.263334428018907,2.2730821974798583
113,3.1573572726585137,3.2079391855709853,3.160849499133337,3.2048607824559716
114,2.6816534423633747,2.682611949630111,2.6816534423633747,2.6846859612384772
115,2.805957872159367,2.806403728420467,2.731112820026447,2.745672048503672
116,2.2761611176902417,2.2755546101929216,2.2725908403211634,2.2799260646168893
117,2.615011808473435,2.6151126179710014,2.6030431228675295,2.6183631195670927
118,2.927002560172244,2.914803378182077,2.9170799834071763,2.8720142228572647
119,2.6823966512885766,2.6854263686177076,2.5504030719568274,2.7257589714201744
120,2.6135496812302943,2.6135496812302943,2.6881356636518126,2.693671642338124
121,2.525702205984235,2.5254340546948635,2.531693245833068,2.525702205984235
122,2.544866215078383,2.5478784719490117,2.5469154828304212,2.5461202611183222
123,2.5140735395602,2.516215640690217,2.5173806504659266,2.5256584820933528
124,2.8119475729589105,2.8057586416179667,2.694586991796716,2.810703785816658
125,2.369161180727466,2.3742967769180106,2.3742967769180106,2.370656744376923
126,2.5273541177122314,2.531693245833068,2.5207133967240876,2.5353280473647244
127,2.445837333918899,2.449562401594824,2.44394448275669,2.448063095762162
