,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,3.858927913597638,3.798312424651638,3.850797075336598,3.854198539379646,3.8017323437115955,3.865151397776584,3.881596246373644,3.9061099577778586,3.862702310492518,3.8845394377311884,3.8446362435544126,3.8787213733049257,3.9020593748104986,3.8820958796203464,3.938086502314743,3.9269460121714235,3.957632883569418,3.926257029612024,3.8807138429763897,3.8832477400115297,3.8397162508430416,3.87923265213805,3.875194651865059,3.8443378083400312,3.788698980192961,3.77400127994921,3.7828753174092298,3.802968365939289,3.8299964065949084,3.8660715660804876,3.859120540104031,3.7984679763943983,3.8529780378391325,3.854895182504334,3.8018477191515427,3.8651892718508636,3.8821888406231664,3.9046211840750167,3.862911354251449,3.885486376148289,3.843059464346708,3.8787213733049257,3.9020593748104986,3.881419468968252,3.938086502314743,3.926839110287655,3.9570183149359526,3.9256194352418623,3.8807138429763897,3.8832477400115297,3.8404776483415226,3.87923265213805,3.875049401534247,3.844308829108677,3.787421868638063,3.7734311021041633,3.7825987894876745,3.802968365939289,3.829525806694829,3.8660715660804876
1,4.205728589000195,4.242703118057605,4.28939245969877,4.279166458988669,4.248457569308283,4.265519912105203,4.217113841076271,4.214587056973592,4.229036650264991,4.2490806549334605,4.241845870402795,4.279219371985983,4.28455750532326,4.314689023393533,4.2763816419301195,4.2924381965263425,4.258147946813455,4.2687171740677545,4.175976305469193,4.224048333806756,4.234782042123679,4.24587244750689,4.2006595135375076,4.171458644384708,4.20165836960602,4.257633246861027,4.216206202632091,4.237056664930784,4.238690769595644,4.210972594570261,4.2086399258911715,4.226969067783429,4.195122623689974,4.2300323019958705,4.247509767752876,4.242366762131474,4.199740663779417,4.270940892260259,4.24285587359777,4.26213431076191,4.175376047270012,4.164293745918352,4.158761573016234,4.172816250676703,4.169395189674279,4.162552884013306,4.160480037519877,4.139331828457885,4.160703857770846,4.16770537701118,4.171792838301758,4.157406621562089,4.098509439474046,4.124592485967975,4.1666890082244645,4.20133228351958,4.20467404872495,4.259359389957835,4.2689318766702025,4.239612469927678
2,3.021292516874071,3.0326322171338354,3.110626678093242,3.014654471597828,3.0266952578927526,3.1583198654637066,3.144269709269615,3.162837394166867,3.198248189276411,3.117448035964911,3.170346604115572,3.1881306921980763,3.1188604068241803,3.071930983676639,3.115399963213331,3.117143715901731,3.1578047696941542,3.1618735043861808,3.1627296065262724,3.1614909521155963,3.1506177894601817,3.1352925552580326,3.1589408787096476,3.1826646872828293,3.188571238656232,3.200525874906204,3.2009909545233928,3.1889143810013296,3.178988474832753,3.1890952453164054,3.1372265309707643,3.153030386569199,3.108464158682846,3.073933296963511,3.0575360475166713,3.074761914344556,3.1046753282935198,3.0634218457912703,2.9783063378053014,2.976666040068829,3.061941430742969,3.05678465030873,2.969582332704599,2.97414922674776,3.0613270098506007,3.065677987034544,3.0680996613052347,2.96961578384973,2.97414922674776,2.9669337466908945,2.976708670335359,3.0184731814070345,3.0723131167016344,3.064302003127045,3.0660912648776186,2.977989664326915,2.9725815337519057,3.071378229352836,3.023571641946041,2.925829055803409
3,3.3995422980131154,3.4971538818885857,3.580622490575408,3.5798265419969946,3.4881845383952603,3.4291773352001744,3.488302772563678,3.4862966452396345,3.4576799031311234,3.4863386257325835,3.4033425144366998,3.550617553784335,3.54897034369245,3.5743462874068177,3.5741099857067438,3.47096344151776,3.4937220416780583,3.520650860768904,3.5842790760098118,3.6364736999324596,3.6116517626014546,3.7607021900379607,3.615558025401329,3.476832778551998,3.409758235333657,3.310247645960841,3.4415489726425648,3.5042203168888504,3.503686615414488,3.4959120155641346,3.4927315654613587,3.578770932579881,3.6288679560196133,3.632084978870481,3.4864318924652156,3.4201907020669866,3.538408045817202,3.5125676252995937,3.494454266109531,3.5443905895617323,3.456945473938989,3.5699907063008527,3.6017521425011716,3.6243271585056243,3.6260902793565024,3.522762149017993,3.576027383215821,3.5990676300860756,3.631574827246241,3.7035978553462146,3.6575154155120724,3.7504969865460804,3.6020917851238825,3.493465960935629,3.3966800794061283,3.333553255100581,3.4382659422132806,3.465581582257144,3.4075605552023442,3.4619271665685094
4,2.8581761239837307,2.9085000255388227,3.007023460279977,2.976563819910806,2.8109272414470405,2.6751203675911532,2.719295424018351,2.6097592410857966,2.580413142537602,2.576987551285429,2.7806647487512843,2.8190718832860115,2.822578377103232,2.7687039330121492,2.6745536587714422,2.6499315096907194,2.7920151317100728,2.9593997478922467,3.0156582674912324,2.912477533873092,2.805803599849872,2.833353241214935,2.8508647768543725,2.841123615893835,2.7782879337548136,2.895274037546481,2.7507141016787835,2.7121284334853235,2.9297497187224715,2.893079569434681,2.8581761239837307,2.9085000255388227,3.007023460279977,2.976563819910806,2.8109272414470405,2.6751203675911532,2.719295424018351,2.6097592410857966,2.580413142537602,2.576987551285429,2.7806647487512843,2.8190718832860115,2.822578377103232,2.7687039330121492,2.6745536587714422,2.6499315096907194,2.7920151317100728,2.9593997478922467,3.0156582674912324,2.912477533873092,2.805803599849872,2.833353241214935,2.8508647768543725,2.841123615893835,2.7782879337548136,2.895274037546481,2.7507141016787835,2.7121284334853235,2.9297497187224715,2.893079569434681
5,3.2508687661553273,3.2278218089014805,3.288786258016778,3.3191805812625037,3.2422858488237014,3.2701582708916908,3.249103396769696,3.20325526665015,3.11308247034271,3.152430148531823,3.187359566236931,3.1380417954827857,3.1422147852317757,3.0875523700198304,3.097573507428538,3.114127903579576,3.148742266666979,3.091016838347422,3.15209430603827,3.170869172850217,3.189505352023479,3.2296332561499566,3.2962087227194083,3.2558737723940876,3.207388385346249,3.2318602430826284,3.2249971952434917,3.2030046794636644,3.2004293093835523,3.2857502282681033,3.2841293910918754,3.298334990414989,3.331673653094662,3.320460716676289,3.2942346860493172,3.2342400418164945,3.2063482146072553,3.229854975204852,3.2278766532984546,3.1949427301430586,3.1899367729438737,3.133472153833693,3.142085068113979,3.0981735847653353,3.1836143708959943,3.1502516420425186,3.1126985869424324,3.056419306058501,3.070242335614863,3.055291560135638,3.0746577137052618,3.1192259960436717,3.232739408691628,3.190020715576966,3.152374705432192,3.168609812926876,3.2009336684801135,3.1682473524466355,3.210490193671434,3.2940802010326147
6,2.05776161175839,2.073940077871346,2.190157959944678,2.058104619437578,2.073940077871346,2.2904314195254933,2.1821674110509486,2.076958419414677,2.37684658469554,2.0708058939446357,2.1761710253031046,2.474911991619074,2.2852789137009597,2.2889204945426647,2.1856826167177075,2.0716722313042153,2.0716722313042153,2.1830039830741366,2.135343436848804,2.190157959944678,2.4632394582858734,2.3788143702768743,2.2918638705521706,2.538506241859637,2.2843997432145673,2.381015310854815,2.4575685943732686,2.44860636748454,2.2990301286495383,2.1821674110509486,2.05776161175839,2.073940077871346,2.190157959944678,2.058104619437578,2.073940077871346,2.2904314195254933,2.1821674110509486,2.076958419414677,2.37684658469554,2.0708058939446357,2.1761710253031046,2.474911991619074,2.2852789137009597,2.2889204945426647,2.1856826167177075,2.0716722313042153,2.0716722313042153,2.1830039830741366,2.135343436848804,2.190157959944678,2.4632394582858734,2.3788143702768743,2.2918638705521706,2.538506241859637,2.2843997432145673,2.381015310854815,2.4575685943732686,2.44860636748454,2.2990301286495383,2.1821674110509486
7,2.947279535957817,2.9474620323149696,2.953760060025724,2.9529215195839695,2.9477790685860716,2.9450825045431444,2.943391970785574,2.944652916852768,2.9516339198495083,2.9432338597149488,2.9440372588382635,2.9505523311099324,2.9496565392637053,2.9500751001064156,2.9523180094795456,2.9523503249686134,2.947029366481284,2.9459112411799278,2.9457244248278283,2.9413764674279017,2.9508622819296675,2.9423032092765213,2.9447673832236823,2.951478742186635,2.9482165538648726,2.949397908811577,2.9509532935104654,2.9529215195839695,2.9494415002729837,2.9441959879047066,2.944896346117763,2.941320642653452,2.9516339198495083,2.9448426339704215,2.943153049624447,2.950962936141462,2.9487781997778364,2.9500751001064156,2.953760060025724,2.951478742186635,2.9486609713404834,2.945575010159792,2.9457244248278283,2.9432877738605026,2.94998255067585,2.944117821952058,2.9422381200181604,2.951478742186635,2.9496565392637053,2.948520083667919,2.953188878959662,2.9501116170020856,2.9494415002729837,2.9459112411799278,2.9440096901605117,2.9422710070175273,2.949212600198379,2.9448426339704215,2.9447673832236823,2.9500921934649407
8,4.023430231230205,4.050564603289687,4.113748375237032,4.090425219178005,4.08635881495075,4.059529950994734,4.066384072213421,4.035078949537191,4.068336024552268,3.99992329515279,4.080851759556134,4.07645850133843,4.07262580557581,4.038956512991742,3.9874798716634228,3.9692250559277458,4.0309714870287054,4.006869435136078,3.9780599705667044,3.9420811419898603,3.964505785518376,3.9237662392937755,3.9544296909123293,3.9503284360083057,3.9827443983686472,3.974735851003297,3.9858814985130118,3.9963798151433654,4.045100352638924,4.02418705299492,4.056231931927294,4.072524117749844,4.118504880503438,4.115342396162579,4.053624631606363,4.030884572768591,4.031550090608266,4.013413604346177,4.042565352139547,3.9830803745164096,3.95670251339543,3.9136694878814677,3.9246001789341993,3.9433158080074877,3.9618955757403724,3.94587166084224,3.99984202721834,3.996302343128763,4.0065917588763345,4.00272845160592,3.9956015641578007,3.9369704331481703,3.9478378589871777,3.937774040712557,3.9632075159039437,3.94617655351833,3.9672970753774863,3.959542630530574,4.026900035730335,4.001771438880757
9,2.9721678955826905,2.992525526693754,2.9769537743898224,3.0066201622230855,2.98048527191764,2.9950393443933723,2.978226991437222,2.998125943968194,2.9811981653222124,2.9973237964110107,2.979240205334288,2.9983737632137397,2.9800647467219132,2.995597254508786,2.9764825956706087,2.9930035674296476,2.980521920552534,2.993117920634189,2.979860044095487,2.993187550545259,2.9748864183420016,2.9942390863494204,2.9779527716178604,2.995134328820801,2.973487117038455,2.9962895633352726,2.9742068297329123,2.993688022532499,2.9746576815386385,2.992983466883593,2.9721678955826905,2.992525526693754,2.9769537743898224,3.0066201622230855,2.98048527191764,2.9950393443933723,2.978226991437222,2.998125943968194,2.9811981653222124,2.9973237964110107,2.979240205334288,2.9983737632137397,2.9800647467219132,2.995597254508786,2.9764825956706087,2.9930035674296476,2.980521920552534,2.993117920634189,2.979860044095487,2.993187550545259,2.9748864183420016,2.9942390863494204,2.9779527716178604,2.995134328820801,2.973487117038455,2.9962895633352726,2.9742068297329123,2.993688022532499,2.9746576815386385,2.992983466883593
