,0,1,2,3,4
0,4.213686823352721,4.181843804235779,4.2263810024557,4.2410275023796515,4.185763481409853
1,2.2630561896986268,2.269933073300575,2.3642552707081035,2.3669736306227342,2.269910188135194
2,3.7641002689367307,3.7872860775894486,3.789225761810176,3.7364562275081954,3.765965874355383
3,2.456878313040115,2.45907734330287,2.4581767401106593,2.52715756602002,2.535243100909975
4,2.613266427578074,2.674444350048914,2.7421915222821127,2.75037806746609,2.7513688236072795
5,2.609559553319579,2.6102370561578137,2.611421222044639,2.6187550871614396,2.6156686270780694
6,2.866504351169178,2.8629267327628307,2.873789272041824,2.864881623240151,2.8690927820788303
7,2.2889204945426647,2.2903054797661975,2.2831483134384296,2.2844614825750513,2.2975429561408793
8,3.284110745086041,3.1630716644227377,3.306271314292526,3.308244341221144,3.278741108967886
9,2.2805774392793734,2.280364940924788,2.280364940924788,2.280364940924788,2.281957111153594
10,2.7954614384913525,2.7912069240180895,2.7967294345636127,2.7912069240180895,2.7948965911067583
11,2.372197474567041,2.369483142528615,2.3628040748198433,2.3651648090342143,2.369483142528615
12,2.6788061471449867,2.6840059984587197,2.6795261373925388,2.673690865207301,2.674091488785128
13,2.5372672092478017,2.5349466927300224,2.533546207678329,2.538391398458079,2.5365426592006135
14,3.375462554206607,3.375130383665863,3.3740100318450907,3.3717686357748264,3.373787576516896
15,2.7346666815897307,2.7834798949024098,2.7283124828415595,2.7283124828415595,2.736355494575503
16,2.7990134464462093,2.789118837037918,2.7740814595835954,2.7828049666996675,2.787292170554026
17,2.5895574114011035,2.593050596073341,2.5905337937098984,2.587355744190442,2.5838369134903805
18,2.2723902346244023,2.2722169143913296,2.2722169143913296,2.2684926006486825,2.2722169143913296
19,3.0736716893690246,3.115849052515291,3.150678776528366,3.0725314732659723,3.061217122541751
20,2.28021816735087,2.277180706645298,2.2753013368845814,2.277180706645298,2.280705087460543
21,2.4578203206190774,2.4663632901615156,2.4593775733338656,2.4663632901615156,2.457513328784674
22,3.6321199670903757,3.6609692598409005,3.7131781998113764,3.7073068668929756,3.7014909154998725
23,2.535708605523521,2.528765881248985,2.6087876091249966,2.675902125730507,2.6565592461690826
24,2.7850473884670506,2.788946926488235,2.7922705925066347,2.7824633593476666,2.78621467962629
25,2.0654156195929367,2.175688822064125,2.1812264111220525,2.1731847511319007,2.0429302324102583
26,2.511558381127288,2.511020628669328,2.4327533610112457,2.428349273232398,2.4376797046779313
27,2.6826883731094457,2.703294755927602,2.743604880119552,2.749320184435178,2.8046553653895283
28,2.724843866513612,2.7319462300898216,2.7334744486031486,2.7373752205044237,2.735380683747465
29,3.3458551848580926,3.339007067770899,3.3496557159557803,3.346760397500336,3.352346861541752
30,2.7093227682175423,2.689969619262212,2.721419628712166,2.725422905810164,2.7193935022198357
31,2.6659018638853684,2.665450705936743,2.6726323724987724,2.6606416422755275,2.674616943961257
32,2.932891863578381,2.9327381377031863,2.933038805089629,2.9177002208101115,2.9176779934986126
33,2.4457172576684694,2.4443438293148243,2.4474441235080038,2.446888858548657,2.4571800220917233
34,2.4435721225269105,2.534832833970763,2.5404711805665063,2.5279938459712263,2.5199819404509687
35,2.817324915686035,2.8220545468486633,2.8170070330575494,2.8216335848542897,2.8154406590191456
36,2.9729152010619506,2.980199175015694,3.06721595539133,3.073400879229384,2.9694880980902223
37,0.6783554767546833,1.0986122886681096,1.3862943611198906,1.3862943611198906,0.6568063908692208
38,2.530799706307138,2.5289394731853303,2.530586849700729,2.5289394731853303,2.530799706307138
39,2.234209844553529,2.2432549192088462,2.237017408341359,2.234209844553529,2.138268595375289
40,2.7413576214874027,2.7347532026257158,2.735333192404607,2.731353792880246,2.74192114015262
41,2.3744717084304656,2.377040608107463,2.377239523974565,2.370639405296759,2.365135859517963
42,2.8967097670201403,2.893915797258458,2.894224494444034,2.891933288464584,2.8982638220291395
43,2.443047025862269,2.4432001909199355,2.5157901380930565,2.5984376434358207,2.5228557328393175
44,2.4595312129391127,2.4612382800149954,2.4604143561425547,2.460691148555766,2.4587307305405974
45,2.5557123062727594,2.551226174363813,2.5535136053424443,2.5511045984680605,2.5502961865887244
46,2.614849626858165,2.6181140280942534,2.6139297790022824,2.609710170261109,2.6168571263335787
47,2.804902478220115,2.7965765146224313,2.806403728420467,2.8018232538435015,2.793867712124514
48,3.2273530587747667,3.193922648363899,3.1923593194715734,3.23123956877676,3.227915752630385
49,2.6768830566210595,2.6255031928974932,2.6239336931710224,2.625179835431707,2.691720800212788
50,2.76371196965023,2.7652116861420897,2.7654239199606927,2.7635644724531785,2.7645789502518
51,2.257658704984429,2.2542479638855903,2.2629460114139497,2.2625944668129416,2.2567378089484844
52,2.45465750196295,2.448808587922611,2.450780602060935,2.45134116500745,2.4593775733338656
53,2.544359817019133,2.5463936696543477,2.553432269602867,2.547942289863179,2.5436735062529507
54,3.4059716152516653,3.4318067677981405,3.448349310638819,3.450276239971065,3.437013196114183
55,2.63059480716874,2.6276714746168244,2.6289240035741313,2.6319275638607516,2.629921966310218
56,2.544357669153665,2.6146947938535625,2.5996371603342223,2.53666479536074,2.5406886247456675
