,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
10,3.1429875404095586,3.142210080367476,3.1466482058218506,3.141943028371727,3.142732301202777,3.1457149178569086,3.143350878635068,3.1460364084980545,3.142210080367476,3.1409327445768516,3.1431441519322822,3.1421206208036945,3.1401823042914496,3.1429875404095586,3.142210080367476,3.1466482058218506,3.141943028371727,3.142732301202777,3.1457149178569086,3.143350878635068,3.1460364084980545,3.142210080367476,3.1409327445768516,3.1431441519322822,3.1421206208036945,3.1401823042914496
11,2.7414913249185053,2.6826649020783773,2.8003576232839738,2.805688823519117,2.805688823519117,2.874606822617183,2.8683791693478016,2.9108857022331223,2.900933734919931,2.8698364170364425,2.8525131135929156,2.8030554920547894,2.807534751372036,2.7999056209052933,2.8101865549233356,2.79819627091367,2.8084224536333755,2.862004734260405,2.859425367670756,2.816278516700465,2.913566395587914,2.863408415612554,2.9295236902182813,2.8669493006185807,2.8560095261309586,2.792907704131984
12,4.35541196669368,4.339029080254042,4.362773930503345,4.3189108966547805,4.365531443446049,4.347914872684808,4.365204671314599,4.3568483048629965,4.3644913764204425,4.393916866772392,4.395161512384568,4.369055941240108,4.331600397549334,4.362857655540992,4.342996843195492,4.362185094187547,4.330368251055811,4.369019157727908,4.377894585809457,4.368993657239458,4.341693662534452,4.342419481398178,4.392579556371523,4.388377469246184,4.368832666526933,4.291387887963577
13,2.7446644825577766,2.7442382145032136,2.7467504238906653,2.7408030219615425,2.741168182394101,2.748975671156086,2.7456459332661938,2.753358322439121,2.741995296719077,2.751006931736784,2.747737625035458,2.75030654908626,2.7470840821972633,2.7483230295941112,2.745319534684644,2.7426532263136254,2.745469244066119,2.7391091266042134,2.746345181124,2.752060524531584,2.7446585204192355,2.7544535597977386,2.74823623090637,2.7548876173463577,2.74823623090637,2.7543905787759773
14,2.9204734290871457,2.9650665806751206,2.9114314134444315,2.9562066040197923,2.9599578020153925,2.9434059122746894,2.952339998662807,2.9385331732594775,2.9514299288701094,2.930633279363485,2.9354229647901295,2.955990927244609,2.953398985174908,2.956270630964736,2.941998662258289,2.955865642017401,2.951478742186635,2.9509191760269466,2.938135924876951,2.9451953816089915,2.955474211142194,2.9497588223053017,2.960197987886081,2.959383915340931,2.9549939513028654,2.9673184350562822
15,3.1932965966024427,3.1955370158955603,3.194891046484778,3.1912468829352214,3.192367777611214,3.1919058999139263,3.194728553363287,3.193803061040247,3.193869804324878,3.1923053548138687,3.1945987558420788,3.192002084111861,3.1932509371339033,3.1904502790171128,3.193714482101213,3.1937108394882263,3.192326073078402,3.193029117046167,3.19298438598599,3.195533711175094,3.1951866635234234,3.193931452162367,3.1918797061962136,3.195876348723165,3.190864031642985,3.195269358686674
16,3.3989623799247024,3.3657342175887357,3.3926991335944696,3.4229074371094357,3.427672378029406,3.4241776420431838,3.367879624967459,3.368121563903376,3.372719356330233,3.3390547277082554,3.3618732110929592,3.3982744352061136,3.4274700223722485,3.3989623799247024,3.3657342175887357,3.3926991335944696,3.4229074371094357,3.427672378029406,3.4241776420431838,3.367879624967459,3.368121563903376,3.372719356330233,3.3390547277082554,3.3618732110929592,3.3982744352061136,3.4274700223722485
17,2.6799186296019277,2.742089005332213,2.7908386354340227,2.8010345321354606,2.7449903328105227,2.740457377156061,2.717881401701857,2.7295474673556144,2.675281762983914,2.6642057075104124,2.6615989114365144,2.6719093003264716,2.6656763453766588,2.675656854194512,2.661546840461627,2.7301197076212276,2.7917144226665407,2.738865019663871,2.7469619998328976,2.72835033188996,2.7436126009881407,2.7496381550145097,2.749723711782189,2.672515219309947,2.67126813453742,2.6764654807351067
18,3.469529460746408,3.4394375256652827,3.4604807324619693,3.4358651529773194,3.429662182455527,3.4679619179086374,3.467963767179906,3.4690529249264586,3.4735382999792477,3.4428222938579562,3.439566502347294,3.4697105586368,3.4754206763068507,3.469529460746408,3.4394375256652827,3.4604807324619693,3.4358651529773194,3.429662182455527,3.4679619179086374,3.467963767179906,3.4690529249264586,3.4735382999792477,3.4428222938579562,3.439566502347294,3.4697105586368,3.4754206763068507
19,3.3708071572271727,3.3665525839400288,3.359170027725348,3.36759153060886,3.3626345932192296,3.3660239748626903,3.3741614163102542,3.371393550911939,3.4268696473731057,3.4232844337503376,3.36090585887786,3.303558098842341,3.3628859983772825,3.3584726736453065,3.299923296427699,3.3670837191615357,3.3782501491745474,3.3642751397680164,3.3789424507917833,3.3741968213913553,3.373145072672929,3.42671297323213,3.4204342906038496,3.3803904518171146,3.3658468545320295,3.3564593035791424
20,2.74023093708034,2.734445344649653,2.7468601599470857,2.7395880097613925,2.746540123060767,2.7441891683625377,2.748284395940245,2.7448703480378307,2.7410030232757814,2.7432673547820796,2.732452751204592,2.7370398075370197,2.7399637521851945,2.7371676058878713,2.738880268052247,2.743152606384415,2.743304490908982,2.741631567448416,2.746213344255217,2.7441891683625377,2.748284395940245,2.7375985622865473,2.747075890632393,2.7275871658393034,2.7399637521851945,2.7370398075370197
21,2.9683844761012055,2.9707576552023673,2.972553227819962,2.977007373567607,2.9782909126276027,2.9757482123556094,2.9784114826542676,2.977868021830881,2.9781666885435034,2.969216376355301,2.977007373567607,2.972171339792249,2.9706188124893442,2.9683844761012055,2.9707576552023673,2.972553227819962,2.977007373567607,2.9782909126276027,2.9757482123556094,2.9784114826542676,2.977868021830881,2.9781666885435034,2.969216376355301,2.977007373567607,2.972171339792249,2.9706188124893442
22,3.9860679340554928,3.9560801637936343,3.9889629719884274,3.9757146697250825,3.997820400791194,3.9935991170560667,3.999959384910279,3.9946284121488986,4.0013990315205525,3.977777384737604,3.9823332678712835,3.973839388871775,3.9823039359595658,3.9696340953085514,3.9832896213224376,3.972094072379524,3.9811356449281283,3.9739992775043547,3.983668918976998,3.9749988997669434,3.999497071886266,3.9894054394986256,4.00335881492405,3.9925129318272363,3.9838840444315204,3.9727597889379496
23,3.3301186443990933,3.3625758967344446,3.395596553778064,3.3951171230556114,3.2954455933945925,3.294645277782782,3.328283510740271,3.2971248153900867,3.3276904419621585,3.3335924177531626,3.389330805438174,3.3316180390630263,3.29117890555375,3.3301186443990933,3.3625758967344446,3.395596553778064,3.3951171230556114,3.2954455933945925,3.294645277782782,3.328283510740271,3.2971248153900867,3.3276904419621585,3.3335924177531626,3.389330805438174,3.3316180390630263,3.29117890555375
24,2.3560468925431453,2.35165124994427,2.354862849677605,2.3482801388875285,2.351282347255159,2.3502180575932257,2.3519876321304314,2.350761989379784,2.3637923537307715,2.361428076797274,2.3619955525919294,2.3571166490190327,2.4424925372235795,2.4544347497628873,2.443813152267409,2.3574260820732102,2.4445791978091815,2.444787848372905,2.4499329865680877,2.447831122854048,2.4552029615181596,2.4430355145097495,2.4538295343002066,2.4543396370016,2.528059235525167,2.434945491090249
