,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,2.671544625424165,2.7469807551878302,2.669444874528296,2.738124366921334,2.735252976005511,2.808527317361758,2.8492599411339317,2.6812960201145866,2.8649571574796866,2.7465853981914985,2.861733808568168,2.60290670191026,2.6754454111135937,2.6873847927813364,2.6792131380125768,2.6104114478005913,2.6669576398363537,2.604542159643202,2.6063198774243785,2.687539413406745,2.734240058559836,2.6863718013386326,2.7958581801818223,2.6910447232262005,2.6624919310855173,2.6882795098022023
1,3.632872709239395,3.633013994271508,3.579461554271494,3.576038375642128,3.5820334684269484,3.5538895831094592,3.577555056886414,3.607029077999206,3.631898173212993,3.607029077999206,3.5788392757326126,3.607436654394646,3.633738852114193,3.632872709239395,3.633013994271508,3.579461554271494,3.576038375642128,3.5820334684269484,3.5538895831094592,3.577555056886414,3.607029077999206,3.631898173212993,3.607029077999206,3.5788392757326126,3.607436654394646,3.633738852114193
2,3.1941099544641145,3.188555611151528,3.1901118644600857,3.1902683489735453,3.1946447017438233,3.193029117046167,3.189902891172288,3.1895796715210145,3.1957797862744934,3.1948322732258836,3.192326036446768,3.1926515218532856,3.1948302559516515,3.190135552962973,3.188506315016458,3.190754528665157,3.1913489371598773,3.193567679138578,3.1928537727208885,3.191081467929712,3.190207424353586,3.1957736787905593,3.1952581605363193,3.193692209278416,3.1907674958805443,3.195531762405279
3,3.8232281938914405,3.8181712276413338,3.8143030993134213,3.811005338595863,3.8093697451973307,3.8075603434371996,3.8100489544300533,3.7644281367059933,3.7730351822284858,3.7763875313774573,3.819740811850264,3.8219787251388357,3.815899468303141,3.8196809576441404,3.8135938484178338,3.8151704196766243,3.8154876334388432,3.8057854612131683,3.8045929459741705,3.807703706801388,3.803151621671833,3.771721591224111,3.7772952783110902,3.820273767959867,3.8205344091960836,3.8188144889343922
4,3.18930246646276,3.238834034692707,3.2307062001265856,3.280236001855158,3.231276385162327,3.1984738352990583,3.1960261464423594,3.2323242729873005,3.236831486836251,3.2714839141691288,3.24064650268568,3.312034734037323,3.310165588863355,3.192559084610871,3.2049059460848124,3.2289701568445492,3.2444825323554514,3.230877633011166,3.232813699948875,3.230144546954715,3.26746912160484,3.2754761806338024,3.308598316533298,3.2683855403851947,3.3119082199430783,3.308792703907189
5,2.542202442985679,2.61909783076395,2.6882795144061293,2.61909783076395,2.614651749994484,2.6094580219459176,2.6020857207796206,2.748735975563112,2.748735975563112,2.7539087849666686,2.614651749994484,2.6177065369546124,2.6199175795977565,2.686162694870626,2.6177065369546124,2.6094580219459176,2.684792295650606,2.6799150800520115,2.6024766302017297,2.6124809639815885,2.6671539118709893,2.663228824096992,2.525222765633168,2.5309253588669476,2.531451289848122,2.6750140752288227
6,3.7365627347377344,3.81846613965106,3.7694245005017475,3.7709148418429947,3.770689556687826,3.7707367855494867,3.8914178854539516,3.887729461379535,3.811285522301905,3.844231273729668,3.8473349611895062,3.8592830832782314,3.9137900029596717,3.8505508206293944,3.770869221280389,3.8332898878367456,3.8612084864435263,3.834340589659863,3.855968758979276,3.8092055557267894,3.8273785489486074,3.8378055949181844,3.837472205780449,3.8310434635575144,3.7996548935291163,3.772590735209341
7,3.0957915870439776,3.0932582402770565,3.098133744183027,3.0929336909902956,3.0966045623752234,3.098646790353208,3.09467002276712,3.0972335050714506,3.0932582402770565,3.093676066322341,3.09591260800233,3.0937061145230778,3.0919386898701706,3.0957915870439776,3.0932582402770565,3.098133744183027,3.0929336909902956,3.0966045623752234,3.098646790353208,3.09467002276712,3.0972335050714506,3.0932582402770565,3.093676066322341,3.09591260800233,3.0937061145230778,3.0919386898701706
8,3.2281774248717365,3.2363032268428027,3.275539512674821,3.2646758902479096,3.2728392962259125,3.240904997989446,3.3340164367445055,3.1530276768883034,3.1995581755849356,3.1927441566279366,3.2736804055378546,3.275447081914657,3.239120199829858,3.200153462677019,3.235787162187011,3.2757955101388743,3.2686521812656637,3.2398494897307337,3.2391008343232386,3.3008077637240594,3.152598458376521,3.2343592942719352,3.228091220955896,3.307099746708987,3.3138207270806648,3.277402584470363
9,2.8482317482701798,2.847844956348453,2.846498899098088,2.843087712404765,2.8454244624729466,2.8504964414048635,2.849270314904431,2.8510841704661978,2.849217755260479,2.849750980092416,2.8498593153462086,2.8510841704661978,2.8501535629192105,2.8477487017494005,2.847143317623555,2.8488183781869285,2.840879963508106,2.8473458272895336,2.848434535100658,2.8503564946276256,2.850543492914759,2.84862814829244,2.8496395952926235,2.8502611856882223,2.8483385993021026,2.8513262059007225
