,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,3.0583892725616546,3.136949979102261,3.0462127421001837,3.092987415663731,3.098672529972421,3.1453457573392787,3.1082696862027426,3.0894834438947743,3.0464957750803228,2.954048596238027,3.001158402872121,3.0116276557897925,3.016644930522599,3.061058126032725,3.1016917366160173,3.017084479379074,3.104110641260962,3.1075856772715658,3.1083587001897524,3.1427746475029466,3.2279776694046887,3.153458476922388,3.261158901799014,3.2574123599287055,3.177931465682057,3.258449029009135,3.136094110273552
1,3.7780854736332286,3.7514692656021236,3.78456322749107,3.777962590276676,3.820272498147898,3.815680831103549,3.7799088789070527,3.738745523691351,3.73418963462414,3.7710318885889227,3.744798010240582,3.7800177559760533,3.7776779348961065,3.8179023857633463,3.8191748162969814,3.781381998661405,3.7418670400780374,3.7356559070604343,3.7742998430840564,3.7461157995627934,3.7764671950409645,3.7754281589934267,3.8218008742200293,3.8230628295951603,3.784784630779728,3.7446478023328424,3.740859701348191
2,2.6223519235259443,2.622445453209418,2.6141274576837077,2.6141497358194954,2.613109546335856,2.6215193263872467,2.6186886912853704,2.6137700917114906,2.6186886912853704,2.6156580768663034,2.619034022245484,2.6112746813413015,2.6137283586433893,2.611535461262002,2.6174265323532344,2.6131430888520852,2.602452498120555,2.616279697257322,2.617161971286221,2.616318950592114,2.61592241596215,2.614461582187901,2.6189366763394397,2.7250265379522465,2.7481992004662144,2.730032486462613,2.7319090756324877
3,3.1099126757918083,3.14646397911747,3.066713261915565,3.104868901804706,3.064648161634769,3.114781501597145,3.1129452984907986,3.0559392190323726,3.0618005762872085,3.0158432227816947,3.0167613608392823,3.03064121866661,3.07136504009269,3.074495224377214,3.114129881586568,3.0735219406439263,3.117272017422687,3.1188279610198797,3.1569707470842303,3.198565682122783,3.239671944161888,3.1987343114811773,3.234014260175369,3.2310388470911553,3.1812412160644787,3.23118836695443,3.1091572599942796
4,3.9142432531545674,3.880199326163005,3.8516341038858837,3.9316788828270157,3.8450056973780153,3.8396693395624304,3.8810626673444517,3.8761248207490455,3.913381056074706,3.9135467519673437,3.8782063111509983,3.855429128695139,3.9286359801781754,3.881305789620195,3.8397580529339814,3.889097602236462,3.8873531983026397,3.9228825656879156,3.9224756856199248,3.8831041179163295,3.857281401489405,3.936818247586377,3.884912147607915,3.84521991778999,3.8879365949042786,3.886992552448363,3.9228338580184046
5,4.619894653906957,4.62280738860022,4.615923288432132,4.618439209348338,4.615169178834952,4.608386437478576,4.6169959585179985,4.610183051228206,4.615630214174632,4.616533930280268,4.620717334261591,4.612986587049784,4.614783276992968,4.613388961675366,4.6080435678539065,4.616849916042251,4.609663414750476,4.614863028547973,4.619169909147214,4.623632552433965,4.6144147415420145,4.616180681345241,4.616742687693421,4.609609504492781,4.618215067727022,4.610630509275518,4.6182956232763095
6,3.3456335868931992,3.3431551741709673,3.3437080813796283,3.3460993645190906,3.342465767649103,3.3439855221531434,3.3441896446995947,3.343502590119989,3.345434308394129,3.3466052063378697,3.3419537917634448,3.345541639611966,3.3416117739593236,3.3428278344317675,3.3446134298208374,3.343795003857206,3.3424875846101267,3.3450369021221933,3.34574067320767,3.3429725122932474,3.3434746955980517,3.344444223515885,3.342710932030166,3.3435451144013717,3.345450517796916,3.342003190393804,3.343972523433369
7,4.030422145879894,4.072339309435677,4.041925893497101,4.154154185415477,4.10656059366993,4.191035934542581,4.242951358181092,4.254841147282355,4.17694027019097,4.141547051124757,4.1208355091499405,4.0558697742507785,4.047328288947182,3.9838158636400993,4.093859525710229,4.170845111435346,4.171986291565576,4.140908230467132,4.167847304325053,4.150120437168014,4.154705075317122,4.221893160716735,4.127014048735138,4.183734237081355,4.211019737200248,4.172520812779687,4.07462698283758
8,2.7997208814742494,2.7960822895303385,2.7938874081517895,2.7952236923258393,2.7942510837537604,2.7952236923258393,2.7952236923258393,2.7963759389415683,2.791713130280072,2.797717410853261,2.8045012652382306,2.7960802728621728,2.7911255772418824,2.7934261886944456,2.7961554591935354,2.7951856601712746,2.7971243532736714,2.7958201823842086,2.8008738797998576,2.8008738797998576,2.7923883117398245,2.7918495325652732,2.7942510837537604,2.7971243532736714,2.7997208814742494,2.8008738797998576,2.794025912696961
9,2.8951183346814027,2.9086347780630435,2.9140074716263213,2.896642481521316,2.9159514589144266,3.0101310733333824,3.0136401104395434,2.9329951833271415,3.1012474150230993,3.024913547519647,3.0934558065987083,3.1929322590068945,3.0998364763324364,3.2575563070503204,3.1856279985193967,3.1811216688156816,3.182699930697908,3.1883721024141383,3.2506065293612463,3.184529963821729,3.169662890373781,3.111195140700188,3.120566477418948,3.0136401104395434,3.1129105796889682,3.0874950849795675,2.9961595279205477
10,3.2959492199271985,3.299632519536705,3.2991415484569924,3.2979924225206227,3.2946347342739344,3.2956227236369404,3.2878677391385054,3.288935005775106,3.2835608319907283,3.273876860618295,3.270180646395554,3.283072583423418,3.2859397141028297,3.287794712567165,3.2831564272547604,3.290781138298625,3.2846474005792405,3.2932362019840964,3.289516328699015,3.3145612199963184,3.3163730788493258,3.3190728588130285,3.3784186248043064,3.373717517709874,3.3027768804370377,3.301182390495338,3.3040980807541054
