,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
11,2.881713279572645,2.8865385818923057,2.884939972868431,2.880179289271358,2.8282071466097918,2.8842418162280037,2.827838653753542,2.8829860832132637,2.8867260994656365,2.874778541369481,2.8932931177882835,2.894531155722813,2.889041321476987,2.895381060260444,2.8944397495302234,2.886286686789533,2.887611005092376,2.903033722731293,2.9007897850183295,2.900567161468749,2.896533442162436,2.892277417368856,2.8800460578100124,2.8771928384193632,2.8846377837480293,2.875817197970631,2.885146108558439
12,3.976285200033045,4.089653164724115,4.08411341452758,3.995237045328098,3.916217023874098,3.958256758361623,3.883962232359241,3.999024963093703,4.0012517683313,3.9767152936803707,3.984489703894971,4.053505956049522,4.105421121718179,4.069236951883324,4.044884196254703,4.051599360359282,4.103550763860353,4.191468738721965,4.151179982809045,4.126503606730504,4.069547427358793,4.130777736336441,4.14248071945487,3.9923821368316266,4.008684271898815,4.104205693680981,4.110402138480336
13,2.7468052071869375,2.735269386835119,2.8008738797998576,2.753482487959305,2.7486091768892136,2.7467746457918953,2.8144020750393226,2.788512335595931,2.8137703719482383,2.8107060386267957,2.7368779756099517,2.760994560903077,2.761451502849556,2.7868397425552525,2.810742917943829,2.8172918773802587,2.7978741927361352,2.7514025566120366,2.734561551337047,2.733518651837545,2.805715543881055,2.8078289502964737,2.8037600216194236,2.8110472903344235,2.8060616504733855,2.676288621484666,2.686173557405484
14,2.9744804560516696,2.973978691444437,2.973591985144022,2.9730541877463055,2.973444036118298,2.9731092678141904,2.9753986133690766,2.9733788201232922,2.9739070874852778,2.972830754174873,2.9720843586538637,2.9748786508566294,2.9745975059078096,2.97218130126726,2.971286849052589,2.9740975054709016,2.976186442519539,2.974489282379386,2.9744804560516696,2.9745233535721374,2.9748786508566294,2.971952517710104,2.970894244611404,2.9721660891054698,2.9762726922485334,2.977069279173969,2.9742677727307503
15,3.317227241843283,3.3122269606628127,3.275582732015434,3.4176232784657863,3.3091196365819155,3.238574364929553,3.3492330026365718,3.3122450066935496,3.352558438847051,3.317227241843283,3.275585876546462,3.3120827481902078,3.350982143379861,3.3499141244533766,3.275582732015434,3.3821986659765066,3.3474178409504223,3.2433180920484213,3.317244203261298,3.275585876546462,3.309651172722951,3.350982143379861,3.2789121240731878,3.275499329941638,3.3137409892306016,3.3815832207529306,3.2809242537558414
16,3.8326483356792203,3.8336245878157906,3.8386355427018213,3.8284302814015936,3.835685316673871,3.8479519033442813,3.835456253520996,3.8392265799803877,3.8460334910560805,3.826030239857281,3.832801129970961,3.840275289813671,3.831619733780401,3.8297856170346987,3.842870634094134,3.8355404928081764,3.8390334963545656,3.8453509045401075,3.8346237834771078,3.83902134071932,3.841003585329158,3.8241333835467284,3.7912720446987325,3.791839333711489,3.783761028604992,3.7987621162939433,3.837429934926531
17,2.9602366519715506,3.060870735740619,3.144212356653277,2.947178157962158,3.1466656517256313,3.062050786247128,2.9367020217681468,2.666763617002344,2.843219048360816,2.7122494089889,2.841588306150768,2.8414714334988918,2.8471558382539923,2.834995204122306,2.983093162506697,3.1205459645669356,3.058138691209364,3.0450152883393655,2.9975941173955354,3.1338897192125925,3.3106796940693872,3.159295903469933,3.058709245139627,2.969213586999207,3.1351987133320716,3.153838329115711,3.069491113520745
18,3.746207163784529,3.731200718831947,3.7327273438364537,3.7381807130319196,3.7498889609405657,3.740576087057232,3.756820281913194,3.7432956585835795,3.745008061667524,3.7419120206971037,3.706641742095283,3.7464772223227256,3.706839207699359,3.7371549551242187,3.709525520772154,3.744959938650319,3.7200898978348893,3.7559340173951794,3.726898641784872,3.7663886483984426,3.7596053796860542,3.765974174468301,3.766722966781249,3.7684400473758246,3.7699138212578887,3.7656463847645787,3.76573257577047
19,3.179611089899937,3.208319928441945,3.2442928068706536,3.2002595883826412,3.248382709532543,3.2216624944607823,3.191520537390819,3.143212827048124,3.161453193927917,3.1088921164386316,3.164828314524155,3.206471072294968,3.211153291217111,3.2012210474576097,3.2066898388160094,3.2443551770310832,3.2480231018253867,3.2351266126782967,3.2047112081347056,3.24942635932417,3.3357666121870015,3.2625174544058573,3.2099264016311997,3.1816282416556008,3.2479458125594234,3.2512817819820814,3.2367178568087915
20,3.301247988279768,3.2755296244370506,3.300874590559311,3.3061635485465293,3.306889109754153,3.31138087241876,3.293570626687289,3.229924200770476,3.2671689898402003,3.2585898790832823,3.2622527516213133,3.2327288228048663,3.26565496258133,3.3012571554739565,3.2733920907379517,3.268260785269365,3.2675630526675294,3.3003145475066686,3.3045300323805757,3.311145729228387,3.3130397812910726,3.298323596172414,3.297487791952585,3.2706579147492505,3.224035884283576,3.2692164603290066,3.3061182758090424
21,3.616670464641961,3.692741743123443,3.617779196968764,3.6056853134475917,3.6840333043138975,3.618551741407536,3.7195288547041923,3.6264829138461048,3.6936677036609966,3.5511445709128333,3.691842330207831,3.6694032338823046,3.67972192250188,3.6786587711505447,3.671747582163385,3.7061854476059457,3.736306980786013,3.681596400304118,3.6082796578001886,3.694539474783067,3.643286365095389,3.5890127310082924,3.5568764551053302,3.538145791870747,3.600391956184324,3.552733143231414,3.6704732959552486
