,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
0,2.849172614735464,2.8289459165949933,2.823227736154131,2.8166445181055444,2.8040863704940806,2.8085117624311153,2.814164202647258,2.832530206512767,2.8270228996211424,2.8402897926071153,2.841578023775675,2.831135767958087,2.823583117007723,2.8251129806762796,2.807311273785203,2.7951913320596127,2.791647353279259,2.841896704330416,2.836320415625349,2.856991070776432,2.8557461312675168,2.9482206759475167,2.920647292190657,2.809948478979211,2.822488810297574,2.82082070855759,2.8231761548101413,2.819274773459253,2.831550102864629,2.8225598798020286,2.8177382300330587,2.8089675069951356,2.7852576407063707,2.8073628194240734,2.7990150173171955,2.7734164315815097,2.802364253727129,2.797661318517563,2.7894691172200776,2.802420261765006,2.7993689665228585,2.795739228320956,2.8024739588250256,2.795016002753462,2.820316636029768,2.7979388343991785,2.82973011995451,2.8139579228290836,2.8114756882767824,2.8340638131798883,2.854914295229357,2.8416935523611304,2.8482480440134683,2.8477854440196664,2.8197421391347017,2.808967832482907,2.814017655078265,2.8072851624349644,2.8406549618557193,2.857344358716142,2.834644791755235,2.821863830956186,2.831537048663539,2.8408290629780053,2.8223292635515893,2.8351879634206707
1,3.837435736320775,3.8282063196764886,3.79452214427371,3.8855301040491224,3.877802006573294,3.834954521856882,3.8485795632330424,3.8420969927763085,3.819443908526818,3.887740562554921,3.8403591209684294,3.921000437891239,3.914942721081216,3.945556053674042,3.949200742422855,3.9606352519291304,3.952592470068356,3.935115403995815,3.9498952785701804,3.9716933347348586,3.9952874053719496,4.004499413447229,4.024259761187138,3.941715821816991,3.9439758814961867,3.941576892154674,3.9896424638136443,3.9123027669249613,3.9738137514278415,4.005942560064952,3.9337345202739042,3.9068076977815855,3.8979406220597106,3.8967699949869354,3.9176707160342583,3.9286008631999207,3.9007884770196726,3.9394344318586945,3.951302865373847,3.930155699399945,3.9192169363393825,3.897216875075845,3.914815645191734,3.860378322813321,3.8037291558470425,3.627857731052652,3.6227760742416923,3.679012246309143,3.6782895919907026,3.6790208544516743,3.719423479029517,3.744341158979957,3.833420555757459,3.8300352531330715,3.8227374795224156,3.794665901843426,3.7916854141124725,3.8726892437525113,3.8491193741195167,3.905819195321919,3.929203807139391,3.8858227723435244,3.917850253674672,3.838060109933417,3.802304442513668,3.801626723824747
2,3.4595947792120025,3.4260052395579663,3.400908811965186,3.434973342203402,3.429840163879426,3.4157898394539687,3.463066316624593,3.4580840441757164,3.4474082907394377,3.4675602731577593,3.4682681911205804,3.418684946219714,3.4276413130984844,3.412066166563051,3.4484656642278817,3.4391558102841686,3.444296885834639,3.4478929140000965,3.4393385403259753,3.462481601270337,3.4755683570357547,3.4575817487993095,3.4648683151815907,3.4424274019712344,3.4318461146397636,3.4655846702279383,3.4607538076019817,3.4203423939215645,3.4039922951781136,3.402666076350182,3.4244850672944023,3.4280473563026694,3.4317080632514756,3.43260244661763,3.4229459718243804,3.458181594138946,3.3859359139557985,3.439482611912786,3.464662207075253,3.479242984384502,3.484183032763061,3.4627002919295258,3.4599010872846505,3.4707131165838607,3.466814637203752,3.463344177746314,3.498007576902151,3.4982861118359945,3.4818829260339452,3.5056443947567315,3.499199202632318,3.488802450829106,3.509434700448338,3.4672519319813797,3.482212648763447,3.4645012447722587,3.472355811896567,3.438638844632049,3.4458982111720076,3.44430907790634,3.429494301299486,3.4321062352065566,3.4450872232870813,3.4353019703142516,3.441837771481469,3.4696798132565876
3,3.6321337340278115,3.6321337340278115,3.6345149205542824,3.6495881623853816,3.6866245614994186,3.6435699771462047,3.6887339181664878,3.6871397776077104,3.7267102540253023,3.6983940807963442,3.692392202747869,3.641387758598154,3.687983291122455,3.6895289443641075,3.7345490103468313,3.6644995980959236,3.6969010946231418,3.629934176702373,3.6848674397089463,3.681560934850105,3.7073876445370777,3.683705583896306,3.624539622780721,3.6415085249248498,3.682528683322336,3.6790915357473466,3.7282752065261904,3.709648428973717,3.6831885332998264,3.6321308924576305,3.6681081869603607,3.6793426947314427,3.723256142160684,3.6583478624305634,3.684013022566968,3.642415382474259,3.675212621275843,3.6793203802106467,3.7310129372288747,3.683042018596475,3.685147250053597,3.6292522343659974,3.681716552167579,3.6766569541437213,3.6777340357167216,3.659670583719116,3.690126033521657,3.627681908558396,3.68042709035971,3.6747971289755705,3.6838898119875494,3.646795758364904,3.678526099078791,3.6374701367274334,3.6849852531653324,3.6785901652578015,3.6797919255009583,3.7036470246488244,3.6885835478563016,3.6388851986038127,3.676864163891064,3.684795805062832,3.6286942814934666,3.636231791052922,3.633774225988736,3.589769159327985
4,3.3860772937060237,3.445876976552982,3.411384367672688,3.38551975468532,3.470811580974466,3.420821753610369,3.4457312893741756,3.4589066971005127,3.4511398773586577,3.4789540553689564,3.4886004361524168,3.4890458463323606,3.4839866131119352,3.4911444894609565,3.4848914862037637,3.4737423663142453,3.4589066971005127,3.4465675789608747,3.442304622834018,3.473512096084906,3.4185155982743964,3.4116097528427796,3.4484488347163023,3.418433628648166,3.3850581130560244,3.439418519904031,3.4091984996491096,3.4079847447948373,3.4729311171841863,3.4168582065293167,3.4127620252516655,3.438936075022994,3.4106454450224564,3.3860772937060237,3.445876976552982,3.411384367672688,3.38551975468532,3.470811580974466,3.420821753610369,3.4457312893741756,3.4589066971005127,3.4511398773586577,3.4789540553689564,3.4886004361524168,3.4890458463323606,3.4839866131119352,3.4911444894609565,3.4848914862037637,3.4737423663142453,3.4589066971005127,3.4465675789608747,3.442304622834018,3.473512096084906,3.4185155982743964,3.4116097528427796,3.4484488347163023,3.418433628648166,3.3850581130560244,3.439418519904031,3.4091984996491096,3.4079847447948373,3.4729311171841863,3.4168582065293167,3.4127620252516655,3.438936075022994,3.4106454450224564
5,3.2101964521744657,3.252022690688923,3.2119074754429118,3.278074453467561,3.2872976407161776,3.276151911187773,3.256538299991506,3.2548026301549084,3.2504043057260263,3.322569639890948,3.358005203528444,3.3841485209080986,3.3953538683763296,3.417234623669093,3.3832654627539687,3.3270417375122965,3.3695953786829236,3.350983231699535,3.3745850458989333,3.355624346418211,3.2588480282358985,3.2103852911567525,3.2175792321308663,3.248458149833459,3.2101964521744657,3.271981045150474,3.2882646036688157,3.2799975819290417,3.2519703028072913,3.255312974507508,3.248873364865077,3.323750475609844,3.3598136274000794,3.3836046230608683,3.3914562335757887,3.4186305086289392,3.386449619038896,3.3294922787317476,3.3655814073277757,3.351879382727378,3.376470667313926,3.3570498996400353,3.259105662284312,3.216234682217359,3.211917639766025,3.2459153322034804,3.214868283135798,3.2774574531998395,3.2863348150159384,3.281012693618632,3.252821140811137,3.2570607487403676,3.2500410991005677,3.3225382830106707,3.3586794237148023,3.3801093743948774,3.393113865477993,3.41841344046635,3.3854556760211163,3.32595065173275,3.3659375061594674,3.3538753725803874,3.377964164200817,3.3602206977735114,3.2607154593099907,3.2145050543337277
6,3.4854406237563604,3.4957644272312134,3.5137476324167327,3.519584612713201,3.487760527711117,3.4926618258073194,3.4885048675080395,3.4984560739983244,3.5154142526842285,3.523020905175339,3.4855841039498245,3.4905681001743574,3.485402415652409,3.494481384705796,3.515066304294144,3.523565171899226,3.4876872573724302,3.4924277883631385,3.4868869104873648,3.498099186567076,3.5158279261553838,3.5214534630987666,3.488621809924696,3.489628265057062,3.486340127950236,3.49819465100769,3.516712456612022,3.5234903462320095,3.4869002804829914,3.4922503060976156,3.487293620505243,3.497868938088641,3.5148875066697425,3.519732723863963,3.486774188081446,3.4882476295441243,3.488489427484778,3.4989393396744233,3.5167867581636307,3.5227358573717917,3.4863745609352454,3.4919419586376557,3.48753904755138,3.49640585240577,3.516056327450258,3.5196821310264608,3.488635027748598,3.492474856786769,3.4889225713517185,3.4986773484095237,3.516270806542673,3.5226119194191847,3.4860645872842655,3.4921777288831746,3.486438246772073,3.496806434055762,3.5133594989762704,3.518268114994666,3.491208853628443,3.492364779285659,3.4889638474861977,3.4988135460914775,3.5162401970896324,3.5222648945161086,3.486774188081446,3.4905681001743574
7,3.672596291452117,3.673798367678511,3.635962333318159,3.72897384138683,3.728606885101364,3.665259385039075,3.716390249704847,3.706240426452717,3.7163427310009363,3.7453664970102727,3.612092141299499,3.6538574265738295,3.674495890788048,3.665814654068253,3.724002902666088,3.7526776550029526,3.6954150128939878,3.7195180767378964,3.712492600720205,3.726345744504885,3.7437838237066288,3.6534100140425636,3.6709109615963618,3.671930764563751,3.6740647757750784,3.728970171429549,3.754754942132893,3.6998399713915053,3.722849964507835,3.706503149395635,3.731662515435388,3.7263337741756564,3.6381025664430373,3.672596291452117,3.673798367678511,3.635962333318159,3.72897384138683,3.728606885101364,3.665259385039075,3.716390249704847,3.706240426452717,3.7163427310009363,3.7453664970102727,3.612092141299499,3.6538574265738295,3.674495890788048,3.665814654068253,3.724002902666088,3.7526776550029526,3.6954150128939878,3.7195180767378964,3.712492600720205,3.726345744504885,3.7437838237066288,3.6534100140425636,3.6709109615963618,3.671930764563751,3.6740647757750784,3.728970171429549,3.754754942132893,3.6998399713915053,3.722849964507835,3.706503149395635,3.731662515435388,3.7263337741756564,3.6381025664430373
8,4.218346615181539,4.269558898714361,4.250705120368317,4.2724932197946455,4.246606783088686,4.299259604868396,4.276321486380908,4.301488610199008,4.317758326911674,4.33812518951495,4.3099078387510525,4.338442910276487,4.310636878817412,4.314222970735335,4.336562268399893,4.315996445159804,4.330235988953605,4.318843510308708,4.367033137878787,4.360858058815088,4.383518084818753,4.392175023304508,4.376485258047444,4.368751615300037,4.370439468792533,4.397782323533226,4.441770999080405,4.412367595780105,4.430355554575025,4.421589275061999,4.394179295791781,4.395100019697412,4.426162612458118,4.40600057926076,4.3453777828141655,4.318922632280812,4.273729388703277,4.32361310287176,4.349520686996133,4.362323704768826,4.3905398029971066,4.37648714635748,4.386206908924665,4.376984891442348,4.331826338019266,4.296848137205238,4.277980297599769,4.304336087692569,4.313434928803708,4.334896446348554,4.337134585211525,4.255091749373864,4.309092001408221,4.28652943819351,4.345883570227835,4.325159586230851,4.381271199813965,4.3608321649862924,4.359347252492694,4.355298431110406,4.356789094303014,4.324818210774633,4.3306004704133505,4.351715935256401,4.248135998709901,4.24690815546926
9,3.2970256688724415,3.2960105047434576,3.295782201282663,3.3617473534287314,3.401437995422337,3.3194971984648984,3.2854500053441136,3.345863480724414,3.37297839754122,3.4350003158768327,3.467536750506539,3.4006842821822287,3.4178889158396264,3.422786988827635,3.364470786475841,3.380897237978801,3.417465773028929,3.406811803355016,3.371152403704123,3.3712252055558745,3.3709487214703753,3.3793185039228577,3.4674209285480884,3.392721320012538,3.4165100997467293,3.4341659315391273,3.433206391299115,3.418700550432773,3.503563712821018,3.513859565698971,3.4802354211505797,3.415406124447398,3.4761362143933456,3.539425832303299,3.604137212778878,3.619371256952453,3.5722891494195586,3.5166805940473216,3.424704330430769,3.4239587353128296,3.465130977527027,3.504537207422839,3.4152125437264127,3.528385224802274,3.4934032338015033,3.479021346582206,3.462892267567507,3.4992615701426506,3.4748887416044454,3.5115077119079245,3.5457406140500027,3.498380138753883,3.4452780131847685,3.319443519929798,3.34037200230293,3.283613693887748,3.3405568698769335,3.3685081348402566,3.4134293025887144,3.3986609321529246,3.357236019657007,3.3675005860570413,3.2998488553905307,3.3760379204106523,3.403096005842,3.334827313262775
