,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,3.6820118734059646,3.686874225047535,3.7294782893187572,3.756031277110912,3.788352564653788,3.821690668414443,3.8222665752795213,3.8161037121264743,3.796920951059411,3.737228407398782,3.7878503655694793,3.7734302792677035,3.8048143825254352,3.8241333511133533,3.8424776494934356,3.8121642426401303,3.7365587680651964,3.7373504417204186,3.772482667033696,3.756343999522654,3.7822490609461656,3.8199210818414757,3.802398668288947,3.8123007679815384,3.7090041098222324,3.7668358397006947,3.7026551949583206,3.6797347934487306,3.6911123252625697,3.735138114872146,3.7339024857142897,3.722611425547131,3.6592214109198253,3.6813190737267236,3.7011440084788823,3.7024501951695084,3.71673381772781,3.7823151808367017,3.7985567202217867,3.768047194462582,3.6820118734059646,3.686874225047535,3.7294782893187572,3.756031277110912,3.788352564653788,3.821690668414443,3.8222665752795213,3.8161037121264743,3.796920951059411,3.737228407398782,3.7878503655694793,3.7734302792677035,3.8048143825254352,3.8241333511133533,3.8424776494934356,3.8121642426401303,3.7365587680651964,3.7373504417204186,3.772482667033696,3.756343999522654,3.7822490609461656,3.8199210818414757,3.802398668288947,3.8123007679815384,3.7090041098222324,3.7668358397006947,3.7026551949583206,3.6797347934487306,3.6911123252625697,3.735138114872146,3.7339024857142897,3.722611425547131,3.6592214109198253,3.6813190737267236,3.7011440084788823,3.7024501951695084,3.71673381772781,3.7823151808367017,3.7985567202217867,3.768047194462582
1,3.7630777321104176,3.762920924398532,3.791354179903209,3.7948261486024646,3.807325034509753,3.7592033629603425,3.7658035451822935,3.789323555544211,3.79432969976345,3.805230329841189,3.7571997136693978,3.7587173089317076,3.7840280768190673,3.7863889536031223,3.8031310975133925,3.7596228773658837,3.7616810987583236,3.7856978393679985,3.7960892016945786,3.8025049540459244,3.75921355336164,3.7594062369222723,3.788177345584164,3.788263066074464,3.7993065700470487,3.7538759904922827,3.749655198936075,3.7825524217498363,3.7819863806217593,3.793184225199437,3.753091224728576,3.755623518182615,3.775858418328739,3.785195076702372,3.796789494400795,3.756802771833564,3.7638129806261684,3.792693430120287,3.802418219756439,3.808444334797179,3.7647318893025523,3.757955502694588,3.7935678444222773,3.7983848575874775,3.8057436342581754,3.758187248150792,3.7529045818472815,3.7948723455442925,3.802866116982066,3.8099112204237944,3.76068408982047,3.7551009038206473,3.7933121772569436,3.7960395757594005,3.7992642031961603,3.7597774549637455,3.7574005071055594,3.784707480086297,3.7954546554962865,3.8027432631618625,3.7604717477731455,3.7606170777673027,3.787924413613738,3.7896932684664897,3.800408810159044,3.755382415370258,3.759139514965401,3.787878923410066,3.7861926817079072,3.7967917894934793,3.7537956595858,3.7549372817352493,3.7830483077196746,3.7879814788286144,3.8040241795347374,3.7631906798641346,3.765735782049364,3.797002215418395,3.7974411296553168,3.8090044730038133
2,2.456084982985951,2.692842202094951,2.6937723194171115,2.69495678949076,2.70513955957323,2.688266599301624,2.6787052766598016,2.689365787493127,2.582724887335183,2.660765331103485,2.6741604854311363,2.6704068855364125,2.6970823527128647,2.6788356841097363,2.6889482644690625,2.692687387638845,2.6978721440991777,2.7028636508135495,2.704637323952189,2.6792055473829266,2.6676725062203737,2.6909056175803387,2.6835900233711802,2.802977012447867,2.7848017511946233,2.8082103100079285,2.7105258907839618,2.4756326068562275,2.4945175095565997,2.6419105863007766,2.653462987460563,2.6621263257343464,2.767871621000716,2.786740963250714,2.8399820580863433,2.9875851080588625,2.9690181308884185,2.958976621334086,2.873185197293253,2.675643323073205,2.456084982985951,2.692842202094951,2.6937723194171115,2.69495678949076,2.70513955957323,2.688266599301624,2.6787052766598016,2.689365787493127,2.582724887335183,2.660765331103485,2.6741604854311363,2.6704068855364125,2.6970823527128647,2.6788356841097363,2.6889482644690625,2.692687387638845,2.6978721440991777,2.7028636508135495,2.704637323952189,2.6792055473829266,2.6676725062203737,2.6909056175803387,2.6835900233711802,2.802977012447867,2.7848017511946233,2.8082103100079285,2.7105258907839618,2.4756326068562275,2.4945175095565997,2.6419105863007766,2.653462987460563,2.6621263257343464,2.767871621000716,2.786740963250714,2.8399820580863433,2.9875851080588625,2.9690181308884185,2.958976621334086,2.873185197293253,2.675643323073205
3,2.9517903575137314,2.902256363980509,2.969842853700401,3.112910874691897,3.1100579271198967,2.981302569070155,3.099804166428193,3.077171118094141,3.1444058044689336,3.167487903834785,3.2452029467930252,3.2161089046655773,3.0812768965991157,3.101195112434997,2.982966492373899,3.1359790499181455,2.8761811157694477,2.5828079333976297,3.0271118728471764,2.9801436616390893,2.947370122872646,3.2307802189405286,2.9655398412022174,3.1551244939528016,3.1098959376256246,3.0013138801151857,3.0685461611899068,2.8798920800593475,3.0403782176166647,3.1429548527646416,3.0439401562641515,3.248418686992501,3.0564240023783515,3.25606723005623,3.100290943473838,3.1704091009625817,3.15960546672939,3.0834545775084017,3.0522534314895715,3.1522585217701833,2.9517903575137314,2.902256363980509,2.969842853700401,3.112910874691897,3.1100579271198967,2.981302569070155,3.099804166428193,3.077171118094141,3.1444058044689336,3.167487903834785,3.2452029467930252,3.2161089046655773,3.0812768965991157,3.101195112434997,2.982966492373899,3.1359790499181455,2.8761811157694477,2.5828079333976297,3.0271118728471764,2.9801436616390893,2.947370122872646,3.2307802189405286,2.9655398412022174,3.1551244939528016,3.1098959376256246,3.0013138801151857,3.0685461611899068,2.8798920800593475,3.0403782176166647,3.1429548527646416,3.0439401562641515,3.248418686992501,3.0564240023783515,3.25606723005623,3.100290943473838,3.1704091009625817,3.15960546672939,3.0834545775084017,3.0522534314895715,3.1522585217701833
4,3.445503662800289,3.4896948602098994,3.525317367579046,3.479366439322889,3.4447846419342456,3.4678857456749093,3.584749437468103,3.577399385881082,3.5330601179679886,3.5756045793698568,3.6113585898349974,3.5588488024879146,3.501747439499145,3.497904377741657,3.578237559628076,3.6037142767292587,3.5595026463924304,3.550603179581652,3.6010839854293244,3.5306162760452233,3.520750800756472,3.519449515126124,3.600366974282283,3.5666574168751275,3.5326731007493257,3.597283824094234,3.526853288493027,3.505790478115572,3.4882897264043455,3.462007163797385,3.5801859592874257,3.5473080304581766,3.4969719971255695,3.5212987645808536,3.5534061879380365,3.519891241546641,3.429672915174354,3.435485649188515,3.4904959982814363,3.4917924368571116,3.445503662800289,3.4896948602098994,3.525317367579046,3.479366439322889,3.4447846419342456,3.4678857456749093,3.584749437468103,3.577399385881082,3.5330601179679886,3.5756045793698568,3.6113585898349974,3.5588488024879146,3.501747439499145,3.497904377741657,3.578237559628076,3.6037142767292587,3.5595026463924304,3.550603179581652,3.6010839854293244,3.5306162760452233,3.520750800756472,3.519449515126124,3.600366974282283,3.5666574168751275,3.5326731007493257,3.597283824094234,3.526853288493027,3.505790478115572,3.4882897264043455,3.462007163797385,3.5801859592874257,3.5473080304581766,3.4969719971255695,3.5212987645808536,3.5534061879380365,3.519891241546641,3.429672915174354,3.435485649188515,3.4904959982814363,3.4917924368571116
5,3.231009292244164,3.2668450643760236,3.1930870476344557,3.221573253003081,3.1965427998956466,3.2232555873237483,3.1859933712904818,3.2199236232390245,3.2405058283246344,3.2620795107448357,3.1922963378490485,3.2227433260247116,3.197335882801266,3.2207326658054036,3.183594498575156,3.2226437376266106,3.2322720497638135,3.2650330385248174,3.1953394136727424,3.2174499913367516,3.1982104530752435,3.2227433260247116,3.183837677608532,3.22211280160746,3.2367384845025104,3.2652649642298903,3.1934924810645913,3.2209160805518566,3.199576313479565,3.2180389901566024,3.1836351772655602,3.222021591248523,3.2304718752822614,3.2671216435146597,3.191642013725583,3.2196206430060155,3.199922507874337,3.2209160805518566,3.186111165274013,3.21955808501236,3.2400414506145383,3.2660994353263835,3.1912048602173764,3.223095446146658,3.194516685721702,3.219467198615297,3.1870520548953154,3.2240512843286098,3.2341978061498367,3.2645140102387953,3.193505030356711,3.221273689739034,3.1977020440509953,3.223095446146658,3.1823958255622395,3.2202525180978663,3.2388929239453725,3.264235626005293,3.193467302295932,3.2170175562437233,3.19843260939275,3.2191154846813577,3.1862806827000947,3.2262205770153543,3.2318931765987995,3.2652649642298903,3.1952174861411295,3.219387786070646,3.1999479726160893,3.2208891957186454,3.184264586967929,3.2219130618089302,3.2369481987378537,3.266328270027401,3.188319264232567,3.221997212660598,3.1994007211836557,3.2185427150103822,3.188546460840234,3.2202525180978663
6,3.6306602024811214,3.689563638361546,3.764143749078839,3.775039756730627,3.729793585814967,3.7189287358636376,3.6765889396998737,3.629941037022763,3.673347461216887,3.6799411788405463,3.757310521336313,3.7636061695159446,3.6815839109244988,3.6736336456668934,3.6614234973524535,3.6207033276350202,3.6174238229845828,3.6865819819355883,3.757776750422479,3.7665193510851904,3.7721186860740885,3.733082944993889,3.726791999301225,3.7119889186791166,3.7173024835946706,3.680949183496058,3.8037922653701584,3.7673022290043603,3.7266253712725077,3.6691190320288833,3.6664373391325635,3.626432241390588,3.620660282542829,3.684823193509633,3.753213857173813,3.765653580867814,3.7274738703528985,3.714297418534466,3.667464843151535,3.625990848144681,3.671091789843189,3.677441959634112,3.8046205864226446,3.767234943178261,3.730585992977328,3.669564514333812,3.663044774166148,3.6172918297478467,3.619864166695474,3.681892355733048,3.7600201743342447,3.772383606370151,3.725193373847378,3.723497361613471,3.672432598361311,3.5786604171901333,3.619760869524383,3.6370856021379923,3.7143616778110404,3.722792093122542,3.686272393880605,3.67172015362102,3.663870436595875,3.620853852899043,3.6210521287318955,3.687331031172472,3.7594862527053956,3.771505397936274,3.724136944448585,3.7181887673131655,3.6677960701377024,3.573955088522667,3.6277203502430093,3.6366443637202064,3.7201134948070425,3.725993452839872,3.693437454645351,3.6823527463225396,3.6738349718800145,3.6304383993738454
7,3.3477191874720913,3.334099597855251,3.2586540629295793,3.256195140736656,3.3407555524338957,3.4100617464028615,3.402175089465017,3.3310663638515816,3.317099701160223,3.3335763340050923,3.315775962170272,3.3429447724121846,3.2747505421238152,3.451606716925935,3.4092878821724555,3.3392312914817643,3.3354108725440605,3.322889819226426,3.2611436370442646,3.255971310385703,3.3386636908474228,3.4024337655559758,3.3990399662097865,3.3834199118706345,3.3658664097196134,3.396901652259489,3.296919210251983,3.3433393660420303,3.34790168263384,3.468081303669616,3.4064619103746567,3.3384161313733873,3.339178138379275,3.333759714515987,3.335003628657652,3.3363987031042046,3.3457226434739424,3.398797912385207,3.397554141952631,3.398498547532344,3.409857603742385,3.390973404720197,3.256706045208016,3.402432058852224,3.3478808426722564,3.4667221884358494,3.401475647875315,3.2678332055280936,3.397949124773112,3.3833053770525465,3.368981962901157,3.3721203984353805,3.3339071363448642,3.402172097633844,3.392715494511825,3.327075599677102,3.326408377811058,3.2440458957669795,3.244156571381023,3.265525658919736,3.2775835692240745,3.4582014328205366,3.385524885607075,3.3241148432417917,3.3226743278238215,3.323326786057721,3.2594920724232193,3.251837178872031,3.3363235499501642,3.4011102549553547,3.3915222374981826,3.322373222246839,3.328754344905895,3.3216893846506204,3.252092202765068,3.2836040322147872,3.28256123616387,3.471356694521164,3.411797430157725,3.3447554790189926
8,3.3193649119355157,3.3287078790390887,3.326924461213529,3.3872992045046386,3.38857027604119,3.392384126205045,3.3955003789375606,3.3939166723972902,3.446843543151117,3.394801730495134,3.489356220452823,3.5121911219847237,3.50589786227588,3.5170984509598853,3.45087438081406,3.4422607226340913,3.3639173801977695,3.31010724559392,3.311041478109283,3.387646289887253,3.3827994685849707,3.389251060919124,3.3852602195197603,3.387948280278204,3.3756043210753495,3.3073369636983645,3.3045223506166064,3.3812824668187194,3.364760619731632,3.3906185341810846,3.391712475610222,3.389308029718604,3.381465110932329,3.3892121769194707,3.3903679676840586,3.3786147766326957,3.3880971705540026,3.385337910536688,3.3772065428364977,3.304162061626356,3.298676747417208,3.305888228605529,3.3894126179017343,3.3924728183916826,3.392079707229877,3.3970336509991705,3.3969025638131027,3.4536323015878128,3.461796204195055,3.4639643724846634,3.513349653690212,3.522715260593228,3.5276447593384206,3.52342083308383,3.5235672817523134,3.523919059586481,3.5261938974610425,3.50838205798218,3.519635484963507,3.520628476716543,3.4630110902495606,3.489660023153281,3.5124007509645274,3.5208533982108285,3.5196807546784523,3.518056761510529,3.5157502623457657,3.5079450452241847,3.450146731267062,3.4559166270824178,3.4599732681533273,3.454524042655742,3.4618499355952,3.441471230098503,3.374765686919511,3.313509958756416,3.3176826174708003,3.2518187078342837,3.2562774353155866,3.318132343054781
9,4.178651563312161,4.1625680595596215,4.183253399045966,4.1819774662430085,4.166202551054794,4.138781066604745,4.1668207533052195,4.076903564905939,4.165106016758346,4.188897263226954,4.19945727700393,4.199141999762555,4.171993130179788,4.14053613361116,4.171928067897025,4.108693228640743,4.198277115818845,4.196092147633226,4.199333020871848,4.1959906835775564,4.184814041641496,4.154120068489924,4.201615221590925,4.122755032611543,4.186618765047844,4.19761878117183,4.196911333947869,4.1930015985720335,4.1669049597039844,4.139893846793013,4.169883513703211,4.105912172148057,4.183090370921827,4.181536346432187,4.167740333041839,4.154558384106522,4.136441586852056,4.107621651027396,4.138679036202326,4.090679610493553,4.178651563312161,4.1625680595596215,4.183253399045966,4.1819774662430085,4.166202551054794,4.138781066604745,4.1668207533052195,4.076903564905939,4.165106016758346,4.188897263226954,4.19945727700393,4.199141999762555,4.171993130179788,4.14053613361116,4.171928067897025,4.108693228640743,4.198277115818845,4.196092147633226,4.199333020871848,4.1959906835775564,4.184814041641496,4.154120068489924,4.201615221590925,4.122755032611543,4.186618765047844,4.19761878117183,4.196911333947869,4.1930015985720335,4.1669049597039844,4.139893846793013,4.169883513703211,4.105912172148057,4.183090370921827,4.181536346432187,4.167740333041839,4.154558384106522,4.136441586852056,4.107621651027396,4.138679036202326,4.090679610493553
