,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
0,3.76433084273756,3.7653561932597572,3.760752487876359,3.7712406261892046,3.7748802629184346,3.767904436166098,3.7625656935504317,3.767937530034879,3.7638975060477056,3.765133615271571,3.769771254477259,3.767446988636925,3.739309709183969,3.770126787683816,3.7714248110016495,3.7623004223619763,3.7566073512881415,3.75910050643032,3.757910980510581,3.760771498098328,3.761447581570812,3.7554791874050477,3.7646977360472587,3.760356381677905,3.7574450835765143,3.771835298997093,3.7698807728750463,3.7680097760990394,3.757654617720339,3.761244646475218,3.764118559113995,3.7630403880560124,3.7625471396769075,3.7629662741067555,3.7597528388081223,3.752456020729852,3.75688675525618,3.7517259594175667,3.7537813621997853,3.749266391192918,3.7520492516964072,3.7494773808368693,3.745039786263878,3.7506453026450473,3.7482618122671267,3.746410848226696,3.7540138467742183,3.765211737376451,3.7587083545314113,3.7594901458284955,3.751923709627466,3.7575807920177815,3.75123064516542,3.75874871730571,3.7542892939709054,3.753356544918663,3.7479387172555443,3.757910123834151,3.7558991773986694,3.7587607575898327,3.760069675702801,3.7539793629858043,3.7604722633909287,3.759497853154732,3.75294041416693,3.765354563987645,3.766526466895475
