,0,1,2,3,4,5,6,7,8
0,2.54557766092398,2.5523394203699796,2.5549703501781247,2.5533712619306157,2.5549703501781247,2.5508748161625645,2.5495383567861705,2.5495383567861705,2.551439953409773
1,2.619699929154251,2.6222724402618987,2.6248502123468413,2.620152216054039,2.6248502123468413,2.619699929154251,2.620152216054039,2.627418084371364,2.6248502123468413
2,1.935920265761033,1.9412961916125475,1.9401087863986821,1.942914157104517,1.944600386716184,1.943144526100253,1.943144526100253,1.9451069142860897,1.9348590200866291
3,2.4423824216705645,2.5961979196938003,2.518509744600221,2.5230851704445856,2.5175590916946176,2.4431346509331244,2.520839937975006,2.5255915351507636,2.439486372729874
4,2.5398809291115603,2.624940423713137,2.620152216054039,2.616438538557073,2.6299270092751197,2.6270637902632,2.621564566241339,2.617570263462782,2.624940423713137
5,2.4648904081227174,2.6078984720757665,2.4558943545990317,2.4648904081227174,2.4558943545990317,2.7574644701063296,2.629974451665711,2.555426319484626,2.545440285266105
6,2.5388023168778986,2.536860931439878,2.5302959652256063,2.5433872075603574,2.5388023168778986,2.530029162837896,2.538780966491123,2.544429167861558,2.5388023168778986
7,2.56619035221818,2.4917965027194495,2.497189938034629,2.4889491351306794,2.591206389535803,2.5801322986466175,2.500772987591962,2.5813541093020893,2.4085423096884546
8,2.7307692808155055,2.7341262638161723,2.732050240148382,2.726704949415555,2.730101511806203,2.7308631291461696,2.7221437668781903,2.722907608748507,2.730101511806203
9,2.6334954868507703,2.61923705053832,2.61923705053832,2.6224642575029007,2.629271067710651,2.632294773794227,2.6348533989609124,2.636495400167087,2.636495400167087
10,2.84803520848542,2.8601341074047313,2.8494004744581067,2.84803520848542,2.8493774105435117,2.849975651016789,2.851031165338973,2.851953215642758,2.851645934953365
11,2.786858321017851,2.7774077036823344,2.780862378434509,2.7762940070813573,2.7739190211726523,2.776263324872085,2.7758013780185586,2.7758013780185586,2.779254565393038
12,2.92518560433002,2.9298017868813435,2.9298017868813435,2.939246485451939,2.9351777286883625,2.931054526739911,2.929425661880144,2.9303420087323815,2.933025065201155
13,1.9410431902824967,1.9411096693750547,1.9401087891941573,1.9297925280538828,1.9368327944806962,1.9345843620995793,1.9327354877678222,1.9350642965660223,1.918599097924144
14,2.9237792253016552,2.925597257406347,2.9189861873373206,2.9255892915528126,2.9238602385807937,2.8642489185476236,2.8664050275971316,2.868250275495997,2.9231415934452922
15,2.477801291844628,2.479142243494413,2.4775381367557023,2.48105097668061,2.48105097668061,2.4815996429884972,2.4824565043779505,2.5447873779811783,2.5400947781639496
16,2.9758597202184105,2.9735121214847324,2.9751042917135386,2.9751042917135386,2.974025009278037,2.9586347403485025,2.953106055336927,2.96490883028917,2.9735121214847324
17,2.5525877056796897,2.540834424706141,2.540834424706141,2.5381989063369117,2.536524648567554,2.5444261378915063,2.4578203206190774,2.549770278936374,2.555378511257912
18,1.7717432275627725,1.7717432275627725,1.7717432275627725,2.0643172895463846,1.9365956327054301,1.7817290974716202,1.7700922777259285,1.7717432275627725,1.9210943578594608
19,2.6700913600646246,2.679901666677291,2.670766777017813,2.6741832810463593,2.6710618926998926,2.67354503227923,2.6750945171028446,2.6750945171028446,2.669150060917204
20,2.6146947938535625,2.61904645932369,2.54557766092398,2.544415590122197,2.621568147029301,2.61904645932369,2.542018887909016,2.6131473341294997,2.54796292144452
21,3.3802234955851778,3.390259720362505,3.3946801299079166,3.386399906485468,3.3945158504538067,3.38659661162096,3.3949377460233086,3.3922654500761054,3.394368049738
22,3.1107087040483354,2.9820349755361093,3.1150745346846125,3.193669866900582,3.120387103893952,3.1088487273701437,3.1175732961903257,3.1137163552839295,3.0238173899895044
23,2.854417966816309,2.8560030549258224,2.858432164390387,2.8585514453487293,2.8585514453487293,2.8592121513333764,2.85295671885884,2.864751852431133,2.8496420895988086
24,2.0275591220726064,2.0275591220726064,2.0360319506921676,1.9018314084458505,1.9086546072457633,2.0430901927992555,2.049442351929453,2.0360319506921676,2.040664997413649
25,2.806103736188761,2.795565073479689,2.8081291617806436,2.8054783060516133,2.7928945149975055,2.8013949397019102,2.7952687473270488,2.7920872057489654,2.806742906145259
26,2.6273593775028763,2.623945870196165,2.623751500102775,2.6269542631603553,2.623945870196165,2.6185922178541734,2.6237381096011414,2.6199143260464504,2.6273593775028763
27,2.87612655536742,2.8101369614774385,2.8129604525745666,2.925685133993998,2.8194857752349933,2.7556819213800505,2.8675539881834613,2.8715590347484943,2.818669146470233
28,2.659757996795549,2.659757996795549,2.662108061347969,2.6630225533222682,2.6630225533222682,2.6635052113020334,2.6586642536850746,2.655908793532826,2.660867779542753
29,2.8453342261174615,2.88250062372948,2.8792879645255223,2.836371958757591,2.836371958757591,2.8410621885395253,2.844252441788591,2.8955572254985738,2.8973908428756214
30,2.6768118085276464,2.599546076642952,2.6845765963238275,2.693394891191736,2.701457890102332,2.691647526420181,2.689619469330128,2.627361676485033,2.695989493292606
31,2.9639862100379912,2.9738522680204893,2.973365347910815,2.968720025378348,2.9679908729434668,2.9665575504909163,2.969125122299735,2.9774153128979224,2.9632610859055357
32,2.8158086590858376,2.8113566666218057,2.809492638898294,2.8123015546513352,2.7922761368483386,2.8501191420154797,2.850519470728086,2.8046251199159693,2.754961594740956
33,2.1670152263747084,2.1681248707201557,2.156802554716661,2.1625440690619158,2.1651812005463356,2.1530474820829815,2.1644225801313635,2.1695953918947395,2.156746908485355
34,2.692962761957295,2.694216126016089,2.694216126016089,2.69374502507151,2.694586991796716,2.696193181379451,2.6902793895397243,2.696291963276177,2.696193181379451
35,2.4482630622963963,2.4482630622963963,2.5295479312550597,2.5295479312550597,2.444380679147115,2.4533452937339777,2.4543632835858853,2.4407710311960122,2.4571800220917233
36,2.619699929154251,2.619699929154251,2.619699929154251,2.6208561963035715,2.629742813265375,2.619699929154251,2.619699929154251,2.6250796759326467,2.629742813265375
37,2.6135496812302943,2.6200015800591148,2.622970114428899,2.6184528091029815,2.6200015800591148,2.6222724402618987,2.6184528091029815,2.6200015800591148,2.6222724402618987
38,2.6094580144419,2.606839717914154,2.6024766242986432,2.604731500539078,2.604731500539078,2.604731500539078,2.6094580144419,2.5984376434358207,2.6024766242986432
39,2.461300056140424,2.4621709318596094,2.4621709318596094,2.4621709318596094,2.4627962107559616,2.456878313040115,2.4627962107559616,2.4593775733338656,2.45422280929729
40,2.6248320867509074,2.6846859612384772,2.5576520830789256,2.554558478444324,2.5523483473637585,2.5511045984680605,2.5511045984680605,2.552080177251128,2.5533200730913452
