,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,2.860582289716417,2.9156457023747633,2.916498357358264,2.909440343792732,2.9149109265568294,2.965134116802893,2.90836272953146,2.9092455448814785,2.917031364567398,2.9673436596079354,2.961671903900943,2.916761839521295,2.966102989447771,2.971793647363554,2.967481898654879,2.958624380668059,2.8473062351152043,2.8617580237008675,2.9137722192481044,2.9156457023747633,2.9106040660453436,2.911849101356676,2.965935043855375,2.9070130098604574,2.9065031404518877,2.9179998706019985,2.9651551530795497,2.958430360623404,2.9179998706019985,2.962715363996366,2.9707861032808114,2.971354897220184,2.96078678414716,2.8487810905022988,2.862537713333026,2.916498357358264,2.9137722192481044,2.9114258103558073,2.913908258489605,2.965242361513227,2.9091493986088284,2.9070565323315285,2.9163658386794586,2.9686095405088317,2.958492629268929,2.9163658386794586,2.96665824332147,2.970902895486794,2.96930593069512,2.9593756842273677,2.849786246613165
1,3.558400119992429,3.5246503678631322,3.569704618509007,3.6719152285950107,3.6956100157384952,3.676077668875617,3.669807809911686,3.6825345918358465,3.675785085817033,3.671976437520738,3.7267575282705914,3.6889054366181093,3.6741370416066097,3.6871465291829413,3.696607524395776,3.6748682292649875,3.6964230331031995,3.7430792250579232,3.699359070639859,3.7298079638918047,3.729921664487088,3.753328240704784,3.7627186109473945,3.7473288107384026,3.7395515914292714,3.745970885565924,3.7162645652572426,3.6669805881485913,3.6560975809313057,3.6678284605223532,3.674480559634829,3.670662614108047,3.675485951201974,3.7216375159597765,3.748992037073104,3.7505277984995518,3.743040658542692,3.7858975338391803,3.719035927975887,3.753260517502348,3.744220243539902,3.773634400209223,3.773864924218059,3.773518364750579,3.8019609594100294,3.821149838095909,3.818495281959919,3.837300811952726,3.8486977008900847,3.8779736290948663,3.8553962020601613
2,3.485543978236756,3.4721129917735976,3.486933419339901,3.483858632735234,3.4777823604955764,3.4789432849307795,3.468001063134826,3.473362323391154,3.4605499956982655,3.456521183803518,3.4009492012898295,3.4605771688118105,3.4525426306522453,3.4023968791470347,3.4604379860775514,3.450652781947284,3.447410206241119,3.473377543204846,3.4821663848882145,3.4723751262466944,3.475007841012114,3.479766031263493,3.47483320557789,3.4827764592477886,3.4831078246627825,3.48545697181561,3.480422000484031,3.4747829229132625,3.483789016197442,3.476485545168305,3.4741037068542195,3.47991823046698,3.482022824856292,3.4767241956340427,3.4837365775003772,3.4641517246955686,3.4821412272324803,3.4758013687152682,3.414986121793976,3.4722526860669474,3.4674770364439462,3.470063554229788,3.4767241956340427,3.4705840982658933,3.471106892294655,3.471954451104999,3.473099654711299,3.4701759148576943,3.410621036277705,3.4774336586161674,3.3575306076594544
3,2.804101947449352,2.9567066515786236,2.849362863745284,3.015928026176039,3.1055367023086067,3.1072658120289556,3.103382571115867,3.061959086207592,3.1007386501833913,3.2300657521967233,3.1463094987482108,3.227271843434053,3.1496341502737915,3.1510012640926632,3.151093629191759,3.1551780923586987,3.0610035826959203,3.1929610118363,3.0664680284534334,3.1508407738455704,3.2316069801217777,3.1922454121209554,3.189126358000098,3.2263177460898254,3.261981696968081,3.325274393033925,3.2974151812033643,3.299575756368845,3.2946166633451193,3.2082837205840344,3.2619252497850804,3.2946198059548646,3.2940825545097687,3.296881352898364,3.3182392495148196,3.3204246040089958,3.3286261777650465,3.2423201761454896,3.3581553042787267,3.2443003064983826,3.1745981319924668,3.231601118575692,3.221724700099902,3.2690245708215997,3.2659746512914194,3.144335089478962,3.1026713855592796,3.0072904195263335,3.061458985397461,2.9048892856759982,3.0107185004385957
4,3.414898629597321,3.4178662829126814,3.339692357957216,3.4172570035022787,3.4194170986892263,3.4141961826029847,3.4162884325750165,3.409522752633049,3.409540308149394,3.414787669133321,3.407787459810075,3.4090485315817336,3.419506305185764,3.414746236954286,3.4084192923514243,3.407575237215541,3.422049821801564,3.4210882047969817,3.3511384938646915,3.4048258186073204,3.335675404841325,3.4072793224349045,3.411400505152428,3.4027823087906195,3.4055037464730082,3.411936703335821,3.4051454384745057,3.4115736109382007,3.3555912355658766,3.4046495278007387,3.358704973851677,3.4179739698787603,3.411431028559095,3.42589807861312,3.4211556324803953,3.4102078308927677,3.4188047963514387,3.4050737650803278,3.3392824133862775,3.3992206759750787,3.3983519263841844,3.267041879590174,3.3976603932704377,3.3922570083396857,3.2627937339733855,3.402786745913754,3.3867429248963594,3.3205418376394484,3.414365229361818,3.415974317169937,3.3994680652739784
5,3.1701814762304856,3.1718595574514836,3.1770929815347455,3.174304915699359,3.170715687709086,3.185809447073359,3.196653004006857,3.1977241011513198,3.1806185585975415,3.2591808636197905,3.265498862549736,3.2404467770124215,3.263324121430279,3.26270989440405,3.252462768644074,3.263606508011445,3.2771990088657668,3.275448224307469,3.3472011218927697,3.329946861153915,3.2704892817402973,3.2794406427026703,3.339924366434013,3.269978372257655,3.260872261219529,3.3405688857385205,3.261482108832496,3.186918502463388,3.215114831595818,3.265724406148287,3.2582969756104663,3.2632544535227925,3.233807319115308,3.2212049902181894,3.139398378782391,3.1508038288728755,3.1464300653017516,3.1543998174055434,3.1481112260230937,3.140061703117218,3.15599119323949,3.159023336438676,3.1525888718973083,3.16256631238792,3.1506593456253897,3.14145559265971,3.136805933625938,3.133092749083767,3.1377157788718497,3.1513654425164845,3.1693843558234778
6,1.9325438487093054,2.2581231516861426,2.0398085389115046,2.386005920800606,2.5408344242892738,2.54665258699387,2.5420534121431158,2.46388756442584,2.530250165462471,2.748735969604283,2.606839717914154,2.7419624899836235,2.6099996454658623,2.617100462171947,2.6151063970950976,2.6282021810469747,2.457180020356863,2.6861626896399984,2.469106605797364,2.619914321198857,2.7489633359687136,2.6869500580759063,2.6882448374369634,2.7439012179103344,2.801427928695992,2.9023029265656226,2.8618966333222984,2.866653731544406,2.853637735382767,2.7183559552227505,2.808635611263976,2.863569113160827,2.858944606226536,2.861619285460784,2.8919033981550073,2.8929890181549265,2.908670605699087,2.7807224370395547,2.951834696029907,2.774687482451269,2.6610024853477867,2.76115942600432,2.744348067618934,2.8119944496099856,2.8052253805047975,2.6021629424160744,2.5279938404525257,2.353348594520378,2.4535072845384676,2.144959500834448,2.360743682388387
7,3.3329763866163025,3.3389460900355776,3.3531671281956004,3.3482116513707365,3.3466546351178628,3.353628230264626,3.340269098784127,3.4030850311929584,3.419349399791555,3.458841948001941,3.4752839442578503,3.5139084479629217,3.456974763030076,3.454009224641276,3.4551956992399027,3.405211180119708,3.470888025744593,3.474772846728431,3.5248248097057697,3.527049532429751,3.54299237140612,3.476378980796914,3.4091350509437492,3.46874502323323,3.402528618955936,3.464736860959866,3.454868805543206,3.4534297950806927,3.4339837969538403,3.4657583526150315,3.45965054267674,3.4578538664242497,3.454358348585583,3.4658264770533083,3.463828298390796,3.4740853542740395,3.4687450969479285,3.466732704489029,3.4687450969479285,3.468462679474655,3.4640786532385284,3.4623658417153824,3.3901765342486074,3.3995169589428746,3.3988728870077027,3.4627129216312675,3.473537561912767,3.527854101492693,3.5363263403407905,3.5211502161521384,3.4056284329190754
8,3.007643608065152,3.0196920498313773,3.0061172010709,3.023165544493788,3.0206136810491797,2.9968947828084644,3.018660777010855,3.0126680671423482,2.9803892334021573,3.0163850922758932,3.017763321105188,3.0121581740828995,3.001854098384811,3.0048594164696336,3.012181521828975,3.001605489104606,2.9894119861160657,3.0092804907909043,3.01049347555797,3.0098258188366787,3.003009781978573,2.9980868548142596,3.0095083999436243,3.027218202388089,3.013123983623615,3.0301282562523904,3.0163039525287303,3.1101106482109815,3.1192960269761683,3.095106999270127,3.101590355240011,3.178433270262015,3.1828343659689584,3.194765644835641,3.203934318767522,3.2332069489461883,3.230943912869873,3.25080256561934,3.1443643133814345,3.177059798198866,3.0840803606237572,2.996929777785922,2.998554708185842,3.016965404248432,2.99431615163005,3.0250585880339464,3.0368203555599753,3.0168915522829263,3.0242699237631774,3.0313731090106253,3.009283959535642
9,4.151034097296336,4.153636650347736,4.154311980071693,4.151226974262001,4.1538882600117315,4.154918672025847,4.155508655789642,4.147809710476925,4.154771216073843,4.154915723824127,4.155521708746236,4.157545702147113,4.156520116868432,4.155761439979104,4.158435452815665,4.155871879682194,4.158155768440676,4.150525678552422,4.150934573243684,4.152815367390453,4.153266963928724,4.153145609231339,4.157548356338944,4.142951773693538,4.14332149235287,4.151466583876289,4.155631583005859,4.151346958983364,4.158321544648977,4.152844265595599,4.152211200550016,4.1539728855029665,4.15797763017612,4.152651338880105,4.153935730707724,4.152601892580344,4.155358109202532,4.157272077626312,4.158383881768812,4.16024816706852,4.126131383377949,4.15308714623693,4.152097344188276,4.150689238856029,4.150688985758376,4.123897671201281,4.149920155394339,4.143610251898654,4.144416309558442,4.146665980176122,4.153567243337871
