,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,2.6618968713991866,2.6656579334809534,2.6594714832573967,2.6451410884865867,2.643955463701916,2.612897195318923,2.623312147622385,2.6315763149174978,2.6439722884481616,2.649955926760011,2.648557387880661,2.659919610988053,2.6284809131227087,2.644985994662776,2.639044645711764,2.62809756662394,2.634865899602624,2.652622332850621,2.6517915736432576,2.6185106684649524,2.6138709717122697,2.6275365204844685,2.6423774760809815,2.633233499809115,2.637235230709363,2.6263248405409527,2.620803084357033,2.6161691722292617,2.637796079380526,2.6223095023444754,2.624042703689187,2.6319729234683034,2.620362907538285,2.6440459683141384,2.5087599351814203,2.648870703827684,2.651573438378888,2.511215249830325
1,3.533245019675574,3.4565707620960016,3.537281995551546,3.2870303427980097,3.3548547120108245,3.34711626155484,3.3463175513732413,3.3800936895598532,3.4140480770310178,3.3021730467173818,3.4165062006920035,3.489554472644933,3.5255121026668816,3.480205921085464,3.463379053158097,3.4811370239944326,3.5858643026961428,3.592635200078434,3.5436392343496497,3.497011480277082,3.5425941098142006,3.4858502284595754,3.498511793616399,3.4937657619160647,3.4212502821768287,3.3617050187525455,3.48428550515166,3.477145660453934,3.5545414864253946,3.6386676674690253,3.5405258224692426,3.6260706067388107,3.5632447517491963,3.579773056463906,3.4796641567476296,3.4029916344673987,3.467496770720063,3.420074178545111
2,2.609001218561888,2.460414356411392,2.6180474504416447,2.612171919731852,2.599766022373985,2.5944677405102863,2.5219917278051565,2.5394428008443892,2.6182796287377874,2.6164269947646748,2.6708644250653415,2.618117361601989,2.6768638426134035,2.5965106124067425,2.452970320133971,2.603228968123996,2.6150368311553995,2.607184139594016,2.5272316426810715,2.6125448237757376,2.6140733208480107,2.5392626977850057,2.6728589566158125,2.603207268306459,2.670576084711737,2.5054909062364628,2.5316932445604774,2.611120132889251,2.678555981818937,2.52519287585436,2.6130049336479773,2.6083171930471707,2.5368782573998705,2.611120132889251,2.5967418625069327,2.6050531707325977,2.5300023200913877,2.6077320727031994
3,3.9012674229945365,3.876698656733152,3.857336361408608,3.820106025329787,3.9422172453178477,3.9229290618234276,3.9333085711050972,3.937210110673527,3.9117616376424404,3.90155913202603,3.9166528880206326,3.9773253942814457,3.964726314265674,3.9766254957919993,4.0082962547275365,3.970422226051045,3.9581429456618116,3.9346274410043645,3.9397579263373363,3.9012674229945365,3.876698656733152,3.857336361408608,3.820106025329787,3.9422172453178477,3.9229290618234276,3.9333085711050972,3.937210110673527,3.9117616376424404,3.90155913202603,3.9166528880206326,3.9773253942814457,3.964726314265674,3.9766254957919993,4.0082962547275365,3.970422226051045,3.9581429456618116,3.9346274410043645,3.9397579263373363
4,3.0211224800261527,3.0606176526918976,3.063885139801579,3.0216162287099135,3.102619302091003,3.0658515836014404,3.14983760833792,3.1378427835353726,3.103113000355982,3.0787113998364886,3.1418071223086024,3.183181783468675,3.1741738405073816,3.182294770983816,3.1078877752448366,3.1422189857422533,3.1083075331119723,3.1964262063217137,3.1823786752471217,3.2248538181474493,3.180475420760544,3.2117747370205354,3.2162289795992107,3.22077341350844,3.175156043837879,3.2199303334728353,3.1766201105238854,3.163734472164323,3.1277677343463477,3.2145180784358534,3.213818609335208,3.2171168789495352,3.1742775355081316,3.042652397044984,3.003241636072539,3.072318743574682,3.062995347488709,3.0110885245730468
5,3.3292878879084213,3.375096871963188,3.3711291497367575,3.5256256013399,3.5862734720848715,3.5611052306861324,3.5783156631633686,3.5006554639711744,3.519876839532925,3.504785298480296,3.4732400354211697,3.416123549005611,3.4610948602528895,3.534483720447583,3.476349842238597,3.4663336510258675,3.474081395570005,3.4533037211043007,3.535841691116291,3.49655999076127,3.4084465012877794,3.489503600291159,3.436134700834953,3.4381540766800156,3.4078956148454367,3.467760108091558,3.4359041361556217,3.4878173247116164,3.494746293253114,3.564334647089961,3.416142348883662,3.5903220953655586,3.6256290375233418,3.6339024229405847,3.6002070831231006,3.6314233733060726,3.4368474988650464,3.3305855601538505
6,2.2642052573378937,2.364747633727345,2.351097491832058,2.3704014294730533,2.454477865663351,2.5286598528218533,2.366973626527936,2.522257267844308,2.438522616747023,2.431835988226694,2.4583633004532004,2.457180020356863,2.3671188489939494,2.4544994588255777,2.5329176724406812,2.5253382564517457,2.519974993959135,2.521347960846493,2.5300023200913877,2.590602548380645,2.6027713889321653,2.5193307043063733,2.4507806010485895,2.5086108035963663,2.434479558130026,2.444129842952603,2.444129842952603,2.3518681046611856,2.3495349569791775,2.4342974253015064,2.4284015776438954,2.443047025862269,2.5136282701360626,2.5142791477130237,2.5752080667978623,2.5649881618543073,2.6072279581125013,2.3594828031333916
7,3.0180456689882638,3.0596063368967155,3.0879889337915314,3.205374525869113,3.258240110106212,3.182911551637934,3.244270999882698,3.302490329619154,3.322088367386488,3.2891663760849674,3.2686936762750416,3.289387578034786,3.2953191582057086,3.359272014742536,3.2581232222496643,3.29736711457491,3.2110225450787753,3.1814941705592155,3.33432659113108,3.29610121111345,3.18760377291972,3.2468626571214947,3.1912070571340974,3.1240578225332167,3.0501788082578485,3.118013164455538,3.1222068918458055,3.0693422919151887,3.1181458320895175,3.229331096503633,3.1189482572515246,3.1851322372960214,3.283092619950645,3.369532053965295,3.2626202962224737,3.1945797202842936,3.0550884914126675,3.008505331842787
8,3.344905944299066,3.343674607167249,3.3473231878848395,3.3254130115420564,3.340030259814552,3.3210008750288997,3.3128356346571426,3.3045816461252695,3.281250875083263,3.283845864853343,3.2951185662041067,3.276046843952568,3.258655689618302,3.2587306377252188,3.2771658304375215,3.274709746541709,3.272110985092988,3.2969500293815033,3.2954845994613873,3.2946645475731398,3.2984956429841086,3.272254871102932,3.3366957373918,3.2601053303593983,3.394290299249988,3.397047669775708,3.4055715942670526,3.3823489918486875,3.3085987540438992,3.2808837717651924,3.2768091201003107,3.292041357167278,3.2985721713038503,3.260245456895425,3.297091295942054,3.3077117162949676,3.3138647588328882,3.3345106731472676
9,2.9315971022624585,2.912181770530487,2.9222223773127194,3.016935543819847,3.1217535694825345,3.016935543819847,3.0230231635686744,3.102756295302352,3.2079391855709853,3.1055202948976417,3.114405811271771,3.017633541662689,3.1217535694825345,3.114405811271771,3.1126020405347483,2.9929685148533087,3.0729652099314286,2.9935811420008545,3.0295451723546103,2.906515597897844,3.0263489578564116,2.9138571217194227,3.0127134475414716,2.9992763909029776,3.0127102956936245,2.9907444850919704,2.890911665699225,2.8840534101492743,2.976821324907089,2.7663340056019203,2.9092220574780203,2.9120027313287,2.9623059637944116,2.8878341971505277,3.0270467418645053,2.9107918927310905,3.019247864570194,2.911252556528005
10,2.95696453417708,3.0006856310782135,3.0959796083095763,3.0451223364689564,3.0512148887118666,3.090465828471916,3.177686353571236,3.0992547574824694,3.1776258003976374,3.1347460001682883,3.0861608848704365,3.104182711369764,3.0614318282210267,3.0544279100138048,3.102027168990995,3.101081025270231,3.096005522964458,3.134996240323937,3.133705504283331,3.1439083273478463,3.1770356576625405,3.1853673267727007,3.16720430116371,3.1317837920445566,3.180793592781467,3.005130469798605,3.006148693940568,3.055290777338316,2.9936328168650657,3.006883120465407,3.0916646821308587,3.126062217898424,3.0562060974347016,3.136835261031778,3.100844835735463,3.1253328761606047,3.131622110617136,3.1120475188817784
11,2.276340910977206,2.358067411056558,2.448181992521429,2.2688186946649913,2.4473436270971067,2.3540491577221356,2.3408184010451474,2.378814368615767,2.377239521439787,2.281990945543825,2.3741497229333195,2.4573799245803687,2.4432890464441424,2.444230486770294,2.446675341814599,2.4530248563579526,2.5206041625011064,2.533299876573503,2.4405792727431592,2.365629417743397,2.4290389648501893,2.34458487936112,2.3586206363155924,2.3586206363155924,2.2584040072490743,2.2587935136791275,2.3499399581910647,2.3463450996426305,2.3584843860956335,2.431217573394844,2.438060201356715,2.507776376559322,2.4927935206699243,2.457820319427263,2.169858889252169,2.162992480011897,2.2766642616868786,2.2400161192032217
12,3.9684414153416574,3.989205088186921,3.9972590161840373,4.024055693834997,4.014542844968015,4.021846937067279,3.987501604125436,3.973366100003842,3.969567230559919,3.938923701601786,3.955111222813022,3.992988263568102,3.9594092598332695,3.989676285459126,3.987009336799587,3.9894773305023574,3.9756992632428565,3.920229920235382,3.912390686145581,3.912527328928155,3.9265565702633767,3.967527433279486,4.024446625832794,3.99612209175588,4.011009002286352,4.045652254075372,4.064525243324343,3.9800578858777342,3.967188188638529,3.982244490325005,3.9985076818542136,4.022339171390326,3.998362591017985,4.029993429464204,4.048757325064937,4.033359799078008,3.9923703071429464,3.971953708025563
