,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186
0,3.746242039702724,3.7428953906344344,3.7397572471239977,3.7349797606732116,3.7293849727941577,3.779854174360741,3.730416042685696,3.732588966343668,3.77635970680952,3.7718551712187716,3.77173776761141,3.765208129071129,3.7598034018574786,3.768855217154771,3.811827889218245,3.818283975574219,3.7709782553857965,3.7672520267141243,3.8130401386785016,3.8096662312390133,3.8464219143930403,3.8080570381699492,3.8150187493981367,3.8036748081514293,3.7719632384743402,3.7687524197869613,3.7693514035776046,3.774012558191677,3.7688966334328886,3.803304072959665,3.760063350011721,3.7529456333362132,3.8470097105520575,3.847144439087278,3.8324113502852013,3.8144061637830182,3.835506654191962,3.886876631799776,3.8550823386209236,3.7713307859311933,3.8148690900754745,3.940532264867853,3.9347138709984213,3.934607048079864,3.8934567473000405,3.9543619116594013,3.9575515679990305,3.9616671473706786,3.962300696162851,3.9908376645536503,3.9307878134645673,3.9792418554682754,3.934369990117283,4.0170775004673605,3.983567669484069,3.9380371704070805,3.993175732426165,4.08968594109379,4.042607068952635,4.05743011081266,4.079600736665851,4.118470166929789,4.089001524230924,4.114672807744057,4.11610748049707,4.126656493633782,4.192398207838438,4.147457629333783,4.194570344390383,4.163391922528516,4.136167103681434,4.068517059153291,4.092466132073331,4.122062685628693,4.141539430503296,4.15463182545344,4.124051904317389,4.166239771076133,4.167411818050372,4.1582493884462455,4.09856874786223,4.122282522392175,4.075467064539066,4.1452429078437785,4.1736174587471435,4.096414956961979,4.157347153817875,4.144877074287679,4.144440390254224,4.118536732836325,4.167181729587351,4.105069406202775,4.141240441508436,4.113813362390073,4.115690535807009,4.079438881986812,4.045408884501132,4.075494896666203,4.0208378712997055,3.9191803360296014,4.012185006441049,3.9636406647382367,3.988236575501934,3.9570742259725424,3.9554537083565755,3.93675833624151,3.914980914231721,3.891395149839874,3.9327053266902046,3.908754463796401,3.9455368746142465,3.9072741595339484,3.9850521487625885,3.902337380684728,3.9755810925070003,3.9771647578835343,3.94457682668946,3.984280062673196,4.010955777808643,3.9003595316222226,3.979820074419722,3.9824550494940687,3.980006624028306,3.90072220837311,3.978395564201503,3.856288926065032,3.9359006321951053,3.8968607706904366,3.9131857838076254,3.911260841360088,3.8849462153762726,3.8560713646461986,3.811568820588682,3.915917884179809,3.83750668364973,3.876565617241761,3.838772085105423,3.791835022969857,3.838772085105423,3.9182653902625715,3.7927988444473972,3.914536370337981,3.8739661646895787,3.952587034899553,3.9173488074443386,3.8327789476163177,3.8321259574974147,3.8739661646895787,3.88888568835959,3.8674319917323534,3.8704126584965257,3.8669489754624946,3.8647626030877493,3.7847749835387345,3.682486544241662,3.6785563723697106,3.6861570306668714,3.7635069674068746,3.7824824013041125,3.815157076714691,3.7781274316066207,3.821564870230039,3.7813883320374146,3.7739959163318826,3.776175663270533,3.8283589919908168,3.830011527344216,3.7923790469274183,3.784177813590237,3.871405383721373,3.864258557399028,3.8675188929024356,3.786722070872364,3.7556460268758816,3.8219203673221225,3.85507750316502,3.7839892183753556,3.780924472973075,3.7364419409671563,3.7815267362722134,3.777997222260449,3.7330127445812034,3.7349797606732116,3.7369668230126387,3.737571045371298,3.7331021957896575,3.740244561881377
