,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,3.004682921942135,3.0250226454577063,3.0280093016374363,3.016427642480336,3.022567087127774,3.0947920895623384,3.105386080432388,3.0694181811656236,3.2133029551047474,3.1400331226303355,3.052411916247597,3.1060242474791537,3.1773555554220576,3.1734153316357285,3.1587713217949127,3.119421406306246,3.0879851982797475,3.101085959043188,3.082126737445345,3.0345491397623396
1,4.192860437894211,4.245050796594038,4.246298700496174,4.249249647820962,4.2491677266078245,4.219716052874433,4.256677988744492,4.2705766603820745,4.25256064560064,4.223372726569259,4.2199254739969785,4.275996972093711,4.2974248507828126,4.322235391160688,4.271495541346731,4.266321970249177,4.298883295083968,4.274051453213595,4.254636513010068,4.272283605968532
2,3.2280868317588602,3.222197929187309,3.2424077764598414,3.3087978108147738,3.3076294528807653,3.2720394956520646,3.1985146186794293,3.2100117740462197,3.2192031106734067,3.1986933378297886,3.192536757307588,3.2373683189735987,3.2368520236413674,3.2765315946152054,3.2790077916414853,3.244952861569588,3.238847607902932,3.273300312308757,3.235333818549248,3.2810340771083766
3,2.6798339929368535,2.598384906148042,2.659160364084942,2.538881809270589,2.671729465883069,2.680964010345392,2.687007146821415,2.7358617115442603,2.684050123848098,2.7945948296775556,2.7625592036456252,2.801826635902218,2.791596697148097,2.7278776409318777,2.8385409105069628,2.7767959024302433,2.6893549877892466,2.597463850635866,2.5970469670695193,2.5967837630625814
4,3.0381190486208975,2.975541409257554,3.06123262597631,3.1390805400814337,3.1378731091278356,3.2354521336510214,3.2275550544193274,3.226458913946127,3.131888634549582,3.1542628893867115,3.132922168428938,3.190795011419527,3.1427705170152276,3.0694255062208495,3.027967118288179,3.218229157134064,3.1942231079883827,3.14700035679137,3.1364362250649425,3.143245886399431
5,3.2761287049059735,3.333108984273951,3.3280958049624685,3.2566178677980764,3.3420593355529213,3.3572951405075595,3.3711605749559226,3.3718475489357407,3.369525742300204,3.3687345632172914,3.292600838666381,3.365298374925272,3.3540497132153133,3.359823530140879,3.3548823884682237,3.3575716753273284,3.372350660393239,3.355498753104383,3.3509598047544467,3.349722851968928
6,3.1817651281110666,3.2532675644579174,3.2643615658643252,3.25615258329191,3.1780228823111902,3.26209252639218,3.2471577215368397,3.277276585626066,3.1835387842561933,3.2626839118951114,3.249154788281075,3.2444193945693858,3.196836122518004,3.2583627049348953,3.248564287608432,3.253886426916304,3.245659771568369,3.25784244976309,3.1817651281110666,3.2527481394955364
7,3.311689651333853,3.3111963354540426,3.315491832041464,3.3134524197191406,3.311863923918739,3.3035459577019006,3.3176463188666245,3.3092148927197993,3.315141890812096,3.312092564461364,3.3134215880056326,3.31408216849732,3.311885452142751,3.310397548018127,3.3156277366033127,3.3069949521881497,3.312670017540453,3.3079981834042194,3.31808358236139,3.3129132102878156
8,3.5134666716701908,3.5136875097673728,3.5112623227304782,3.512895194043538,3.5129066336814185,3.5130040920331504,3.5130745165868356,3.5073333273933858,3.5131311190630914,3.509596448227314,3.5316471429154195,3.510329756231471,3.511774175336613,3.511347786635847,3.5112395040441804,3.5111254278215958,3.5135830604951472,3.5121406130075665,3.512344973874787,3.5127596829191314
9,2.7889381281723264,2.836852395603349,2.7877819189830855,2.8424533017917684,2.8391990506432236,2.834997030540856,2.7956569027833913,2.8566694030378135,2.7933672202146536,2.8442793398684683,2.7889381281723264,2.836852395603349,2.7877819189830855,2.8424533017917684,2.8391990506432236,2.834997030540856,2.7956569027833913,2.8566694030378135,2.7933672202146536,2.8442793398684683
