,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,3.4464443533529283,3.4434365661512922,3.4337993744774065,3.4543062100546464,3.4444366423717816,3.4432845310761313,3.4387626123279103,3.425603653482302,3.447426687689476,3.44203547078789,3.4441901044649867,3.439881570587688,3.438782713493158,3.4547889869374826,3.4473416768820178,3.439692488442293,3.439642984485319,3.4392374814868245,3.456652155439731,3.4483102223195248,3.4485414248153914,3.4465860179092322,3.4429282460164496,3.4585596470067377,3.4509755309706343
1,2.618926918298739,2.753091504856879,2.614651749994484,2.8097889789078785,2.8196717245021596,2.861759275105714,2.798917190039966,2.7360496803174352,2.8109030200176606,2.7532766438102168,2.803819412656539,2.8732219548027023,2.922951456543248,2.867553994090522,2.7956656036767598,2.6799150800520115,2.794568952141558,2.803819412656539,2.798185453650695,2.8231600846391114,2.8761511665124573,2.6890514901257188,2.690374774783376,2.868175342065883,2.8154721930766597
2,3.293143020733524,3.2948010719801855,3.2885451896522024,3.294244823076088,3.28367732087755,3.2864766757179256,3.290105238197011,3.290133116252707,3.2954483230976197,3.321221043545575,3.3264686744088108,3.3601914037679403,3.3360805482914535,3.3557660210553344,3.3448421395670294,3.29707116212325,3.2914962802084453,3.2946404518315444,3.2902075239541717,3.293090717925221,3.28793733247035,3.28433440021292,3.289077293803174,3.29527028682815,3.2913516530603015
3,4.1250169754205,4.1250169754205,4.1250169754205,4.126051247329428,4.140265830167172,4.138589594540094,4.172173879385355,4.186178234273598,4.156246498742157,4.1421493131159774,4.13988432705236,4.1552683141954425,4.158401969073415,4.173219084560846,4.156371522255066,4.141140735237856,4.128072500804814,4.127006678867188,4.127095702816904,4.128072500804814,4.128709685322016,4.127667140133683,4.130124206284094,4.126634749487086,4.126051247329428
4,2.9547492363072596,2.953820345452543,2.9593538843422773,2.9583632935743753,2.953820345452543,2.9609514571309345,2.958428496898934,2.9067787961648777,3.0067798517225497,2.9451804441231233,2.9670603988725177,3.017430944065652,3.0095197989449303,2.965515196553597,2.901251128637575,2.867389205169291,2.9148459009368635,2.9110143239183457,2.8699638187317627,2.922684530182461,2.9204456619234653,2.9140643111351276,2.962366364541496,2.912995975062643,2.9518707441206113
5,3.0118491592060024,3.007613354143036,2.967251944940398,2.96366770202204,2.9624329426698948,3.0101636166960497,3.0109041581703284,2.9750770612631783,2.9654483539224494,2.966248401828013,3.0054828789354344,3.0036090257080197,2.961726048266755,2.9624971592001454,2.942817721623194,3.000496133876199,3.0146002564854264,2.970756324796511,2.9678679374391916,2.9693572300199484,3.0162573304201237,3.0113892206013873,2.9637371833986217,2.96427886577277,2.956169117379646
6,2.6306613654771174,2.82377406919613,2.6976135866598945,2.7626527748918446,2.747458991461478,2.932661646398996,2.935954761662114,2.7602138666422693,2.932661646398996,2.865286719090658,2.9821583426959553,2.926641196718588,2.702217951388537,2.6997484048353746,2.678555983778275,2.7594787160188705,2.7652286615555033,2.6280765428469035,2.625106619710468,2.6156686270780694,2.826281007725707,2.764725362131229,2.6306613654771174,2.6306613654771174,2.6173512609599348
7,3.1103366852911174,3.1149588338832808,3.1187095012597115,3.1102055787430043,3.111873947490175,3.1112019893333023,3.1132983950629085,3.116640960933634,3.1074849309114985,3.110619971442329,3.105510789055325,3.111790251361323,3.104969137033649,3.1116221586453356,3.11855964412268,3.111078867285054,3.1168833553975555,3.115983274122536,3.109084501041009,3.1131763015550815,3.106164140699687,3.1166926365734575,3.1106709751095107,3.1103687838705216,3.1107615386093106
8,3.4228478975994427,3.4165876169126146,3.421805665055685,3.4182002105029126,3.4173579941840972,3.4202607928690023,3.42066978929813,3.424468583552641,3.419698398525449,3.4237235910227035,3.417792755109411,3.413826643918069,3.4121770509897558,3.417540313203582,3.416662143843445,3.412858248383566,3.412045117817831,3.41946228758401,3.413963588524651,3.4138825532174404,3.41474393257393,3.420377531518672,3.421450364404153,3.424737027797314,3.4230105651099354
9,3.3492103976734255,3.3676783130829966,3.3280063166445615,3.357186653776027,3.367185037057537,3.348300394628973,3.359868516721577,3.3209604086361986,3.351236811859795,3.3626726583033837,3.343950651273737,3.358088102248598,3.3193095023023726,3.350400441774139,3.3622904059946594,3.3452842279887784,3.360463789445458,3.321526595281,3.3484659865392494,3.3619034329484427,3.3519164072350094,3.367665808287225,3.323338493325544,3.352707319106249,3.366863424369842
10,2.97001340664357,2.9547731866062885,3.0169496255925194,3.0566906449516886,3.092510438906235,2.9726967479915576,2.949541733187687,3.10353085511259,3.188681975226334,3.0996934649412533,3.1059255755754944,3.000092814273275,3.0175228794316666,3.054245869121145,3.0486497510008848,3.0176267361588125,2.9547731866062885,3.0196244240093306,3.1058482459416115,3.0942899645150344,3.0176267361588125,3.0993298380828413,3.067263675434635,3.097105239584726,3.0486497510008848
11,3.5192966417308935,3.511247140948198,3.5224688374904938,3.5359123211760126,3.5236963670086396,3.5308324493176593,3.5206229974579273,3.5316541636772354,3.5426922684272757,3.527790924664946,3.5162850120017213,3.5094515142147635,3.5144662845990626,3.513828414622953,3.494248518852041,3.5055584927842274,3.5259067280759204,3.5263515682317266,3.514363889241224,3.5387835634533844,3.534821490747009,3.5229713405211123,3.5161702165152455,3.497895206224729,3.5229555937559516
12,3.4622748726258132,3.4410863753406042,3.498400897266186,3.584718142303176,3.496106273465946,3.515629224672467,3.4875313387035956,3.5988004193544505,3.5830126729263796,3.5513605062228644,3.5795326885437655,3.4946067249342736,3.651919887262517,3.684758705383267,3.723611426671658,3.684908801162949,3.6406774036746423,3.704143462199001,3.637136407011881,3.491724898791415,3.5479420490703104,3.4831865188490596,3.4295392966297555,3.463481733380389,3.4915178704147998
13,2.733812177973595,2.729179131252113,2.7271502755896595,2.727039908718977,2.8324488474464182,2.8377176503887505,2.9584412592008675,2.913244305424916,2.8104669741813586,2.831489122600195,2.8360057466829844,2.8147380045513835,2.81055533051779,2.8430597959904462,2.836371958757591,2.8248914579551796,2.829501168745949,2.719896468654815,2.702301488118037,2.835889005558734,2.8025149307541946,2.815447880395646,2.8176213032230546,2.7117300611700013,2.737590481694456
14,2.41603806764066,2.414567486688624,2.488298234312735,2.485521402352991,2.4861469921750747,2.5099049889217384,2.508457625728314,2.5151549820729153,2.511014288048881,2.4991287530962447,2.4991287530962447,2.497331700466058,2.4890943900244578,2.488298234312735,2.485521402352991,2.4861469921750747,2.5101591608561784,2.509613762203479,2.5151043973375304,2.5033850411067777,2.5207125284749474,2.518766718931371,2.497687573677411,2.5093072774871907,2.4093955800086393
15,3.2675062054485084,3.271928374617165,3.278222049325085,3.275594974643692,3.2686178598554516,3.2674235296016922,3.262021955412479,3.2714499366138634,3.260572288350662,3.26491604701877,3.258610842357591,3.2707202546689267,3.249707562755868,3.266629866914255,3.319703180935859,3.3129848411506826,3.3149433316377994,3.2471504289334936,3.2454543201987014,3.2463590070464545,3.2513101263672035,3.2673605632136113,3.2610982054105264,3.263598311097853,3.2650388944425504
16,3.1282107234212178,3.1263352122666843,3.134320640625581,3.1313483486034226,3.1288714865188734,3.1227550681276686,3.125558345586806,3.1327160590249687,3.1319423422479686,3.12813884237468,3.1248184569842943,3.1249583094648172,3.1331584555569107,3.130519301760515,3.1236470958839355,3.1270308075873112,3.125892875903041,3.1334134119476,3.1252014126793863,3.1294795223953566,3.1207731190046513,3.130815839039566,3.136066258429036,3.136871360444552,3.1252553209118066
17,2.433969884828652,2.5470439686942155,2.603733350438466,2.680539644232411,2.67101253390836,2.7443647806618,2.784030451333846,2.7329160174134817,2.6164269947646748,2.6036714671796357,2.528939475100302,2.6728944489962525,2.6027713889321653,2.601485454125998,2.3381577155702384,2.4924732498524076,2.638816816406527,2.678555981818937,2.6678136301187445,2.8348293258582165,2.8057484014088203,2.7875322388980117,2.512425232722372,2.3422808185162256,2.530925354413152
