,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264
0,3.4875710506206685,3.4828020883388544,3.4791825371865603,3.4961782348898804,3.4861890853162842,3.4884147177625393,3.4800739953917343,3.4802609337849386,3.4907172864015807,3.4791250691564644,3.4859657441708523,3.4805903185628235,3.482859784040473,3.4828387779384213,3.49884497567447,3.5101235598064413,3.5364387338498746,3.505810063058426,3.53121251026395,3.5396051719114765,3.547640442648389,3.5397250574298047,3.5168724544846692,3.5206435110250953,3.5230964625622665,3.541597441462502,3.5386292660304646,3.51856984487082,3.5354215584686894,3.5404837319591334,3.547101324608452,3.5469197696683428,3.5263741408908915,3.536343572066404,3.544881298463077,3.5549231083094988,3.551096065941604,3.538740223456982,3.5439700358310002,3.5414197411140282,3.5485044963862755,3.5485371710374265,3.577770335783592,3.5210213804030657,3.497180750667737,3.5238582093654527,3.5494570037928916,3.519718044970559,3.520100935264212,3.524911130430125,3.5529828757564674,3.48931234728836,3.4838380677510394,3.4875710506206685,3.4792504776155186,3.4850271901003436,3.4947991349559273,3.484733539880116,3.4884147177625393,3.4760712434085796,3.486943799184192,3.4908383458759285,3.4761341037931732,3.4859657441708523,3.4761190159163142,3.490243948265075,3.483999020949519,3.4930096104213,3.5101235598064413,3.5323579003331824,3.512474304194198,3.5350145219265867,3.5361267218443224,3.547640442648389,3.5355381480982935,3.5242505205691566,3.5238244143132893,3.5174047715805017,3.541597441462502,3.5331644124753474,3.526690905621843,3.5368669909107733,3.5350311981166387,3.5473608221391073,3.5424916435127765,3.5354364296708805,3.538027530589879,3.539512478844156,3.5545844318376556,3.546535775094454,3.5463396160220695,3.5454350870359805,3.536877630010691,3.548596962739742,3.5446071865399165,3.579033492749802,3.5205597164491427,3.4969856906227434,3.5238582093654527,3.545893390375071,3.5253520763805617,3.5191651951809697,3.524283114256267,3.5529828757564674,3.485676534110571,3.4891478805653313,3.4854133646277767,3.4799778218741917,3.4850271901003436,3.491118761178946,3.491481445087662,3.4873384097851323,3.4743918328970116,3.486943799184192,3.4866764002169868,3.483131142759052,3.48667945064039,3.472559661181333,3.490243948265075,3.479510293256861,3.5010829640632926,3.511235179334244,3.529049093033403,3.51236991783502,3.5303360966442323,3.544431415118222,3.5483834910630287,3.531529821390486,3.5242505205691566,3.51709659361791,3.5265210556397375,3.542911121715807,3.5285376939372277,3.526690905621843,3.5325173404738615,3.543666607134917,3.548468138761852,3.536650752130708,3.5345492669446745,3.5336200816065872,3.54713323219479,3.5561645182359563,3.5414570857646277,3.5455102163338315,3.541114259055498,3.544128133451641,3.549666174501243,3.5447854085871384,3.5788945918996764,3.520172182085264,3.5022157513916916,3.523247183082164,3.5452370049325688,3.5253520763805617,3.516515754990733,3.5288055812848085,3.5505447253896087,3.485819053911526,3.4891478805653313,3.4819471464431677,3.484733539880116,3.4841275947640247,3.490908618810302,3.491481445087662,3.483530325894712,3.480625728311173,3.486871909771903,3.4838644208045157,3.483131142759052,3.482327212363603,3.480338554688422,3.4908962583742458,3.4741229644330858,3.5010829640632926,3.5084241625491357,3.537078266102113,3.5133783510414354,3.523593332062772,3.5427760487610103,3.5442727218308594,3.5388333388425206,3.5292775453954874,3.5080746746848153,3.525717890893532,3.538620715086701,3.5370668420161806,3.5283652659402196,3.5276220413737462,3.5428280824069973,3.54549486581818,3.545014696107688,3.5373079210896927,3.528276228468787,3.54713323219479,3.5516377259171694,3.550030583136596,3.546804924967796,3.5371131074413222,3.544128133451641,3.5446168502101902,3.548412720987372,3.5774572365216857,3.525004093409423,3.5022157513916916,3.519440619675253,3.550509208219562,3.524497796628602,3.5145185766715845,3.5288055812848085,3.547438381043901,3.4909008562927597,3.4877639672123335,3.4830767323937613,3.484733539880116,3.4802502935063933,3.4961782348898804,3.4897893129908972,3.4799613404136798,3.480625728311173,3.482751217720579,3.4907172864015807,3.4833461668537273,3.477343591504011,3.4795448370183806,3.486579172850833,3.4828387779384213,3.50252562582775,3.5024239836711133,3.5359637910909494,3.5094855934897065,3.533858402809001,3.545790515565084,3.539588448341415,3.5388333388425206,3.5231082431347254,3.5206435110250953,3.529137642470631,3.5339086851286976,3.5360078296298294,3.523921524067915,3.5354215584686894,3.545326562167121,3.5391331841228886,3.545014696107688,3.5328498528082353,3.536343572066404,3.548712803274232,3.5473867771682066,3.548952179684592,3.5425350133763613,3.544884500054024,3.545790821916728,3.540969791840705,3.548412720987372,3.573193570135661,3.521904777961883,3.5008357944814392,3.517963241497659,3.550509208219562,3.5207722839022138,3.520100935264212,3.5269170503067504,3.5491997647855325,3.4909008562927597,3.484055745536639
