,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,3.8171753677007767,3.814886511441739,3.8097660672871014,3.805817541836468,3.8098040717688235,3.8064863613911584,3.815735176904697,3.8081691380515093,3.8124014514328017,3.814604027890288,3.8192014547896065,3.8116632987251577,3.811169581505693,3.8101062767909344,3.8122070445430234,3.821237379057032,3.821851326147467,3.8203826308740716,3.8224435356355886,3.8187236405633826,3.8160478591086195,3.8231183329777747,3.7988262157362804,3.8148237546941886,3.8210817518998854,3.81379034502515,3.821539794119596,3.8196107184587222,3.814208940028925,3.8208102303171017,3.818786224562457,3.816543060834179,3.8174165459895946,3.812507831210263,3.8136408186442616,3.8112042474929724,3.8149875219431943,3.8154764143026894,3.811202941662111
1,4.094820431144895,4.122847104979257,4.127651982841623,4.119683899310493,4.101685741637791,4.122953394826711,4.0760280919018115,4.059400039912618,4.056769961181798,4.058335740474429,4.062903062059992,4.064666642204638,4.07421199348221,4.0924952281550855,4.117447426367029,4.112490931569311,4.116400184290714,4.115089109917644,4.109324207592126,4.08031963721312,4.080197610229852,4.08432125622447,4.074476075337676,4.0452543117528075,4.050697086663092,4.047942309339766,4.029871602460425,4.022866104211331,4.017942806126468,3.997941738818331,4.022926698441417,4.025083445334316,4.028522687069959,4.0479841077243215,4.022616585699247,4.0235137461549275,4.055487339277058,4.059826435342784,4.086119379769911
2,3.3096511782375586,3.3790095996217233,3.3104032327291595,3.3104032327291595,3.379445026717188,3.4462729172262616,3.4462729172262616,3.4447851617461493,3.5044710731745607,3.488941575392613,3.4986152121352054,3.49414330789671,3.5435036929070205,3.4978441577053316,3.6053350519994414,3.6087934991499804,3.611321885245925,3.6120250701804197,3.658867289853271,3.651718843216535,3.752807771448362,3.758580795495778,3.772896631674817,3.7732338679155526,3.664441205427411,3.628712690917946,3.660635917060933,3.6790323776621436,3.4889187015253356,3.6232164240914075,3.546014981219978,3.5990401414865225,3.604554445493924,3.5989824346566524,3.603686405558083,3.603360305167284,3.564569847240154,3.380369234610537,3.3096511782375586
3,2.902128313333264,2.9575942193732425,2.9040622232670428,2.963437181236098,2.670190419793746,2.8568116529016696,2.7357384563654117,2.716642293100233,2.6641091111905184,2.8425369925755652,2.9027346887967664,2.912292513664405,2.8526722695474227,2.839597936406365,2.9596263666909484,3.010414030595445,2.9076812894653736,2.740126681168119,2.8568116529016696,2.66952159392431,2.721352281900762,2.7315443300866225,2.782493815592935,2.957919506819119,2.917579437357938,2.796263931708716,2.8423323153765696,3.0097340192458644,2.952087161176604,2.916909984780864,2.7360774129702037,2.796232544162651,2.7357384563654117,2.7826249914994508,2.6488567174896827,2.848245355203282,2.954927316868693,2.8498646045292158,2.7956656036767598
4,3.2575563070503204,3.3252357853275916,3.3270706676809514,3.266210066712304,3.3273231722773082,3.324758255386636,3.2604922762195714,3.328237437469022,3.3098791915449857,3.2604780387835803,3.2927793868576085,3.307892852206769,3.2539874927100154,3.3358388012239404,3.313034690050241,3.2670754813760214,3.331400575773309,3.309143586607522,3.250971306425334,3.32283050804504,3.325771152496633,3.2671174354833394,3.3298041435941994,3.3148178887825273,3.250657967729325,3.328237437469022,3.317349090890537,3.2603366962098907,3.3874072577269376,3.3113456529899805,3.3303392442146,3.401672712810797,3.3279599055270697,3.3351289480625566,3.333043442657189,3.3211528278963387,3.2607692604649943,3.2886024144365047,3.323922064695238
5,3.2160179207835053,3.220954002031691,3.221352481195091,3.2170932112746122,3.22358379754859,3.221090789699678,3.212985359981608,3.2211974387063655,3.220046341322205,3.2633092971733766,3.2300334951572625,3.182169055841952,3.210302002185753,3.2234231589548177,3.221352481195091,3.2158699705438067,3.2241103161693276,3.2222462452390768,3.2154782067749137,3.220020710494931,3.2188423157246957,3.21985283314939,3.2663038639231754,3.223821630097485,3.180984287692935,3.218924333013086,3.223821630097485,3.2158699705438067,3.2228922535583955,3.222502538909758,3.2165775899248628,3.222495991335745,3.2186102282786706,3.212455009667795,3.2222671588686818,3.2631215341328224,3.2254471022544253,3.1850289816979966,3.2185243734587505
6,3.1515374884463965,3.210503001064641,3.1977993654462535,3.149659619216699,3.2095446162919092,3.1989346598514716,3.225473588034804,3.2971630473381928,3.2840754522097804,3.2393851137211076,3.3032805779517704,3.281476451036759,3.240104021204018,3.2910421636672353,3.2858922444225622,3.2240070381109436,3.294560443158881,3.2818357746076483,3.233240108393936,3.2894979810578158,3.269730513101947,3.2251252354292994,3.2835899978313465,3.2829282973704736,3.240544216859554,3.2833938445965787,3.278572046263182,3.2039008524512447,3.2866374811836665,3.204567879360724,3.138999032232847,3.120442642266209,3.105915481875699,3.136492528179878,3.20266253365558,3.1975741899579635,3.105818686599618,3.211122160618495,3.2337122560442344
7,3.303148840075382,3.3005744219286575,3.2995237670913546,3.2967353050984736,3.3323683461979643,3.2974163481634124,3.2921961466309466,3.2954834888708886,3.2890314883869447,3.286216604450356,3.3162045522734713,3.3364067349701947,3.300682270769683,3.2968668103777867,3.2960297057822654,3.3031049451937706,3.305349957336661,3.340195073163873,3.3134345552954567,3.3006619723027586,3.3032082463183388,3.302136177115637,3.2926166290393533,3.3322402882662603,3.342404422113063,3.3058791649010484,3.31482079059887,3.305559756586984,3.3056279077668185,3.305074123561498,3.33341541335964,3.3043455280255083,3.30655924142834,3.298380043216342,3.2921536780130944,3.294297972338317,3.3171988340730416,3.341492210778256,3.302331868867982
8,3.430303428267252,3.4907670702957554,3.456566675399937,3.510009977473593,3.5046556765565318,3.5448672990303676,3.6250944116181265,3.60118374599189,3.5701121368595836,3.5619367175751604,3.61317935754568,3.625641093672565,3.5732255708071596,3.510016318612725,3.6027235076902113,3.553798626069469,3.5395003817367847,3.5141427391600994,3.5453071794937845,3.6414541511072827,3.663615508118954,3.6101836475092535,3.6082316640160865,3.6535844378066673,3.663372224827425,3.6086349582754336,3.5529441019396555,3.611390328603088,3.55966979817585,3.5499726991691225,3.581292223422878,3.569873852075134,3.600718459311177,3.6144053969783876,3.5531921691641917,3.5502982224603077,3.600856483003763,3.6087409046875667,3.520105877143582
9,3.8890029220730495,3.922242127594711,3.9183594914431144,3.9254090495536653,3.9292830053524055,3.960017911445467,3.9498375724976627,3.9302133780274975,3.95787011563348,3.928681806769191,3.9190011796574695,3.922518787475534,3.951534243304838,3.9639515842512214,3.977898745822235,3.9800147122638863,3.97031667836575,3.9768459234040874,3.9663917704519704,3.9790042774870047,3.9672146529269705,3.981782214301801,3.934123159682687,3.9425343946122884,3.9560543427843635,3.9888305056281697,3.963423679885514,4.00125392853998,3.994483933173539,3.994991902057836,4.011398561109744,4.012066521020728,3.9742977046057573,3.9825809952039135,3.980998259179491,3.946244955976969,3.9242427454020694,3.91435178231508,3.9229657277198116
