,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,3.7447540746611048,3.7562696203183545,3.745125803629924,3.770663602709641,3.76988800731926,3.7437408394662604,3.7501200844714617,3.7538339965252074,3.774148879798495,3.7732220830945495,3.7377563225833192,3.7461712529965685,3.72424499266832,3.7689711020703514,3.7613228520647377,3.736410194727129,3.7522924598838614,3.7445366153120423,3.7594525751374284,3.763835297141862,3.743985829128485,3.760594635637357,3.743871795289074,3.7707163080900616,3.7704838210759597,3.7453755098777215,3.7452326550158883,3.7398055949794244,3.7653772183349212,3.7721363022894496,3.7386417027790735,3.7521999947483824,3.751480805865737,3.7687344835865084,3.7654987003274747,3.7288142032871647,3.75053093323863,3.7459329528112697,3.762597682517996,3.7716577710732238
1,2.9669808692292143,3.0321373168617245,2.982762431072051,2.9621952174847124,2.94921677400024,2.9988592414638324,2.9048124185262454,2.977078721698884,3.1181406019390567,3.086729845129939,3.069201761849344,3.1776645566980783,3.0143339134750886,3.017440797121975,2.7952914119729075,2.86362720421302,3.0032771439468138,3.0309068963253742,2.957474220653389,2.8576785885616687,2.9669808692292143,3.0321373168617245,2.982762431072051,2.9621952174847124,2.94921677400024,2.9988592414638324,2.9048124185262454,2.977078721698884,3.1181406019390567,3.086729845129939,3.069201761849344,3.1776645566980783,3.0143339134750886,3.017440797121975,2.7952914119729075,2.86362720421302,3.0032771439468138,3.0309068963253742,2.957474220653389,2.8576785885616687
2,2.8572693763659602,2.786818314844445,2.787060462642566,2.963054455724383,2.908666572819141,2.9682045999898983,2.743545768046193,2.9289181604490233,3.073464680389,2.9302518186645807,3.157154032621543,3.1011488760253894,3.0665426413008716,3.055162726053576,2.7449076547515454,2.915505230802506,2.8639288492210344,3.035382354868248,3.0130531046867493,2.8610872865921086,2.8572693763659602,2.786818314844445,2.787060462642566,2.963054455724383,2.908666572819141,2.9682045999898983,2.743545768046193,2.9289181604490233,3.073464680389,2.9302518186645807,3.157154032621543,3.1011488760253894,3.0665426413008716,3.055162726053576,2.7449076547515454,2.915505230802506,2.8639288492210344,3.035382354868248,3.0130531046867493,2.8610872865921086
3,3.11908804298745,3.066863483402126,3.072211988361796,3.131445824117005,3.136938205410537,3.1089014140946167,3.073748616746014,3.1074870667859362,3.113695801389693,3.0627577923891294,3.1039833834167867,3.1611313061276904,3.1673171816620056,3.1640890504848094,3.241434473549072,3.1881565560475913,3.1513589503045827,3.107479478347372,3.103333535877697,3.087990241383833,3.1844221669601263,3.2505350515774225,3.186758374979422,3.184125003254378,3.2672689986368018,3.1946258756517416,3.1557377382583605,3.2295023244624637,3.292892499831613,3.290856698885193,3.185669367669063,3.1481955492710636,3.080805642994177,3.1053712181963022,2.9802384099237877,2.9095588761155895,3.061556869525105,2.9109086089721625,2.9818025546790135,3.066455120687417
4,2.2763409175302773,2.3717871057162703,2.4717843827546204,2.378014486458769,2.175688822064125,2.374039346944527,2.374039346944527,2.387253517984124,2.2737721716892936,2.1647823678527627,2.4630407882370027,2.3806682462708193,2.387253517984124,2.3714378515488206,2.174113036808728,2.3782365697635948,2.2766642681428935,2.3806973157601896,2.4604589115596394,2.1821674110509486,2.374039346944527,2.3740687748313847,2.384832414472744,2.374411293598788,2.1647823678527627,2.3704014363695443,2.4628714855384604,2.3913851290386012,2.374411293598788,2.169858891267973,2.3763286678399065,2.377056440282858,2.2870519944557497,2.3691770032718633,2.2779899158018124,2.3829287903986973,2.377056440282858,2.3836674477597546,2.371367803073563,2.175688822064125
5,3.2000280029202295,3.1473372741087493,3.2957949452609974,3.2754829384598185,3.238224355877646,3.2871612698593142,3.233082599706448,3.2962165527103364,3.3028661599434,3.321576776890635,3.3538808020295727,3.2671076103771837,3.288508947167755,3.3574196312531988,3.3158964533281368,3.403918741240012,3.34420668045732,3.389430506711298,3.260375636111035,3.3590273444198453,3.3659724457207343,3.314761355981821,3.306105555767007,3.3737787983999192,3.2291393318179256,3.1497184013810555,3.1619770754576617,3.21160102991433,3.18906480325675,3.0967654904333752,3.1740225849788484,3.188861484299721,3.27024076628508,3.306496885000957,3.342770128094004,3.293442759431481,3.263460945428733,3.2619846615515358,3.104869546064764,3.286962685851267
6,2.2779899139928315,2.2802181646427657,2.2836824240883895,2.2733966347181873,2.262254145505758,2.2550751279415477,2.271761649429799,2.2812223849411275,2.2725602298196783,2.2733966347181873,2.3744112926393295,2.276856749695184,2.2729169442789257,2.271393929081389,2.042313456375677,2.1647823651159115,2.2555793544693894,2.371787099176315,2.167565147216725,2.364676666711158,2.3575302524783397,2.377056435245466,2.450391002887189,2.158351405946866,2.0478773790454134,2.164243031265052,2.3673662307182974,2.3628040727429767,2.3673662307182974,2.264026749863758,2.2704141639547744,2.169701068340787,2.1756888208879857,2.16599381287179,2.288206530657837,2.286138584747272,2.2713553679266756,2.2797680149247457,2.2668049322908512,2.2758959295164947
7,2.7532766438102168,2.8813196825262706,2.7661307064446676,2.620152216054039,2.618027564719771,2.806655255043081,2.7423279403695533,2.8256538433103056,2.870369132645223,2.954231380391358,2.906186547041175,2.926235589832205,2.8689327842410624,2.7563690229203646,2.6156477047052915,2.4587307305405974,2.547043970936591,2.7618075085486535,2.7622666771259268,2.69374502507151,2.818669149281615,2.818282765840487,2.7670872584312916,2.868066462068031,2.9661661708283265,2.8685134397726,2.7364973963949772,2.76317576529347,2.873898314508665,2.9705045000687367,2.9791903375685607,3.075310947450608,3.083459412787895,2.925418317235363,2.8089896973717354,2.673681030098959,2.726770836602179,2.871559039101646,2.9771384508376317,2.6883725713248285
8,3.3773973750622397,3.3136005895009637,3.3813115914021195,3.3866031324367505,3.3838003061014787,3.3789415085202,3.450434937353339,3.439486579125116,3.4556515645264563,3.442898231812202,3.3241137452974145,3.3099873418968566,3.3074294915038918,3.31149663348714,3.302474362877465,3.2243792223561707,3.2962077126027585,3.301464378529405,3.314972305815898,3.314972305815898,3.3734687980521736,3.3829354528453868,3.3783961449552278,3.384915759079339,3.4488291058756735,3.484473728814509,3.506685463034767,3.5062370681837036,3.382589470773534,3.4097310167751145,3.4660914522611628,3.441075357429309,3.473455311676286,3.4493415458306798,3.4447936353716138,3.414434026862463,3.3072245262747892,3.3136005895009637,3.316570822344766,3.311375027359456
9,3.07144869021502,3.0529484873989183,2.9789041340715636,3.147822504161452,3.151958139727458,3.160931072626296,3.129144920270286,3.137677752625417,3.1237583266434066,3.064917304976335,3.1598141956448527,3.1559217950468037,3.163121539656334,3.145753384079772,3.242179277463818,3.16442440275423,3.1442771628812447,2.9682449612366932,3.0650883055272446,3.1339958025986063,3.146730740972327,3.1226825025124314,3.0440047482572696,3.128305142596947,3.150010399603645,3.059707444463981,2.9810589562777636,2.968362306445126,3.0618545918865525,3.0784367732768168,3.0759478421851165,3.1601570590020303,3.101609667049856,3.066056319445493,3.1266096132530414,3.0728841629696677,3.0806644335114495,3.0616317386913243,3.046116801656443,3.0494079894731936
