,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
0,3.4260980434488406,3.4291788114494484,3.429571819556446,3.4404060457687717,3.4402700002644577,3.442286136761539,3.494148413389891,3.5002216991056976,3.548605728134268,3.545393169118408,3.5464027854956064,3.5518523636451453,3.601879527534618,3.54164788919329,3.542572003944505,3.494733297540375,3.5585819879167557,3.556974958761282,3.5547390228625204,3.5578607289333153,3.597685918398555,3.603450920658245,3.609640233305886,3.600144806450773,3.522215532623627,3.5865208638484023,3.5650845655773233,3.624928398400753,3.65389432674224,3.6115680982564546,3.614780481429552,3.6554404636138775,3.6651969367594965,3.6687856080337067,3.66322192898685,3.7040916176991447,3.711256002405574,3.710149560469101,3.708225986926266,3.6956586790016335,3.6677868509133082,3.663166542525057,3.6379362337323147,3.6151314512276693,3.615837098751257,3.6127185890244893,3.563153457209586,3.5569474665561316,3.5838117300257615,3.5761383686052026,3.495015699396501,3.4538421460362225
1,3.3569017391383476,3.3305286055263457,3.359860988041511,3.3608683825192065,3.36044235907688,3.3249122285167294,3.3595166470219096,3.3233015638282524,3.3800329151337913,3.321670375389684,3.354314515832428,3.326712059349339,3.3825617939506776,3.355810903013025,3.3819262791855973,3.354402016470336,3.319583000623703,3.388472675465252,3.420169861038295,3.3914676873803864,3.389216325086419,3.33307266103501,3.3816070231457833,3.331814009463099,3.3570050766111144,3.327344307491012,3.3569017391383476,3.3305286055263457,3.359860988041511,3.3608683825192065,3.36044235907688,3.3249122285167294,3.3595166470219096,3.3233015638282524,3.3800329151337913,3.321670375389684,3.354314515832428,3.326712059349339,3.3825617939506776,3.355810903013025,3.3819262791855973,3.354402016470336,3.319583000623703,3.388472675465252,3.420169861038295,3.3914676873803864,3.389216325086419,3.33307266103501,3.3816070231457833,3.331814009463099,3.3570050766111144,3.327344307491012
2,3.617209489286576,3.6081390449652266,3.613588917334076,3.6050989712902797,3.6178579048309003,3.608427055601914,3.6130531329263897,3.612351842114911,3.614220126097692,3.613191579650953,3.6127200908618406,3.607842877282699,3.61593909976911,3.605019778681828,3.612644071780573,3.606523075311973,3.615539088072089,3.6121009699626185,3.612646563457928,3.602720013267387,3.6098625196640906,3.6111769588264635,3.612998601616261,3.6124969486533267,3.6152965964440784,3.6141085982422054,3.61782235809516,3.608765738721102,3.61598402619215,3.6076657549684676,3.617019425890959,3.607956241303208,3.613695410348212,3.610315005142269,3.61347019634393,3.6139417982843214,3.614555013423749,3.6089350479136,3.613882329341355,3.6043554716133057,3.615157112164114,3.607002045254973,3.613295577201363,3.6085595101384085,3.6131273213130815,3.6022160672160504,3.6081928719712826,3.6130821387079415,3.6122735653912383,3.611841296601182,3.6147338113977394,3.6145426664225506
3,3.1416915385807167,3.1445217628416087,3.0967675769552416,3.087445678115826,3.145805038782056,3.087102725767358,3.098217301778636,3.1323451909022504,3.1408755045557144,3.136030622535646,3.142789553921923,3.136703030250339,3.1404131106164517,3.130976464422655,3.1377796832588762,3.1359808042817146,3.091037553409717,3.129717969677144,3.124654207255381,3.1383872754013735,3.143122258820955,3.1291460155177666,3.1356271104006384,3.140572989266795,3.1389142793499873,3.1404446730273206,3.14013604328726,3.0483606475562617,3.0884262988090456,3.092363388179997,3.0475383649625667,3.043576793265012,3.050405528269315,3.04672345197717,3.055480703838617,3.088906593133862,3.0966511281373617,3.090091018393592,3.09086059448991,3.082977212518179,3.0756852827350887,3.035599327188847,3.0506167806255107,3.0895789525215434,3.0896758313970016,3.046585656100662,3.052541942332339,3.054561651707416,3.0558152121390876,3.0929939035843548,3.0995436550906152,3.0914715863206617
4,3.7071202232708917,3.7198090967776465,3.728147454063656,3.696130606556552,3.7264835945646526,3.782745068453889,3.7790573635545264,3.7643289731222573,3.773484062492903,3.7252163948123336,3.7210534186984323,3.7894054160675856,3.7342980559213466,3.760130422752996,3.7390073303496187,3.7989662188783337,3.7465396502037143,3.8108845656174704,3.8234280519324484,3.8495582504563073,3.8561018931101185,3.830761906136599,3.8089544318268347,3.7836105696475526,3.767799615745845,3.7876158762531498,3.7071202232708917,3.7198090967776465,3.728147454063656,3.696130606556552,3.7264835945646526,3.782745068453889,3.7790573635545264,3.7643289731222573,3.773484062492903,3.7252163948123336,3.7210534186984323,3.7894054160675856,3.7342980559213466,3.760130422752996,3.7390073303496187,3.7989662188783337,3.7465396502037143,3.8108845656174704,3.8234280519324484,3.8495582504563073,3.8561018931101185,3.830761906136599,3.8089544318268347,3.7836105696475526,3.767799615745845,3.7876158762531498
5,2.8697047880571436,2.860707187435751,2.9537785405782597,2.9415494880368436,2.872097412588759,2.849609692765239,2.949200088365045,2.9594052335475967,2.8798629467821715,2.880457265184301,3.0348523574808537,3.0464917147571,3.0517491282418563,2.9686148419887495,3.028453411846265,3.1001473000845703,3.082530104446789,3.1370730088189536,3.1958509349074107,3.2706695822550254,3.2214008589905405,3.145771973098331,3.1173902023859696,3.124763954126623,3.1183970680267725,3.1046473227843796,3.10534160625557,3.1790318330288683,3.1789292405101044,3.2535527566475437,3.2543129861289364,3.2541475942785105,3.1936335768154955,3.1981568216634533,3.2428652147881607,3.1248127502906105,3.0997439836040837,3.115972086647516,3.0492348001327354,3.0582119368323664,3.11335440695116,3.07351300170532,3.1314447715887983,3.110793655770137,3.145111270189248,3.157311996797115,3.139611588777477,3.069745878752965,3.0716035978735303,3.0515055940370663,2.9688367202761676,2.9527648142327334
6,3.2506950725873622,3.277339460116244,3.3239017198883705,3.328109403389597,3.358888479845735,3.3996472462650464,3.394191803965752,3.401837250818918,3.4239604434328124,3.418051400153555,3.4836834651062842,3.458133575734828,3.326032300111793,3.4885246430497974,3.3089128107058614,3.2887799797230346,3.2640899585768146,3.3865364434602894,3.328963775220551,3.259727308579213,3.314756340273371,3.2458148618727614,3.2110794045751407,3.1353914874859568,3.219709129963529,3.2219764977581504,3.2506950725873622,3.277339460116244,3.3239017198883705,3.328109403389597,3.358888479845735,3.3996472462650464,3.394191803965752,3.401837250818918,3.4239604434328124,3.418051400153555,3.4836834651062842,3.458133575734828,3.326032300111793,3.4885246430497974,3.3089128107058614,3.2887799797230346,3.2640899585768146,3.3865364434602894,3.328963775220551,3.259727308579213,3.314756340273371,3.2458148618727614,3.2110794045751407,3.1353914874859568,3.219709129963529,3.2219764977581504
7,3.545899555988627,3.550248420368483,3.54973022046398,3.5476764468869026,3.549383044610058,3.544227941420824,3.5449140743902907,3.5465637476267595,3.5513556010693685,3.544592433044983,3.54661326967344,3.5195214576605847,3.5153763663527084,3.5474534051053617,3.5538743065006315,3.535853362713695,3.535929547012194,3.57990121577821,3.5182751199583615,3.521550896612373,3.5336390092687666,3.537908342679483,3.544424740992497,3.5383067443302894,3.53701711712893,3.5415925859239237,3.544143482832694,3.539660421346535,3.547960854518515,3.4847645852824214,3.5237848274333183,3.532106894086124,3.538213572372679,3.5459783576449713,3.5373504301263017,3.4886671047971793,3.531994181417426,3.488662235099304,3.535379617550636,3.487792781580711,3.537574660835739,3.549495492901571,3.5450988090260642,3.5447863481948847,3.5350934166241537,3.5455192342465303,3.5446633098182136,3.5445262782958995,3.55207729159606,3.551925930447129,3.5540378601936666,3.5493618321696796
8,3.1857620913469096,3.200194111221281,3.2297614815412206,3.1516419019260393,3.1892608158874496,3.1141832472094726,3.1063637460986815,3.108324171963312,3.102525044463182,3.0632594824503463,3.105375835355072,3.093498722929459,3.093309538150404,3.066599734046526,3.1061283139508493,3.102744963372942,3.0928795672547387,3.0640064673809286,3.112139697219385,3.1117644073329767,3.103303282216806,3.066270654892229,3.110979175210829,3.1091572619537216,3.108809121789793,3.071179304568971,3.1024319900646864,3.1087979867545585,3.0998579417287346,3.070181262713316,3.112733623218634,3.1123179045389966,3.1022538582884653,3.0678266258687463,3.104556984819123,3.150064754961172,3.145890231923847,3.113181694890601,3.150019657596535,3.1457686372281133,3.145890231923847,3.1121630399252256,3.1516419019260393,3.149397641990405,3.1525555502257463,3.073521942631623,3.1587145000398165,3.153252725830397,3.183548059844788,3.158857809060187,3.1933824649352025,3.22926769791967
9,3.606245676588891,3.6068007365674655,3.606987757873605,3.6011681219286102,3.601306323160096,3.622935749341111,3.636493307124732,3.6507126813147543,3.6599169620120047,3.6699399513703983,3.664431703737355,3.652245426908866,3.6541434280914276,3.6538597242684334,3.6506182088837345,3.6707467037699715,3.645215778723138,3.6432309149851774,3.663894276410055,3.6691760021822013,3.7216474057059643,3.662397298642196,3.668364604768358,3.7034989836477195,3.692348810546278,3.700818806694648,3.6971744172257575,3.6842304310894196,3.6927206542875552,3.7378077494378803,3.7013079989847117,3.7294258648376184,3.7375312012315973,3.752219985085439,3.784412019223226,3.79322956086364,3.799055187896123,3.804142067728568,3.790563739840824,3.7871435872967423,3.747202922797625,3.701102992984759,3.707317854938812,3.7879891796275666,3.7546112199826878,3.758800341864537,3.759190905968171,3.7506114171188187,3.7510633045836483,3.658833669843961,3.6578439115701737,3.6533680824113723
