,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122
0,4.049141622453566,4.080756929974732,4.102187759022449,4.130747428852836,4.152319846174491,4.164133878857258,4.151054043305965,4.178301067817432,4.20376907933676,4.183673008024096,4.213471177840974,4.206771549226073,4.166487789658671,4.139359660411999,4.155424649098762,4.188960619319589,4.1890332468358045,4.1559691774636995,4.18490487638992,4.19052476494314,4.176404220258018,4.0961741510974745,4.138574848215822,4.108013725528979,4.148611757375664,4.163609256565356,4.1733291385807085,4.1930738312762745,4.192829176135886,4.224902634240362,4.225248680478653,4.239275502471775,4.244951122026372,4.1670006668585495,4.217050562974051,4.149972914946369,4.168756282485245,4.130860521423412,4.112484207626317,4.1480547182887,4.096820940399237,4.050910307687297,4.0953105381012,4.08719733878232,4.132394287237297,4.1670358546703685,4.149086925740046,4.15113817592439,4.181016305042396,4.203717022084996,4.183595894074243,4.216610702412894,4.208037629132282,4.168143648288839,4.140404969521471,4.154226261202421,4.189558306452061,4.189181896701458,4.154974424674988,4.182014112077744,4.192424713058958,4.175004646372338,4.0959238525263615,4.143010630295054,4.107088258217805,4.148611757375664,4.1675782958376395,4.15920987323959,4.1902113161870576,4.195791115795053,4.225070750894217,4.2228274412425515,4.240894320464097,4.245193908949938,4.169034717372209,4.223427964631026,4.148855775502712,4.171318944733429,4.127470943632218,4.097429809310517,4.149476777651171,4.110703027677431,4.03482038700232,4.096576430342782,4.101331595526826,4.131549875290821,4.165434373807802,4.164483384953759,4.150521247345075,4.181404143878269,4.204931719619052,4.1826930290472495,4.216406633108988,4.208431111479461,4.16387088261359,4.142170788515189,4.156094779683941,4.189708744354291,4.190092547676162,4.155301176685601,4.1821230833576,4.191497855410834,4.177167806611334,4.09453505053001,4.140415569224141,4.1109537976518915,4.146795682641198,4.166458875683542,4.174617614385135,4.18989834786268,4.193032919894034,4.225552913524753,4.223507551465421,4.23928538913885,4.245315569882726,4.169158612719263,4.22078797562662,4.164258178906901,4.1581133041240355,4.14413228445878,4.109916740565245,4.1358197416732905,4.108961855145902
