,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
0,2.8578319536758885,2.8577154303397796,2.8563418853119096,2.7971744016513997,2.7961184221683424,2.7999365791818764,2.7902151657861207,2.8454544044784233,2.8593633610400353,2.8563381015698037,2.8593253438643194,2.8600064684482156,2.7994215497796975,2.8012039630878163,2.7992203295023224,2.794330172257612,2.8011705566967753,2.8457369270996398,2.8508604006107596,2.8595143096851605,2.8559296207780354,2.8013407875280385,2.8045194205117028,2.8015468460298867,2.7994215497796975,2.8001959135322942,2.8465153570714596,2.8540995101234907,2.8525688815532115,2.8494378432876752,2.850521674650251,2.800197035699106,2.8035500622612632,2.8027413145094595,2.802519222252976,2.852198679284699,2.854147024341327,2.84982253843346,2.854888500274483,2.7920646321263174,2.8436354968825164,2.8531229663591664,2.798411195762837,2.8045194205117028,2.8555258040369136,2.8561492235926047,2.8546888859620028,2.8544779642261773,2.792714620295485,2.7999365791818764,2.792009514589829,2.842328460921159,2.85404641108846,2.8540378130926856,2.8578319536758885,2.8587532208960793,2.85693444336557,2.798188526724389,2.7992203295023224,2.7961184221683424,2.798152870307477,2.7953970207831134,2.849288927962468,2.8585924614406513,2.8587532208960793,2.8590933111341736,2.8013407875280385,2.8015468460298867,2.8012039630878163,2.7974343300756543,2.7971962442404754,2.8509056694375623,2.849741635424997,2.8493023045583734,2.858444013953495,2.7997641629272128,2.8035500622612632,2.8045194205117028,2.7997641629272128,2.8012039630878163,2.851244090386455,2.85026206050581,2.853806737825991,2.846639417352491,2.8401710789051555,2.8531229663591664,2.800197035699106,2.80177022165791,2.8045194205117028,2.853538298210583,2.8551091521760625,2.8543001405244346,2.8507707632777812,2.796999000761462,2.792009514589829,2.8422704568675483,2.852768902670756,2.802950541823853,2.8555258040369136
