,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114
0,3.2277077254270097,3.226373027821516,3.291088900998526,3.292380157659953,3.295872652990674,3.4118556745681663,3.3734948478410938,3.4925815493044094,3.4304123782628455,3.435076455838445,3.367719970517337,3.4401285661681102,3.4863322386660833,3.438502453197663,3.4961041390664604,3.5611086278209334,3.607403167873964,3.549496477677157,3.4799319419694177,3.5966872914059165,3.5459827767781498,3.6979833713714525,3.687716471913462,3.673845103135643,3.641562483148184,3.6446838798342855,3.6600809312183102,3.6552977288463566,3.652778312038321,3.6517538342388383,3.6068973143968623,3.7059841137070375,3.7098974336430555,3.664234105353091,3.6861346100116794,3.642820784907344,3.643864266189991,3.7015063077919965,3.7054932073726543,3.6581896113580026,3.647323413682714,3.612694194252983,3.60929319635804,3.647971269866847,3.6569665530557693,3.587691813916247,3.542809160086599,3.53777201802911,3.4355593292361717,3.4855354922997694,3.5360180948789144,3.4821265117466607,3.5460314267795097,3.6025814202258086,3.5868389338166384,3.607643917069348,3.6449471821902466,3.7004316788417473,3.6634430275996204,3.6323035329628373,3.6064608196874435,3.612960430605678,3.61676903615784,3.6443177175504933,3.598466806702883,3.5673385974464478,3.599829071509577,3.5957541847475785,3.6105708225773903,3.5507930770801295,3.6170542579840386,3.608928152996265,3.619157398376455,3.6072908064472,3.6594377707708725,3.6413410124984473,3.592100577694115,3.5993179419402024,3.6370370572505966,3.5422293810283456,3.550925705398453,3.528011252406198,3.481837956950973,3.4845746277686698,3.4209090876835053,3.477328969891199,3.5170088147856857,3.4887923243411434,3.484105867016202,3.4156027275314136,3.4187521969605483,3.296677647071985,3.285872142153619,3.3482408116920093,3.3643643335049402,3.380462740208478,3.3891922271571078,3.4133844496816197,3.3821839145395955,3.5383021874625538,3.57217983157358,3.521320028249729,3.417700362242471,3.3693302840427495,3.387246752503113,3.360960809115908,3.402792101042406,3.3381379115061036,3.3514679819248263,3.3931098463636995,3.3283851605378683,3.23750484971361,3.21474968041894,3.2284433957201903,3.2296898397605593
