,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,3.338013771470112,3.3489676770431727,3.3086794818256156,3.321433099596236,3.3619468597430746,3.3303463380902314,3.3315870571708683,3.3659543244135977,3.4012859459778206,3.4023380234231304,3.4458913535034057,3.4188229008883946,3.454241597330646,3.544935859915297,3.355474031835978,3.310870009609018,3.3191663519237964,3.3428759051936634,3.2620481380895683,3.345636525093335,3.3516116731571195,3.2809221484509363,3.345886050599953
1,3.2692299318684706,3.2814697248745657,3.240798696596081,3.242468363165209,3.242429217249139,3.242861306648827,3.242861306648827,3.2413232692770784,3.242861306648827,3.2427223145025437,3.2323750826911546,3.240266645795319,3.236262277535068,3.2363291741066798,3.23880148598871,3.2298833223917423,3.2323242729873005,3.223851886926384,3.2216128208838066,3.2327748003793824,3.268777767339344,3.2707088150698054,3.2717276885606785
2,3.3415419607775445,3.2706322095000555,3.3473290336027537,3.3364743096635436,3.3361835731727485,3.2575367999861093,3.3384263459774677,3.3476461304302063,3.260776371995293,3.260776371995293,3.3364544367133506,3.2662402752660866,3.3448062536709853,3.339543466722452,3.343473414450426,3.3017968270216276,3.337227807013569,3.235889366917066,3.2733185631089055,3.15002549360006,3.307943653374597,3.3415419607775445,3.3473290336027537
3,2.820439410473851,2.8210297092667815,2.8172918773802587,2.815135371323962,2.816183270165666,2.8132963040726446,2.8171814583125987,2.8091767198353073,2.8134431716524135,2.8130386377298358,2.8215481817884993,2.8161332235544214,2.8101762340764727,2.8157329434277867,2.8157329434277867,2.8161332235544214,2.8087410048437937,2.8173269270791446,2.8179371904914072,2.8197150742897827,2.8173269270791446,2.8173269270791446,2.823591594385327
4,3.0390330326166315,3.1113162196587556,3.077106944827409,3.070268549054075,3.0279984235343425,3.021595417398853,3.1138636007737133,2.9946609931929657,3.0814716444830377,2.9922520077976333,3.040155514811997,2.9750735685004512,3.0229325798054036,3.0997639374658545,3.105163418673439,3.045016096036702,3.155394184949239,3.0255537513409076,3.029181983003402,2.937377041243713,2.9336304518781273,2.9803973486359006,2.893060247794017
5,3.3494726608800454,3.3494726608800454,3.3575716753273284,3.358193654229267,3.3569310138956245,3.356899904958811,3.3568534935892718,3.35211631820734,3.34612842367848,3.3551131776939713,3.3387469911426066,3.3452865396538645,3.4191775306745935,3.4222889300117356,3.4169325780373727,3.42341052064064,3.4340444801858703,3.430719729290892,3.4186782270795835,3.42419899713844,3.422777557152971,3.431281464398487,3.4247705462869136
6,3.3786620546186423,3.3736181283609863,3.3744960678739826,3.372265654466489,3.3692245705869377,3.3744727711790476,3.3707172798921503,3.363556857662672,3.3713267258217643,3.3694041098502385,3.3701915932395763,3.3671003640115815,3.360558883982143,3.368965863773526,3.3725341708201966,3.3682090208867734,3.374364723292385,3.366881171128669,3.3783090052453897,3.372942098011694,3.377224103279808,3.3744960678739826,3.3585557336359755
7,3.3548448712801737,3.357039097241044,3.3545629104843013,3.354212781810891,3.3525138800819443,3.3501398043316373,3.3479387460928174,3.3486252553666227,3.3515245805620495,3.3510290153752122,3.3576820763796698,3.3527582591432035,3.3506692193924166,3.353663890409419,3.3518253822212065,3.352796627123514,3.350918453388912,3.350937867715572,3.354397773130845,3.3513501649041446,3.3540714763041004,3.3559189720106306,3.359071037030352
8,3.3928332605819653,3.430024540366967,3.4290268548497975,3.4232782182433574,3.4197915494368294,3.444872868572438,3.4409346458856187,3.452609389759634,3.427618946178614,3.4511513327967847,3.4234737760699483,3.4223816500392963,3.3836347516493346,3.3837181278588475,3.424799220983899,3.4188440371950555,3.4258708471317343,3.4518498773394954,3.449817403940388,3.451098713855984,3.390965985327278,3.35876312272911,3.3991249137361343
9,3.4139304770258248,3.4163067327433185,3.411774494057065,3.4115395401013604,3.407054423546205,3.4113592198393725,3.4019468831373967,3.4146929894560722,3.418801012037907,3.4183425951183226,3.4167340572187372,3.4102448502273317,3.4116673574982572,3.4119364769253266,3.412423503222635,3.412860829359166,3.4129000952641473,3.411178576501297,3.4128685109817605,3.4117528363267473,3.414686125137364,3.4137150585686373,3.4131772107202605
