,0,1,2,3,4,5
0,2.9111558636443933,2.905349503804751,2.903692260540762,2.9123778761337547,2.9024386923255805,2.910872938442542
1,2.2782878061229783,2.2761259312685285,2.3697361003285597,2.3657250071379448,2.352514183171272,2.348032262878103
2,2.756883710673282,2.757691285538757,2.757215221664106,2.756883710673282,2.753484030237393,2.755827391224944
3,2.4691066096029406,2.4626710848259457,2.4644528995331045,2.4729388904644094,2.4691066096029406,2.3806682462708193
4,2.5943192795324275,2.5988945451715484,2.5943192795324275,2.6004880884351333,2.6099996491479223,2.6004880884351333
5,2.7293885913969884,2.7328127319252777,2.7397916546348062,2.7240954099747494,2.725369942423746,2.7322972237517984
6,2.538220902580821,2.467652241301356,2.4532318654819374,2.5358981187999197,2.4481904275224875,2.5228092832006555
7,2.6267454248836613,2.6140710849562976,2.5365965464625044,2.6860679996978916,2.5394175778037904,2.6834407486151126
8,2.3845499889450497,2.3843884135537854,2.3845499889450497,2.387517252951504,2.3767231779517135,2.390085322200736
9,2.9170155165413747,2.914936162164005,2.9159448055837625,2.913628867818625,2.9074632881974636,2.9159448055837625
10,2.537112639209623,2.536529548758787,2.5352070026452385,2.5334909007211013,2.529156037881651,2.529156037881651
11,3.1639288297825,3.16281857744091,3.165393042305259,3.163902321708854,3.168430585909173,3.1672266004145206
12,2.289011159553076,2.292600558205022,2.274449971943847,2.2797680205020048,2.0614358742757632,2.1742021673018717
13,2.619332239176949,2.6109640397410905,2.6186411545950112,2.613205169270501,2.6159143347414346,2.613205169270501
14,2.905768020354233,2.8927035911775825,2.944259302700902,2.905768020354233,2.8927035911775825,2.944259302700902
15,2.814723147843137,2.808602660631054,2.872366756328155,2.8094213118970712,2.858795791339708,2.872123140085089
16,2.3718014997753243,2.3788143702768743,2.377659747593417,2.384821231914475,2.3718014997753243,2.385621709639871
17,2.543119261216122,2.539169208738073,2.5447564652178203,2.5447564652178203,2.552054023421556,2.5447564652178203
18,2.185204420361813,2.189585836811816,2.1867126254658187,2.1897543569443876,2.189585836811816,2.189585836811816
19,2.771210287565946,2.700835652799596,2.8881171413580793,2.771210287565946,2.700835652799596,2.8881171413580793
20,2.5346067483822976,2.5404729976202427,2.5348304930366563,2.539336257742292,2.5368782607988716,2.5348304930366563
21,2.72309363149792,2.7276302170716624,2.7295719322478056,2.7314350176592797,2.735502576544264,2.7295719322478056
22,3.3479704901919836,3.378066588404237,3.383923159784307,3.278517803159215,3.2754993347828574,3.344830018414295
23,2.1648367492085914,2.156218552957943,2.166439271495449,2.1652408225631676,2.156218552957943,2.1553947198575854
24,2.6760053423276324,2.685794327960254,2.6788550416169876,2.6788550416169876,2.678953162015,2.67839801300781
25,3.368441071885453,3.3299563838249995,3.4678406164693056,3.3672490923521927,3.2906656700413426,3.4348530442228564
26,2.1731444020833885,2.164987354071307,2.172019920831945,2.1731444020833885,2.066372837644695,2.164987354071307
27,2.6860192798661506,2.675862040883739,2.6760053423276324,2.667009733516962,2.6656577346984784,2.6733007772937905
28,2.4568380626891635,2.4587307305405974,2.460691148555766,2.460691148555766,2.4568380626891635,2.4556602978553186
29,2.454339286919871,2.3689036056871835,2.3642552707081035,2.3684845581313794,2.374039346944527,2.4458412191635537
30,2.3843884135537854,2.3761670929022394,2.3782365697635948,2.3761670929022394,2.3868284561273203,2.3788143702768743
31,2.6246248724919554,2.6269542631603553,2.622970114428899,2.626744610548587,2.6231091463893765,2.6246248724919554
32,3.085137026784201,3.0863332767237455,3.087753116684303,3.0853451367574674,3.0816349609940983,3.0653633214592984
33,2.5576520830789256,2.5576520830789256,2.555039359535721,2.555378511257912,2.5579871700507355,2.554489861909021
34,2.052310241900476,2.052310241900476,2.0558161554087677,2.176201193508886,2.2788663774328137,2.2839666849919342
35,2.720840457346086,2.7208043982030463,2.7233491093202833,2.722118243948745,2.72059853403953,2.7237089782903254
36,2.0663315354589256,2.1892619732649337,2.1854444048552133,2.055588795003167,2.1892619732649337,2.1821674110509486
37,3.5923023732040154,3.5365308669131186,3.615448184865993,3.561917995851519,3.5351061363152088,3.615243895919196
38,2.6149690863835517,2.6104542269156252,2.611421222044639,2.6861561202973823,2.6200015800591148,2.6187550871614396
39,2.2772232656275557,2.274389646014151,2.2713939297555577,2.270414165462348,2.266878513151748,2.2824912469138154
40,1.9349293602481232,2.182235638838861,2.1830039830741366,1.9349293602481232,2.182235638838861,2.1830039830741366
41,2.6900950014768847,2.680539648401901,2.678555983778275,2.6756408630602486,2.6753585475877233,2.678555983778275
42,2.169909621575324,2.177556498208465,2.1647253571495226,2.1750492553036205,2.173255270328918,2.1643700367254914
43,2.468934696185256,2.4604143561425547,2.467218280702803,2.466689420663824,2.468912195854599,2.469175080109433
44,2.6869500613429067,2.680686827946994,2.685440422846713,2.682611949630111,2.6806076743954326,2.6829661345205955
45,2.168840616654842,2.177621231236074,2.166064970773431,2.1807712178117633,2.165494493392628,2.1789602607961753
46,2.603671468998347,2.600776241885175,2.606966053659461,2.600569040000916,2.603671468998347,2.609320174252088
47,2.161674606284695,2.1542674587363377,2.15602543266887,2.15602543266887,2.1544388536651793,2.15602543266887
48,1.9158588298493018,1.9022914346762316,1.9100688906618084,1.9158588298493018,1.9022914346762316,1.9100688906618084
