,0,1,2,3,4,5,6,7
0,2.3680058970259363,2.388703239249528,2.551576485394976,2.465099988648133,2.3680058970259363,2.388703239249528,2.551576485394976,2.465099988648133
1,2.442954771174882,2.441475053180798,2.442954771174882,2.4398355890147263,2.436781198726718,2.4409502392722495,2.450409634664499,2.4443470114085817
2,2.841919678603538,2.847676392752157,2.8520985107561527,2.8493625186608904,2.847107766535711,2.8502222139823696,2.8487393600250215,2.847107766535711
3,3.3855135737387156,3.3512031248298606,3.3817788626809793,3.3856329496076727,3.3877527470715965,3.3509375790158926,3.380064716786484,3.385649402199119
4,2.9978235209170565,2.9961282906880444,2.990828033408289,2.9938606231581097,2.998575823811768,3.0015910818674088,2.9952924869933613,2.995328842482933
5,2.352324651684161,2.3474911381722956,2.344693380847229,2.245254774516256,2.3320732065760827,2.3467711964089784,2.3430087148549457,2.3474911381722956
6,2.1842753781573685,2.1513835939881183,2.1829793775449473,1.9325438459718325,2.1842753781573685,2.3491507911105636,2.1829793775449473,1.9325438459718325
7,3.0333463778494343,3.0350510516934173,3.0324027887954816,3.0301726938958655,3.0126636997571046,3.030747275039673,3.034104629297504,3.031776600297709
8,3.492026969437931,3.492562493406208,3.491894258058986,3.4821800543512182,3.486094158047605,3.4866145596044356,3.4913371200783847,3.4846702870826443
9,2.5491238517787993,2.550799848441483,2.548045775707756,2.546719097123566,2.5478784719490117,2.5469154828304212,2.5461202611183222,2.5437437055509795
10,2.7538624406667314,2.7512967554219747,2.690266068831285,2.686872162505212,2.617793678275393,2.6854460229014125,2.7559171103520415,2.6881356636518126
11,3.782759298295944,3.7782985306362895,3.7835768472731175,3.784366952899494,3.78249736792322,3.7781687606546175,3.784254052704574,3.787017238241367
12,2.3646766707360167,2.2639737949975176,2.3578283837628113,2.2640267521909716,2.350857567697324,2.356955469784944,2.3553382521732926,2.3709355544686495
13,2.610840605801259,2.610840605801259,2.610840605801259,2.6133416352608516,2.609516869624083,2.606974627570658,2.603648174349074,2.619165941045593
14,3.2025551227487368,3.191277930753217,3.158232602792173,3.1205700797494216,3.1188279605996594,3.1503867179617666,3.1920983321643375,3.196380289259872
15,2.553417544199119,2.552272989675299,2.552272989675299,2.5511294443751606,2.5547453893146796,2.545662277938358,2.546987361294558,2.552272989675299
16,3.3034495401865547,3.2699946076074733,3.3093029319840266,3.297946178181068,3.3088358281379735,3.311599989662926,3.2744846955304814,3.3141988427711326
17,1.9140807857726574,2.166794171071124,1.9215045694345385,1.750314288442885,1.9140807857726574,2.166794171071124,1.9215045694345385,1.750314288442885
18,3.0464273449158488,3.0418780103414016,3.0516280458793212,3.044032267927698,3.0429327113211326,3.045496129688324,3.039743473690496,3.049843648934334
19,2.2912162342791667,2.2889204945426647,2.3937957322821153,2.1889721921799903,2.2951149722597624,2.0708058939446357,2.2852789137009597,2.387282237744339
20,2.6274308316140385,2.6298081197608254,2.6216536589895503,2.6216536589895503,2.6258826653028886,2.632294773794227,2.6294806239516717,2.633637976743785
21,2.194703679593165,2.193737285028142,2.193737285028142,2.194703679593165,2.1946494673042682,2.1950028523484915,2.194703679593165,2.194703679593165
22,2.3793504057370596,2.4611972406233447,2.4637020859697225,2.4670034614606684,2.5315222279093312,2.536225106105831,2.5401846514243593,2.46806788748771
23,3.3260552046979726,3.3619820156987665,3.355378204184991,3.3193269872234423,3.324848838751895,3.3631487104656164,3.3555401413701373,3.3209662626375223
24,2.9647335008337823,2.9115824071952354,2.85536159322192,2.9729152010619506,2.9700039312370516,2.951832986674781,3.05373363279893,2.966403687146859
25,2.4598908281967407,2.460691148555766,2.457379924761456,2.4552030233755415,2.4552030233755415,2.4526803858088275,2.4593483579599473,2.4552030233755415
26,2.5962234485784603,2.605823706514203,2.610692506231557,2.611263480367949,2.6042516999348373,2.6004128851395745,2.6023321975652722,2.6065624300410657
27,2.925056874786544,2.922954733448681,2.925056874786544,2.919515264689457,2.922954733448681,2.923479526379062,2.930811720215101,2.925175627467265
28,3.248185292429633,3.245202728167523,3.207539136250011,3.2231117709669856,3.2418158464252156,3.2347350522643294,3.2065099669055073,3.2311060570438705
