,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,3.404369653408568,3.3941602686980517,3.3975352497483526,3.394144547688564,3.3978683819654374,3.406685017106329,3.401176835545669,3.4007421351703893,3.3941402032933876,3.398900848218988,3.4058841123744026,3.4000803642963864,3.396895910348569,3.3929958313083994,3.399646284298689,3.4075744629792775,3.403647077041932,3.4003728912253885,3.3934249436926947,3.3973384782917275,3.405717823332274,3.399533421225507,3.397335252080574,3.387446177486623,3.3868791018626316,3.404369653408568,3.3941602686980517,3.3975352497483526,3.394144547688564,3.3978683819654374,3.406685017106329,3.401176835545669,3.4007421351703893,3.3941402032933876,3.398900848218988,3.4058841123744026,3.4000803642963864,3.396895910348569,3.3929958313083994,3.399646284298689,3.4075744629792775,3.403647077041932,3.4003728912253885,3.3934249436926947,3.3973384782917275,3.405717823332274,3.399533421225507,3.397335252080574,3.387446177486623,3.3868791018626316
1,3.814222968580708,3.9106452156843163,3.923845538686913,3.8870450989300647,3.9736810840409067,3.8794413809322097,3.906790206692781,3.828355873339824,3.9726237687049113,3.9226898518654276,3.9473389917025266,4.072264617130868,4.062179386502277,4.106136486378112,4.160078036968757,4.11665287104881,4.259694322551075,4.149441340405304,4.203147577215333,4.159432333872324,4.062693734762543,4.03019414872927,3.9121526756595384,3.9048779664342916,3.921934105449634,3.8694972885963383,3.984012489062389,3.9099123341288484,3.885251247266858,3.9409508281957413,3.823036495266053,3.872454152495849,3.884196041214015,3.8830403568582694,3.9709264332972687,3.8742953614709634,3.920747021367135,3.8401745569094743,3.914981227810446,3.8852298088482264,3.935711950491405,3.954835400644271,3.96308945093767,3.949090123468428,4.026364449988966,3.9801276316513423,3.978056813460625,3.841364777195403,3.867214481870102,3.820166641553888
2,3.6936029760371873,3.68815341098316,3.732252180499374,3.729485451336121,3.7213270551719613,3.695706293430971,3.6852736785088553,3.7279268447763,3.747050172388467,3.741536343331994,3.719466531325229,3.713667373367372,3.7291087361582274,3.7514737144179318,3.741305055413304,3.719209257096725,3.684093589322058,3.7321662592265343,3.729701106638651,3.7208594455649244,3.6975924447589255,3.686801328099836,3.7350433361842534,3.72801999750566,3.7216749699275606,3.6940973694212222,3.6914983036703872,3.7095062291673875,3.745885523156017,3.7439745899320607,3.7250359914744697,3.7345780367816417,3.735021449358406,3.7423610684240627,3.7173472266426355,3.694855173628565,3.6896103954184065,3.7291441107214722,3.729338449996504,3.7171571881705425,3.7325108835815994,3.7319254464172213,3.731558382931389,3.7443502408434073,3.71467396335535,3.738876277817272,3.691156585984615,3.7356063730668945,3.733098182967923,3.721861564638306
3,2.9125300457694183,2.961399887726557,2.9624369740368186,2.9584023963942503,2.9086432468833214,2.906537161137654,2.966327366445595,2.96191555513205,3.0091157360553322,3.013196144302367,2.952311616557207,2.9982927946133757,3.017721846495462,3.017380141768792,3.013926175373914,3.012343462160199,3.0978865523962904,3.0581306335739913,3.1439441049938144,3.1527256369520593,3.1505410245220387,3.1876218603677473,3.1870520547438406,3.212386468990039,3.1290399566400517,3.1682473528075814,3.2467387544751016,3.237428490604337,3.131210083392932,3.0437247077345817,3.0818940639884915,3.0999896732595285,3.08683270895103,3.0483388035996932,2.9636374964462155,2.9702411809095937,3.010182234687664,2.960984206917718,2.9483951728234854,2.964401878513931,2.896376472188391,2.9557226111719204,2.9560952743119344,2.9546805167355332,2.8946918483712962,2.912610262342899,2.962856756811974,2.9549714728466405,2.9614540592677012,2.9668420653828393
4,3.790599453879157,3.7849662260997032,3.734871447033171,3.7291283820992502,3.737754897256301,3.754732725988373,3.750634846031024,3.721736420357439,3.712955784979675,3.7225420789814327,3.7530835405050302,3.755274217474194,3.7137666051105,3.7093945397997956,3.7120143242718937,3.7476071561981676,3.743412870744884,3.706277968077384,3.7048058928324,3.718322434539887,3.7496996640685696,3.7631219674444574,3.7290815387810707,3.727749022323495,3.738169188701515,3.7691252767777086,3.7740247223335404,3.7331247198656627,3.7537907108198643,3.764120201514285,3.8019659077719457,3.807642872760804,3.7728888387771984,3.760815162560247,3.7794460805297363,3.785258160330525,3.806127442527116,3.7651292523538764,3.7344046639830686,3.7609583588856985,3.774708114149026,3.795759637311606,3.7277795092843595,3.7642698406933617,3.754464184532086,3.776367786511559,3.7769640884299354,3.7403776494485412,3.7430365621443027,3.7562173245946044
5,3.0933007801532493,3.093949252630035,3.094377867742696,3.0861691940868674,3.0926004627502146,3.0876800547891126,3.089025324538031,3.0912927694109578,3.084429789998918,3.0891458333585424,3.0855642096120355,3.0839881554128663,3.077050306492881,3.0757617499232497,3.071971191112054,3.0723450142394144,3.076268101587413,3.0848124848726077,3.0796643800219954,3.0873749805278328,3.080937372206996,3.0876503009394787,3.085861451292576,3.0805801947397975,3.0836456407262607,3.0850569140986077,3.086953763428805,3.0915712239244795,3.081552165977591,3.085949941759867,3.086668698336776,3.088716927870139,3.0870970191822056,3.085670061467389,3.0917717458741687,3.0899118683826323,3.0944764768914523,3.0920904448393416,3.0882692257295195,3.0875777434283678,3.08527569275234,3.089027461417653,3.0884355590291896,3.0788280588868018,3.085397453302032,3.0843933271303294,3.084041149538528,3.0774179239725763,3.0774719404516278,3.0903120260670756
6,3.06895705696524,3.0642734967035983,3.052800250051137,3.046232721326425,3.064961477675338,3.0713014833644614,3.065718037776045,3.0535651722836135,3.0491013252903754,3.05366949255161,3.0596269186009324,3.0524831430394332,3.059460713908409,3.058372518533459,3.0553109066207864,3.054976813117047,3.06452048524801,3.059844793708125,3.050971174079479,3.0573758134930165,3.065736157947335,3.0597618905296575,3.0538090689653625,3.054397704938288,3.0577676619649545,3.067437902223302,3.06534650448072,3.056152141796443,3.0546676225733878,3.0519208408732243,3.063293595795528,3.058061624595156,3.0592289975854507,3.056012623581959,3.0635843505692755,3.0584740941708053,3.0647819119753077,3.0673888075408082,3.0607496990815264,3.067737483483809,3.071822582559197,3.069645062069469,3.0661536900499353,3.0638656697959092,3.069869542764918,3.069434164104204,3.0687468422303725,3.071339580580535,3.044902188776539,3.0651250148423763
7,3.6911236683061026,3.6980344765877917,3.7289504902733235,3.7423749265172095,3.731223599830993,3.693003002861516,3.6956491983946176,3.726491234445,3.738636663327245,3.7305629527849598,3.6898866087536493,3.696242001166271,3.7250863382411588,3.739716658859508,3.726762116715303,3.6885342082690347,3.692405001555757,3.7279181978692426,3.7442191226742705,3.7304137774578088,3.689233423591622,3.695435091677213,3.723967564460151,3.7425066484564735,3.7294417784002905,3.6900737162270265,3.6957922174794295,3.7268749509397137,3.7400626839673317,3.7297333422198875,3.69003774119044,3.6962536632772545,3.72643140456796,3.742836654723137,3.7310560550379464,3.6924471313502307,3.698103238957181,3.728108830884888,3.74291835302722,3.729398171008596,3.689306596572539,3.6970942528275583,3.7278747256304867,3.739978052456287,3.7285901297565305,3.6921974991451165,3.697483965282478,3.727995414709274,3.7429865775488897,3.7323397527240623
8,5.423430528851424,5.40376619559288,5.399349882253388,5.407963443731619,5.418416994965131,5.423201377865713,5.40045444970381,5.391842267564437,5.407760540986271,5.418683568894918,5.423098414669111,5.396375032959773,5.395617125645219,5.4077244420859,5.41895900487564,5.423560151336497,5.400791915580891,5.399168113315509,5.412103955914013,5.423275778154293,5.421866315787569,5.407203948270549,5.4020933700379565,5.411726539696069,5.422657207521997,5.423801458645762,5.40329804239097,5.398755053043944,5.407799230680365,5.418861054766005,5.422998167244602,5.40010207774101,5.391489220197698,5.40733855867564,5.41861567208671,5.422467561458363,5.396096436189309,5.395433304508758,5.407272960967387,5.419403400310282,5.4238620113154035,5.400336264900494,5.3988029593764075,5.411726539696069,5.423598637065044,5.425090857312419,5.407203948270549,5.402398902347579,5.411726539696069,5.423298123978082
9,4.335011702652504,4.323082665113006,4.35238841139296,4.355193988628901,4.344364501119913,4.347099815355715,4.341831956490706,4.381943594844751,4.369723669157369,4.392876629149743,4.406891539559129,4.40783533458923,4.401284719315541,4.4111457263426255,4.364975142879597,4.369629822743313,4.389694081341336,4.394301435885944,4.387122015550018,4.3853280306145885,4.389646538207844,4.397444930165272,4.362371431864022,4.379491627971429,4.34777293663484,4.392164718449607,4.405036179540707,4.406936280093129,4.413039691137236,4.417177895961119,4.400924228732594,4.386279548591783,4.388752120181593,4.386932763887655,4.380480703014948,4.371241663726961,4.348236236288219,4.3509596066378675,4.364542508396412,4.34567363848261,4.3536028332855805,4.3333257085372505,4.355609757005316,4.342312519315184,4.33348442206439,4.323144178725183,4.31689493842447,4.342395262456404,4.343606226478688,4.3410442093878965
