,0,1
0,2.4798235965162183,2.4748762780315654
1,2.5196019375052088,2.517999606381526
2,2.5279938459712263,2.5312112476970716
3,2.0794415416798357,2.475250614315475
4,2.5997582491282745,2.59905484294707
5,2.613144764747512,2.613004936801692
6,2.4656863779727436,2.5477208965160605
7,2.0646498407529497,2.066942580809475
8,1.7259186060115108,1.7356605061327959
9,2.1769572547987863,2.1850191107274997
10,2.5300023225454793,2.5312112476970716
11,3.6160864824402603,3.4200467790218463
12,2.4323117753855383,2.3542233752764536
13,2.7527475266875534,2.6166378367812424
14,2.6061774116125487,2.6003485478319295
15,2.2874748907905498,2.2808778287180926
16,2.446564852744595,2.529156037881651
17,2.2790772725510937,2.2727021999000305
18,2.294856127332254,2.270414165462348
19,2.4530232462546326,2.454699293761948
20,3.238181275476083,3.238181275476083
21,2.1787554310792245,2.172473037453667
22,3.6148638570935963,3.614209169976539
23,2.287378442112992,2.298049215621121
24,1.9293814990647162,1.9225265744431215
25,2.468912195854599,2.468934696185256
26,2.280705087460543,2.272279886779796
27,3.358905926826311,3.3102279131324424
28,2.1906606094047874,2.1939396076251967
29,2.3480760231488116,2.353822335239658
30,2.8038457692024603,2.8507786739956535
31,2.4552070749442247,2.452792969607598
32,2.1647605205980227,2.2640267521909716
33,1.563740609328233,1.559581156259877
34,2.370353515619337,2.3684845581313794
35,2.284750695138605,2.290685024443627
36,2.3660404837201545,2.37431959292097
37,2.2719332970816373,2.2833419693544803
38,2.1809870491266117,2.164942563456172
39,2.0748066567654835,2.0708058939446357
40,2.6177065369546124,2.737639601220822
41,2.383721799233089,2.377040608107463
42,2.180439963576428,2.1743514070978884
43,2.442412349572142,2.4411417487459004
44,2.0646498407529497,1.9189495901591138
45,2.175837186714983,2.175837186714983
46,2.3751134992666443,2.3718014997753243
47,2.2865638892146545,2.2820791043673094
48,1.5950593536700137,1.5950593536700137
49,2.3680058970259363,2.377040608107463
50,2.4692628476350116,2.4763940233635275
51,2.280705087460543,2.274389646014151
52,2.28743455346481,2.2843997432145673
53,2.6763861943211196,2.663228824096992
54,2.4427185640551525,2.456878313040115
55,2.266804932423994,2.173255270328918
56,2.819281254025351,2.8078982113929
57,2.542202442985679,2.5256584820933528
58,2.280705087460543,2.284646282665089
59,2.5359424414579843,2.5359424414579843
60,1.3821871220252937,1.3811830746238618
61,2.625691029269251,2.6951215270145847
62,2.2937363419167065,2.290769278722627
63,2.2602489663862406,2.1675651503006685
64,3.0261126378063987,2.9808558284746702
65,3.653391767398416,3.5885294534450525
66,2.5223342456201996,2.5285504597387147
67,2.2797680205020048,2.1765025064129677
68,2.4521352086295143,2.4457172576684694
69,1.7351264569629223,1.912313172266033
70,2.452058626563214,2.454477869348943
71,2.1948563896719437,2.192071685748796
72,3.3719146817609573,3.365741777547333
73,3.243129449210575,3.243129449210575
74,2.1829793775449473,2.2916484536968307
75,2.288682697168714,2.288682697168714
76,2.2824912469138154,2.290359144004275
77,2.3613691910214407,2.36350172778739
78,2.4608264745351693,2.4596442539954775
79,2.0595570314555403,2.0700285847335245
80,1.9309328836865003,1.9309328836865003
81,2.4510841094307008,2.457697587441382
82,2.1854444048552133,2.286138588937591
83,2.52715756602002,2.5253382575234258
84,3.0974390929300855,3.0974390929300855
85,1.5783745251398842,1.5783745251398842
86,2.3805813034321632,2.4554407601365913
87,2.1786411623472866,2.1822891997733493
88,3.847097586960327,3.8466959353931003
89,4.0546772534855045,4.0533001920925855
90,2.615673755003067,2.6239336931710224
91,2.3835838719026743,2.379437306834013
92,3.003465621142859,2.997888671849602
93,2.4717310133105084,2.4741931870445653
94,2.4593483579599473,2.45907734330287
95,2.055734166013034,2.055588795003167
96,2.2843997432145673,2.284750695138605
97,2.4750698551196413,2.477631862659789
98,2.278866383351862,2.278866383351862
99,2.620867998997391,2.6171004654008954
100,2.52285573394287,2.450446868942814
101,2.3841855692355147,2.374954717873479
102,3.0323577744932106,3.0683141120875788
103,2.2772232656275557,2.2725602305902126
104,2.4527105143585555,2.4558531857771566
105,1.3737953976665949,1.5985012708476622
106,2.2772232656275557,2.3684845581313794
107,2.266878513151748,2.269933073300575
108,2.522680589031629,2.5352070026452385
109,2.070479148528341,2.070479148528341
110,3.0541682713368603,3.003906345683359
111,2.5522656916850184,2.4758216086952496
112,2.288029729322375,2.288029729322375
113,2.515151053529965,2.515151053529965
114,1.9325438487093054,1.9318815799792572
115,2.057331102647797,2.0498581364538366
116,2.5483402859005873,2.5466952976775916
117,2.457958317709316,2.447216539956494
118,2.2732565065869133,2.172019920831945
119,2.4714083864171883,2.4657227128033243
120,2.5348304930366563,2.5348304930366563
121,2.298104164043881,2.275895932283204
122,2.4608877429271305,2.6154919406911112
123,1.787004025831119,1.924559356394667
124,1.9286803545042492,1.9414844215976874
125,2.2843997432145673,2.276333480268036
126,2.4717310133105084,2.4657227128033243
127,2.468934696185256,2.467586747416491
128,2.615867674859859,2.6697599738684863
129,2.273237004828806,2.1762011986621523
130,2.188839310204483,2.1856826167177075
131,2.6164566565656733,2.6166596946011285
132,2.5059921943339742,2.5196881983484842
133,2.284073769424741,2.295686626449668
134,2.5147812413945054,2.533165782441333
135,2.284646282665089,2.3763286678399065
136,2.385261765003144,2.3811018519692473
137,2.6052062930531954,2.5874589384906317
138,2.439871831144114,2.445080877501487
139,2.0646498407529497,2.042073621343908
140,2.2594030222365755,2.2660138223149806
141,2.442412349572142,2.4457345472082253
142,2.2879694787449814,2.279443512905974
143,2.0646498407529497,2.0572552196264
144,2.2734224081472196,2.277180706645298
145,2.3618118359133082,2.4430470275564065
146,2.4703249361498933,2.468629045652938
147,2.2874748907905498,2.2937363419167065
148,2.0589403778967306,2.0558161554087677
149,3.8120228847710314,3.8042479031897622
150,2.055816161251732,2.181235590829546
151,3.1478621019388084,3.438819229063618
152,2.379947618324203,2.3739280797541475
153,2.7518228052816496,2.794492997157532
154,2.1715254960490493,2.1663469249280016
155,2.388703239249528,2.388703239249528
156,2.5334909007211013,2.5410938249963007
157,2.3745241639576444,2.3902060575747623
158,2.611421222044639,2.6184528091029815
159,2.2630561896986268,2.2630561896986268
160,2.381503473872526,2.3788143702768743
161,2.5192512787125807,2.5219917296057983
162,1.5840760850676103,1.5834490869496864
163,2.757887465366668,2.757887465366668
164,2.2909022220483606,2.2954216026075227
165,3.18413292244487,3.143328200731995
166,2.3005269505407995,2.3005269505407995
167,2.7583920671331152,2.756847139963925
168,2.357764587676732,2.3521931003724545
169,1.776669271721283,1.776669271721283
170,2.8770272051396795,2.8770272051396795
171,2.368792256700634,2.377196109197931
172,2.46863698616772,2.4723805413533784
173,2.46768765142403,2.474752426865424
174,1.3862943611198906,0.6931471805599453
175,2.0344876423396347,2.0344876423396347
176,2.074330255183807,2.181235590829546
177,2.2656428979464147,2.269910188135194
178,2.9667658410595292,2.9667658410595292
179,2.813468680204791,2.8520009580834706
180,1.7886439698678065,1.767679293975224
181,2.7533942723987757,2.7533942723987757
182,2.066942580809475,2.1742021673018717
183,2.530737558311988,2.529636992572823
184,1.6010257801316512,1.6010257801316512
185,2.3787623804392837,2.3902060575747623
186,2.922954733448681,2.9251932679301627
187,2.288206534229959,2.290891335386603
188,2.373012180979749,2.373012180979749
189,2.2954216026075227,2.280725369942303
190,2.2748439891205896,2.2705506307669387
191,2.4395240045932214,2.4395240045932214
192,2.2639737949975176,2.2655472809382653
193,2.4504953214319363,2.449144870876498
194,2.3745241639576444,2.381015310854815
195,2.5475469915672115,2.5475469915672115
196,3.4753737673638274,3.4781800588527716
197,2.4712483528834235,2.4761248104847167
198,2.1934085618759673,2.1892619732649337
199,2.2955611071556405,2.280181180257866
200,2.280551059993157,2.284581887008488
201,2.2817603070651136,2.2843997432145673
202,2.14621709440232,2.1548983073454657
203,2.2955611071556405,2.290891335386603
204,2.1842753781573685,2.1881725019663256
205,3.6171976359799016,3.6164603245823574
206,2.2901907959267485,2.2901907959267485
207,1.787004025831119,1.9349293622869577
208,2.2845492565010512,2.2921251998794783
209,2.3260389630918796,2.3247769070884976
210,2.3767231779517135,2.4633833763516626
211,2.4479472206265105,2.449752178789056
212,2.373656015767711,2.378301509655076
213,2.0479888537734467,2.02970876083017
214,2.372197474567041,2.364969082386074
215,2.1866605267178705,2.1953418343325173
216,1.5926097729516733,1.5926097729516733
217,1.9318815799792572,1.9318815799792572
218,2.4647099560602093,2.4647099560602093
219,2.2790772725510937,2.27012407501781
220,2.6199175795977565,2.6199175795977565
221,2.6068173075198358,2.618227846799511
222,2.1776625031820607,2.1855418836473968
223,2.539336257742292,2.5371486983768956
224,2.3580123957775947,2.2990301286495383
225,2.772588722239781,2.772588722239781
226,2.4332840768539725,2.354049159278375
227,2.517656576236495,2.521448505837373
228,2.3806682462708193,2.3782365697635948
229,2.36136436598322,2.3622015038288966
230,2.0663315354589256,2.0663315354589256
231,2.684792295650606,2.678997050021234
232,2.535239848242553,2.5315492307007745
233,2.1769572547987863,2.055588795003167
234,2.552169169606604,2.5424145481027187
235,2.0646498407529497,1.945910149055313
236,2.4763940233635275,2.469704578405321
237,2.4547149213788635,2.449076991834244
238,3.096022842724283,3.1005359791636016
239,3.6865003727943204,3.6857490517991787
