,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2.552054023421556,2.552169169606604,2.554462915405888,2.552169169606604,2.544357669153665,2.5525183566996454,2.550799848441483,2.544357669153665,2.54988296110563,2.5502309049524112,2.5485070293137437,2.554462915405888,2.552054023421556
1,2.8149854964017336,2.8149854964017336,2.806122218237042,2.8135087553173745,2.8102632623976747,2.81199634797838,2.807872611069345,2.803163107392402,2.8639101728569787,2.80522564787825,2.7493201880519162,2.7964419209355342,2.8034494704530117
2,3.4161295150764412,3.4128181822533636,3.463463121654721,3.4602319323454953,3.4053925310438236,3.411520917576393,3.4052653949120155,3.4127607779506572,3.4069825980764508,3.4086658948053246,3.4120386090021815,3.409765223141267,3.410266733917551
3,2.8650813759561977,2.8685147054006586,2.8611553567540136,2.8637644648255804,2.857453227417677,2.8703420319223616,2.855015453076547,2.8526721007549165,2.8650813759561977,2.852304747310993,2.859310455117874,2.867263931302431,2.8605240359604904
4,3.614377342937721,3.615321876975982,3.644712593623301,3.6696929547937005,3.6171438532726303,3.5877356391544843,3.5926572992863215,3.5905953540114877,3.620660611704117,3.6421562895669375,3.6407952690364276,3.665677987238106,3.6390738478047475
5,2.470114945982738,2.4640832737349494,2.4580154223620383,2.462871480217765,2.5499822657122357,2.469958756276771,2.4640832737349494,2.462871480217765,2.452940507056026,2.4466385099227175,2.5272316426810715,2.5446344433271486,2.470114945982738
6,2.911410206859837,2.9083530737456114,2.899860104784513,2.9054507525536515,2.901739058131052,2.9008315135043237,2.8963716556834997,2.9102312965640738,2.9052313614456287,2.8927067459628004,2.9100296643364167,2.8977667315008606,2.9112971756413923
7,3.4056463565438593,3.4079835106862575,3.408020824090987,3.4368498224271757,3.4071762220337707,3.4067370863773943,3.407006536160537,3.4670992730771557,3.442721619797104,3.4147941020002004,3.4122134640777255,3.396900101030984,3.413548865086109
8,2.7543246048769667,2.7437256432071573,2.7564239093446123,2.74854419164667,2.7522978977960437,2.7564414109741646,2.7543246048769667,2.7564414109741646,2.7531934205584574,2.7495390587553343,2.7543246048769667,2.7506492407369385,2.7543246048769667
9,2.6895606062230515,2.689188587415298,2.6881713459023264,2.68740427795819,2.682282410094541,2.687579639653764,2.6857952702318384,2.6863906196022187,2.6886781820684424,2.68925961607549,2.684813709499057,2.688134715906288,2.6890472749144276
10,2.8041508740689975,2.800575573824162,2.8035488848355175,2.8495655211763182,2.8546193775246267,2.7985805641262527,2.7894750387470895,2.7999056199946146,2.796894625331494,2.794633229281388,2.799998659545552,2.7908788591664204,2.799031542272842
11,3.021290334645642,2.9249939362874233,2.978512644942512,2.920216182356298,2.9695470365132954,3.021992783325612,2.8607282557246423,2.8604483723903438,2.862745881604768,2.860840239355253,2.9705726501345717,2.9719940110579257,2.9670262199501507
12,3.1040673279969653,3.103787875182915,3.097585221021135,3.0990675735140396,3.1015080637112873,3.1028967432064016,3.101669710637156,3.102576353956393,3.100313770483406,3.0997760579042994,3.1011616925123215,3.100246649667998,3.1002442146139333
13,2.715669489838265,2.786698536899632,2.7797247051293175,2.794492997157532,2.607612067822083,2.667376517139699,2.5962191411465168,2.511246797886892,2.517926425345231,2.6548959194553534,2.7807882921480878,2.670756672566499,2.6586617852090866
14,2.288206530657837,2.2908913321616877,2.2908913321616877,2.291863867595212,2.288206530657837,2.288206530657837,2.283648056079873,2.284646278087068,2.2908913321616877,2.286138584747272,2.288206530657837,2.294600002142015,2.189204703866746
15,3.106287715602681,3.1001742314502416,3.0987590844219026,3.1037795308683758,3.101907811483499,3.100318782191354,3.0977673784898485,3.1025105245550213,3.105277547708743,3.1004583209120775,3.096268129157616,3.097827791117357,3.104548605383394
16,3.277613924071016,3.2721642588558253,3.2671130176486542,3.2756111256079707,3.3449891834644205,3.2762676947877343,3.2730996450769867,3.275656231513467,3.278990291275572,3.2634205140647894,3.337560465477792,3.345500554499582,3.279743244766032
17,2.4579094787848654,2.5318345209404796,2.456216887155779,2.4692628476350116,2.4664549293548905,2.6178937370167596,2.541947830392809,2.5340932321095426,2.524308062096831,2.4604270970324937,2.4604270970324937,2.4604270970324937,2.458184175835158
18,2.60737215172911,2.604040877578576,2.6069470416526204,2.6069470416526204,2.5969368997668054,2.5996371603342223,2.5969368997668054,2.600569040000916,2.6003399511434733,2.610035784615962,2.6095333385978736,2.6039418480918184,2.600569040000916
19,2.7415470258118457,2.7403012781581513,2.7357087904678745,2.732298284228712,2.7304759258474887,2.72945304958456,2.727780869833518,2.741320656475836,2.7393637209758053,2.7393637209758053,2.7326906757440463,2.7304759258474887,2.741320656475836
20,2.5523483473637585,2.5503381388537596,2.5533200730913452,2.5544664190953323,2.556746901817093,2.555603176125703,2.5533200730913452,2.548045775707756,2.558149584050069,2.551576485394976,2.5461202611183222,2.5391695106327834,2.5492845548046748
21,3.2041543702969215,3.191417470658137,3.198995500666488,3.1993112123732095,3.205196901526631,3.206879186621559,3.2082320584628934,3.2021059907815053,3.202673862115741,3.1961868100757855,3.2071132884091558,3.1996142653603377,3.2047774889274816
22,2.540838863798701,2.539179871109245,2.537434578248033,2.544232435856359,2.532311518612498,2.5431395599184468,2.6110388223556447,2.612590527822613,2.547043970936591,2.5430057999386815,2.539179871109245,2.540103768053013,2.5257959645168233
23,3.5734005515026555,3.5504045432565503,3.506947786645372,3.507656499560596,3.5026859539112865,3.54621934152248,3.5925011585194975,3.514893225681425,3.5141348535896784,3.5479147425320785,3.4575444227976853,3.5689797666981793,3.532833177875299
24,3.1483788736526606,3.1517982310903867,3.150570438479956,3.1509511772906835,3.1528706989277273,3.1542701250353953,3.153749065330363,3.1523928638757868,3.148280599287781,3.150543246159464,3.1433562095112997,3.1450743499161433,3.150438711459816
25,2.4530481847175793,2.3758005700227294,2.3758005700227294,2.3772183389694375,2.3762783256609037,2.4412940583938454,2.4421713786989745,2.3762783256609037,2.374458636523098,2.3753816527320257,2.37697987899279,2.375129062926967,2.4542712901433705
26,3.066033405268415,3.1711265323952316,3.1749868603261153,3.2112477697748876,3.134724383667158,3.0940977216278744,3.033253392815208,3.221368580056914,3.316721313977827,3.2651359326683838,3.0852569875867473,3.2228081830664053,3.201865610647996
27,2.2694978955989837,2.2706475100208263,2.275895932283204,2.275895932283204,2.283648060689059,2.275895932283204,2.274389646014151,2.274389646014151,2.273396637197702,2.273396637197702,2.2706475100208263,2.2694978955989837,2.2694978955989837
28,2.3714378515488206,2.3740687748313847,2.3740687748313847,2.3784233333951597,2.3704014363695443,2.3704014363695443,2.367738604207494,2.357530255236018,2.352716957430943,2.4546093144077963,2.2639737949975176,2.1675651503006685,2.3691770032718633
29,3.1860861111814307,3.19518925511172,3.1778449396873447,3.182483478563217,3.1819183472861945,3.1796828640606996,3.1754494603761017,3.1745236255924993,3.1733342019827915,3.183143453257056,3.1817363211464813,3.1797656339223166,3.1914094710242273
30,2.972590692519618,2.970349695676498,2.965834966027428,2.965834966027428,2.964342501139935,2.9630502345900993,2.9630502345900993,2.9647130284817704,2.964140195269981,2.960902898697012,2.960900318684611,2.9699594032044603,2.974369564193155
31,3.455728067316342,3.4284165673950646,3.4642681786236587,3.499828583870633,3.471234137996413,3.432730457245407,3.4426131004678835,3.4992211760456793,3.4808114731326816,3.4471054083402293,3.478421391390912,3.4997638729243046,3.4791536128823517
32,2.877074217838296,2.8800177088663825,2.8783432452868527,2.879951697442725,2.8706352270759137,2.8781415744614867,2.8818478889431027,2.8769990122689926,2.8744222762781084,2.877074217838296,2.8748745163885063,2.875936590784016,2.878351600921758
33,2.6662872089534404,2.7220947647989684,2.7068317028344873,2.724830901229999,2.723023070827592,2.6513581758728324,2.5887649202231215,2.5873586379100053,2.5857459027892746,2.5857459027892746,2.661777730515335,2.7141516701993336,2.724830901229999
34,2.3386804980405462,2.3386804980405462,2.419805242922905,2.3293106524148888,2.3310096040931336,2.3476483847841916,2.3384462469941822,2.3432271104692872,2.3519512630730497,2.3443518061257738,2.3386804980405462,2.3429412933499765,2.3519512630730497
35,2.8559801574470747,2.843361521129585,2.835537172977867,2.851391164457368,2.9109458785803524,2.903670918090766,2.894328294839661,2.8847164658116533,2.891625785474279,2.8975394550958256,2.8981958809536583,2.8999590227506573,2.900356636020873
36,2.699485819392988,2.699328231306114,2.6996017786525757,2.6973536211796953,2.7023739576254706,2.700937265865051,2.7003847777425407,2.7008746402908255,2.697630060042658,2.6978870769596384,2.6973536211796953,2.7023739576254706,2.704338696270063
37,3.168591450807906,3.1956767921860485,3.1706969392681925,3.307825339504217,3.2040686593303738,3.2773548894387368,3.215894260180078,3.2204252427814537,3.215475415185926,3.323850111361738,3.2094260490165847,3.229223235575138,3.0210716893676794
38,2.9025626090067824,2.959307757141437,2.9743625135718483,2.923726586183863,2.8723174959554623,2.9255568905648386,2.9774202621300994,2.98120787668345,2.9143597672857524,2.863370097183161,2.7958201823842086,2.7759144412437484,2.8270831289217
39,3.232613060098492,3.230609417555428,3.2573579572828875,3.257502660961808,3.219811178850129,3.2285017058209493,3.229043692380068,3.2315709475092103,3.2264375059512584,3.230542366602155,3.2296486598641767,3.2302559038542893,3.2269149719980894
