,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118
0,3.0153518730311193,2.97001340896632,3.067682217243924,3.111400730517433,3.0688997479483273,3.1127409315466603,3.1098485759869927,3.1439083288528824,3.0567788964580487,3.0849081454213434,3.0514720962641912,3.1750617295353556,3.1285189470089714,3.171556364496632,3.083385150612884,3.0911926460947208,3.061081226333242,3.12799879987902,3.1434944208944495,3.129994906523205,3.173380025088313,3.141753145774515,3.134451872928275,3.1333002631973743,3.0834406297778694,3.2200329839706066,3.1771432865573237,3.161574514073325,3.0843833617242393,3.1338447085762,3.1270621470440485,3.1211834914320504,3.2151422544747814,3.2581164941760883,3.247737870136039,3.2361662575020476,3.2458438810121604,3.2401242099173864,3.1745386605961774,3.220951818877257,3.181073026724326,3.215080777308174,3.2986482958496994,3.32536237417296,3.2866210143449073,3.3371022691407815,3.3195497879035405,3.3696721128339524,3.3635945377475673,3.313862003520647,3.3553895734528068,3.3278890843979902,3.371517731347639,3.3575363418330193,3.375130842066938,3.3672047546376405,3.3608534925496825,3.3637445677793267,3.356632993362335,3.350164463366924,3.3031351144236636,3.307709571560481,3.308697507593604,3.3847517253702257,3.3707035797977127,3.3668706427901793,3.3709225666880913,3.305299515667161,3.236353381970373,3.2212507224037363,3.225379005628297,3.219432675198691,3.3022972180263617,3.3797375804632406,3.3757929953134056,3.3570115403714618,3.349666576609845,3.2421566237545054,3.3011609690212396,3.36925203211848,3.360952337496027,3.3748928462082795,3.3644014593679605,3.3059164048054948,3.298446783601821,3.3109647827686697,3.3137494245221433,3.336611298944687,3.36435437439564,3.3645396744957736,3.3711473284324454,3.3694098149146035,3.3120700674721153,3.3489752979537593,3.2705662591559914,3.3261200594920663,3.270688704331838,3.225953730565307,3.3208856487710388,3.2913707146620124,3.3727494897570094,3.379390979263258,3.3719932578714467,3.2230231390674473,3.2938837657464246,3.2615313770311207,3.2902743877423557,3.3047973108194513,3.342248704678982,3.294127918981033,3.3497255237474053,3.3333160411699128,3.204397457775767,3.1766432700982463,3.177968315560747,3.1427570116274666,3.1159408092396745,3.0596691053575626,2.9682196611290657
