,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,3.124264283193474,3.0602056205320323,3.0592990864381004,3.144293013169403,3.097870415050754,3.1457759851756006,3.1689478129853006,3.2309521172837803,3.195249766277587,3.2204433937503154,3.248002873747533,3.2717654440107546,3.200022943867496,3.207957242440085,3.0596956333855494,3.12583710775252,3.0417000558536764,3.0554361941923633,3.14799518252341,3.090096561387533,3.132107881026814,3.1553026025733573,3.213925501772965,3.181894848535335,3.1965724476155124,3.2363387460229935,3.262830063939489,3.1967092869077205,3.207582007223133,3.0645175524582124
1,1.3862943611198906,1.3737953976665949,1.5985012708476622,1.581302784163405,1.3763584119408208,1.7503142878325073,1.3763584119408208,1.541801630682708,2.0716722313042153,1.921504563387783,1.7917594692280547,1.777538874965972,1.5985012708476622,1.3737953976665949,1.6094379124341005,1.3862943611198906,1.3737953976665949,1.5985012708476622,1.581302784163405,1.3763584119408208,1.7503142878325073,1.3763584119408208,1.541801630682708,1.9325438459718325,1.777538874965972,1.7917594692280547,1.777538874965972,1.5985012708476622,1.3737953976665949,1.6094379124341005
2,2.711778104357352,2.7104314673185232,2.6971069321107404,2.710822639396844,2.6192970999624623,2.566161965571993,2.4896946925883503,2.4855521883340392,2.509291376054513,2.4407342451377825,2.5085057699450943,2.500601307078319,2.4924270741428405,2.4568369924888627,2.503336708999379,2.492705896540228,2.499051420751001,2.4866196238229916,2.4815419126726557,2.5656891487273983,2.5703758150796987,2.582438649255464,2.5822047236338417,2.656996062863302,2.5939315785675876,2.6752790966464595,2.663551872853264,2.721206771650678,2.703496787782692,2.732288532247768
3,2.3619803400400556,2.3642552707081035,2.1617225772268305,2.3742967769180106,2.381699225362194,2.342746701855806,2.374976850542037,2.373844679808268,2.436893843492662,2.378882874793892,2.6702857647314824,2.589385978644354,2.6706058432218422,2.3646766707360167,2.1560254341755187,2.3619803400400556,2.3642552707081035,2.1617225772268305,2.3742967769180106,2.381699225362194,2.342746701855806,2.374976850542037,2.373844679808268,2.436893843492662,2.378882874793892,2.6702857647314824,2.589385978644354,2.6706058432218422,2.3646766707360167,2.1560254341755187
4,3.3149528001029935,3.12023972678196,3.359642962035398,3.2961481677823494,3.187363861011198,3.1686016683095057,3.208331181165164,3.2875070954089995,3.551967322708647,3.543740632509296,3.4989151788264055,3.544413962726898,3.4451569817689123,3.657029353992696,3.441611902527595,3.474829578692965,3.3804557055977926,3.544307461882688,3.6049162069173213,3.4340173991035225,3.562338151735899,3.331160687507378,3.2686682047718536,3.5529463532804657,3.5077065623200747,3.6106010798539234,3.442765885610634,3.457925961839035,3.490261231479888,3.2869084421783574
5,2.1829793775449473,2.1829793775449473,2.060444928396438,2.1675651503006685,2.1881725019663256,2.165620284742504,2.1690479585324822,2.153700505580795,2.1731847511319007,2.1577726285880425,2.1715254960490493,2.1629856845285826,2.1675651503006685,2.1769572547987863,2.0646498407529497,2.1829793775449473,2.1829793775449473,2.060444928396438,2.1675651503006685,2.1881725019663256,2.165620284742504,2.1731847511319007,2.1511944307165103,2.1762011986621523,2.0614358742757632,2.1769572547987863,2.1706654425990988,2.180128820299776,2.1769572547987863,2.0646498407529497
6,3.415239044907935,3.4223815607589736,3.425639975523828,3.4243234940243514,3.423627779799038,3.419376107032978,3.4201029901303257,3.41890264301419,3.422760926908821,3.414501944474952,3.4220934287578215,3.412339001021042,3.4169246569598677,3.422133961066102,3.4277320035175305,3.422605631525135,3.422093058166432,3.4142884202949126,3.421130400953132,3.425125600303308,3.425781826813466,3.4230632583541674,3.4225773224688103,3.4199033362823203,3.4209234308656042,3.422830500033025,3.425639975523828,3.423603544330935,3.4184314638379467,3.4181577063926936
7,1.9351830056006598,2.033892725874749,2.0626234617894594,2.0630882332583473,2.044745568211352,2.174113034783784,2.18086740722106,2.169858889252169,2.046889287936434,2.0572932794942544,2.0445806793496293,2.026749291387358,1.9081246983461755,2.0683683207839527,2.053742988753945,2.0581046211646026,2.0436170515685346,2.0499697393852356,2.1636656172845115,2.1537005089462187,2.1681066244960148,2.1750492567546087,2.0575360002658023,2.16599381287179,2.1663469255255925,2.169507913581407,2.1617225754957046,2.0333717594802962,2.0466441719507693,2.033787511702841
8,4.007343960511491,4.009171604294048,3.9981136606758025,4.0342883219165575,4.034236789770926,3.9860246824047927,4.004603671634132,4.0069525826355505,3.998051407862162,4.0321890414068395,4.031928347730399,3.9879372104583664,4.002896103528206,4.00426461693551,3.9928014248797377,4.032530235269816,4.028677024324653,3.984982910774514,4.002753812084548,4.003754085417578,3.984591365842554,4.021809467246869,4.0261794139359655,3.980493357971325,3.999012136488885,4.002675322655516,3.992144171563995,4.025524653646123,4.029195402992575,3.9884750273245926
9,1.5708795693038127,1.591499097527123,1.5855604587359755,1.566090361869935,1.5943647666404437,1.5747300518373406,1.5961853503024541,1.5811934312388594,1.747989678547599,1.5788528817999343,1.8826119135295416,1.7318117334964376,1.7387547268129244,1.5896000831296553,1.5866208343648007,1.5708795693038127,1.591499097527123,1.5855604587359755,1.566090361869935,1.5943647666404437,1.5747300518373406,1.5961853503024541,1.5811934312388594,1.747989678547599,1.5788528817999343,1.8826119135295416,1.7318117334964376,1.7387547268129244,1.5896000831296553,1.5866208343648007
