,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,3.347551986195137,3.3453006985925695,3.3448667600282995,3.344679819652326,3.3444564721855956,3.3490991260400436,3.343887547118996,3.3482175199087405,3.3477027239969903,3.3445710698345525,3.345100050244807,3.343730203359245,3.3431180644166547,3.3501817319524823,3.344152307742376,3.3491475378400763,3.347551986195137,3.3453006985925695,3.3448667600282995,3.344679819652326,3.3444564721855956,3.3490991260400436,3.343887547118996,3.3482175199087405,3.3477027239969903,3.3445710698345525,3.345100050244807,3.343730203359245,3.3431180644166547,3.3501817319524823,3.344152307742376,3.3491475378400763
1,2.9775863514980276,3.102969085461797,3.1117606765850074,3.1122412157354162,3.1514744751759585,3.1123156566817882,3.069167716279032,3.0594038520439693,2.980063078567233,3.1090239846793035,3.113493477781981,3.1120287264870927,3.148076738461266,3.109048254744241,3.060929602147719,3.0574843778459457,2.9811476553980985,3.108845273410155,3.108961628201633,3.097397606989276,3.141694025951157,3.116421134139591,3.0715218039675016,3.0476818486046104,2.9739834071100493,3.1082506862718824,3.106678406022801,3.1075367703458467,3.1462011536797982,3.1094863130001715,3.0596609165843205,3.0524284685888357
2,3.8278491610814305,3.828004428002438,3.850069076276447,3.7573556809513615,3.7583540090204446,3.8351820225483504,3.854703317304112,3.8354864514425824,3.889042965782732,3.8647841548487087,3.841020673437537,3.8809692197275196,3.8860109055489183,3.8777553233851902,3.88820016333737,3.896231445784501,3.8246428803844386,3.8303918559429713,3.828817934095256,3.776743957946355,3.7793137459440977,3.851666832050425,3.8565119902959077,3.8369768141927945,3.8896306258166238,3.886867212877041,3.8634144462144,3.8882166684750885,3.8939607541117653,3.8847819423184333,3.889399201099988,3.896354834049062
3,2.9776254178672703,3.3820711775033425,3.387454380099368,3.3700518803515678,3.4482904745996783,3.387263595099375,3.2413507993157795,3.267301953394512,2.989005640382705,3.361509351824248,3.379193448729166,3.3570821333462897,3.4410003918812424,3.379314738195015,3.222626919698213,3.253614271472544,2.9721094238857155,3.365377180302685,3.3560494824756475,3.36308736378417,3.4314288924385754,3.38566929013458,3.2366271937438547,3.25735829102176,2.9892078242731563,3.376722191637291,3.3855679059914894,3.3709666798857114,3.3926806331216013,3.387692319355161,3.2565398983565252,3.279349125813802
4,1.779554000330112,2.0794415416798357,2.1855418812159835,2.0716722313042153,1.922324476614588,1.5950593500978916,1.921504563387783,1.777538877844348,1.9356608428072275,2.061435869796039,2.1667941630142526,1.7472342580829052,1.5692438220534335,1.60050539379009,1.5840760844413357,1.5840760844413357,1.5904053572214818,1.6064142066280311,1.5977791767480876,1.5817644009994145,1.591499097527123,1.3821871204717173,1.921504563387783,1.914751290926669,2.0604449239563936,2.161674606284695,2.1829793748074744,2.190157959944678,2.0716722313042153,2.0669425782265405,1.7821034317166948,1.5985012708476622
5,4.2072410311609385,4.163779874709805,4.10031166951634,4.160860223820121,4.131292158889902,4.193595602494313,4.208587313912678,4.1105017526053995,4.207345399551228,4.163637303915229,4.099977811720528,4.160305695798773,4.130081523996199,4.192797840794217,4.206625233468264,4.108607885912539,4.208274356936394,4.164458965144417,4.1017196406340615,4.162327309426141,4.130358314902702,4.192777230823226,4.207285691816316,4.109994509581675,4.207268277151808,4.1631988250613094,4.101895406587435,4.161611444650486,4.13085064805559,4.19379406071158,4.209405492638476,4.11013544652973
6,3.3568821993437807,3.3655320378040763,3.357564597309503,3.375258992111486,3.3684549866140614,3.3770026223052816,3.3671036237448675,3.3877608050977597,3.392552305607692,3.3889479744753572,3.3720051073783353,3.386901653034526,3.384478623451135,3.3853376456847646,3.3767196866117057,3.369479134091467,3.3577507823841675,3.364608096429575,3.3521408763950946,3.362808182522327,3.3797451923345507,3.3865909147697586,3.382327376227045,3.393048914957146,3.390144534220685,3.3795750919358767,3.377899107254113,3.3835354262866515,3.3878471413658646,3.387231200402983,3.363961875251536,3.3695187878808506
7,3.6107247294930236,3.669171889673037,3.672527297481742,3.6942398812302573,3.721069040860715,3.665593202974109,3.6179252773622284,3.6494708739148,3.6422680873395428,3.7001068485795634,3.7120225842231562,3.7210063653558905,3.698083552612853,3.6408734610088613,3.6236560875817734,3.6655883472777795,3.6503103513496518,3.717207337895136,3.6624048778105633,3.6775908975837313,3.694686901741145,3.6971914663373933,3.6383571405136994,3.6419949423594153,3.6246307088136613,3.6932978948198687,3.7172654446440045,3.689972058755904,3.669230383573902,3.6520445582709766,3.6457011053046062,3.6949496465011715
8,3.330753700008194,3.3332481983557005,3.2592073004770343,3.3661728957542403,3.3740150816083716,3.3678411367188703,3.397870039258821,3.370595522071566,3.339160714090765,3.3340985808705876,3.2653910059367774,3.3680327506108405,3.3764421037164873,3.368219783527611,3.3983148039019504,3.3707766984493435,3.3350460431353515,3.3316262500924436,3.266236675992689,3.3568454164244925,3.3673550098639335,3.36477965418005,3.3951847111213933,3.372695080818933,3.3372965875061262,3.332691363459567,3.262761315926845,3.365384129100215,3.367985364166523,3.3646595935156713,3.39746160762221,3.358788866342496
9,4.018847957996099,3.9680005410586467,4.050110320592149,4.031163309548552,4.04821981661053,4.085597406444504,4.022101345479053,4.015067483866746,4.016847002070832,3.962365800993534,4.046243388944479,4.022946416839074,4.043097029977843,4.083233655895131,4.02111666537315,4.017621357538571,4.018592481497438,3.9677330846165146,4.050435787769852,4.031458284473821,4.047785581240947,4.085851693473256,4.02232591148254,4.017342735493783,4.019053995525935,3.9632058464693327,4.046923503378404,4.026430469002098,4.043434533646111,4.082891529699549,4.0210417624465356,4.018081369762226
10,3.2682067631384295,3.2581982583285933,3.2628830851130695,3.261464125365699,3.2689581524290854,3.2597573669300597,3.269284009443474,3.2669569886194503,3.2734475850730678,3.260201725494917,3.2621682391574893,3.262390578570174,3.267884511809803,3.2560550778521327,3.2720668850986967,3.2670130756230082,3.2703442963806397,3.260201725494917,3.259754585850961,3.262390578570174,3.2669622962358433,3.2576179860870615,3.2675961571202476,3.2669417653013006,3.271271068962278,3.259127056338564,3.2588290507392226,3.2645705602842905,3.2669590650606337,3.2593155783886303,3.269284009443474,3.2678796399805585
11,3.8269262704184666,3.8458951212350763,3.816805519708309,3.8024742313038584,3.7841238170158356,3.8475834669884303,3.8325568246864976,3.863356400320229,3.8253084994822824,3.8434010160495453,3.814700224539332,3.800265204118048,3.7816828903176813,3.8439217279027913,3.827561427473423,3.8570395681327523,3.8226406750047475,3.8389664971634123,3.809456171140651,3.793948238637956,3.776761639553855,3.83789416013237,3.824910128947177,3.8566005067965534,3.8184123964338292,3.83877360321922,3.810081298983577,3.799034471428166,3.7807901029084356,3.844778057844358,3.832576347925294,3.8631797798408707
12,3.3073246466497084,3.2972130472308523,3.296952722108165,3.3163115446039093,3.3033023047742542,3.326933106428396,3.300318216182421,3.317835120046393,3.3056248168327693,3.3009351189519114,3.330590772229612,3.3462989267279633,3.3074993465372415,3.2993652180367885,3.2908676894960758,3.3160473254564398,3.3073246466497084,3.2972130472308523,3.296952722108165,3.3163115446039093,3.3033023047742542,3.326933106428396,3.300318216182421,3.317835120046393,3.3056248168327693,3.3009351189519114,3.330590772229612,3.3462989267279633,3.3074993465372415,3.2993652180367885,3.2908676894960758,3.3160473254564398
13,2.9193286207689355,2.9228534143937592,2.980433324903686,3.0167906611905098,3.018215364715533,2.9632067828534767,2.9666372024193794,2.9220730373786235,2.9258571776526185,2.9269228739599873,2.974122239971977,3.017753465671163,3.007936991138656,2.9593105238443704,2.9516007197213088,2.91823118839697,2.9285964453835622,2.9285940716874466,2.967443600129391,3.0030875869638756,3.0014318428277917,2.9610716427478985,2.965163504288639,2.922024166294832,2.962575893253797,2.9761013475203506,2.973552706919755,3.019617264151689,3.013073932516666,2.9584366582216304,2.947203041968288,2.8607807113436627
14,3.3646534675463604,3.302668104809512,3.443804497737942,3.4327493190677334,3.4467675184066806,3.4904977366862813,3.4339831203459372,3.4331231656506325,3.36008615181094,3.3003152542987784,3.439404866427147,3.433600793246376,3.4473043475378553,3.4907841394898393,3.441654489242035,3.438734649599396,3.3646534675463604,3.302668104809512,3.443804497737942,3.4327493190677334,3.4467675184066806,3.4904977366862813,3.4339831203459372,3.4331231656506325,3.36008615181094,3.3003152542987784,3.439404866427147,3.433600793246376,3.4473043475378553,3.4907841394898393,3.441654489242035,3.438734649599396
15,3.4396197807364226,3.427070877433038,3.466262589638905,3.464788589095996,3.4379606885550986,3.423051441777959,3.4654613925865965,3.4654395393061135,3.4310282481339467,3.4199903175315285,3.4558289167598657,3.4595449077808444,3.458980113456948,3.452889173739628,3.4866854769881233,3.4644383071765175,3.4595988737307155,3.422991715532987,3.464441091732568,3.492364213364567,3.4656969281623464,3.453568187250553,3.4863790242372334,3.4875691509816824,3.4325770181591837,3.4231086504855917,3.467328999789837,3.4621975227768487,3.4358414357922724,3.417252073057276,3.4650326385721435,3.465808040042607
16,2.6436339471116868,2.6046410087541276,2.7253811403272574,2.796337292322826,2.650899778260269,2.60131788788273,2.5846109342189667,2.544026939089711,2.5147311490567628,2.6046410087541276,2.602270393455172,2.740056963688752,2.589754607008237,2.6748024286566032,2.607272418897015,2.674452156567614,2.6436339471116868,2.6046410087541276,2.7253811403272574,2.796337292322826,2.650899778260269,2.60131788788273,2.5846109342189667,2.544026939089711,2.5147311490567628,2.6046410087541276,2.602270393455172,2.740056963688752,2.589754607008237,2.6748024286566032,2.607272418897015,2.674452156567614
17,3.7836439202657437,3.7370796137503564,3.812731026854951,3.764112972036889,3.8007753151100494,3.7572979812662317,3.7855805074010713,3.7732669200529654,3.8070001673564136,3.770707213276171,3.812453320454111,3.7638030752971154,3.813372820780308,3.7717435429998374,3.8098637436058835,3.777074386583852,3.779217059969735,3.7377819259031195,3.8104066092477815,3.764104488491765,3.8015722173682223,3.767032101983663,3.803542219743493,3.7704555961198483,3.8117527307199808,3.7745059474502156,3.816882077077381,3.7681359240073347,3.822012088543811,3.781493367121767,3.823152367911794,3.7829775760072173
18,3.511073431002643,3.5851310833698107,3.5233613750586414,3.5743135484400046,3.5266774635636597,3.626625479727311,3.5743882732966075,3.5269387874280147,3.5530618682745922,3.5999542589341993,3.629051184766069,3.5231197000583507,3.502605924484883,3.5082507813656956,3.5123661290403456,3.5126885585908463,3.510511287947415,3.622700612774669,3.537414099756486,3.5150970453932135,3.560556207760023,3.643276954814602,3.5877425673696317,3.5892579155934983,3.588155744793295,3.6006121665104533,3.557772910783202,3.528763516563561,3.5496578746894443,3.492519744180803,3.5480037750311837,3.573044639108372
19,3.4442282982405454,3.3889934203458756,3.5014093205991683,3.5291191334130225,3.557977318994187,3.510804611828646,3.5072302964172506,3.477887646398735,3.488740471758767,3.5120695718743353,3.567738292318569,3.5691143158010323,3.569701405574229,3.511566468326687,3.5198409453350576,3.516205640662842,3.516803773220274,3.511170368326169,3.5116452275384487,3.566715537870766,3.537679309153957,3.504351816633932,3.506537255502469,3.5080177526597494,3.4822550516541284,3.5057386817952896,3.563917937593265,3.558821625888948,3.5583813848321393,3.5023236220613017,3.515897193868687,3.4777377869644184
20,4.129247350272738,4.0737845225824305,4.079884826503439,4.16866146396255,4.179972179382493,4.127403828576945,4.157897549022316,4.071359991411993,4.1248513230144415,4.1228855481152396,4.122604961766871,4.205959053526566,4.229034099394754,4.1940203762767965,4.224047861727554,4.162869950940205,4.130783415193014,4.066976201967158,4.074756727254217,4.187464318915244,4.213830733991833,4.1661577673506995,4.209584340419159,4.124406001273444,4.11370136635242,4.141265191546549,4.138843316930634,4.194635623853642,4.208665488454965,4.1676417786850015,4.20262008831255,4.158307124545621
21,2.8660364125410442,2.9822361825900714,2.8680760279887076,3.1657588575858484,3.1569841252700837,3.072895389902128,2.9753259494777318,3.0775908346588503,2.867378077408749,3.07144869021502,2.97289069340621,3.23705275949486,3.1569841252700837,3.0748464059221385,2.9781186220845517,3.0799756366872653,2.8660364125410442,2.9822361825900714,2.8680760279887076,3.1657588575858484,3.1569841252700837,3.072895389902128,2.9753259494777318,3.0775908346588503,2.867378077408749,3.07144869021502,2.97289069340621,3.23705275949486,3.1569841252700837,3.0748464059221385,2.9781186220845517,3.0799756366872653
