,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175
0,4.383901467144994,4.383356653255451,4.4360316166167655,4.371217120476567,4.362301254472854,4.356227996590737,4.348469695655533,4.325521794231269,4.3800247535432435,4.38100161692596,4.433263272091589,4.369935161526997,4.361573582702159,4.356144027922843,4.348363146938556,4.325731851416789,4.382644577615614,4.379861234648677,4.434157336359337,4.367733998965749,4.357452597683543,4.352763142607987,4.339617373837355,4.3209719734797725,4.376768918645275,4.375312737632172,4.430620740233097,4.364724450347062,4.356178855160809,4.350617274842234,4.338190997894557,4.319613623209264,4.374515611494156,4.37396867335037,4.429058640619955,4.363174667583873,4.356726066780511,4.350946345625495,4.34549188679248,4.322531049185028,4.381659663903591,4.378180762847024,4.434459430440629,4.37131426073512,4.363957224385642,4.356332511791223,4.349190331257606,4.327870786641226,4.382466682341853,4.381842904252439,4.431954802845559,4.369341580504219,4.36000184257806,4.354777996707717,4.346486147259776,4.325540435460981,4.381424667089744,4.38246290609984,4.435103458992581,4.369857354537146,4.360339770002457,4.353863719236053,4.345887623639402,4.323534298080343,4.3795048640707845,4.377876845541403,4.430152016010496,4.365679037057204,4.3557808009669,4.349441244050577,4.341975121598408,4.320667270430274,4.3786416941014075,4.376431284061855,4.429350794405926,4.364459736066253,4.352116883444726,4.349124667473882,4.341503883275333,4.318646073037988,4.378452576730861,4.376283072175716,4.433073364969638,4.367687928369501,4.3600906985596595,4.355104406936996,4.348865819916806,4.3279993419188685,4.383901467144994,4.383356653255451,4.4360316166167655,4.371217120476567,4.362301254472854,4.356227996590737,4.348469695655533,4.325521794231269,4.3800247535432435,4.38100161692596,4.433263272091589,4.369935161526997,4.361573582702159,4.356144027922843,4.348363146938556,4.325731851416789,4.382644577615614,4.379861234648677,4.434157336359337,4.367733998965749,4.357452597683543,4.352763142607987,4.339617373837355,4.3209719734797725,4.376768918645275,4.375312737632172,4.430620740233097,4.364724450347062,4.356178855160809,4.350617274842234,4.338190997894557,4.319613623209264,4.374515611494156,4.37396867335037,4.429058640619955,4.363174667583873,4.356726066780511,4.350946345625495,4.34549188679248,4.322531049185028,4.381659663903591,4.378180762847024,4.434459430440629,4.37131426073512,4.363957224385642,4.356332511791223,4.349190331257606,4.327870786641226,4.382466682341853,4.381842904252439,4.431954802845559,4.369341580504219,4.36000184257806,4.354777996707717,4.346486147259776,4.325540435460981,4.381424667089744,4.38246290609984,4.435103458992581,4.369857354537146,4.360339770002457,4.353863719236053,4.345887623639402,4.323534298080343,4.3795048640707845,4.377876845541403,4.430152016010496,4.365679037057204,4.3557808009669,4.349441244050577,4.341975121598408,4.320667270430274,4.3786416941014075,4.376431284061855,4.429350794405926,4.364459736066253,4.352116883444726,4.349124667473882,4.341503883275333,4.318646073037988,4.378452576730861,4.376283072175716,4.433073364969638,4.367687928369501,4.3600906985596595,4.355104406936996,4.348865819916806,4.3279993419188685
