,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
0,2.67930284344573,2.8573413515105206,2.8570380033044693,2.9082192344747693,2.8352257788218256,2.803156300498968,2.799143330407462,2.863327042151375,2.903548836879727,2.8129604525745666,2.863006069812114,2.798576517302028,2.8572688638340744,3.0134759846292085,2.9714946852931567,2.8635500091719117,2.6812960201145866,2.802422398695256,2.764241745157688,2.9661189954411022,2.960763360956408,2.919345897958069,2.8092428143782224,2.9637455700902886,2.962249089590533,2.955344621998203,3.1069325870811904,3.0202500098400096,2.920862882296594,3.0105082209844616,3.0068594978818286,3.063171350938124,3.064779851127478,3.0653851004294945,3.072195900702112,3.159271312953152,3.100196837246645,3.063500696017952,3.1417177093154223,3.059381882315244,3.1114896041545888,3.017966256118882,3.158726558553834,3.1470670981781206,2.963366637438943,2.95770071293429,2.9163429672349785,3.103291896230192,3.0957903373014215,3.147834095870805,3.0866052311606835,2.961553838401686,2.9664259237121104,3.0064072846168526,3.10252504532362,3.1180655649096196,3.0855474886179923,3.0538823657895797,2.962271969824839,3.1470670981781206,3.1061240466899385,3.1924377281145255,3.107149868392516,3.0655881169062327,3.110327526501806,3.1640220496208222,3.1509928781935983,3.0615127441348258,3.0549946410722484,3.0642328407590935,3.0544884056272426,3.1457804374190577,2.803457030620411,3.0543741288666983,3.00981738897973,3.0915108737756753,3.0646825939428863,3.0182344330867954,2.892933081517187,2.7973561499279747,2.9076351632608577,2.7901689524032838,2.8049077637654842,2.857919242817185
1,3.9957693405025774,3.99442542169319,3.991885303348714,3.99258597650348,3.9905935947125735,3.978204559092261,3.940297237545721,3.94382596717824,3.9815189427142945,3.991396299893027,3.9900433345381083,3.9887474258791604,3.98952458541631,3.99422691605149,3.9897880579302716,3.980205013565827,3.9847718026750765,3.9858001402890135,3.989992576751502,3.9934062754364787,3.9916272814896523,3.990689017733782,3.9935533964248515,4.020071426017917,4.015430204987224,4.02443512321751,4.021446247392248,4.020219880793957,3.9820859208751482,3.9913082353586535,3.9911689636777763,3.9954639873163798,3.9916510052561676,3.9927527203381543,3.989351525597581,3.9911945378884273,3.995438119630026,3.994595496183796,3.997425762492351,3.9957644035351283,3.9885518949713736,3.9926717072057074,3.9957693405025774,3.99442542169319,3.991885303348714,3.99258597650348,3.9905935947125735,3.978204559092261,3.940297237545721,3.94382596717824,3.9815189427142945,3.991396299893027,3.9900433345381083,3.9887474258791604,3.98952458541631,3.99422691605149,3.9897880579302716,3.9810339945338242,3.9847718026750765,3.9858001402890135,3.989992576751502,3.9934062754364787,3.9916272814896523,3.990689017733782,3.9935533964248515,4.020071426017917,4.015430204987224,4.02443512321751,4.021210357112726,4.020219880793957,3.9820859208751482,3.9913082353586535,3.9911689636777763,3.9954639873163798,3.9916510052561676,3.992553699094301,3.989351525597581,3.9911945378884273,3.995438119630026,3.994595496183796,3.997425762492351,3.9957644035351283,3.9885518949713736,3.9926717072057074
2,3.2032305019932217,3.224886845409923,3.341209379046881,3.2977639648122468,3.2159995991465014,3.205458291169538,3.1696161152700806,3.223285021763962,3.3061053525157527,3.295247166560382,3.2324957394286367,3.320936215852536,3.3248951207061865,3.278092413668676,3.344910655689445,3.3341334487086214,3.265299035615302,3.345101613698568,3.281436076058797,3.276689870389684,3.3354131339782165,3.3320389077904413,3.2634935480837908,3.34814544786237,3.309141717867885,3.2700692254827173,3.341622973910209,3.3302133524596456,3.260380197377583,3.331874483483392,3.2867898527278965,3.2686784733372147,3.348095260355054,3.332953093433304,3.2625026080167365,3.285829766776299,3.2854429350078007,3.275954866927222,3.3495338592946684,3.300382491230959,3.180706767072456,3.2078881827262467,3.2032305019932217,3.224886845409923,3.341209379046881,3.2977639648122468,3.2159995991465014,3.205458291169538,3.1696161152700806,3.223285021763962,3.3061053525157527,3.295247166560382,3.2324957394286367,3.320936215852536,3.3248951207061865,3.278092413668676,3.344910655689445,3.3341334487086214,3.265299035615302,3.345101613698568,3.281436076058797,3.276689870389684,3.3354131339782165,3.3320389077904413,3.2634935480837908,3.34814544786237,3.309141717867885,3.2700692254827173,3.341622973910209,3.3302133524596456,3.260380197377583,3.331874483483392,3.2867898527278965,3.2686784733372147,3.348095260355054,3.332953093433304,3.2625026080167365,3.285829766776299,3.2854429350078007,3.275954866927222,3.3495338592946684,3.300382491230959,3.180706767072456,3.2078881827262467
3,3.903868538031187,3.869320492860625,3.8829359515461928,3.8899196005569983,3.8838121727172394,3.8946480972610296,3.892571743829704,3.8933046897297237,3.8919479414252267,3.885176716824284,3.893666019803388,3.8883303916611966,3.9116808650098402,3.8939384109114576,3.9104244713391836,3.9080651409607574,3.9038980263478105,3.927610185914182,3.9200203105061626,3.9311127154480925,3.9309733849172974,3.9257260076408946,3.923697387377811,3.9204838404236777,3.9280739817144497,3.9247052470370827,3.9517321460105777,3.946052148947271,3.948432881988472,3.9306094980595585,3.925009351626221,3.9476053717694497,3.9445891113393365,3.955027200029753,3.949825402412745,3.9503802707445788,3.9643578218504603,3.940664499932573,3.9482751826200033,3.9504303671608962,3.9445559594143536,3.921970434768017,3.903868538031187,3.869320492860625,3.8829359515461928,3.8899196005569983,3.8838121727172394,3.8946480972610296,3.892571743829704,3.8933046897297237,3.8919479414252267,3.885176716824284,3.893666019803388,3.8883303916611966,3.9116808650098402,3.8939384109114576,3.9104244713391836,3.9080651409607574,3.9038980263478105,3.927610185914182,3.9200203105061626,3.9311127154480925,3.9309733849172974,3.9257260076408946,3.923697387377811,3.9204838404236777,3.9280739817144497,3.9247052470370827,3.9517321460105777,3.946052148947271,3.948432881988472,3.9306094980595585,3.925009351626221,3.9476053717694497,3.9445891113393365,3.955027200029753,3.949825402412745,3.9503802707445788,3.9643578218504603,3.940664499932573,3.9482751826200033,3.9504303671608962,3.9445559594143536,3.921970434768017
4,2.855799038797112,3.0559201548455373,2.974104230460875,3.0250908215595143,2.8801522707016356,3.024537371936791,3.0642223789863374,3.0623038833968574,3.232743753531752,3.0225160315940576,2.9726782907216753,3.1123476777080916,3.1072934628070916,3.189673378094537,3.2370624046396346,3.0740242609076067,2.9238233945755674,3.0264807938367237,3.053227654660657,3.1525687983992174,3.1618750162030578,3.109058121993408,2.814697069025306,2.912271991137905,2.910412597816906,3.062050786247128,3.1655263928686344,3.114543671775437,3.030833234278912,3.062517471935581,3.0445444005584115,3.056617198619394,3.1596881973209285,3.0219397643431107,3.0141290353418206,3.010388707039367,2.891429933152222,3.011273946050709,3.1094280049891614,2.993831607672243,2.6260355588629913,2.8743827713894916,2.9054311711053957,2.963561346022294,3.119894692138309,3.016727972279339,2.8179366364970515,3.011632318629962,2.894713030917095,3.0169492985054123,3.155727576903459,3.1083025097742456,2.973342708954098,3.0155427217517925,3.0928275605111524,3.096901448351442,3.197120465676236,3.1078079372692597,2.750314941162408,2.9110635189927874,2.8958953937618994,2.913766252723747,3.111707377236824,3.0264807938367237,2.926235589832205,3.0288508094572646,2.9983624016704926,3.0245715991950335,3.1938197203088614,3.1062464764057514,2.8120852970376062,3.067883265960836,3.036842975019103,3.056690647306227,3.1153737555404337,2.926641196718588,3.0308332708141923,3.071383750323541,3.004243480641554,3.1051052256149982,3.192082175263993,3.018456676369666,2.7545830548357086,2.867992166489072
5,2.8651671013918905,2.7489633418116775,2.8662915826433335,2.8672602173686728,2.872120401047191,2.8662915826433335,2.954106648168773,2.9711370963617583,2.9618754115621444,2.9559649807411406,2.963489736974357,2.922006153874952,2.9801664271160675,2.9373528223105585,3.0465288654681197,2.9675733612190993,2.9788492484367186,2.9742806666890744,2.959264010431468,2.9612453515711117,2.966078634783936,2.8672169843593123,2.966441107349802,2.9624438881272854,2.9529549789515714,2.9740990076997367,2.968718170311426,2.962946435803948,2.9614911765703704,2.9617592145235063,2.959078756308934,2.9325323916881763,2.944046745242596,2.8353457878424337,2.9189792917695163,2.96947807779887,2.9566825582014866,2.9329052836591503,2.938233899907443,2.9614453665224283,2.9606502413021256,2.9540369501982555,2.9601688381382685,2.9585467087353803,2.964442989493799,2.9590750089938282,2.951673409264351,2.936587346071743,2.9359444446984786,2.926928955917658,2.9609056388610924,2.974369564193155,2.978629120755973,2.9564816085788523,2.849949734850205,2.860872061619511,2.9720135639118084,2.9667658410595292,2.959161002874925,2.941027056973824,2.93480549272423,2.933445068122809,2.9450935175892425,2.9299851682386793,2.9299851682386793,2.9259305686528334,2.936719761732151,2.9608727053887733,2.95106333249809,2.940663488438963,2.964541110315503,2.9072189557060084,2.9090000474807143,2.8548697577867754,2.9687216029260375,2.9637966715346398,2.9673184350562822,2.914405032611665,2.9589440993853984,2.908467191854524,2.8552555675012306,2.872120401047191,2.853728878543335,2.858134534631252
6,3.1085470685437344,3.105485414082075,3.105696076971833,3.105299584594271,3.1013984667030328,3.104766650109234,3.1039431545165437,3.1059435490300316,3.1094383722145023,3.106479475709165,3.1086325331339686,3.1106521157451654,3.105534940317692,3.104694468931658,3.1061181985754867,3.1055888393323956,3.1036470703245618,3.1065240122437734,3.105719705565858,3.1027293846247614,3.1107986109418904,3.108649719574304,3.108851703200045,3.110370466323287,3.1068412387287863,3.1063332505940378,3.1027743194805253,3.1051900145964377,3.103810276206823,3.106779295419856,3.1063971551485907,3.103598718153519,3.1113508816301136,3.1057843366718902,3.1098015176451566,3.1118187313210806,3.107024871512478,3.1067464477521924,3.10370949724643,3.1068915141670144,3.1003310726529856,3.105895413427694,3.1059706872198283,3.1039177130145172,3.1111757749937246,3.105453264127842,3.1106521157451654,3.108887026218139,3.1065240122437734,3.1067167252713674,3.104432406444498,3.106975616660784,3.102093298520316,3.1076298293174043,3.1028879829892664,3.1039177130145172,3.112815798451616,3.10563593910703,3.110370466323287,3.1086325331339686,3.108328384314432,3.103374294229955,3.104094721731594,3.107213146926049,3.1025133982215967,3.108230856438087,3.104649139600382,3.1056261265309493,3.1101113258006303,3.1066253524653185,3.1118187313210806,3.108851703200045,3.1086173794678027,3.105132528147341,3.105734767740459,3.1039939182800986,3.1017843591604644,3.1079180358876797,3.104866094635798,3.1052489812075925,3.109330713438689,3.1074800148008443,3.108887026218139,3.1098015176451566
7,3.07465065443247,3.062050786247128,3.0738444963201346,3.1515104840316077,3.2290896220179297,3.1588799212884924,3.3156758601846072,3.2746300534693167,3.1203592606481823,3.2733185631089055,3.232149986628143,3.280771001627739,3.3076705194177682,3.3331157768305215,3.3020237426464867,3.295604265194169,3.2859491556222595,3.2186283216023988,3.3094419637896166,3.261523813440051,3.2516323991100715,3.297858838263511,3.277226160909909,3.2537512019882215,3.32686669090326,3.302792275902675,3.1945896093431734,3.1932281195674665,3.259965602210374,3.202598164435882,3.2810125134088994,3.348495275178535,3.1936698731812023,3.1917860385391563,3.2762254416388426,3.1166514107694994,3.2720532933819815,3.2828193662062155,3.197361580551765,3.2678904304101746,3.3451955117449215,3.280771001627739,3.409102399985749,3.4062030741711538,3.4115875146270143,3.469261537171399,3.460903304264425,3.4637813599810885,3.5846715104981355,3.550513381044212,3.518006954245239,3.628825517778534,3.563216341923916,3.416344457434662,3.4929042220719757,3.542410489885044,3.518154505590056,3.520734248571216,3.508049706848854,3.462014106776298,3.5253980663617424,3.5730297108786018,3.521342414273165,3.633286515066482,3.6249199856972982,3.5746687608276995,3.616810239788832,3.62363891885435,3.5831740652404114,3.643757276120833,3.6253419166415672,3.4543117480606726,3.5366739062514134,3.6037688967961006,3.4528597931736518,3.4620779908998562,3.4437574796726262,3.4584779978576417,3.5167005861286187,3.508203193685125,3.466823657206413,3.4679343221061334,3.232944842096889,3.159808060587687
8,3.5898703756611097,3.6265692298155945,3.713980046830753,3.7517986004362887,3.6967064587060494,3.6856634881456074,3.6394732558413208,3.660300582612272,3.7330697618224558,3.8062598244759274,3.787265302185648,3.729963332210906,3.7095610025213626,3.6686952228521355,3.749121495435636,3.831553444986593,3.7720662254143646,3.728043517262063,3.7033855354449354,3.695798315805079,3.7612929223059766,3.8223352381209406,3.793116218970846,3.7488473843148444,3.69576835115463,3.693925917765971,3.755318124685356,3.8103943602361467,3.7902091852228144,3.7449029487416183,3.701335221294792,3.6910448009752463,3.7335367880407784,3.788612824826286,3.745774652102139,3.7022390138642978,3.652437923677353,3.678840999756522,3.70576121354627,3.742044204676037,3.694785210860725,3.645914826636358,3.5898703756611097,3.6265692298155945,3.713980046830753,3.7517986004362887,3.6967064587060494,3.6856634881456074,3.6394732558413208,3.660300582612272,3.7330697618224558,3.8062598244759274,3.787265302185648,3.729963332210906,3.7095610025213626,3.6686952228521355,3.749121495435636,3.831553444986593,3.7720662254143646,3.728043517262063,3.7033855354449354,3.695798315805079,3.7612929223059766,3.8223352381209406,3.793116218970846,3.7488473843148444,3.69576835115463,3.693925917765971,3.755318124685356,3.8103943602361467,3.7902091852228144,3.7449029487416183,3.701335221294792,3.6910448009752463,3.7335367880407784,3.788612824826286,3.745774652102139,3.7022390138642978,3.652437923677353,3.678840999756522,3.70576121354627,3.742044204676037,3.694785210860725,3.645914826636358
9,3.646452039436455,3.7886887109540486,3.701749138770858,3.749440323864941,3.6454836621191156,3.7353840793654096,3.639723155162883,3.7851397372373494,3.6953149840906776,3.7486036854079345,3.644742802234128,3.737506393992338,3.6332649413821514,3.7851428988949882,3.6894506404188014,3.743067117015801,3.643163639308288,3.7305853582371813,3.6384217144549296,3.7506517504510533,3.6947172944399207,3.7408067814516195,3.642358791988627,3.721264742865573,3.647341315607454,3.7794802775973615,3.69786187043379,3.744757252098581,3.646095302437679,3.7342749292050774,3.6422514983805945,3.7773687431865204,3.7001376213109562,3.7445428885331133,3.643055259807946,3.7395022631514303,3.6879660071841265,3.7767691120170905,3.7332375018373707,3.7368716670809325,3.646359696193955,3.7208287153441035,3.643853394336717,3.7661524523975274,3.693988000118855,3.7395470409438127,3.642772532672251,3.72688413668011,3.6418232673718913,3.7792442029470594,3.6989886449521743,3.7474343545834197,3.6504385962542463,3.7304086628930326,3.6454622920958366,3.7808746938625086,3.7012486569442777,3.7472060453444738,3.6510892239433685,3.7323777550634665,3.6480353792987206,3.759933794239975,3.6991948214982764,3.747488323067704,3.6458867399138244,3.730569757392082,3.6431133305454506,3.774599231023361,3.696511848957567,3.7417944436185526,3.6406528469646857,3.725719563761184,3.6451469660443303,3.7835603522647756,3.6934260847776113,3.7394249021406165,3.639432558924192,3.7264736664293427,3.640183371495813,3.7812129632486666,3.6963056663734144,3.744940961348973,3.6515129717246997,3.7373499639935552
