,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140
0,2.8672669911005086,2.9627626412949417,2.9295300970122296,2.861302160554492,2.9226857394932546,2.9004625807638114,2.855399214544369,2.9466890485250024,2.8472737653715834,2.9074942887127793,3.0649275203503095,2.967799489416303,2.8567396019942293,2.9047274835712074,2.9163248902421635,2.9079798500650824,2.8106258116754743,2.811820421841862,2.7905970676746454,2.909843502736961,2.860072255946591,2.8962641082741882,2.795850446915838,2.8317238321355918,2.9281562374080767,2.971599955615091,2.919378839614254,2.859873248028822,2.854312317043202,2.8667599585678287,2.8519500238319293,2.750373796997622,2.800485565854188,2.806001106964921,2.8556744024066494,2.7970665054516513,2.857934025088892,2.8370477648970063,2.873779880201753,2.958782446389656,2.862857231789709,2.898206649686315,2.901406225780086,2.8572239121954075,2.9079798500650824,2.9218566118954765,2.856112471881505,2.871816683041146,2.9682835185955327,2.912284925873381,2.8596033198357547,2.9088366474538474,2.9100984402316588,2.8659248144555485,2.9518389817092494,2.8615286730090252,2.8896482361571145,3.062698384962285,2.953979252544947,2.8648816211427857,2.9141298139990535,2.9199852900482997,2.914930305125502,2.7839996003938654,2.803578880637558,2.7830271441984227,2.859374025959691,2.8618090672950935,2.9087702544975538,2.7902715259733086,2.84047597456217,2.9201120260757616,2.961244515846506,2.9281437427112693,2.8648195635328424,2.867107765431074,2.8651410891277482,2.8501102904567404,2.801851624610682,2.7945464971497342,2.750373796997622,2.858641262172944,2.8101078475156647,2.8523203665802526,2.8467013991753807,2.865851291215623,2.9471828585980613,2.872303020563206,2.901251398620306,2.9124765848949457,2.857993148922978,2.9085577320901908,2.914394970216861,2.8436172588887767,2.8189314908481147,2.973369630263228,2.925781477733702,2.8576998846319097,2.9096398094242013,2.900332867162212,2.8489702042843534,2.955401888024083,2.8632852146928256,2.901888507429754,3.061707911936968,2.9549049544655697,2.855684984340387,2.8984847037708574,2.923648639875553,2.918168372733787,2.796102077671106,2.8023225116071764,2.7809739992148357,2.9057846224831807,2.854813923143836,2.912531452225182,2.7905970676746454,2.852924139410514,2.9141905699162023,2.9618101908602457,2.920469370827877,2.848881345718743,2.8763584825398745,2.8683023322690606,2.8618960654749217,2.8005853787169066,2.7901260993175385,2.801851624610682,2.8514697896934216,2.7545040818738245,2.853626014322645,2.8585514381761308,2.8601502057093775,2.950056874816669,2.864433985495511,2.8840202740288103,2.9217200099481353,2.8583061046616254,2.9206161158828,2.914537549024687,2.846051399233673
