,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165
0,3.421759200619534,3.466630720544562,3.4970232813111557,3.490727196714161,3.5067085298025784,3.491099650630195,3.5420344443360934,3.5176664797964228,3.5191275805772593,3.488679505784831,3.578072294201808,3.5643434565311987,3.5293337898541335,3.6166566628883126,3.628654458232413,3.5646004588673046,3.581695435068902,3.5884748268700832,3.5439960704614153,3.536695418425653,3.541441119344243,3.531007108970375,3.537294049034975,3.5403313691392784,3.4756163006075,3.491220477659339,3.552611363673731,3.5405981544677294,3.5510767289726526,3.4902217672109686,3.4980090009994496,3.4940383642508945,3.4957664947003013,3.4893152600118853,3.4922688844390133,3.5526623923059217,3.544184945960346,3.5999497511680927,3.590414875277135,3.5995734090189995,3.53847300166336,3.640981551399435,3.54848509877905,3.6445167693682885,3.6046965132385784,3.6390756846976235,3.5902250572410983,3.6554143883785093,3.6004720840401276,3.5952268804144536,3.541170664327725,3.5426214742054043,3.55682712974715,3.5428602881231255,3.4982770273639296,3.5008787031332425,3.4851233372534542,3.537661771028106,3.5498327798706253,3.5949123919001877,3.5393625699156406,3.47849675322999,3.483241681357671,3.474430177636065,3.465396672282769,3.455040714338718,3.538985028908378,3.5148465740270227,3.544945933936674,3.572081833479036,3.5883451862647004,3.59464381640763,3.4783713666929326,3.557672147087738,3.529110924585365,3.4707250667698895,3.4641068178284407,3.4834204333510845,3.5411212919174258,3.535445501728552,3.4692159031120715,3.5494167252024393,3.5411080028724014,3.412357312587914,3.4893942485689786,3.4954509165983065,3.4819115988057794,3.48891411946781,3.4858018994733335,3.4235357254445873,3.5077293911862037,3.4088089701966684,3.4785766596660386,3.4635940724452503,3.471923781652869,3.3912087836221083,3.4649720734204834,3.4593798423817903,3.457174673684893,3.454319537723685,3.5393135259217496,3.518988051534327,3.470092996306307,3.4070867750978713,3.437291116162532,3.4460421602567695,3.4655112476356567,3.45406394213175,3.4843792920733834,3.5220984995478046,3.51211399128234,3.497202974547105,3.5455029390676223,3.501348410739901,3.576503316371083,3.528511616838534,3.590252211940866,3.5892381815832906,3.578899642287094,3.560057928574178,3.4345957684885198,3.410053471745208,3.4767121443072018,3.4751703677416383,3.404991380396587,3.3972093117350033,3.449993149600945,3.463198018260915,3.519898637495201,3.529079608644132,3.5652976883118708,3.5958271555756127,3.579413115344341,3.5318698841761966,3.5371014679501562,3.5884778390789505,3.5814297556662344,3.5868276631786697,3.58880156537628,3.569725673166168,3.571442586561367,3.535817598020184,3.4772793927005443,3.543780719116426,3.536291537970866,3.4930299285082604,3.534874962558468,3.5472326869162893,3.655980993948842,3.597459584129684,3.63150714918567,3.5947670352751397,3.5413902759246394,3.4825152346577237,3.4861490516553046,3.4930299285082604,3.4947810854408012,3.5485859864614975,3.5469084532422954,3.5278698431540776,3.548858475519272,3.5521227503060135,3.55049584138892,3.5386242734934115,3.526732566599295,3.478840211126217
